# Date : 2016-11-02
# Equipment : Nikon Ti-Eclipse
# User : gchure
# Description :
# IPTG titration with RBS1027 strains in O1.
# The strains were grown in deep 96-well plates in 1 mL of LB + spec. Then they were
# diluted next morning 1:1000 into 0.5 mL of M9 + 0.5% glucose also in deep 96-well plates with the following
# IPTG concentrations and mounted on agarose pads:
# 0uM, 0.1uM, 5uM, 10uM, 25uM, 50uM, 75uM, 100uM, 250uM, 500uM, 1000uM, 5000uM
# Comments:
# These data have been thresholded such that only cells with areas between 0.5
# µm^2 and 6µm^2 and eccentricities > 0.8 are selected.
date,username,operator,binding_energy,rbs,repressors,IPTG_uM,area,eccentricity,solidity,mean_intensity
20161020,gchure,O2,-13.9,auto,0,0.0,3.7376,0.9350020640074321,0.9358974358974359,43.195161231543935
20161020,gchure,O2,-13.9,auto,0,0.0,4.300800000000001,0.9460010520760466,0.9230769230769231,47.249450982878066
20161020,gchure,O2,-13.9,auto,0,0.0,4.6848,0.9635983137637197,0.9289340101522843,46.835312258247576
20161020,gchure,O2,-13.9,auto,0,0.0,5.1968000000000005,0.9554866046363916,0.8787878787878788,718.1848112624285
20161020,gchure,O2,-13.9,auto,0,0.0,3.6096000000000004,0.9155318663935147,0.9929577464788732,42.082165094275965
20161020,gchure,O2,-13.9,auto,0,0.0,3.6864000000000003,0.9348417780107693,0.9664429530201343,38.191281278126525
20161020,gchure,O2,-13.9,auto,0,0.0,5.043200000000001,0.9423151145526005,0.8454935622317596,40.0484492011906
20161020,gchure,O2,-13.9,auto,0,0.0,4.1728000000000005,0.9448836323004746,0.9702380952380952,44.404317287026224
20161020,gchure,O2,-13.9,auto,0,0.0,4.300800000000001,0.946847519828354,0.8795811518324608,36.72317571867354
20161020,gchure,O2,-13.9,auto,0,0.0,3.712,0.9443579654688568,0.9477124183006536,32.46902402427778
20161020,gchure,O2,-13.9,auto,0,0.0,4.1472,0.9538581284119687,0.9152542372881356,43.68529927612901
20161020,gchure,O2,-13.9,auto,0,0.0,4.864,0.961443550359431,0.9047619047619048,31.756232357244212
20161020,gchure,O2,-13.9,auto,0,0.0,4.7872,0.9636358155834357,0.8820754716981132,40.7415698307647
20161020,gchure,O2,-13.9,auto,0,0.0,3.2512000000000003,0.8702117333709997,0.9548872180451128,31.677318843071685
20161020,gchure,O2,-13.9,auto,0,0.0,4.992,0.9558485017816636,0.8628318584070797,38.19006247943375
20161020,gchure,O2,-13.9,auto,0,0.0,3.5072,0.9110905657151729,0.9513888888888888,23.860499086329856
20161020,gchure,O2,-13.9,auto,0,0.0,3.4048000000000003,0.8967590558593668,0.9568345323741008,34.104617711030244
20161020,gchure,O2,-13.9,auto,0,0.0,3.712,0.9295330756363295,0.9235668789808917,35.48910784645183
20161020,gchure,O2,-13.9,auto,0,0.0,5.0176,0.762940667634031,0.9116279069767442,40.33121309191152
20161020,gchure,O2,-13.9,auto,0,0.0,4.0448,0.9449106584911516,0.88268156424581,38.25615966315449
20161020,gchure,O2,-13.9,auto,0,0.0,4.7616000000000005,0.8935292478720955,0.9346733668341709,50.643510433243115
20161020,gchure,O2,-13.9,auto,0,0.0,5.043200000000001,0.9192485688796147,0.7350746268656716,32.72665418054753
20161020,gchure,O2,-13.9,auto,0,0.0,5.7856000000000005,0.9680357837366605,0.8593155893536122,54.084203666047756
20161020,gchure,O2,-13.9,auto,0,0.0,4.2752,0.9261474279178303,0.9709302325581395,52.82740316694457
20161020,gchure,O2,-13.9,auto,0,0.0,3.9936000000000003,0.9451786260557494,0.9397590361445783,44.613388159960245
20161020,gchure,O2,-13.9,auto,0,0.0,4.3776,0.9435343719771191,0.8952879581151832,44.316240110944825
20161020,gchure,O2,-13.9,auto,0,0.0,5.6576,0.9694501546982451,0.9132231404958677,38.40288296417507
20161020,gchure,O2,-13.9,auto,0,0.0,5.478400000000001,0.9404800825383433,0.84251968503937,34.1054794527366
20161020,gchure,O2,-13.9,auto,0,0.0,4.7616000000000005,0.9630230117120444,0.8732394366197183,35.162941664590555
20161020,gchure,O2,-13.9,auto,0,0.0,4.352,0.9455415019959242,0.9090909090909091,32.51304168286162
20161020,gchure,O2,-13.9,auto,0,0.0,4.7616000000000005,0.9023064539173152,0.9117647058823529,34.24152570190509
20161020,gchure,O2,-13.9,auto,0,0.0,4.5568,0.9567931289426699,0.8944723618090452,51.18730502488584
20161020,gchure,O2,-13.9,auto,0,0.0,4.6848,0.8304470496079014,0.9432989690721649,38.52011102380191
20161020,gchure,O2,-13.9,auto,0,0.0,3.9936000000000003,0.9412033559443801,0.9176470588235294,34.49769858648524
20161020,gchure,O2,-13.9,auto,0,0.0,4.1472,0.9400932942035723,0.8852459016393442,33.92382220382304
20161020,gchure,O2,-13.9,auto,0,0.0,3.8656,0.8931159406437662,0.9263803680981595,32.31858814962586
20161020,gchure,O2,-13.9,auto,0,0.0,5.043200000000001,0.9517250705217603,0.8794642857142857,34.024307581695055
20161020,gchure,O2,-13.9,auto,0,0.0,4.5824,0.9471872663693142,0.8605769230769231,42.44157944171343
20161020,gchure,O2,-13.9,auto,0,0.0,4.48,0.9571234933184702,0.9510869565217391,40.46093912505785
20161020,gchure,O2,-13.9,auto,0,0.0,5.2224,0.9570032471647351,0.8395061728395061,43.94253029068068
20161020,gchure,O2,-13.9,auto,0,0.0,5.5296,0.9684581017315984,0.8925619834710744,35.913150110785715
20161020,gchure,O2,-13.9,auto,0,0.0,2.7392000000000003,0.8684940996168939,0.981651376146789,38.95875823903365
