channcap_bs,samp_size,frac,bins,username,date,binding_energy,operator,repressors,rbs
1.0427558434671595,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0667786268223984,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0107515690724995,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0601508172274168,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0322345782170326,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0042563360797168,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9372152727201122,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.098908429301072,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9994167618603084,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0259693647816674,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0431506712935021,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0363489065409721,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.1551204064834097,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0067670392219588,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0260586006861465,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.055959492045968,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0637790569540042,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0327248833661167,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0747662763598715,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0466843950693228,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0078854951583611,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0746792875455482,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.089134945082831,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9988406492071017,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0621151823109618,81.0,0.1,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0208934342380012,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0127696389363148,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0078414385479069,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9562261463984627,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0228587239431244,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0640579317735717,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0149313342360775,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.025196122951649,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0237079909898668,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.008396108179092,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0150785802873896,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9076073703197193,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.02483774637227,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0073895580618488,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0387484070095698,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.090297822594889,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0805570871954486,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.043426353506766,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0301309934046428,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0418543846881205,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0749451821256892,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.035278155453421,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9180074877943939,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0590458769350979,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9866051063050867,89.0,0.1111111111111111,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0732808172160337,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.054908839263342,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0071604032565349,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.006697900917052,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0036934382782032,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0103204311801393,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9994206860211674,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0245300519682818,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0546117678216573,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0139642472962993,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.04163456847826,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9449730427526859,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0621512272514795,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0011204512634881,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0460415671167071,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0054178931634004,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0056270200707123,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0296810515137376,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.03954834625548,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9243321352499339,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.038135641910611,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0204515072235174,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0433698814613765,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0408687288879048,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
0.9992304076400174,102.0,0.125,10,gchure,20161020,-13.9,O2,130,RBS1027
1.0171239221650186,122.0,0.14285714285714285,10,gchure,20161020,-13.9,O2,130,RBS1027
1.000331840951147,122.0,0.14285714285714285,10,gchure,20161020,-13.9,O2,130,RBS1027
