date,username,operator,rbs,IPTG_uM,area,eccentricity,solidity,mean_intensity
20180323,mrazomej,O2,auto,0,4.0192000000000005,0.9443831916289054,0.8626373626373627,164.5415291135751
20180323,mrazomej,O2,auto,0,3.8656,0.9399726265436764,0.9151515151515152,158.8754746043664
20180323,mrazomej,O2,auto,0,3.2,0.9030632683979604,0.9124087591240876,181.8272631458588
20180323,mrazomej,O2,auto,0,5.8368,0.9766046449574008,0.8702290076335878,177.41457631407675
20180323,mrazomej,O2,auto,0,3.4048000000000003,0.9237400267059946,0.9779411764705882,156.56142597855214
20180323,mrazomej,O2,auto,0,3.5072,0.939938349542025,0.9319727891156464,155.10548848702598
20180323,mrazomej,O2,auto,0,3.0976000000000004,0.9191434336998788,0.9453125,189.34906106136413
20180323,mrazomej,O2,auto,0,2.8416,0.8899544053218619,0.9327731092436976,181.9701470520298
20180323,mrazomej,O2,auto,0,2.9696,0.9078703676180041,0.935483870967742,182.74406870590062
20180323,mrazomej,O2,auto,0,3.4048000000000003,0.9396104067965808,0.8926174496644296,168.0620116561813
20180323,mrazomej,O2,auto,0,3.0976000000000004,0.8803956684033812,0.9603174603174603,163.68318002450138
20180323,mrazomej,O2,auto,0,3.2256,0.9018884302790148,0.9473684210526316,190.16170797536475
20180323,mrazomej,O2,auto,0,3.2768,0.907641007419236,0.962406015037594,157.52505055490894
20180323,mrazomej,O2,auto,0,2.9696,0.904281073826692,0.9133858267716536,167.2031472728379
20180323,mrazomej,O2,auto,0,2.944,0.9215237508569396,0.8984375,166.04254616595674
20180323,mrazomej,O2,auto,0,3.0976000000000004,0.9228364548817584,0.9918032786885246,145.70744385559945
20180323,mrazomej,O2,auto,0,2.8416,0.8722818574357358,0.956896551724138,143.11788162527034
20180323,mrazomej,O2,auto,0,4.3776,0.958610450134501,0.855,175.46602667457694
20180323,mrazomej,O2,auto,0,2.5856000000000003,0.8679211371570578,0.9528301886792452,150.4050965871909
20180323,mrazomej,O2,auto,0,3.4304,0.9463270426535172,0.9054054054054054,142.1455144411701
20180323,mrazomej,O2,auto,0,5.1968000000000005,0.9630008199232091,0.8493723849372385,161.33592510678992
20180323,mrazomej,O2,auto,0,3.5072,0.925708825846124,0.9448275862068966,185.74448981983275
20180323,mrazomej,O2,auto,0,3.8912,0.9415946388238052,0.8994082840236687,170.21704489973283
20180323,mrazomej,O2,auto,0,4.1984,0.9566343423420708,0.9060773480662984,160.12195932269722
20180323,mrazomej,O2,auto,0,3.5839999999999996,0.9481274910356888,0.9271523178807948,156.52913650088774
20180323,mrazomej,O2,auto,0,3.9936,0.9519490382472888,0.9069767441860463,169.15774598346732
20180323,mrazomej,O2,auto,0,3.5584,0.9435778047384248,0.9328859060402684,170.34807752856275
20180323,mrazomej,O2,auto,0,2.6112,0.8517847388851875,0.9714285714285714,150.80177243521018
20180323,mrazomej,O2,auto,0,3.5839999999999996,0.925986533438794,0.9523809523809524,159.1726148849201
20180323,mrazomej,O2,auto,0,3.8912,0.9503415044471152,0.8994082840236687,150.37592599020059
20180323,mrazomej,O2,auto,0,3.9424,0.9491147338110412,0.7549019607843137,161.78076205700086
20180323,mrazomej,O2,auto,0,2.4832,0.8071679044350389,1.0,152.0579575774929
20180323,mrazomej,O2,auto,0,4.3264000000000005,0.959473016250859,0.9184782608695652,170.74563311371142
20180323,mrazomej,O2,auto,0,2.1504000000000003,0.8006672117334507,0.9767441860465116,157.41028474345475
20180323,mrazomej,O2,auto,0,2.688,0.8903226884908167,0.945945945945946,160.79086781356864
20180323,mrazomej,O2,auto,0,3.2512000000000003,0.9235284316123996,0.9202898550724636,180.15715682100884
20180323,mrazomej,O2,auto,0,2.9952,0.8962513702418844,0.9590163934426228,178.57895697016198
20180323,mrazomej,O2,auto,0,2.8160000000000003,0.8908771216263083,0.9734513274336284,156.54655079279553
20180323,mrazomej,O2,auto,0,2.3552,0.8418263831898833,0.989247311827957,165.5773268684354
20180323,mrazomej,O2,auto,0,2.5344,0.8897162131796326,0.99,159.50747686249366
20180323,mrazomej,O2,auto,0,5.7344,0.9563805287469864,0.7859649122807018,167.56522254229705
20180323,mrazomej,O2,auto,0,4.7616000000000005,0.9647659030733896,0.8942307692307693,154.79502268964885
20180323,mrazomej,O2,auto,0,3.7119999999999997,0.9246221660343684,0.9415584415584416,186.99514052863228
20180323,mrazomej,O2,auto,0,2.2272000000000003,0.8495840351054035,0.9775280898876404,170.8467115431434
20180323,mrazomej,O2,auto,0,3.6608,0.9507940492074396,0.934640522875817,177.20322433992217
20180323,mrazomej,O2,auto,0,3.9424,0.9595249833653808,0.8603351955307262,152.39006332100146
20180323,mrazomej,O2,auto,0,3.3792,0.9525996283237634,0.9705882352941176,146.04141779419774
20180323,mrazomej,O2,auto,0,3.7888,0.943728746574192,0.9192546583850932,137.59596529686962
20180323,mrazomej,O2,auto,0,3.8656,0.9459753416649478,0.8934911242603549,149.33044414713092
20180323,mrazomej,O2,auto,0,3.3024,0.91403839129695,0.9347826086956522,185.28687833847687
20180323,mrazomej,O2,auto,0,3.6096,0.9206669923671564,0.933774834437086,173.68251470270673
20180323,mrazomej,O2,auto,0,3.8656,0.949869162478568,0.9096385542168676,156.5029702893537
20180323,mrazomej,O2,auto,0,2.2528,0.8502663481098341,0.9565217391304348,166.38919905524745
20180323,mrazomej,O2,auto,0,5.4016,0.9612516064402638,0.83399209486166,172.5928887219799
20180323,mrazomej,O2,auto,0,4.0704,0.9553542110326414,0.9298245614035088,162.54856830701576
20180323,mrazomej,O2,auto,0,4.3776,0.9597788976626724,0.9047619047619048,169.12053900451411
20180323,mrazomej,O2,auto,0,4.5312,0.9668449679070008,0.8634146341463415,162.22866224532257
20180323,mrazomej,O2,auto,0,3.3536,0.9243837533503739,0.9357142857142856,157.26623276990108
20180323,mrazomej,O2,auto,0,2.4064,0.8636188486927268,0.9591836734693876,167.69278473518455
20180323,mrazomej,O2,auto,0,4.4032,0.9542362829640456,0.8775510204081632,188.17629540377732
20180323,mrazomej,O2,auto,0,4.0448,0.9545441514451176,0.9028571428571428,178.61132327278798
20180323,mrazomej,O2,auto,0,2.8416,0.8789796091606307,0.9736842105263158,162.48807588866092
20180323,mrazomej,O2,auto,0,2.6368,0.8568213054388865,0.9537037037037036,173.0720609362855
20180323,mrazomej,O2,auto,0,3.2768,0.9348160735083202,0.9552238805970148,150.82229637768307
20180323,mrazomej,O2,auto,0,4.7872,0.9611252438645472,0.8311111111111111,161.43277669388854
20180323,mrazomej,O2,auto,0,3.0976000000000004,0.9252202968417801,0.8897058823529411,178.42124969472496
20180323,mrazomej,O2,auto,0,4.3264000000000005,0.9575116056216558,0.8848167539267016,181.0144754091596
20180323,mrazomej,O2,auto,0,2.8160000000000003,0.893423977997239,0.9482758620689656,164.8113437336167
20180323,mrazomej,O2,auto,0,2.2016,0.8622931666086384,0.9885057471264368,178.07165723102298
20180323,mrazomej,O2,auto,0,4.3776,0.9538765680200968,0.8724489795918368,182.37934200886247
20180323,mrazomej,O2,auto,0,3.8912,0.9456713095695484,0.8685714285714285,171.18320544842263
20180323,mrazomej,O2,auto,0,5.0944,0.9738383258121864,0.8361344537815126,170.64343057759143
20180323,mrazomej,O2,auto,0,2.5856000000000003,0.8783708111045501,0.961904761904762,176.74470272880433
20180323,mrazomej,O2,auto,0,4.1216,0.9472411436795476,0.9252873563218392,176.47772779952967
20180323,mrazomej,O2,auto,0,5.0432000000000015,0.972218846739526,0.8347457627118644,183.5404973689728
20180323,mrazomej,O2,auto,0,3.9936,0.951425847658996,0.8863636363636364,202.40248674788242
20180323,mrazomej,O2,auto,0,3.0208,0.9035757177372568,0.9365079365079364,165.91562829622384
20180323,mrazomej,O2,auto,0,3.1232,0.9096282980558316,0.931297709923664,169.97833541926911
