date,username,operator,binding_energy,rbs,repressors,IPTG_uM,area,eccentricity,solidity,mean_intensity,intensity
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.3792,0.9210822032842396,0.9428571428571428,150.33492711623984,508.01178571119766
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.3536,0.9364061712769508,0.9225352112676056,135.11978909036029,453.1377246934323
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.864,0.9541941874672216,0.8189655172413793,153.8919953491702,748.5306653783639
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.48,0.942640662915774,0.8578431372549019,140.79118829703398,630.7445235707123
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.1984,0.94380038836581,0.8817204301075269,131.59464080208903,552.4869399434906
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.224,0.940911310266416,0.8870967741935484,158.31606440469764,668.7270560454429
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.4016,0.9229902791837404,0.8683127572016461,155.52821645098498,840.1012139816405
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.7344,0.9711349588446436,0.8615384615384616,135.67263461567453,778.001155940124
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.5568,0.9637792287077014,0.8516746411483254,134.81994299456474,614.3475162376326
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.504,0.9364824533944248,0.8431372549019608,155.61693884007974,856.5156313757989
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.5824,0.9634541118551568,0.8364485981308412,140.8738820943197,645.5404773090105
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.7088,0.8955393843814072,0.9737991266375546,149.80656522222532,855.21571954064
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.0432000000000015,0.8652128300713173,0.9471153846153846,132.67646772205836,669.1139620158849
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.1968000000000005,0.9278758204598097,0.8675213675213675,132.08256755671414,686.4066870787321
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.3008000000000015,0.8999409152760528,0.8888888888888888,139.4036471288162,599.547205571613
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.5568,0.951420344728637,0.898989898989899,133.733238480875,609.3956211096512
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.8128,0.9153335811170572,0.8355555555555556,137.27010980485574,660.6535844688098
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.5312,0.9377508325928472,0.8676470588235294,135.60838788599494,614.4687271890203
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.992,0.9600670947945422,0.8744394618834079,144.73929388167468,722.53855505732
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.7344,0.93065615488864,0.8924302788844621,159.17661445467826,912.782377928907
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.8896000000000015,0.9360165437098038,0.9182692307692308,133.51957659702322,652.8573217288049
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.7872,0.9441054443688548,0.8697674418604651,140.72817229392678,673.6939064054864
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.7856000000000005,0.9406206361463209,0.8897637795275591,153.7383844980767,889.4687973520727
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.9392000000000005,0.8754595146504618,0.8656716417910447,141.0398517026953,837.663887232648
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.6864,0.9116506893971558,0.9411764705882352,164.20366899075927,605.3204053675349
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.4032,0.911666580329872,0.9052631578947368,133.75536747552516,588.9516340682324
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.8112,0.905050307262588,0.8598484848484849,140.57537970966666,816.911646568815
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.5808,0.8514797522800486,0.9478260869565216,130.27345692388795,727.0301084008339
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.2512000000000003,0.8804676526890465,0.9769230769230768,128.72014997835092,418.49495160961453
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.6592,0.9514048266155132,0.9009900990099008,132.42617599495432,617.0000391956912
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.5056,0.9183712356665832,0.9166666666666666,147.4381361329284,664.2972661605222
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.760000000000002,0.9506187680722188,0.8587786259541985,141.74862977940896,816.4721075293958
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.3504000000000005,0.8580981184718449,0.908695652173913,150.91339858478378,807.4470477880272
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.6848,0.9410295771275938,0.8511627906976744,149.6479401592677,701.0706700581374
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.4016,0.8984587237097671,0.8902953586497891,142.1132030539328,767.6386776161235
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.1728000000000005,0.8350979794897038,0.9314285714285714,128.14391194329409,534.7189157569776
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.6064,0.9521733355663932,0.7877697841726619,149.61302314295875,838.7904529486839
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.1472,0.9426139639004201,0.8350515463917526,130.9082303171389,542.9026127712384
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.1984,0.93714388442564,0.942528735632184,131.9204710888753,553.8549058195341
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.1456,0.9572695925757396,0.8973214285714286,131.2877995220153,675.5545012204818
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.12,0.9653791771413378,0.8620689655172413,147.76777383673132,756.5710020440644
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.0432000000000015,0.9633639302800386,0.8794642857142857,127.59210755743908,643.472516833677
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.9664,0.9652220774216852,0.8434782608695652,136.33221595114978,677.0803172997903
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.9664,0.9493647794013228,0.8660714285714286,132.9031232372156,660.0500712453075
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.1728000000000005,0.9439729527446128,0.9055555555555556,123.09338669113785,513.6440839847801
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.2992,0.972846737974246,0.915929203539823,146.43530857583858,775.9899872050838
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.7104,0.9441307247226268,0.8558139534883721,129.77262408956958,611.2809685115085
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.5328000000000004,0.9257610007597732,0.9261744966442952,141.34523628565918,499.34445074997683
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.3248000000000015,0.96135332518555,0.8524590163934426,136.9101666609157,729.0192554360442
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.504,0.9087015370415268,0.9188034188034188,130.19284071322858,716.58139528561
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.992,0.9197171999345768,0.8904109589041096,122.67344876042976,612.3858562120654
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.7360000000000015,0.9592417541034824,0.9113300492610836,151.4851420627788,717.4336328093207
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.1472,0.9376329722140788,0.9310344827586208,130.92275919405844,542.9628669295992
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.1456,0.9277679747114096,0.9013452914798208,123.37674450576456,634.8473765288621
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.8624,0.8941552070202741,0.9271255060728744,143.49792228781072,841.2422196200616
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.6064,0.928283506949532,0.9163179916317992,154.3415555213649,865.3004968749802
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.3248000000000015,0.9319682043694562,0.8851063829787233,138.05467698850384,735.1135440283855
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.7104,0.9507887678229404,0.8803827751196173,128.1284830046131,603.5364063449294
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.3248000000000015,0.9169448430387896,0.8595041322314051,139.43135294539542,742.4440681636418
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.4816000000000003,0.9196464535815588,0.9577464788732394,145.59738945790338,506.9118711366364
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.8144,0.9412802572600554,0.9030303030303032,148.5397701631436,566.5900993102949
20181023,mrazomej,O2,-13.9,auto,0,0.0,2.7136,0.8795971059570583,0.9724770642201837,140.35952564740913,380.8796087968094
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.0704,0.9070459610438674,0.8736263736263736,149.67381704534114,609.2323049013567
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.9664,0.9628337849915872,0.8220338983050848,137.87184316716497,684.7267219054081
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.4304,0.9160963552255136,0.8993288590604027,133.8404308190739,459.12621388175114
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.2768,0.9066332093858244,0.9343065693430656,144.91971503171487,474.8729222159233
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.0704,0.9471922778105936,0.9190751445086706,158.4737652252931,645.0516139730331
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.6080000000000005,0.9566926447925332,0.8695652173913043,138.19272107297797,636.7920587042826
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.8912,0.9344512898331738,0.9620253164556962,126.78188832608812,493.3336838544741
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.9392000000000005,0.9379775451001702,0.7581699346405228,139.5954724550732,829.0854300051709
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.0432000000000015,0.965312822701742,0.916279069767442,132.38274632381285,667.6326662602531
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.6096,0.9122500137608824,0.9463087248322148,134.6251702449667,485.9430145162318
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.9648,0.9515573648597934,0.8927203065134101,140.82170453518853,839.9733032114926
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.8384,0.8990420537669703,0.8669724770642202,141.94390006988525,686.7813660981328
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.9936,0.936039883203288,0.9230769230769232,154.9863991070317,618.9536834738418
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.7616000000000005,0.954025779293206,0.8857142857142857,136.02230522945283,647.6838085805626
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.6592,0.8758663731362432,0.9145728643216079,135.0694528773557,629.3155948461757
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.6320000000000014,0.8413705623997834,0.7357859531772575,147.77668319847425,832.2782797738072
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.7376,0.9243882938956348,0.9605263157894736,139.1113224304332,519.9424787159871
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.1216,0.9188818447620526,0.9147727272727272,138.01424091277485,568.8394953460928
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.4544000000000015,0.9508925512328664,0.9157894736842104,140.62410332489893,626.39600585043
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.096,0.9332576219472144,0.9302325581395348,142.59469527784125,584.0678718580377
20181023,mrazomej,O2,-13.9,auto,0,0.0,2.9696,0.9151756719214416,0.9830508474576272,126.03459331268942,374.2723283013625
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.7616000000000005,0.952965533347103,0.8773584905660378,131.57042842194775,626.4857519739464
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.3280000000000003,0.9051585821927438,0.9701492537313432,150.6004346299461,501.1982464484607
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.992,0.9222488256872771,0.851528384279476,138.2558943748951,690.1734247194763
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.5824,0.8923993414985606,0.9623655913978496,133.05533698168804,609.7127761848873
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.0176,0.9470117586480279,0.9245283018867924,131.03197555016664,657.4660405205161
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.6320000000000014,0.9538831506787704,0.8764940239043825,152.1901766579835,857.1350749377633
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.9136000000000015,0.8762117254400815,0.924,144.39175129298818,853.8750604462151
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.2768,0.9122382545828791,0.9481481481481482,138.39814758742287,453.5030500144673
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.2736,0.96165402433401,0.8619246861924686,139.69549453056115,736.6981599563672
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.5824,0.9565963276458818,0.8774509803921569,140.17105239970635,642.3198305164144
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.968,0.9432669533698146,0.933734939759036,143.12747902454217,567.9298367693833
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.5072,0.935390785085526,0.9319727891156464,143.7036849123027,503.997563724428
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.3776,0.9129100453907903,0.9,143.97242922872545,630.2537061916686
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.7088,0.9600754365342632,0.8289962825278809,136.0708156312123,776.8010722754648
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.8112,0.9444734651996076,0.8315018315018315,134.34952333159256,780.7319499845507
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.0192000000000005,0.9145215300084176,0.907514450867052,126.82800499252251,509.7471176659465
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.0464,0.8586011740525186,0.9674796747967479,144.28440700636264,439.5480175041832
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.8912,0.9383667020722842,0.9325153374233128,130.70767283446864,508.60969653348434
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.8112,0.851664048106403,0.9497907949790796,138.12888835523395,802.6945960099356
20181023,mrazomej,O2,-13.9,auto,0,0.0,2.8928000000000003,0.8468746958276404,0.9576271186440678,140.53627622861424,406.5433398741353
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.0688,0.9215690780526165,0.9,143.70823872125843,728.4283204303148
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.8896000000000015,0.9036907180823004,0.9009433962264152,137.8527071366946,674.044596815582
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.6096,0.9118685024813646,0.933774834437086,135.25778711057387,488.22650835432745
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.888,0.9281829243010912,0.8846153846153846,152.2074619118581,896.1975357370205
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.2752,0.8874874341275171,0.9076086956521741,130.5022286199829,557.9231277961509
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.6080000000000005,0.9305059267063636,0.8490566037735849,140.48856805014262,647.3713215750572
20181023,mrazomej,O2,-13.9,auto,0,0.0,3.3536,0.8804485570661622,0.9632352941176472,133.79369223022096,448.690526263269
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.0688,0.950591275544048,0.9,143.43999632799716,727.0686533873521
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.2992,0.8531589485959843,0.9078947368421052,138.9336739640078,736.2373250700701
20181023,mrazomej,O2,-13.9,auto,0,0.0,4.7104,0.8805238038107627,0.9154228855721394,154.2880494388761,726.758428076882
20181023,mrazomej,O2,-13.9,auto,0,0.0,5.0688,0.9027941083892076,0.9041095890410958,153.53179037043938,778.2219390296832
