,operator,binding_energy,repressor,inducer_uM,lambda_m1p0,lambda_m2p0,lambda_m3p0,lambda_m0p1,lambda_m1p1,lambda_m0p2,lambda_m2p1,lambda_m1p2,lambda_m0p3
22,O1,-15.3,2.0,1000.0,0.3226090224459496,-0.01946121290725344,0.00024922684359914916,-0.0009638804806295773,1.8468298541946335e-06,1.3787428110857715e-07,-1.1710620716701057e-07,5.89009391026909e-10,-5.60352162355981e-12
23,O1,-15.3,2.0,5000.0,0.3245649242826456,-0.01954585709394078,0.0002502645444809277,-0.0009645033763175871,1.854318280509159e-06,1.3787315406416532e-07,-1.1711442245353775e-07,5.884485498111867e-10,-5.60008067578276e-12
24,O1,-15.3,3.0,0.0,-0.6578799671191949,0.02495540007924624,-0.0003379983503986093,-0.0008941945939337168,4.554365854318786e-05,3.0704204475530873e-07,-1.2671147032602712e-06,2.308913331475153e-09,-4.547628488333968e-11
25,O1,-15.3,3.0,0.1,-0.6561060962575773,0.024855873825888154,-0.00033640613301480564,-0.0008925012918250938,4.522917907548905e-05,3.060746440486558e-07,-1.2580983505832817e-06,2.3042623507249973e-09,-4.519682843312511e-11
26,O1,-15.3,3.0,5.0,-0.4148651913379024,0.012689027776203085,-0.000157181344996499,-0.0007519840017770214,1.4880335515997904e-05,2.050089738346136e-07,-4.479450049793338e-07,1.5214361761666285e-09,-1.908553366623055e-11
27,O1,-15.3,3.0,10.0,-0.216969593813345,0.004006693189118351,-4.36894286333625e-05,-0.0007615921050056471,4.634023169722378e-06,1.616822152544102e-07,-2.1117148205532515e-07,1.0289466833083067e-09,-1.0340916976974899e-11
28,O1,-15.3,3.0,25.0,0.05543415305033158,-0.007770986574990822,0.00010435216730203212,-0.0008652323150283751,1.171061049507107e-06,1.4127513356220102e-07,-1.264935375059864e-07,7.18261733991261e-10,-6.562881666682507e-12
29,O1,-15.3,3.0,50.0,0.19902462176546618,-0.014054353099274235,0.00018244497163341379,-0.0009214958376253518,1.2994933511920617e-06,1.386197116751852e-07,-1.1748419104714206e-07,6.380229980074244e-10,-5.90963699133611e-12
30,O1,-15.3,3.0,75.0,0.24769165153472938,-0.0161854731840919,0.0002088137210992614,-0.0009389275439423807,1.4806774532988344e-06,1.3822172996108395e-07,-1.1673095212086778e-07,6.170297516133636e-10,-5.769787146838379e-12
31,O1,-15.3,3.0,100.0,0.2701661949580122,-0.017168723814633653,0.0002209590491734517,-0.0009466504566281616,1.578933925027243e-06,1.3809197328434914e-07,-1.1665860467391907e-07,6.081922785191048e-10,-5.7145977768665155e-12
32,O1,-15.3,3.0,250.0,0.30446757662517776,-0.01866881183284208,0.0002394650697187499,-0.0009580438375091682,1.7505834574274055e-06,1.3793442927271686e-07,-1.1687485728206133e-07,5.953607699840051e-10,-5.639210194224906e-12
33,O1,-15.3,3.0,500.0,0.3134683545103757,-0.019061923262754202,0.0002443083501929644,-0.0009609620501432576,1.7972152430174523e-06,1.3790481757865542e-07,-1.1697746381402018e-07,5.922082318878175e-10,-5.621275146902632e-12
34,O1,-15.3,3.0,1000.0,0.31741330368268517,-0.019232957924490736,0.00024640452763358345,-0.0009622670277077772,1.8134482764457103e-06,1.3790533395910833e-07,-1.1698138935096163e-07,5.90971370818119e-10,-5.6141988507840996e-12
35,O1,-15.3,3.0,5000.0,0.32028251258985757,-0.01935940963239705,0.0002479724645466515,-0.0009631335793930971,1.8333319674538308e-06,1.3788184832248905e-07,-1.1706914767768225e-07,5.8984743827239e-10,-5.6080032248714475e-12
36,O1,-15.3,4.0,0.0,-0.7810997706137487,0.032274483047698324,-0.0004606707212477468,-0.001035745068906434,7.107151253480736e-05,3.8404807624717846e-07,-2.0295728425062648e-06,2.4957752295316945e-09,-6.888986452191568e-11
37,O1,-15.3,4.0,0.1,-0.7790178783098431,0.032144213087373905,-0.00045838815076449475,-0.0010329009474161202,7.057714036307869e-05,3.8254733299820827e-07,-2.0144057349776547e-06,2.495828867770264e-09,-6.841929324624737e-11
38,O1,-15.3,4.0,5.0,-0.49858079671956346,0.01663184947103044,-0.00021203811563429547,-0.0007805669267086496,2.278980712839457e-05,2.3363539977725758e-07,-6.455805899352204e-07,1.798592850906297e-09,-2.5756383484700302e-11
39,O1,-15.3,4.0,10.0,-0.28191272277390494,0.006803845048560961,-7.951065176639781e-05,-0.0007481966340771777,6.932935921011912e-06,1.724182527932155e-07,-2.6239542436160577e-07,1.1602534670704325e-09,-1.2355358431458578e-11
40,O1,-15.3,4.0,25.0,0.00547317771124052,-0.0055930729768192645,7.716679774182201e-05,-0.0008444569107618949,1.3341602795791711e-06,1.4302389987407845e-07,-1.3314919953107452e-07,7.553219218581257e-10,-6.920803863010467e-12
41,O1,-15.3,4.0,50.0,0.1661945831892064,-0.012616327003476407,0.00016461586247835266,-0.0009092492761151877,1.210220319106906e-06,1.3900237962841455e-07,-1.185336527970186e-07,6.536529551245468e-10,-6.022784326195049e-12
42,O1,-15.3,4.0,75.0,0.224310075346503,-0.015162172208441939,0.00019616391082190456,-0.0009306751188130463,1.3878521478297772e-06,1.3839178872376237e-07,-1.1701125059334632e-07,6.268574957977367e-10,-5.833306254486039e-12
43,O1,-15.3,4.0,100.0,0.2520063892427891,-0.01637433561897707,0.00021114787724170302,-0.0009404233139477434,1.4992311854358303e-06,1.3819347252303683e-07,-1.1670768103012595e-07,6.152828847684915e-10,-5.758725205831212e-12
44,O1,-15.3,4.0,250.0,0.29548553638846825,-0.01827609753415314,0.00023462362524646394,-0.0009550936187874798,1.7037826241488431e-06,1.3796903553053517e-07,-1.1680210429229165e-07,5.986829201655546e-10,-5.657934663290223e-12
45,O1,-15.3,4.0,500.0,0.30716231431999713,-0.018786117902716396,0.00024090898833893122,-0.0009589020912662084,1.762876087618862e-06,1.3792478126644508e-07,-1.1689816094995492e-07,5.944740176972629e-10,-5.633806229114894e-12
46,O1,-15.3,4.0,1000.0,0.3123069799066651,-0.019011341988867395,0.00024368551580758157,-0.0009606012959702755,1.7921192272390252e-06,1.3790879126139233e-07,-1.1695773581297759e-07,5.925373698714412e-10,-5.623501088245053e-12
47,O1,-15.3,4.0,5000.0,0.31605630230385606,-0.019175115786979294,0.00024570125058287907,-0.0009618522832680162,1.812811586502859e-06,1.37901246506093e-07,-1.1700463912429733e-07,5.911894431511932e-10,-5.616283248985236e-12
48,O1,-15.3,5.0,0.0,-0.8915943436083033,0.039530743277565915,-0.0005925266814429725,-0.0012040845442834777,0.00010055130157481425,4.727876677454826e-07,-2.97199790582155e-06,2.297220165580597e-09,-9.782543034963783e-11
49,O1,-15.3,5.0,0.1,-0.8892233769651388,0.039367810378826876,-0.0005894592998398093,-0.0012000603607043327,9.985098884343234e-05,4.706557788222892e-07,-2.9488803700784988e-06,2.3062844673976735e-09,-9.711223991413303e-11
50,O1,-15.3,5.0,5.0,-0.5717599394067182,0.02030652074894579,-0.0002658584997793916,-0.0008231088909458866,3.190461820514982e-05,2.6410912851236204e-07,-8.863616183165569e-07,2.048064863212022e-09,-3.3541569494502874e-11
51,O1,-15.3,5.0,10.0,-0.33533884479171433,0.009131311589070193,-0.00010976258596545576,-0.0007440636818873813,9.530012328783907e-06,1.8370153647717222e-07,-3.2158112715632343e-07,1.2913880712691514e-09,-1.4577269816190778e-11
52,O1,-15.3,5.0,25.0,-0.03571750606927113,-0.0038032593853793853,5.477518914622501e-05,-0.0008272731717159536,1.5836778813753841e-06,1.449518007336231e-07,-1.406376115214416e-07,7.908599393305108e-10,-7.292914068754909e-12
53,O1,-15.3,5.0,50.0,0.13716451432687568,-0.011345294175129432,0.00014883990642951316,-0.0008981171562454972,1.1575136146584747e-06,1.394369005394961e-07,-1.1991870681938333e-07,6.68692007642058e-10,-6.138203897791034e-12
54,O1,-15.3,5.0,75.0,0.20286708416904958,-0.014222671168389558,0.00018452846464802767,-0.0009229260359830616,1.3120036163430978e-06,1.3858435501507555e-07,-1.1738752156432865e-07,6.362656834147595e-10,-5.897569807705581e-12
55,O1,-15.3,5.0,100.0,0.23501138814293318,-0.01563048472727644,0.00020195288735976234,-0.0009344885558998934,1.4290910000720107e-06,1.3831032606100542e-07,-1.1684959427275116e-07,6.222615894937384e-10,-5.803449411287569e-12
56,O1,-15.3,5.0,250.0,0.2867788245400896,-0.017895640659621827,0.00022993369551432756,-0.0009522006572599975,1.6605687575428512e-06,1.380037935902123e-07,-1.1676524619633531e-07,6.019449903127171e-10,-5.6766256318403e-12
57,O1,-15.3,5.0,500.0,0.30099130830576415,-0.018516646986299415,0.00023758857932943612,-0.000956902356154208,1.7315109010902394e-06,1.3794827993083674e-07,-1.1683995088179291e-07,5.966698453136466e-10,-5.646439420336235e-12
58,O1,-15.3,5.0,1000.0,0.30730316221498916,-0.01879225356431858,0.00024098453939469015,-0.0009589469356630123,1.763549852508893e-06,1.3792424712982731e-07,-1.16899551450916e-07,5.944263992514707e-10,-5.63352267944081e-12
59,O1,-15.3,5.0,5000.0,0.3119342137060472,-0.018994810075931415,0.00024348065568185456,-0.0009604659984861478,1.7879552798190715e-06,1.379106490525538e-07,-1.1695017005437304e-07,5.927897174812418e-10,-5.624355233018657e-12
60,O1,-15.3,7.0,0.0,-1.0860677386482964,0.05389892300017545,-0.0008803556001892941,-0.0016056538647278387,0.00016927491159124533,6.938451910643333e-07,-5.356383361223558e-06,3.833277679118626e-10,-1.7392630970881246e-10
61,O1,-15.3,7.0,0.1,-1.0832295888305825,0.05367487481395384,-0.0008756201753611921,-0.0015987306030514946,0.0001681062861517263,6.898494007352177e-07,-5.313920123710543e-06,4.3053848963587813e-10,-1.7252377395829917e-10
62,O1,-15.3,7.0,5.0,-0.699984567679369,0.027365846344183205,-0.0003771915396854336,-0.0009372304382324645,5.343950730904216e-05,3.3111209282070973e-07,-1.4967461177923556e-06,2.4060994489946923e-09,-5.256230921012113e-11
63,O1,-15.3,7.0,10.0,-0.423116451809367,0.013067031243378437,-0.00016232073752036973,-0.0007538905061923141,1.555047790116655e-05,2.0755243479685513e-07,-4.642319182146124e-07,1.5475309292121708e-09,-1.964917414451322e-11
64,O1,-15.3,7.0,25.0,-0.10127357128012467,-0.0009675353427058634,1.9196258612739226e-05,-0.0008007096992308825,2.257311018337743e-06,1.49202936562058e-07,-1.576205421816667e-07,8.592857611686791e-10,-8.077840326103878e-12
65,O1,-15.3,7.0,50.0,0.08776401537324445,-0.009183512154836303,0.00012195100357917603,-0.0008784584936961467,1.1328640676807108e-06,1.4041909925070105e-07,-1.2332874742724889e-07,6.971763645509518e-10,-6.374516567106446e-12
66,O1,-15.3,7.0,75.0,0.16473145857331054,-0.01255224835974456,0.00016382027977686006,-0.0009086947279523416,1.2064683054689741e-06,1.390225073747795e-07,-1.1858777948088673e-07,6.544051526725453e-10,-6.0282740205469794e-12
67,O1,-15.3,7.0,100.0,0.20403081669872944,-0.01427359865432957,0.00018515914603947262,-0.000923341146447351,1.3156166806629412e-06,1.3857178243872837e-07,-1.1736114817151101e-07,6.357503983180471e-10,-5.893883359466346e-12
68,O1,-15.3,7.0,250.0,0.2701941641475293,-0.0171699479270335,0.0002209741749681141,-0.0009466599907523994,1.579054488552358e-06,1.3809186245434505e-07,-1.1665855605377287e-07,6.081818301366871e-10,-5.714534181524189e-12
69,O1,-15.3,7.0,500.0,0.28903349016756985,-0.01799413103912039,0.0002311489645420375,-0.0009529488584525909,1.6719268937879518e-06,1.3799388915988793e-07,-1.1680054251093953e-07,6.011631340238809e-10,-5.6717506449311534e-12
70,O1,-15.3,7.0,1000.0,0.29754130021788855,-0.01836569019264502,0.0002357274070916635,-0.0009557693572389485,1.7134971184186665e-06,1.3796223875059837e-07,-1.168247366867932e-07,5.979908421401892e-10,-5.653716230962234e-12
71,O1,-15.3,7.0,5000.0,0.3038111212535664,-0.01864013412309884,0.00023911191711898698,-0.0009578366904219801,1.7473527978553762e-06,1.3793742757216894e-07,-1.1686829371671164e-07,5.955827237440333e-10,-5.640559892460465e-12
72,O1,-15.3,9.0,0.0,-1.2546032057719638,0.06797118077156161,-0.001192471843110641,-0.002078287303843779,0.0002480717502843611,9.847357518095973e-07,-8.3302007184032e-06,-3.937858289338963e-09,-2.777140984264335e-10
73,O1,-15.3,9.0,0.1,-1.2514014949393357,0.0676897770687126,-0.0011859603481967932,-0.0020681059538667245,0.00024639728520670524,9.7807842001655e-07,-8.26473766259921e-06,-3.824670861779268e-09,-2.7531067906394353e-10
74,O1,-15.3,9.0,5.0,-0.8129798312100205,0.03430020003773203,-0.000496486524163372,-0.0010801505125535424,7.891088618595181e-05,4.0748711771180554e-07,-2.2744976734851863e-06,2.484075542040961e-09,-7.63790776273706e-11
75,O1,-15.3,9.0,10.0,-0.4965949323733234,0.016535760242704402,-0.00021067035461089494,-0.0007796463720968773,2.2569509532095245e-05,2.328846238789708e-07,-6.399853660494425e-07,1.792091427284251e-09,-2.557257589642061e-11
76,O1,-15.3,9.0,25.0,-0.15267241671466156,0.0012452302263390937,-8.68193067026927e-06,-0.0007816079589907613,3.090543715080184e-06,1.5384253351074253e-07,-1.7682410730615618e-07,9.25807625465465e-10,-8.915612443805078e-12
77,O1,-15.3,9.0,50.0,0.046791555355667716,-0.007393753221175187,9.964819728373391e-05,-0.000861659159764852,1.1896977842715035e-06,1.4153741552762575e-07,-1.274815341635747e-07,7.242538486908417e-10,-6.6185198908924384e-12
78,O1,-15.3,9.0,75.0,0.1316324768092787,-0.011103284207699873,0.00014583521356124063,-0.0008959631849934294,1.1511012887549089e-06,1.395305708064056e-07,-1.202492729656013e-07,6.717057457532804e-10,-6.162013334362171e-12
79,O1,-15.3,9.0,100.0,0.17638841323453888,-0.013062880697782145,0.00017015434194926583,-0.0009131259841539649,1.2348268806159195e-06,1.3887688535023104e-07,-1.1814943278737071e-07,6.486560594182188e-10,-5.9860005442882654e-12
80,O1,-15.3,9.0,250.0,0.25455930832668144,-0.016486070383648375,0.00021252853032173975,-0.0009413057870078217,1.5103853060117427e-06,1.3817739612231358e-07,-1.1669681502524453e-07,6.14257097678652e-10,-5.752277907888395e-12
81,O1,-15.3,9.0,500.0,0.2776186720946693,-0.017494947291070127,0.00022498656710612702,-0.0009491667399775069,1.6159103567653732e-06,1.3805089677076106e-07,-1.1668510340355079e-07,6.052767041997764e-10,-5.6971886425344546e-12
82,O1,-15.3,9.0,1000.0,0.2881079378291828,-0.017953676414331453,0.00023064952213392614,-0.000952641370555681,1.667160354631022e-06,1.3799797854713407e-07,-1.1678299721266425e-07,6.014800416901079e-10,-5.673746607129863e-12
83,O1,-15.3,9.0,5000.0,0.29593132682568113,-0.018295559800713793,0.00023486347635977634,-0.0009552403787547846,1.705977366809199e-06,1.379673646508507e-07,-1.168053761958168e-07,5.985227740287234e-10,-5.657000882996676e-12
84,O1,-15.3,13.0,0.0,-1.5370331704764675,0.09478751445778925,-0.0018571804148789554,-0.0031872499167887574,0.0004254713988015381,1.8137138693469438e-06,-1.5678980444971847e-05,-2.0610973072310964e-08,-5.863125007122707e-10
85,O1,-15.3,13.0,0.1,-1.533354575493829,0.09441019480509882,-0.0018472113059059571,-0.003169609995222354,0.00042278008539512715,1.798933148758008e-06,-1.556235515046429e-05,-2.028399881221569e-08,-5.806863959498616e-10
86,O1,-15.3,13.0,5.0,-1.0099883151375773,0.04803661203003918,-0.0007588869849759751,-0.0014315469336089745,0.00013969890519389093,5.955191985485366e-07,-4.302248061286772e-06,1.4368873297024663e-09,-1.3962407348615328e-10
87,O1,-15.3,13.0,10.0,-0.6215454042242444,0.02294891933500564,-0.0003063018186910448,-0.0008614356153249681,3.9388057568796264e-05,2.8794352077128134e-07,-1.0925793105687776e-06,2.2065535467222756e-09,-4.004392900860259e-11
88,O1,-15.3,13.0,25.0,-0.23177051220902903,0.004642578084626989,-5.1793016154968e-05,-0.0007578121217501385,5.085387857081982e-06,1.6385649825496265e-07,-2.211807596738507e-07,1.0563365126128955e-09,-1.0742711160980236e-11
89,O1,-15.3,13.0,50.0,-0.0185543527164409,-0.004548343104538789,6.410313612552183e-05,-0.0008344139520218523,1.4657336557494827e-06,1.4408718356982854e-07,-1.3727169401882066e-07,7.754371277904448e-10,-7.128153695667662e-12
90,O1,-15.3,13.0,75.0,0.07647876718908436,-0.008690172055094753,0.00011580757910287965,-0.0008738547991639252,1.1404969694547767e-06,1.4069414690749612e-07,-1.2434809976951015e-07,7.043371904548067e-10,-6.436803727990533e-12
91,O1,-15.3,13.0,100.0,0.12886424913935046,-0.010981200289439429,0.0001443039349590968,-0.0008948521408631468,1.1448303629089102e-06,1.3957849180469362e-07,-1.203145891344148e-07,6.731545005237349e-10,-6.174128394851246e-12
92,O1,-15.3,13.0,250.0,0.2258167174510918,-0.015228191110787085,0.0001969810754088979,-0.0009312142867715492,1.393555654548018e-06,1.3837981540270632e-07,-1.1699164525099036e-07,6.262185936205514e-10,-5.8290274197076225e-12
93,O1,-15.3,13.0,500.0,0.2561025099000761,-0.01655360851023536,0.00021336301264514158,-0.0009418382995307014,1.5171746877262573e-06,1.3816793588504612e-07,-1.1669146178755957e-07,6.136410351622951e-10,-5.748417645338002e-12
94,O1,-15.3,13.0,1000.0,0.2702090919146611,-0.017170601162710256,0.00022098224644565226,-0.0009466651067905499,1.579118126837685e-06,1.3809180865004224e-07,-1.1665853220649563e-07,6.081763052504186e-10,-5.7145004901454684e-12
95,O1,-15.3,13.0,5000.0,0.2808325035093496,-0.01763538747557746,0.00022671884719580683,-0.0009502389994619142,1.630928995505819e-06,1.3803521690674974e-07,-1.1668684463297322e-07,6.040535160562039e-10,-5.689912208881151e-12
96,O1,-15.3,17.0,0.0,-1.7678795125006255,0.1195470152516554,-0.002539916086761202,-0.00445532261148804,0.000617774354912518,3.0005777400819084e-06,-2.437010604700255e-05,-4.79903556381834e-08,-1.0576732438159288e-09
97,O1,-15.3,17.0,0.1,-1.763826517136018,0.11908921086002346,-0.002526808161790056,-0.004429644533862494,0.0006140732764858759,2.9739439385250913e-06,-2.419072940130656e-05,-4.7434901705255936e-08,-1.0467126052958791e-09
98,O1,-15.3,17.0,5.0,-1.1799489592624723,0.06155603382875373,-0.0010467732178078186,-0.0018532437861636284,0.00021083842018925994,8.416224714536514e-07,-6.8977346350889135e-06,-1.6345847232945484e-09,-2.263166419431505e-10
99,O1,-15.3,17.0,10.0,-0.7298205311364858,0.0291303403411846,-0.0004066441365392697,-0.0009710356619218077,5.954731503507552e-05,3.495181857160432e-07,-1.6783316727846708e-06,2.4563992586441392e-09,-5.8137961880749144e-11
100,O1,-15.3,17.0,25.0,-0.2930614268940823,0.007286655486991453,-8.57481147438213e-05,-0.0007467621323330543,7.417848350115056e-06,1.7458084326902966e-07,-2.733112754233313e-07,1.1858400856627354e-09,-1.2772657676083159e-11
101,O1,-15.3,17.0,50.0,-0.06963786282263122,-0.002334001036487118,3.635722481156201e-05,-0.0008133314246298544,1.8851980545384155e-06,1.469464145097258e-07,-1.4853113128614654e-07,8.241916788320395e-10,-7.665143765915836e-12
102,O1,-15.3,17.0,75.0,0.031663001524443235,-0.006733872649900799,9.141425295008468e-05,-0.0008553798941544936,1.2314643087608076e-06,1.4203559454191648e-07,-1.293638975373672e-07,7.351491942930793e-10,-6.721953285439362e-12
103,O1,-15.3,17.0,100.0,0.08905098682362891,-0.009239747482362037,0.00012265181028085065,-0.0008789780537615165,1.1320767995485474e-06,1.4038824513460626e-07,-1.2322750752987486e-07,6.964128343377686e-10,-6.367586068241576e-12
104,O1,-15.3,17.0,250.0,0.1999447114640154,-0.014094624299854433,0.00018294335627437456,-0.000921830787885895,1.302401252789707e-06,1.386100277902598e-07,-1.1746058085345974e-07,6.376022181065813e-10,-5.906685074478366e-12
105,O1,-15.3,17.0,500.0,0.23620046877444695,-0.015682544431157436,0.00020259674176143194,-0.000934906302790886,1.4338168040926314e-06,1.3830134812305717e-07,-1.168374891785236e-07,6.217672794938525e-10,-5.800206625726731e-12
106,O1,-15.3,17.0,1000.0,0.2534125534006015,-0.01643587835754282,0.0002119083416277447,-0.0009409095271377864,1.5053447028555706e-06,1.3818456835856978e-07,-1.1670124745238238e-07,6.147174139688953e-10,-5.7551657488250965e-12
107,O1,-15.3,17.0,5000.0,0.2665145187917475,-0.017009105536054864,0.0002189888698144397,-0.0009454018086376984,1.5632348402146624e-06,1.3810843018541449e-07,-1.1666525760488694e-07,6.095615637069596e-10,-5.7230765309095095e-12
108,O1,-15.3,24.0,0.0,-2.0901432555284156,0.15801025359129872,-0.003708625306237376,-0.006911831385101269,0.0009663066397811474,5.933951059517301e-06,-4.1427089730619936e-05,-1.1862706921267576e-07,-2.348916518285432e-09
109,O1,-15.3,24.0,0.1,-2.08577337196244,0.1574604513934855,-0.00369110498437132,-0.006872404006746278,0.0009609140065272611,5.880891005393026e-06,-4.1152751102329694e-05,-1.1734870400499894e-07,-2.324178519956391e-09
110,O1,-15.3,24.0,5.0,-1.4320446246550387,0.0843591359086896,-0.0015886783838215195,-0.002723758384152197,0.0003524704926376005,1.4424557091950485e-06,-1.2562546361091514e-05,-1.267099928979166e-08,-4.459130164345573e-10
111,O1,-15.3,24.0,10.0,-0.8956481564095463,0.03980982782417783,-0.000597792707992495,-0.0012109640006784488,0.00010175772020046996,4.764316241770226e-07,-3.0118622040912212e-06,2.2811578066900074e-09,-9.905082402721296e-11
112,O1,-15.3,24.0,25.0,-0.3782482337793757,0.011032769938575961,-0.00013489496025864166,-0.0007461000732908744,1.2180689774170577e-05,1.9450052696850205e-07,-3.8331423432490925e-07,1.4101397317851258e-09,-1.6811483494303545e-11
113,O1,-15.3,24.0,50.0,-0.13889421136582017,0.000652902783724409,-1.2077347151643398e-06,-0.0007865428768428528,2.8342637777315077e-06,1.5247813358019846e-07,-1.7103263863374992e-07,9.068029923087316e-10,-8.668661305777792e-12
114,O1,-15.3,24.0,75.0,-0.030751543132322774,-0.004018729075244948,5.7473672489630636e-05,-0.0008293346067743434,1.5473679010686865e-06,1.446917568689349e-07,-1.3962831940424065e-07,7.863110357388975e-10,-7.243690568861614e-12
115,O1,-15.3,24.0,100.0,0.032175794341088255,-0.006756225373610593,9.169320087706721e-05,-0.000855593138779201,1.229835768960664e-06,1.4201787648606575e-07,-1.2929624418326813e-07,7.347708462881865e-10,-6.718316826918109e-12
