kp_on,kp_off,rm,gm,rp,m0p0,m1p0,m2p0,m3p0,m4p0,m5p0,m6p0,m0p1,m1p1,m0p2,m2p1,m1p2,m0p3,m3p1,m2p2,m1p3,m0p4,m4p1,m3p2,m2p3,m1p4,m0p5,m5p1,m4p2,m3p3,m2p4,m1p5,m0p6
0.03409187092476623,0.6284439347905504,1.328708786074764,0.005318029911618286,0.059459043823575336,1.0000003646752547,16.60264000771859,370.5556337272775,10542.274454921213,364795.8624806797,14743430.495419944,674534444.7269723,8550.38354408917,151023.3557183758,76306033.41636586,3576503.996192276,1435634769.829664,711184773094.4487,106804306.82266456,35908186466.258224,14224109772104.248,6914838490622065.0,3827118500.3788037,1117288646816.9902,373313151503900.75,1.4632241962575226e+17,6.995591369210829e+19,158317733013.10968,41171985445184.06,1.2014275336978916e+16,4.000163276884385e+18,1.5558855760067586e+21,7.336890992345956e+23
0.03195374906835399,0.5844945807665729,1.102224590222619,0.00514306645059064,0.04984985444321696,0.9999994012990421,14.335583643323021,279.2561648671791,6967.558999333696,212089.08017102545,7559069.211184508,305648376.56930256,6217.866620407947,94838.47668207665,40356219.87215693,1959692.8319815139,655745908.4033141,273570495417.1455,51315185.005540475,14308862677.427223,4726468267501.514,1934894266300304.2,1617680501.7245734,390393861951.98724,108217209521722.69,3.5378307079869212e+16,1.4241814551156042e+19,59029333826.012146,12658591764311.64,3054199096006717.5,8.438434431838624e+17,2.7380297216632013e+20,1.0869871324184117e+23
0.026226703578572343,0.7299201681443573,1.4284689343240793,0.005580293731722822,0.06244807357310983,0.9999987075747352,11.477341581695692,189.30006843735902,4128.493960679864,112376.32164407124,3645570.4141108193,136116057.72983053,6200.859820899272,75842.0100119366,40200376.559062645,1327404.7712831302,524599400.0402715,272638522337.23376,30386549.622198984,9698751355.634836,3788155697779.0425,1932127743842710.8,856668350.2348564,231351292633.0026,73501989325421.2,2.8445726702653416e+16,1.4270094259801496e+19,28455174657.152996,6709149537311.912,1813781513269859.0,5.750727413964215e+17,2.2113451193773464e+20,1.0943233888864513e+23
0.03362916011473531,0.7438788304013242,1.4361459279292648,0.005199884818376638,0.05610231686864764,0.9999987088374162,15.419213736845942,320.72364478977863,8516.061493919833,275326.9834226848,10408205.093217706,445935526.83698946,7503.245596662094,123089.04039268763,58765053.4601533,2716304.306733708,1026944768.0764307,480696147027.62933,75703548.70435996,23934140623.61605,8930996298036.48,4102354890547959.0,2534718877.5948215,695037356836.5648,218410053491241.66,8.065089955662926e+16,3.6431866006395953e+19,98092570442.00772,23934621696193.996,6560670231982114.0,2.0546008840047652e+18,7.529380229477228e+20,3.35449572976194e+23
0.028615042652431512,0.8358119630537175,1.4183430458061914,0.004575475939305969,0.06506556146144922,1.0000016872996644,13.206041058339201,238.36932787621384,5529.339745946133,156959.72140148864,5233199.49571257,198554132.5633887,7427.948607271418,104462.18729203525,57661786.66714192,2001665.3788375957,864727783.8907303,468057963430.9845,48774260.07342473,17512160191.051983,7470810252924.831,3968378594147028.0,1435302645.0526023,445007443083.2615,158885502044329.16,6.710130440240698e+16,3.5049819527781868e+19,49040115825.79754,13481650475334.354,4180053352526250.0,1.4878939491303498e+18,6.23776675579928e+20,3.213044263355718e+23
0.03838053296819094,0.5414181358908104,1.7423620810640275,0.005449764764237207,0.06656607442601582,1.000001205087216,27.344794587251293,974.3696238734069,43553.35325226937,2342289.8580759238,145799418.4502664,10190648166.111994,15726.147155879407,457167.03002087487,257937027.46576458,17292394.309034184,7981644726.820535,4415118931066.047,811651925.7011718,318957626218.30585,145133604726479.9,7.878278664124779e+16,45196055701.94923,15600775151199.592,6086325932598549.0,2.737876260679385e+18,1.4616310351530387e+21,2878064248878.9146,893116853844880.8,3.078866096983873e+17,1.1958952728659255e+20,5.334512756885942e+22,2.808996859257452e+25
0.03835322753545403,0.8511557643249144,1.6792901504105961,0.005877398654454576,0.0514217049190223,1.0000021269092634,15.941496237182802,342.10054507170065,9360.140072487953,311461.02962688834,12104562.504338477,532636974.7438912,7125.7843524956625,120797.42217218346,52965570.6085305,2748662.2040146245,955939951.3087269,410919609796.6437,78878030.29039758,22957243634.441963,7879773424921.256,3324006648927117.0,2716014151.3621387,685929680557.1489,198425648185745.6,6.739886602168449e+16,2.7963415803375243e+19,107977297333.48795,24273806236860.188,6128088844460851.0,1.7667163183269857e+18,5.955880208788095e+20,2.4375738300170598e+23
0.04958905311273601,0.6782825698111687,1.542686093714322,0.005180446234934207,0.052081198750415746,0.9999994033202768,26.18499737030399,867.0083238020759,35206.3072462512,1689844.10690813,92572235.61082274,5630633788.777318,11851.517439665053,329572.76092581195,146336087.71867874,11573605.515287539,4327242628.723568,1883669905700.7527,493203300.5374233,160423028454.78644,59115887789109.805,2.5250986340298416e+16,24504933469.367752,7120955502638.798,2298534478097545.5,8.371062495989578e+17,3.5161159216480413e+20,1373293459172.0676,363689050690518.3,1.054910549000744e+17,3.388621849435111e+19,1.2233276557613343e+22,5.067431636412896e+24
0.043783219496273555,0.6881421722132282,1.0645421342607548,0.004929618853409003,0.07122601936685172,0.9999999833608397,16.654058688655585,359.37454880081077,9631.314439476506,307731.9734715068,11304445.658741875,464180950.6004546,10234.717935970246,181222.3536047781,109284027.40471911,4147913.608912271,2059972841.780297,1218139566517.2385,116671057.69867219,49783610335.812744,24395063765998.895,1.4158171223174054e+16,3860692308.455985,1458886673143.6494,618451079956591.4,2.998030663578741e+17,1.7113328968896692e+20,145199338156.66794,49649549632109.76,1.8743623084505788e+16,7.914766881422629e+18,3.806448296487694e+21,2.1432003665589684e+24
0.04002468931162399,0.7519275494510005,1.5241430652143604,0.007329561055195271,0.057958106141234006,0.9999990231695951,13.651294039314111,258.7011671096451,6356.765882294797,192081.87085869262,6834027.593666214,277031291.0776407,6856.112357709631,99561.22012756919,49042928.595735125,1999423.84675546,758362511.9737251,366245780625.90466,51482889.71267385,16062138330.537813,6017015754102.31,2852276637750330.5,1608376833.4311233,430221514289.93884,133518719553346.05,4.953671697667225e+16,2.310388102718727e+19,58494382985.2844,13802085216618.775,3693275055646885.5,1.1432280261019474e+18,4.213022796631646e+20,1.93923672292875e+23
0.042316356279928,0.5784173712903413,1.451091776888472,0.004507389931225864,0.049573473451441225,1.000000499564749,28.23398776195021,1006.5557030241848,44016.842522307954,2277536.7084081722,134649254.07639077,8846651126.877035,12181.236719590122,365251.4563093405,154619448.77777782,13816948.007611262,4930653485.554718,2046364855453.9792,634608912.2730852,197029613558.85345,69277199162763.1,2.8209652498484348e+16,34019623407.577297,9434197800376.96,2905520157910475.0,1.0092754253930339e+18,4.0403206435130815e+20,2059059292851.1523,520286463972790.94,1.4396333084055221e+17,4.410449831361033e+19,1.5180076218345333e+22,5.990857844685884e+24
0.03485729512389064,0.8242188492799585,1.4262313394042347,0.004670812930131986,0.063340328912829,1.000001903472619,15.9528946235268,336.96568979150373,8978.012307306219,288776.2559614888,10791015.84794152,454715596.4127311,8740.070708773508,148325.50675925377,79743494.21908216,3324825.902587433,1441576984.8564928,759962939636.1451,93026319.47798626,34138801210.80115,14606568241732.83,7556561233337197.0,3100567972.9387035,995748397145.2917,363094751648929.56,1.5369606806013e+17,7.819061221615814e+19,118676238687.03197,34151800943945.207,1.0959880732248844e+16,3.981451113817628e+18,1.672053065676012e+21,8.388568478580287e+23
0.03653883427130992,0.7290845377622025,1.814422333392983,0.0042421308594154505,0.061608769922278594,1.0000011631277832,26.21897466677005,878.5360016400311,36438.540693406496,1801932.163207636,102493311.32762751,6516644599.757333,13981.373305665948,389598.7365328116,203891337.80633986,13861884.458945185,6047143610.38107,3103117647766.7383,604305266.6579467,227442101237.71262,97783754487182.36,4.923511641522958e+16,30982642730.86003,10343843496347.562,3862703173219124.0,1.6409393299135744e+18,8.122862085924749e+20,1805272403404.742,545918604905508.06,1.818977667810949e+17,6.758286907801793e+19,2.8451474631613634e+22,1.388432233651995e+25
0.026800391689305904,0.5321762547927098,1.1847591529673982,0.006372549988671219,0.061031339255052046,0.999999598916894,11.551835132946902,194.81321066532968,4381.652721578912,123632.74732733215,4170041.89445379,162150300.0852541,6102.30723390623,75110.12026273053,38921165.45884936,1343677.245439033,511015205.423362,259619748203.37955,31704180.22574555,9652184576.209387,3628205642108.1665,1809114238811889.2,925929989.2482382,237175866888.1606,71884495927325.84,2.677828366650215e+16,1.3134671527007687e+19,31956840551.37937,7120751885505.096,1826208683127405.8,5.524707807543081e+17,2.045365103703281e+20,9.8986592864518e+22
0.042541899932255614,0.47808709285976575,1.30686050284772,0.006620066790463613,0.05032197549617828,1.000000672943285,20.91855570930802,580.5157521081208,20382.626032983153,865018.8374053895,42617868.28537597,2363087672.1122475,9155.364783627318,203538.89063471448,87368582.93119302,5988715.762142169,2066601800.6232724,869606175365.8888,220477587.4136601,64160824149.65913,21838882268304.92,9018257843330718.0,9676395644.50388,2458344539626.4995,710693727886183.9,2.3928693290735504e+17,9.719349125393827e+19,487293861928.6015,110812892488039.4,2.813202905204583e+16,8.102127384814496e+18,2.7066152369790166e+21,1.0846225186219356e+24
0.02840225849754133,0.8008312572476872,1.2695721236201547,0.004111349683382488,0.05671983669550272,1.0000002244757291,13.573893788834477,248.16826606881776,5778.271350060729,163598.029267991,5414517.021706218,203165147.9263029,6677.19120512156,96486.40015918069,46585272.526389726,1872783.8030365428,717645009.0735489,339781960765.2339,45821681.229084246,14724802325.636276,5570406280528.374,2588023549550265.5,1345597171.4086535,375887270934.9908,120069180310255.83,4.494960228388118e+16,2.0532049773094322e+19,45663064494.932465,11369902586184.139,3174894700059033.5,1.0106185357623373e+18,3.754108216765833e+20,1.690523240260687e+23
0.04057527911108672,0.8320485811708389,1.5282764434159768,0.00555825370970365,0.0523620627897601,0.999999229332718,16.52545066089154,361.9484443192349,10005.15028063219,333820.35340802924,12931781.008711692,564498857.0475944,7518.47979840864,132093.03393103913,58954814.46999558,3067745.7729922836,1102539438.238317,482433648247.7746,88952827.61362508,27026008459.996593,9584313758430.584,4115504594453273.0,3071734963.7403345,816034343922.3268,246363418266658.72,8.644197564221789e+16,3.6505435462504403e+19,121749892742.97249,28965901135638.12,7690042876075344.0,2.31316350860499e+18,8.053454163640848e+20,3.354737435826804e+23
0.03972891690995452,0.8226494983726353,1.6484532947211936,0.005337489433665677,0.056922940006761374,1.0000006743928254,18.37548892777935,444.436971845139,13524.472352361468,495871.9891052601,21080448.652199186,1008601138.0243617,9069.225257419695,177181.362787198,85791172.98912148,4545767.390148663,1784198352.8805425,847001639864.8839,145167671.32339877,48333055757.1005,18714158279408.93,8718198411391819.0,5510420700.000084,1607859281297.6208,531795732978750.44,2.036722207644903e+17,9.33133415585779e+19,239719270162.84378,62750266303240.414,1.8293540920738676e+16,6.02694574625607e+18,2.2898798040546075e+21,1.0347720356028582e+24
0.03674130117385544,0.8720188174769176,1.2621529514558179,0.00652084232510767,0.06759721693526116,1.0000007159478692,10.145573131394528,145.06905214883886,2699.1296899388735,61864.21424532337,1672846.4850584948,51661054.46122168,5922.810472395176,63975.494741784154,36638444.92309595,969248.2606673738,421786262.00884944,236859034906.28827,18899032.86507525,6739419954.268971,2899609846351.6426,1598424523022387.8,448110754.6405575,136731903152.25204,48546652041280.7,2.0704026075546756e+16,1.1229872085661846e+19,12397271152.230776,3331340683959.3027,1017533041633631.0,3.605981990865114e+17,1.5285974516295687e+20,8.182726883506973e+22
0.04016721457982349,0.756540992794865,1.5619191723037742,0.005316296611511564,0.03501489797092771,0.9999983519025741,19.12821897152389,479.7411336893919,15103.882765862569,571977.6834522886,25079105.759802245,1236012207.5034988,5896.351329257903,119795.07146903146,36218110.46204598,3184543.936395638,782567099.958748,231905125942.84042,105153541.78574003,21952119997.29485,5319263215837.347,1546411245982939.2,4120913836.90062,754792876909.3868,156463009800272.84,3.7484543618094936e+16,1.0713394044833382e+19,184843002058.85388,30404742088319.01,5561943967332111.0,1.1479615001488129e+18,2.7270883752778226e+20,7.684560975127104e+22
0.036606996818450185,0.7159505926002414,1.3569867265903999,0.005911166518833924,0.05903726679375353,1.0000025814838196,14.451459341796705,284.10999296616563,7158.373087117229,220072.57854489298,7921530.036831239,323472342.74448484,7390.571071176026,113627.0209999959,57004646.89111209,2368839.8642592942,933499108.5333134,459161336078.30994,62602325.622183315,20541145306.23836,7992005175978.207,3858048178661099.0,1991793887.4077618,565227679773.5818,184408729812659.75,7.1028071593209976e+16,3.3726967704001327e+19,73351971954.12137,18484224730974.082,5245212692529404.0,1.7060692136531459e+18,6.523989709302137e+20,3.056234719824933e+23
0.05084043352905494,0.7616373534671396,1.5131859691186689,0.004513209072440983,0.06003940142544876,1.0000000397429194,26.99093582331647,907.8246796122459,37059.01069684795,1774520.9191678385,96406012.81317653,5787384558.272399,14034.18809980782,402245.5152028194,205238645.50105917,14353554.478269333,6255300079.484787,3129499411836.41,615308537.3696316,235740365891.59857,101238558619842.23,4.970096166939774e+16,30522329351.70417,10533235824110.367,4003355224527266.5,1.698696135651264e+18,8.19988869275275e+20,1697593192596.3613,537461323687859.8,1.8505772475669936e+17,6.996745971695462e+19,2.941983142760878e+22,1.4003108507676046e+25
0.03793265394860463,0.8716961320804054,1.4611358977411424,0.004935758257177093,0.05556301980375814,0.9999995655567229,15.915769736535747,334.42698372469994,8843.137541261029,281708.13159802457,10407357.665659137,432931618.7870176,7672.519370501524,129855.60132886503,61420767.63692234,2894241.1674893517,1106865830.6156847,513323422810.6972,80324911.59882514,26050404415.1241,9830796141933.309,4474002062904833.5,2650208022.2044287,753319805501.0084,242751938434995.66,9.06310487357114e+16,4.056103707694171e+19,100244838299.77469,25565168497265.973,7261356843087366.0,2.331104671672393e+18,8.63470971933139e+20,3.811077419172473e+23
0.03651185111197427,0.7546722965166646,1.827729632777567,0.0051670644218935816,0.05555386178076091,1.0000013830761918,21.067441503071862,584.4405662685488,20446.746454881362,864019.1104266122,42416342.95399833,2346813445.763404,10154.075807974252,227445.58813743832,107548121.397666,6695877.22464573,2564651395.333032,1188925014872.8557,245947813.9126409,79754203770.17575,30124808183979.58,1.370348853530465e+16,10762923823.10894,3052823774736.8125,983106513597231.1,3.671993825474414e+17,1.642532380770176e+20,540745644727.67993,137385260274310.16,3.892649382143568e+16,1.248351591662469e+19,4.6243444548608716e+21,2.0399572538769614e+24
0.036901800992743795,0.5433287233438195,1.3904484987975505,0.0059454544582358765,0.05431138148796278,0.9999999870344238,19.250794382331485,496.45642499698164,16304.911247593798,650786.518563574,30301466.894107193,1594754768.9557183,9075.476501505562,185778.59156935645,85909545.63832313,5082162.171327207,1872250552.1798553,848770643434.9552,175121356.59859934,54074112719.447136,19652316604158.355,8742854067275352.0,7233335688.916696,1940421462523.6438,595308208559302.0,2.1403405414524058e+17,9.364956871530958e+19,344471123456.7698,82369921887011.56,2.208323874685157e+16,6.750111656900622e+18,2.4080317176735224e+21,1.0393371333746422e+24
0.04906509295643593,0.6126647283405466,1.5035446258736647,0.005065741792545622,0.06342874822054376,1.0000001696209506,28.389792837258213,1014.9553264883193,44393.742236335514,2291428.070503284,134799043.45917228,8793057542.398733,15574.378136212057,469658.52046234696,252789168.64589188,17814626.94117865,8107781205.591026,4278677653945.792,818042316.9622384,324769749619.4725,145670231495633.53,7.543811999445864e+16,43719798401.01219,15538552041791.072,6121301127616274.0,2.713377450910122e+18,1.3818744675826068e+21,2631487359269.6294,853797155479184.8,3.028689653484939e+17,1.1872791808350469e+20,5.216679942199603e+22,2.620260538186793e+25
0.035322341930928536,0.6425422029433329,1.288672011792693,0.006499205816649007,0.05600847630404691,1.0000010128275054,13.39450470673145,249.3144667639223,6020.042200335722,178849.42777833345,6259440.453293468,249704328.9142316,6506.607627513521,92735.8474862983,44186823.33758254,1829896.4260737333,670865067.7219115,313391378220.3803,46326554.65551693,13967966517.489868,5057551408007.804,2318811640230141.0,1423798489.297245,368056262116.7601,110385236990691.7,3.958144545719214e+16,1.7852116619295754e+19,50965266869.24271,11622695826014.166,3005547732288031.0,8.990110118559023e+17,3.2016357893897244e+20,1.4247935106476807e+23
0.031999807082746155,0.4811879840940056,1.4880970734790286,0.003737687841290293,0.07263991004162619,1.000000617903104,31.773870810906136,1280.7226488627625,63676.36811501751,3767966.4140885556,256113867.30374148,19431997151.115265,19909.628384867625,672408.9530448237,413633238.7549358,28801900.69828924,14872061770.468569,8972039361319.887,1506838523.8110929,673988837725.7521,342863061545081.75,2.0295602307047926e+17,92542940025.43518,36824245193883.95,1.6334161293883492e+16,8.207064490247943e+18,4.775478408416766e+21,6449104874001.764,2330200954485212.0,9.24952134789344e+17,4.080081657454765e+20,2.030623044938692e+23,1.164539096206305e+26
0.03160106349844277,0.8521653566903611,1.8821015860804897,0.005090784577680778,0.05953018917684369,0.9999996796729791,17.05559948112394,393.064555593525,11600.978709822593,418223.8520833099,17676200.353980668,848507984.34,8794.129964562857,159605.21852876805,80742224.05200757,3904326.2613321007,1561368067.7281222,774430394384.4712,121006629.56020093,40356571092.08576,15925376738303.91,7751104597418848.0,4519026050.0742655,1303749399170.3047,432094089615897.25,1.6870317285829677e+17,8.074469175583906e+19,195543516953.39606,50086607377164.72,1.4443591072616544e+16,4.769934384328524e+18,1.847912828752552e+21,8.722490866204108e+23
0.025856098292771947,0.7134686319092927,1.288056293276515,0.004591382626627726,0.04421535855427272,0.9999972493926206,12.627453833659281,221.5318916798083,5043.833766047635,141528.10597709115,4689506.21087548,177572587.6470865,4875.636020045681,65556.49022708874,24836036.062740225,1220554.360495273,356063893.6287396,132252375202.00467,29184564.16885346,7005121823.927648,2018059410241.0115,735430142688476.2,848804980.4600884,174662396394.86752,41693080708633.03,1.1890499499034284e+16,4.2599895133951616e+18,28819400576.495758,5229570160174.464,1076302786627755.9,2.5615674535018147e+17,7.251781757403613e+19,2.5613247764499853e+22
0.035641310179833845,0.9220717094952704,1.5675052825115234,0.005012703762416004,0.05862389285181366,0.999999908900364,15.008930147597038,301.05301835975274,7657.394344549435,235977.16144970944,8472061.591773836,343795619.9427323,7623.853086709632,121726.5486240453,60667661.97664413,2590197.605605996,1031775265.6847742,504203205172.39966,69152060.53876458,23185885139.54795,9115893178342.62,4371637472044399.5,2207248865.813834,645009261018.7789,214946429881733.94,8.362830418756528e+16,3.944049834366318e+19,81139413376.38394,21177306972339.766,6185598137738284.0,2.0541292547083676e+18,7.930961600253215e+20,3.688996810458375e+23
0.033755175687128665,0.6114400974334493,1.5886731436386117,0.005773395415638603,0.06440937199140907,1.0000008990496234,18.62250396437001,469.6281179027934,15194.637476971106,600961.9912609996,27861852.558202263,1466065183.7793005,10369.927184507465,205464.60406198108,112239350.339298,5498939.199962842,2368948833.788638,1268748296386.0127,186749335.9599874,66967604021.35579,28466457161491.727,1.4961933845608382e+16,7646417259.825906,2369338207205.1963,844346615984982.1,3.551258977509618e+17,1.8358464460096035e+20,362691503935.4171,99731928121976.69,3.089152743223346e+16,1.0970458504003895e+19,4.5789709614226216e+21,2.3351094954772813e+24
0.037478347745038776,0.6459373397437401,1.0241357532788604,0.005566706496277772,0.05622103786833805,0.9999987963472806,13.041371334431277,230.01354970372375,5167.82737577315,140956.42542565637,4483939.926813477,161334312.73762676,6359.001849514145,88222.12922127788,42202268.17490736,1649563.5555318932,623600250.7519897,292484883766.51825,38868858.498547375,12304980279.119535,4593693531691.038,2114551549385819.2,1097361301.4679518,301898199732.7169,95043382207077.42,3.5129711480854652e+16,1.5905504940206303e+19,35726951229.03948,8762429631704.085,2410590244839200.5,7.566288606277866e+17,2.7766902263180545e+20,1.240205105874272e+23
0.044529017959237645,0.7461033692362291,1.4820465527956654,0.004741893321762468,0.060084710545249075,0.9999997433696625,22.67330032762229,654.6234688921135,23278.234527642737,981831.4737412184,47416303.13989458,2550154901.5492654,11797.525483701227,284210.8415409777,145105956.6153237,8706118.202879278,3719215993.3405075,1861844238041.967,325058031.35375327,120327074982.86542,50675875804498.89,2.4893958947477036e+16,14201364088.411785,4682142741831.202,1720330414778096.5,7.161740561537266e+17,3.4594889269494e+20,702088068643.7734,210398011815538.2,6.924944085892522e+16,2.5324467988675666e+19,1.04516255659214e+22,4.978647138769635e+24
0.03796772380419091,0.8389138238603399,1.5660121838621586,0.00485134277766175,0.048880719631249174,1.0000005905186624,18.012598817575196,425.01779992991794,12575.566484389557,447300.03016110073,18418587.99225855,852618382.3734392,7665.380342466396,146769.66113801222,61279253.46184252,3673514.234438793,1248875358.7659595,511215375201.88586,114093181.1995497,33009235903.783096,11068820257866.229,4445808423692400.5,4203135564.243423,1068328884960.9303,306979262791818.7,1.0179828601467762e+17,4.020264512385718e+19,177188359802.23563,40481946623702.63,1.0277970831046344e+16,2.9410579742476564e+18,9.672660725013308e+20,3.7666750825763646e+23
0.032404936089607476,0.8986955814401815,1.5472255337863587,0.004635497088054156,0.05266677298018743,1.0000002354923672,14.95448016075989,299.48329242826253,7618.371036851397,235190.62004018397,8471580.59475251,345354380.6817368,6843.063881347946,108873.04411187112,48885046.730624326,2313547.360082511,828572157.806135,364779128916.14746,61798565.14325939,18600617448.745663,6574525172630.145,2840179002927032.0,1976960353.2728012,517963693012.8961,154932782573266.94,5.41831610212003e+16,2.3015027643568415e+19,72945229407.46318,17052328131061.82,4465198418801324.0,1.3307838234007e+18,4.617684018224639e+20,1.934011132423e+23
