,operator,binding_energy,repressor,inducer_uM,lambda_m1p0,lambda_m2p0,lambda_m3p0,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m1p1,lambda_m2p1,lambda_m1p2
804,O2,-13.9,2.0,25.0,-0.01068981352444597,-0.014500397768362292,0.0001941803849682919,0.004454285131124845,-1.8573542029875466e-07,2.0259571036575656e-12,2.6108604276661435e-05,-2.1783686848208218e-07,-8.809598021265997e-11
805,O2,-13.9,2.0,50.0,-0.006718170584843129,-0.014693656876495058,0.00019598447345481259,0.004527717519805336,-1.873934993099315e-07,2.0363900973897468e-12,2.612874168169915e-05,-2.168005009074749e-07,-8.759174276613275e-11
806,O2,-13.9,2.0,75.0,-0.00583907015121237,-0.014738373807557078,0.00019641946081538087,0.004545559786515861,-1.8781784071684133e-07,2.0394250313463274e-12,2.613720030267879e-05,-2.1663943107852148e-07,-8.746331408962401e-11
807,O2,-13.9,2.0,100.0,-0.0054671570379705445,-0.014756860890211224,0.00019659691515490704,0.004552807427828025,-1.8799075438254974e-07,2.0406779821365163e-12,2.6140036632920435e-05,-2.1656105260706275e-07,-8.741469903735012e-11
808,O2,-13.9,2.0,250.0,-0.004974127856901089,-0.014781888977968439,0.0001968441005025621,0.004563038154386206,-1.8823973455821407e-07,2.0425427996656978e-12,2.614452763475349e-05,-2.1648631575877047e-07,-8.731506680002156e-11
809,O2,-13.9,2.0,500.0,-0.004839064137976328,-0.014788723562773,0.0001968968678796397,0.004565453055929109,-1.8829747809654807e-07,2.042989733316393e-12,2.614606064601585e-05,-2.1640420987510844e-07,-8.737754210933453e-11
810,O2,-13.9,2.0,1000.0,-0.004785865535529674,-0.01479138511720709,0.0001969223110070568,0.004566505960237465,-1.8832292801199673e-07,2.0431801444222653e-12,2.6146515593440853e-05,-2.163925994606893e-07,-8.737221847120645e-11
811,O2,-13.9,2.0,5000.0,-0.004747261832393242,-0.014793300227275874,0.00019694059248050936,0.0045672603755112645,-1.8834109820070712e-07,2.04331515047683e-12,2.6146818374754157e-05,-2.1638411083071834e-07,-8.73681538581866e-11
812,O2,-13.9,3.0,0.0,-0.13200670132514392,-0.010170601962815202,0.00016312542966454333,0.003411844243384934,-1.9709738096075422e-07,2.862644018234507e-12,3.061267638723355e-05,-3.0143630317418906e-07,-1.7659570093215858e-10
813,O2,-13.9,3.0,0.1,-0.13154569563598242,-0.01018426205687402,0.0001632000969477943,0.003413681402986371,-1.9694005221578828e-07,2.8567532218375615e-12,3.0581509646351675e-05,-3.0093137900250564e-07,-1.760384782993857e-10
814,O2,-13.9,3.0,1.0,-0.12441565592970752,-0.010396526981862263,0.00016436762029247188,0.003443087550241192,-1.9455950764163971e-07,2.767485560925456e-12,3.011041322474092e-05,-2.9329053329542643e-07,-1.6763783243346647e-10
815,O2,-13.9,3.0,5.0,-0.07362076890703323,-0.011984310510543186,0.00017388416467423707,0.0037244313247788924,-1.8163934625633955e-07,2.248733206563137e-12,2.7375047090060233e-05,-2.4856284862632126e-07,-1.181813814206804e-10
816,O2,-13.9,3.0,7.5,-0.051881682107342314,-0.012753517692734483,0.00017934802699715193,0.003905985569626072,-1.7943432713565967e-07,2.1046956275776927e-12,2.6622276884459662e-05,-2.3471374702680044e-07,-1.0354033605178205e-10
817,O2,-13.9,3.0,10.0,-0.0383642400763648,-0.013278911339765125,0.00018347905797842649,0.004050432391958357,-1.796817345922512e-07,2.0465457992473715e-12,2.63140884415066e-05,-2.278387194299419e-07,-9.663470501541702e-11
818,O2,-13.9,3.0,25.0,-0.0136371351957804,-0.014359855750447532,0.0001928662451338885,0.004402066837987245,-1.8463738212330867e-07,2.0206099323916704e-12,2.6102183505049618e-05,-2.1858328787205695e-07,-8.872713731182015e-11
819,O2,-13.9,3.0,50.0,-0.007763129654703477,-0.0146405548954076,0.00019548091276044567,0.004507005175989106,-1.869056593482981e-07,2.032937711637722e-12,2.6118687577279028e-05,-2.170565462343515e-07,-8.765181397013753e-11
820,O2,-13.9,3.0,75.0,-0.006426693956643788,-0.014707560058590738,0.0001961174846177688,0.004533208351559436,-1.8751914751424654e-07,2.0371878869401434e-12,2.612968144202525e-05,-2.1674620262606854e-07,-8.7512059293232e-11
821,O2,-13.9,3.0,100.0,-0.005908366241443882,-0.014734672171856813,0.00019638242025664133,0.004544057687347091,-1.8778053494395282e-07,2.0391286907750626e-12,2.613621967728783e-05,-2.1665023104579284e-07,-8.746925847240675e-11
822,O2,-13.9,3.0,250.0,-0.005156400974904076,-0.014772459345803188,0.0001967513284343474,0.0045591584739581685,-1.8814416935647088e-07,2.0418059608055373e-12,2.6142519663463094e-05,-2.165160805710553e-07,-8.734343764790561e-11
823,O2,-13.9,3.0,500.0,-0.004979638963394448,-0.014781601422858457,0.00019684132285441313,0.004562921350128109,-1.8823685594980898e-07,2.042520432199229e-12,2.6144459935546096e-05,-2.164874444972185e-07,-8.731546047645502e-11
824,O2,-13.9,3.0,1000.0,-0.004903425173925364,-0.014785578056476812,0.00019687948851676985,0.0045645281612662104,-1.8827641787161463e-07,2.042827936170506e-12,2.614540803216819e-05,-2.1647077092416802e-07,-8.731188302442405e-11
825,O2,-13.9,3.0,5000.0,-0.004832008146077643,-0.014789078043500263,0.00019690025870823486,0.004565593572665607,-1.883008804376006e-07,2.043015274857108e-12,2.6146123459684187e-05,-2.1640267491402152e-07,-8.737685528798024e-11
826,O2,-13.9,4.0,0.0,-0.16480106999084077,-0.009198817258457845,0.00015775644980957107,0.0032925659757395225,-2.089168440877426e-07,3.3110183227007396e-12,3.3016839220090594e-05,-3.4051493722172293e-07,-2.208346092791687e-10
827,O2,-13.9,4.0,0.1,-0.16423095884921413,-0.009215280412321954,0.00015783564011004602,0.0032946193924956444,-2.0871394701580515e-07,3.3030460373280097e-12,3.297117294330189e-05,-3.397472146981452e-07,-2.2001134697273117e-10
828,O2,-13.9,4.0,1.0,-0.15544349254872442,-0.009477314067095378,0.00015930008370790622,0.003324631971643855,-2.0543089599109033e-07,3.1773706404504428e-12,3.229671236434858e-05,-3.2863128507520324e-07,-2.075290568811114e-10
829,O2,-13.9,4.0,5.0,-0.09249877963867587,-0.011372266630872716,0.00016999604896781323,0.003602575550179355,-1.8545686267892202e-07,2.4153386366499052e-12,2.8252588734962586e-05,-2.631881109485816e-07,-1.3426380107169658e-10
830,O2,-13.9,4.0,7.5,-0.0653226927474147,-0.012268481170320707,0.00017582171324998752,0.0037879156871301342,-1.804838981741193e-07,2.1871923470326308e-12,2.7053041498468405e-05,-2.4288489300517545e-07,-1.1209007387921484e-10
831,O2,-13.9,4.0,10.0,-0.04820564641108283,-0.012891891376907808,0.00018039694371888856,0.003942357026460142,-1.7935971447183955e-07,2.0863036085374326e-12,2.6524698912273066e-05,-2.3268412389264998e-07,-1.0150549074690091e-10
832,O2,-13.9,4.0,25.0,-0.01649663396425722,-0.014224424893409023,0.0001916233449083516,0.004353520517145591,-1.8368800406657897e-07,2.0173856964865266e-12,2.6098771556601307e-05,-2.1940856620479257e-07,-8.928710093184172e-11
833,O2,-13.9,4.0,50.0,-0.008906213351627754,-0.014587264104490138,0.00019499704642082224,0.004487268389246482,-1.8646700821188164e-07,2.030294699463921e-12,2.611719442851561e-05,-2.1739720171945468e-07,-8.780956468784832e-11
834,O2,-13.9,4.0,75.0,-0.007052256750200971,-0.014676998671668285,0.0001958274187747435,0.004521208665763092,-1.87240856855032e-07,2.0353272500546343e-12,2.6126168738222956e-05,-2.1688255048665588e-07,-8.762420164458988e-11
835,O2,-13.9,4.0,100.0,-0.006315000604111796,-0.014713025831478564,0.00019616895796315526,0.004535323019753967,-1.875687275425942e-07,2.0375331787123958e-12,2.6130358026227435e-05,-2.1671887535051544e-07,-8.749888108711585e-11
836,O2,-13.9,4.0,250.0,-0.005340822586980011,-0.014763157454453123,0.00019665823755102624,0.004555327973059389,-1.8805116656309505e-07,2.0411166047201157e-12,2.6140996746489782e-05,-2.1653859020405969e-07,-8.739119475497322e-11
837,O2,-13.9,4.0,500.0,-0.005102929316819506,-0.01477520093048532,0.00019677863420479425,0.004560294843760772,-1.8817210477102617e-07,2.042019440860505e-12,2.614304697729442e-05,-2.1650885454305304e-07,-8.733183330687875e-11
838,O2,-13.9,4.0,1000.0,-0.005002126876398369,-0.014780428678920775,0.00019682996153953068,0.004562443892643432,-1.8822508584651316e-07,2.042429016842326e-12,2.614418641802704e-05,-2.1649190495785008e-07,-8.73173371054609e-11
839,O2,-13.9,4.0,5000.0,-0.0049292801305073925,-0.014784229547809223,0.00019686660117271986,0.004563985209541976,-1.882630594106185e-07,2.042724104054125e-12,2.614508473136639e-05,-2.1647666206175064e-07,-8.731269787274231e-11
840,O2,-13.9,5.0,0.0,-0.19510002094900683,-0.008264346020533168,0.00015233532485652015,0.0031922247299393217,-2.202850098675975e-07,3.761061090375065e-12,3.5475265523672685e-05,-3.835115333308692e-07,-2.6522722046454737e-10
841,O2,-13.9,5.0,0.1,-0.19445891686383465,-0.008285055648695921,0.00015245859976181184,0.003194369408518382,-2.2004105242915028e-07,3.751177371372585e-12,3.5422029847111837e-05,-3.824990235337107e-07,-2.643309493520581e-10
842,O2,-13.9,5.0,1.0,-0.18424859176858666,-0.008605201498472574,0.0001543482981531511,0.0032283332704724672,-2.1625625214933169e-07,3.5983845422902187e-12,3.45739950201233e-05,-3.672571580543656e-07,-2.4922801432761396e-10
843,O2,-13.9,5.0,5.0,-0.110128108941464,-0.01082531315925307,0.00016677836053328814,0.0035081813469969225,-1.9014255640894538e-07,2.5999293317870087e-12,2.9221455236252344e-05,-2.7905656812177454e-07,-1.5157589340999304e-10
844,O2,-13.9,5.0,7.5,-0.07800325196283832,-0.011838081812155244,0.00017292092441994442,0.0036934631977620378,-1.8238726890606675e-07,2.2842553195140513e-12,2.7560870069686634e-05,-2.517529191473182e-07,-1.216259788757118e-10
845,O2,-13.9,5.0,10.0,-0.05750709445285137,-0.012540236059512821,0.00017777167912079895,0.0038531954136632137,-1.7976427725377117e-07,2.1375009065176794e-12,2.6775632017270513e-05,-2.3810642336773827e-07,-1.0654800784609428e-10
846,O2,-13.9,5.0,25.0,-0.019355240258580656,-0.014092434298461323,0.00019044158600720233,0.004307832533020691,-1.8285150651646414e-07,2.01574841383456e-12,2.610313675518481e-05,-2.2035707653485951e-07,-8.984206555189068e-11
847,O2,-13.9,5.0,50.0,-0.00994996910465871,-0.014536218664114742,0.00019451296935765064,0.004467663439879654,-1.8602841972431644e-07,2.0276355679149144e-12,2.6111697680181607e-05,-2.1763355165965673e-07,-8.79994824847872e-11
848,O2,-13.9,5.0,75.0,-0.007655527154041987,-0.014646268033835771,0.0001955366101085818,0.0045092074164160105,-1.869566655741018e-07,2.0332820283534875e-12,2.6120220482198526e-05,-2.1703621256858798e-07,-8.764631895164548e-11
849,O2,-13.9,5.0,100.0,-0.006765225549296203,-0.01469141651948147,0.0001959633109943169,0.004526854614711152,-1.8737363670450798e-07,2.0362594134442187e-12,2.6128604332812432e-05,-2.1681142714803087e-07,-8.760128289261135e-11
850,O2,-13.9,5.0,250.0,-0.0055300077935606165,-0.014753731156497054,0.00019656676809118968,0.004551566322546862,-1.8796109584587211e-07,2.0404631635083075e-12,2.613954951400525e-05,-2.1657360754908966e-07,-8.742412570304884e-11
851,O2,-13.9,5.0,500.0,-0.005226755529857404,-0.014768888899091032,0.0001967155680642499,0.004557679086776499,-1.8810800835203265e-07,2.0415337632061895e-12,2.614190246228639e-05,-2.1652463340433073e-07,-8.736128630850364e-11
852,O2,-13.9,5.0,1000.0,-0.005100151075242552,-0.014775344062795777,0.00019678005367056075,0.004560354063514483,-1.8817356309708515e-07,2.0420306461874275e-12,2.614307593925389e-05,-2.1650845120265328e-07,-8.733129715553233e-11
853,O2,-13.9,5.0,5000.0,-0.0050095986027258455,-0.01478003933353254,0.0001968261774659771,0.004562284985333101,-1.8822116757439697e-07,2.0423986039374377e-12,2.614409668635521e-05,-2.1649333336328795e-07,-8.731806229040868e-11
854,O2,-13.9,6.0,0.0,-0.22295841650627557,-0.007334038239659603,0.00014656622770946694,0.0030907665934409383,-2.297446802516092e-07,4.164268924380753e-12,3.782905042027169e-05,-4.306962245303325e-07,-3.02525293966878e-10
855,O2,-13.9,6.0,0.1,-0.22223947880029307,-0.0073592806447483885,0.0001467278416476341,0.0030935827520966303,-2.295210984891598e-07,4.154337333724505e-12,3.7768337299682435e-05,-4.293630536819796e-07,-3.016951891537989e-10
856,O2,-13.9,6.0,1.0,-0.21098246948475277,-0.007744995683521259,0.00014916404080972758,0.0031362420779450025,-2.2586986755123966e-07,3.995020119681603e-12,3.681416428351219e-05,-4.0935956648708865e-07,-2.875001102909863e-10
857,O2,-13.9,6.0,5.0,-0.12692838989974659,-0.010321143871571228,0.00016395535685813478,0.003432587332300102,-1.9539564623362725e-07,2.7987374035775444e-12,3.027285000469072e-05,-2.959842417727118e-07,-1.7044668962239273e-10
858,O2,-13.9,6.0,7.5,-0.09010225742399026,-0.01144618725739831,0.0001704441711237875,0.0036159120315643676,-1.8487931367424677e-07,2.392224625979828e-12,2.8127660813947467e-05,-2.612315541646897e-07,-1.3196534686786006e-10
859,O2,-13.9,6.0,10.0,-0.06669504735512562,-0.012220782973500443,0.00017549026383315903,0.003776954332742424,-1.8065001125518372e-07,2.1968333497324882e-12,2.7103543037954845e-05,-2.4379086947304664e-07,-1.130586908899769e-10
860,O2,-13.9,6.0,25.0,-0.02211120381675872,-0.013967092395726214,0.00018931169437321553,0.004265097899112733,-1.8213715743421392e-07,2.015998129429792e-12,2.6113897877695492e-05,-2.2122802519309684e-07,-9.062221554741807e-11
861,O2,-13.9,6.0,50.0,-0.01099852244669689,-0.014485491295003398,0.00019404026726803234,0.004448605913202926,-1.856132856314036e-07,2.0253139462968467e-12,2.610748918975069e-05,-2.179103838423041e-07,-8.816103944841361e-11
862,O2,-13.9,6.0,75.0,-0.008344160687553838,-0.014614904614934823,0.00019525880033641036,0.004497866003250653,-1.867079014560275e-07,2.0318344825700666e-12,2.6120500237900264e-05,-2.1726278240736105e-07,-8.772985896809624e-11
863,O2,-13.9,6.0,100.0,-0.007166169757663391,-0.014669863721216737,0.00019575935419097252,0.0045181989039530844,-1.8716377166739598e-07,2.0346607945122534e-12,2.6122379627132567e-05,-2.1691653995068596e-07,-8.757634984865031e-11
864,O2,-13.9,6.0,250.0,-0.005721593192501232,-0.014744233738029461,0.00019647561544182827,0.004547838468343636,-1.878723830402644e-07,2.039825317125307e-12,2.6138129300942365e-05,-2.1661334636881447e-07,-8.745109723270032e-11
865,O2,-13.9,6.0,500.0,-0.005352188799142981,-0.014762590621253477,0.00019665269343706475,0.004555100207917137,-1.8804569621222725e-07,2.0410767581993076e-12,2.614091071648693e-05,-2.1654051427642136e-07,-8.739346051196336e-11
866,O2,-13.9,6.0,1000.0,-0.005198512868596115,-0.014770317700317906,0.0001967298915630158,0.00455827038997453,-1.881224276414756e-07,2.041641672062851e-12,2.614214158486034e-05,-2.1652126953472158e-07,-8.735389708502588e-11
867,O2,-13.9,6.0,5000.0,-0.005089499594871309,-0.014775893412890427,0.00019678549500582427,0.0045605811998950104,-1.8817915812250981e-07,2.042073683726438e-12,2.6143188400816646e-05,-2.165068746957872e-07,-8.732931005791621e-11
868,O2,-13.9,8.0,0.0,-0.2729450741100308,-0.005426510255123295,0.0001334687405586911,0.0028811925850763323,-2.4269966857022807e-07,4.770194810052903e-12,4.205637925958477e-05,-5.387267217929703e-07,-3.4042746832885816e-10
869,O2,-13.9,8.0,0.1,-0.27208696769857665,-0.005461481454704192,0.00013372461738487228,0.0028847613759007853,-2.4250474604189564e-07,4.7609436607520525e-12,4.1982919413560895e-05,-5.366291348259906e-07,-3.4007590212864065e-10
870,O2,-13.9,8.0,1.0,-0.25878131614628924,-0.005994487053511388,0.0001375526809920429,0.002940943632200094,-2.394112297137442e-07,4.613428492111842e-12,4.0849950687760836e-05,-5.051731083159967e-07,-3.3335174632229563e-10
871,O2,-13.9,8.0,5.0,-0.1585648336742599,-0.009384169040737703,0.00015878391732635763,0.003313990911631513,-2.0659449539139479e-07,3.2216208777922227e-12,3.253288542556413e-05,-3.325588446292804e-07,-2.118124880675959e-10
872,O2,-13.9,8.0,7.5,-0.11292111833051803,-0.01074132580134684,0.00016629814073156052,0.0034947636699359766,-1.909671185854074e-07,2.63150237344502e-12,2.9389980863451827e-05,-2.817073918872111e-07,-1.5467694661857599e-10
873,O2,-13.9,8.0,10.0,-0.08380492454031493,-0.01164811910908158,0.00017170206371064017,0.00365490307673248,-1.8350874566490245e-07,2.334284633848384e-12,2.7822954249653947e-05,-2.561768783624565e-07,-1.2642863423429461e-10
874,O2,-13.9,8.0,25.0,-0.027558876386953424,-0.013727882422748012,0.00018722332188216557,0.00418695098497268,-1.810030431204815e-07,2.0208412033063035e-12,2.6156787439151822e-05,-2.2321438626947263e-07,-9.2322048890258e-11
875,O2,-13.9,8.0,50.0,-0.013073000693043027,-0.014386612185612997,0.000193112399282385,0.0044118131929426815,-1.8483611219060648e-07,2.0214612554835766e-12,2.610312197341022e-05,-2.1842393077857395e-07,-8.86216052826569e-11
876,O2,-13.9,8.0,75.0,-0.009561726517580405,-0.014555156289414964,0.00019469424373771708,0.004474929136421846,-1.8618964651640366e-07,2.0285844624039994e-12,2.611360986238876e-05,-2.1755332155170005e-07,-8.791505879560853e-11
877,O2,-13.9,8.0,100.0,-0.008132406286947896,-0.01462535781748591,0.00019535885669064838,0.0045019130196583,-1.8679958568128235e-07,2.0324095723988853e-12,2.6121949925704465e-05,-2.172210121669243e-07,-8.769065698009641e-11
878,O2,-13.9,8.0,250.0,-0.00607189298559841,-0.014725513852687503,0.00019628951206363955,0.004540264841411983,-1.8768651500108234e-07,2.0383866463426644e-12,2.6133009802153398e-05,-2.1666919880382365e-07,-8.747764431223437e-11
879,O2,-13.9,8.0,500.0,-0.0056836566465812135,-0.014748499534282904,0.0001965344055485479,0.004550596888984184,-1.8795212469063656e-07,2.040588207162727e-12,2.614228177232696e-05,-2.1667950095079778e-07,-8.738352450339863e-11
880,O2,-13.9,8.0,1000.0,-0.0053986637775755965,-0.01476027369920064,0.000196630083848533,0.004554171048925701,-1.8802340461473855e-07,2.0409146635645587e-12,2.614055836279756e-05,-2.165485947082417e-07,-8.740239651111798e-11
881,O2,-13.9,8.0,5000.0,-0.005250195499305564,-0.014767706739365005,0.00019670371504372432,0.004557191048498961,-1.8809614478320336e-07,2.041445641284733e-12,2.6141710368473706e-05,-2.1652740233422186e-07,-8.736752951941776e-11
882,O2,-13.9,9.0,0.0,-0.2965605605577253,-0.004445180475724512,0.0001260540204977395,0.0027874427533126815,-2.4797148563572624e-07,5.015865519713949e-12,4.4124836529901996e-05,-5.991636105797279e-07,-3.485308016689933e-10
883,O2,-13.9,9.0,0.1,-0.29560690486196617,-0.004485371894115385,0.00012636703806597927,0.002791024133015747,-2.4776089964862095e-07,5.006251004671179e-12,4.4039137123498296e-05,-5.966343769263894e-07,-3.4822268814663587e-10
884,O2,-13.9,9.0,1.0,-0.2810070184409278,-0.00509589837080746,0.0001310220374745206,0.002848197782203798,-2.445122772858672e-07,4.8557841029491534e-12,4.275314044400699e-05,-5.587572827640255e-07,-3.4359862459649066e-10
885,O2,-13.9,9.0,5.0,-0.17348858224612537,-0.008935768578651576,0.0001562497442375484,0.003263882151569092,-2.1220388274723228e-07,3.4383492094706874e-12,3.3701921154801005e-05,-3.520694029749279e-07,-2.334411924697507e-10
886,O2,-13.9,9.0,7.5,-0.12374769083629251,-0.01041549911155625,0.00016448348734637803,0.0034459110972798477,-1.9435463080638376e-07,2.7596595922235557e-12,3.0064940126815862e-05,-2.926783837445365e-07,-1.6668951899580918e-10
887,O2,-13.9,9.0,10.0,-0.09203221405797632,-0.011386938131531812,0.00017008580561327595,0.003605287641948189,-1.853460373270649e-07,2.4108191835564422e-12,2.822860493817393e-05,-2.6280139122013276e-07,-1.3382230517906122e-10
888,O2,-13.9,9.0,25.0,-0.03022595817999655,-0.013614958531653188,0.000186261700649641,0.004151140125963557,-1.8056895475180815e-07,2.025301968716531e-12,2.6189244824959723e-05,-2.2426709520435965e-07,-9.333763056207795e-11
889,O2,-13.9,9.0,50.0,-0.014095010398311996,-0.014337967244793212,0.00019266526290404596,0.004394162844929674,-1.8447782193343677e-07,2.0199562324878013e-12,2.6101013112363408e-05,-2.1871538863682e-07,-8.880081774676009e-11
890,O2,-13.9,9.0,75.0,-0.010193031071790795,-0.014525294491012669,0.00019441846017169886,0.004463873594904469,-1.8594876818948468e-07,2.0272235851698306e-12,2.611225939632279e-05,-2.1772873776447323e-07,-8.801477289046722e-11
891,O2,-13.9,9.0,100.0,-0.00854738740951481,-0.014604654813837187,0.00019515577169389558,0.004493661648746602,-1.8661081229241878e-07,2.031205764772013e-12,2.6118995213188403e-05,-2.172839852155701e-07,-8.77968162036188e-11
892,O2,-13.9,9.0,250.0,-0.006251181271816642,-0.014716204537414311,0.00019619917720114195,0.004536562888136514,-1.8759796828388227e-07,2.037739765307727e-12,2.613085641861436e-05,-2.1670422558187288e-07,-8.749201836317379e-11
893,O2,-13.9,9.0,500.0,-0.005739109079105987,-0.014743366672822963,0.00019646734293241923,0.004547502554068094,-1.8786439256346663e-07,2.0397675953177984e-12,2.6138000854578736e-05,-2.1661727563486028e-07,-8.74530557628294e-11
894,O2,-13.9,9.0,1000.0,-0.0055004880429204055,-0.014755200899970913,0.00019658087068123693,0.004552147368121115,-1.879749753579638e-07,2.0405637694307045e-12,2.6139780251124905e-05,-2.165674808736685e-07,-8.742008416566124e-11
895,O2,-13.9,9.0,5000.0,-0.005331341660547439,-0.014763630550321084,0.00019666287783865402,0.004555518465503647,-1.8805574385088234e-07,2.0411499477760268e-12,2.614106867866615e-05,-2.1653704049652133e-07,-8.738922818313813e-11
896,O2,-13.9,10.0,0.0,-0.31978675835999115,-0.0034460000589324204,0.00011804538207945881,0.0027047855380850547,-2.5319683742598926e-07,5.247690949482608e-12,4.6255589942886124e-05,-6.636045473995226e-07,-3.5429596977504574e-10
897,O2,-13.9,10.0,0.1,-0.3187493446710679,-0.003491292264792434,0.00011841814530304515,0.002708267493160555,-2.5295978842341926e-07,5.237438954318396e-12,4.615814052074856e-05,-6.606234267090703e-07,-3.5406208212520197e-10
898,O2,-13.9,10.0,1.0,-0.3027607822280232,-0.004181611133016473,0.00012398539873324064,0.0027644165625913915,-2.493526890222814e-07,5.078353582124503e-12,4.4683623202618646e-05,-6.158869850281149e-07,-3.502209160688081e-10
899,O2,-13.9,10.0,5.0,-0.18787365291067262,-0.008492627047909013,0.00015368929003075209,0.0032164517292411973,-2.1761552466518784e-07,3.652741740042859e-12,3.4873652131308084e-05,-3.725619468625676e-07,-2.5461596079785276e-10
900,O2,-13.9,10.0,7.5,-0.1343233154994935,-0.010102077976442834,0.00016274854401443573,0.0034026262771455467,-1.9788776979239042e-07,2.8923404442697172e-12,3.077088011396141e-05,-3.0397480521751986e-07,-1.7947042260832452e-10
901,O2,-13.9,10.0,10.0,-0.1000786541345357,-0.011137355586104717,0.00016859232820584555,0.0035609239795883407,-1.8734736931520574e-07,2.490750539679505e-12,2.865832241556641e-05,-2.6971104303889053e-07,-1.416129264033272e-10
902,O2,-13.9,10.0,25.0,-0.032789534082549456,-0.013505359566376418,0.00018532979414998658,0.004117163412843818,-1.8020103990741395e-07,2.0306580479174943e-12,2.6218878479122557e-05,-2.253179183423513e-07,-9.423741305078637e-11
903,O2,-13.9,10.0,50.0,-0.015101337174460324,-0.014289715760888246,0.0001922228895727717,0.0043765449122299925,-1.8411614718295055e-07,2.0183472391600144e-12,2.6098687293234325e-05,-2.1901943666179299e-07,-8.895576586433278e-11
904,O2,-13.9,10.0,75.0,-0.010775843979700064,-0.014496214439143347,0.00019414193906010365,0.004452704655372683,-1.857009119017879e-07,2.0257616723630587e-12,2.610820556171365e-05,-2.1786158540499866e-07,-8.810596145333342e-11
905,O2,-13.9,10.0,100.0,-0.00899023387378826,-0.014583133946894021,0.00019495502057383318,0.004485589174436599,-1.8642884101547803e-07,2.0300604388710294e-12,2.611682764511962e-05,-2.1740317102765344e-07,-8.784682237071335e-11
906,O2,-13.9,10.0,250.0,-0.006442993663081766,-0.014706769629542952,0.00019611008252187615,0.004532903949254971,-1.8751203469865687e-07,2.037138757363235e-12,2.6129597111973727e-05,-2.167503360036522e-07,-8.751404060043082e-11
907,O2,-13.9,10.0,500.0,-0.005867665787010146,-0.014736886041417294,0.00019640480963855752,0.004544965603247306,-1.8780319775595886e-07,2.0393103230587035e-12,2.6136870607254947e-05,-2.1664478030598815e-07,-8.746582445917526e-11
908,O2,-13.9,10.0,1000.0,-0.0056780630213548455,-0.01474878831291936,0.00019653724019578329,0.00455071235509511,-1.879549195487017e-07,2.0406090034620832e-12,2.6142343234220205e-05,-2.1667854092254205e-07,-8.738277403074005e-11
909,O2,-13.9,10.0,5000.0,-0.005414135576283179,-0.014759502603041656,0.0001966225762589337,0.004553862431245917,-1.8801600862833175e-07,2.0408609755879566e-12,2.6140440765751748e-05,-2.1655135467607174e-07,-8.740526168760363e-11
910,O2,-13.9,12.0,0.0,-0.3654118172195995,-0.001395308145866959,0.0001002646211124573,0.0025694302947462293,-2.6411403707835603e-07,5.697195809046246e-12,5.0766951562835175e-05,-8.042913365380967e-07,-3.641018956206544e-10
911,O2,-13.9,12.0,0.1,-0.36419219857645985,-0.0014516916974507128,0.00010077416680280235,0.002572643347050428,-2.638105562960071e-07,5.685180928992801e-12,5.0640702414694656e-05,-8.002680749636482e-07,-3.638639835603072e-10
912,O2,-13.9,12.0,1.0,-0.3454327261564824,-0.0023075845069772437,0.00010838866299158688,0.0026246366119158345,-2.592080164546835e-07,5.5001715953058325e-12,4.87368961234969e-05,-7.403549126119502e-07,-3.598547060317513e-10
913,O2,-13.9,12.0,5.0,-0.21498915610930763,-0.007609706592261439,0.00014831535312968952,0.0031214122253750763,-2.2720452212087043e-07,4.052568918214339e-12,3.71540272332511e-05,-4.1628528032600647e-07,-2.927825687125322e-10
914,O2,-13.9,12.0,7.5,-0.1546506889621219,-0.009501146570249083,0.00015943448911506441,0.0033273927750853303,-2.0513815790130662e-07,3.166238524491706e-12,3.223738844053483e-05,-3.276453989482393e-07,-2.0644421385417158e-10
915,O2,-13.9,12.0,10.0,-0.11523288271981194,-0.010671133841870179,0.0001659011799135534,0.0034838638924590847,-1.9166506141595702e-07,2.6580956520421252e-12,2.952961707465592e-05,-2.8398626871742373e-07,-1.5715451133504785e-10
916,O2,-13.9,12.0,25.0,-0.03796459304519914,-0.01329473029680463,0.00018361091204173653,0.004055089490262457,-1.797120404677298e-07,2.0452651942808396e-12,2.6306104451051058e-05,-2.2767017269758535e-07,-9.642082082868304e-11
917,O2,-13.9,12.0,50.0,-0.017111153154960253,-0.014196273762564444,0.00019136918798198094,0.004343602751962444,-1.835007971940864e-07,2.0168972742750045e-12,2.6100167244008512e-05,-2.1960043609584273e-07,-8.943017041739747e-11
918,O2,-13.9,12.0,75.0,-0.011953017359612088,-0.014438961329187056,0.00019360410485974868,0.004431212377013743,-1.8524248062274522e-07,2.0233941577258163e-12,2.6102928060621264e-05,-2.181471331155716e-07,-8.832305347631848e-11
919,O2,-13.9,12.0,100.0,-0.009887360991629122,-0.014540785134336312,0.0001945632681906758,0.004469833983664643,-1.8608351161921416e-07,2.028073998215463e-12,2.6114880272908657e-05,-2.1764599959175433e-07,-8.799287489403607e-11
920,O2,-13.9,12.0,250.0,-0.006826694380927398,-0.0146883434686103,0.00019593432622584073,0.004525661274288262,-1.873455850125359e-07,2.0360626218501944e-12,2.6128115830545545e-05,-2.1682681724212388e-07,-8.760639769824857e-11
