,operator,binding_energy,repressor,inducer_uM,lambda_m1p0,lambda_m2p0,lambda_m3p0,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m1p1,lambda_m2p1,lambda_m1p2
12,O1,-15.3,1.0,1000.0,-0.005580116902701072,-0.014723105100608555,0.0001962414995991689,0.004534033250799106,-1.868548388143532e-07,2.020996213521191e-12,2.608141790134893e-05,-2.1697099255208013e-07,-8.551683382364675e-11
13,O1,-15.3,1.0,5000.0,-0.005401057276047804,-0.01473742965298727,0.0001963864750140811,0.004540776628251163,-1.8714380294659446e-07,2.025217616872714e-12,2.6093814865902923e-05,-2.1686886375523232e-07,-8.584076265518721e-11
14,O1,-15.3,2.0,0.0,-0.34870290975512563,0.0016940886545780637,2.1660632967758227e-05,0.0019800116410100617,-1.6985675806667542e-07,3.2624034429439707e-12,3.6373826716799767e-05,-4.682298125461283e-07,-3.2989397623311243e-10
15,O1,-15.3,2.0,0.1,-0.34784993527632463,0.0016579548634149612,2.2014700429130477e-05,0.0019813667015544005,-1.6960169672361103e-07,3.2525298036882085e-12,3.6299975294201505e-05,-4.664995365871109e-07,-3.2890919979137415e-10
16,O1,-15.3,2.0,1.0,-0.334267915888952,0.0010943399401575594,2.7404422526433154e-05,0.002001483807469495,-1.6548427762968612e-07,3.094283662290288e-12,3.513146253257765e-05,-4.397149412022558e-07,-3.128004015431436e-10
17,O1,-15.3,2.0,5.0,-0.2290370172024149,-0.002891944818710847,6.609962900234606e-05,0.002115531951053194,-1.301620930607068e-07,1.8236131650411145e-12,2.7080248764984603e-05,-3.0215287316888596e-07,-1.4743090299749133e-10
18,O1,-15.3,2.0,7.5,-0.1776192591853115,-0.0048790186173638195,8.698974780267544e-05,0.0022090477039362136,-1.1671009637715792e-07,1.3587194583224467e-12,2.442442374320582e-05,-2.6892395175070724e-07,-7.921121369354618e-11
19,O1,-15.3,2.0,10.0,-0.14112501429941135,-0.00644668773182446,0.00010452609315009337,0.0023358363686404897,-1.1158171395435089e-07,1.1407504726573258e-12,2.3267032199741194e-05,-2.5539497925664253e-07,-4.316234461887486e-11
20,O1,-15.3,2.0,25.0,-0.05337476871402771,-0.0112577905917406,0.00015955975427204183,0.0032317141669435754,-1.3345694079073524e-07,1.26486175216359e-12,2.3650937070735286e-05,-2.365916904916779e-07,-2.798116083057815e-11
21,O1,-15.3,2.0,50.0,-0.024024257523908826,-0.013313880269791559,0.00018173365587244444,0.003928632014912756,-1.612663078370102e-07,1.6504012011329892e-12,2.4958906657330902e-05,-2.2625360572527983e-07,-5.695419509500786e-11
22,O1,-15.3,2.0,75.0,-0.016249111299023174,-0.01389971803058599,0.0001878502071355808,0.004167995343861021,-1.7129134606746777e-07,1.7946634171325744e-12,2.5409044995367116e-05,-2.2268495039256336e-07,-6.802295584589257e-11
23,O1,-15.3,2.0,100.0,-0.012953968578139418,-0.01415165712943456,0.00019044404388360374,0.004276337365340048,-1.758722448982998e-07,1.861025254369112e-12,2.561010544414507e-05,-2.2103180505943696e-07,-7.313058152408104e-11
24,O1,-15.3,2.0,250.0,-0.008205487603318407,-0.01451614934829839,0.00019413442047021002,0.004438091816094472,-1.8275207240018394e-07,1.961143716185792e-12,2.5906219353355008e-05,-2.184027165487435e-07,-8.09765320165883e-11
25,O1,-15.3,2.0,500.0,-0.007119616678384533,-0.014605805120647268,0.00019506643136359643,0.004480389831254464,-1.8456280664860065e-07,1.987542312299504e-12,2.5985932909613516e-05,-2.1786184625558882e-07,-8.291208838077153e-11
26,O1,-15.3,2.0,1000.0,-0.006621113108173984,-0.01464511365791083,0.00019546493458909032,0.004498588647833768,-1.8534120481235893e-07,1.9989021844224777e-12,2.601930040203211e-05,-2.1758423358902284e-07,-8.378358400134972e-11
27,O1,-15.3,2.0,5000.0,-0.006189804290374508,-0.014674711191341457,0.0001957465850770555,0.004511219423982615,-1.8587837642017253e-07,2.00675570584264e-12,2.6040150320398095e-05,-2.1729568544994307e-07,-8.446400530109452e-11
28,O1,-15.3,3.0,0.0,-0.43839716176747157,0.0057480248010383615,-1.85362174878749e-05,0.0018396615479473765,-1.9403662875511508e-07,4.166806486256911e-12,4.475190494843664e-05,-7.033819477326408e-07,-3.841167412865574e-10
29,O1,-15.3,3.0,0.1,-0.43724544583421293,0.005693325916002522,-1.796813802162082e-05,0.0018412381030157101,-1.9372962837192452e-07,4.1558761381367235e-12,4.4633567789440814e-05,-6.997966254845479e-07,-3.8368763137596484e-10
30,O1,-15.3,3.0,1.0,-0.41941354014871846,0.004854209131346633,-9.362026051978091e-06,0.0018666485252114614,-1.8901247103378882e-07,3.9861874206357056e-12,4.284280001943004e-05,-6.460315646652742e-07,-3.7681486052191716e-10
31,O1,-15.3,3.0,5.0,-0.2885551465839738,-0.0006892353540771371,4.446929050142684e-05,0.002054622813856777,-1.5019806239162951e-07,2.5241799124052347e-12,3.13328893664013e-05,-3.6648860371304066e-07,-2.4310964490588874e-10
32,O1,-15.3,3.0,7.5,-0.22476763100784547,-0.0030506429558127624,6.771129913434348e-05,0.0021204675720597832,-1.288303343042466e-07,1.7787704450629218e-12,2.68190836392164e-05,-2.9866050547673887e-07,-1.4118922533872376e-10
33,O1,-15.3,3.0,10.0,-0.18038746461851093,-0.0047670414219288595,8.576886662326382e-05,0.0022020638379898817,-1.1727594760291508e-07,1.3793205024476849e-12,2.45387180788858e-05,-2.702456234782852e-07,-8.24171800726934e-11
34,O1,-15.3,3.0,25.0,-0.07209727769649718,-0.010071844713646763,0.00014626556756768862,0.002923051517553041,-1.2251235938759014e-07,1.1295283341613367e-12,2.313905489964601e-05,-2.411038584153543e-07,-1.968626869783879e-11
35,O1,-15.3,3.0,50.0,-0.03263869100100074,-0.012683705027520281,0.0001750623157582688,0.0036923850354348945,-1.5155523499527114e-07,1.5125185719616074e-12,2.4507647185728126e-05,-2.2980510419434405e-07,-4.6259329277369903e-11
36,O1,-15.3,3.0,75.0,-0.021582356884053182,-0.013493193622268612,0.00018361965844054177,0.00399995954493442,-1.6423765765918424e-07,1.6929818710962039e-12,2.5089118544122916e-05,-2.251954897216253e-07,-6.011282959363428e-11
37,O1,-15.3,3.0,100.0,-0.016891533289528325,-0.013850232970292076,0.00018733250546960447,0.00414696399579844,-1.7040468775899112e-07,1.7818587483566988e-12,2.5369310276836295e-05,-2.229754074692134e-07,-6.70625532694889e-11
38,O1,-15.3,3.0,250.0,-0.009973386351414055,-0.014378126877526,0.00019272786782376238,0.004375563372679935,-1.8008730476192788e-07,1.9223505363729495e-12,2.5791223465388705e-05,-2.1935341557898407e-07,-7.800098485920375e-11
39,O1,-15.3,3.0,500.0,-0.008256765678682887,-0.01451195764965193,0.00019409138698636135,0.004436162894299658,-1.826695295288591e-07,1.9599380463255348e-12,2.5902500803358958e-05,-2.184304765168548e-07,-8.088203150854678e-11
40,O1,-15.3,3.0,1000.0,-0.00757345408540905,-0.014569052843952938,0.0001946880750861186,0.004463260563038813,-1.8382982667973976e-07,1.9768510105069646e-12,2.595391775884664e-05,-2.1810000824905596e-07,-8.210842200632439e-11
41,O1,-15.3,3.0,5000.0,-0.007053667089817431,-0.014611027671407413,0.0001951195525066462,0.004482805660693037,-1.8466611814116828e-07,1.989049585777465e-12,2.5990383532400765e-05,-2.1782561548986315e-07,-8.302738023047442e-11
42,O1,-15.3,4.0,0.0,-0.5214164243467341,0.009849641879636677,-6.348890780777729e-05,0.0017460128658581052,-2.1718396950551169e-07,4.961140219534743e-12,5.416776577545606e-05,-9.986727488613835e-07,-4.1535494452329827e-10
43,O1,-15.3,4.0,0.1,-0.5199639033999423,0.009774832874062066,-6.262731387846792e-05,0.0017473896362620197,-2.167626108303728e-07,4.947025499450464e-12,5.398825579406719e-05,-9.928508721750651e-07,-4.14754698887154e-10
44,O1,-15.3,4.0,1.0,-0.4975211720870043,0.00863528559833234,-4.9676002763114095e-05,0.0017694865421922642,-2.1029753577068095e-07,4.729476207714557e-12,5.127843241424307e-05,-9.061748754615829e-07,-4.0574259931101473e-10
45,O1,-15.3,4.0,5.0,-0.33909728691217444,0.001292835762671155,2.5510157047944187e-05,0.0019945525206060757,-1.669749961076589e-07,3.1514364228441538e-12,3.554534070512482e-05,-4.4896734883470983e-07,-3.188280875449712e-10
46,O1,-15.3,4.0,7.5,-0.2649522905906455,-0.0015659121663750377,5.293620738841386e-05,0.0020768740885768037,-1.4198092819634884e-07,2.231497397170951e-12,2.9521034792478473e-05,-3.3722750506531467e-07,-2.0395972419713912e-10
47,O1,-15.3,4.0,10.0,-0.21319754397261909,-0.0034836712019770616,7.21475798810596e-05,0.002137043851808628,-1.2544125325160424e-07,1.663319622322689e-12,2.6140619783207406e-05,-2.8991093762922657e-07,-1.2439716361474e-10
48,O1,-15.3,4.0,25.0,-0.08851920046231629,-0.009111072846415548,0.00013528038206138748,0.0027187790738878452,-1.1635350386298173e-07,1.068677207144438e-12,2.2895735139269897e-05,-2.442996586132918e-07,-1.8361572803606997e-11
49,O1,-15.3,4.0,50.0,-0.04073526513194257,-0.012115207449429127,0.00016893119830642574,0.0034959105657239487,-1.4366696908218917e-07,1.4026005641491512e-12,2.4141168367552262e-05,-2.326368875302119e-07,-3.8122119816067695e-11
50,O1,-15.3,4.0,75.0,-0.026793618757606878,-0.013109721230384754,0.0001795856547913668,0.0038498739136121956,-1.5800742756099993e-07,1.6039060249826657e-12,2.4809416918229177e-05,-2.274437689650597e-07,-5.335426144021386e-11
51,O1,-15.3,4.0,100.0,-0.020703139901329257,-0.013561900219382661,0.00018434006204699605,0.004027797046901779,-1.6540181999202658e-07,1.709727266545932e-12,2.5145308432628847e-05,-2.247950136146232e-07,-6.146937603566485e-11
52,O1,-15.3,4.0,250.0,-0.0117113698146872,-0.014242465210174578,0.00019134631890234174,0.004315104987885966,-1.7751389642742315e-07,1.8848823016384898e-12,2.567862578088567e-05,-2.2030208518747912e-07,-7.506587753316479e-11
53,O1,-15.3,4.0,500.0,-0.009455936431084163,-0.014418065553837922,0.00019313698887435187,0.004393612910754957,-1.8085443561892107e-07,1.933484015412506e-12,2.5823841693192486e-05,-2.1908899328237602e-07,-7.882904340387065e-11
54,O1,-15.3,4.0,1000.0,-0.008468692974377138,-0.014494839807821817,0.00019391621277034524,0.0044283199231230225,-1.823342220614747e-07,1.9550435119426577e-12,2.588753745409474e-05,-2.1854590354785453e-07,-8.0498799354014e-11
55,O1,-15.3,4.0,5000.0,-0.0077814623140716925,-0.014550346822079811,0.00019448451360882773,0.004453839567728238,-1.8342598754509558e-07,1.9709876725393515e-12,2.5936010128229988e-05,-2.1817182443574556e-07,-8.174044418183962e-11
56,O1,-15.3,5.0,0.0,-0.599810112226645,0.014051145806248718,-0.00011461633874680409,0.0016811327873591628,-2.4093278439013137e-07,5.746333849242801e-12,6.463473522489368e-05,-1.3469356881088393e-06,-4.5370817758991094e-10
57,O1,-15.3,5.0,0.1,-0.5980984807910487,0.01395548786683769,-0.00011339338074198624,0.001682418282203389,-2.40397991755003e-07,5.728780985944657e-12,6.439079970730852e-05,-1.3385754024400579e-06,-4.527607240661513e-10
58,O1,-15.3,5.0,1.0,-0.5715281744632227,0.012496005237632588,-9.509811037082876e-05,0.0017029134427953168,-2.32181569568011e-07,5.458498842473116e-12,6.068441786655889e-05,-1.213194796130908e-06,-4.38301255480822e-10
59,O1,-15.3,5.0,5.0,-0.3838080451509564,0.0032240648085278107,6.872275161440155e-06,0.0019227756822007165,-1.7962671731477783e-07,3.637388724018074e-12,3.948107941825605e-05,-5.490428123803882e-07,-3.5907067149447623e-10
60,O1,-15.3,5.0,7.5,-0.30070111615316913,-0.0002299554365561324,4.006700764493856e-05,0.002042436528499629,-1.544097861718267e-07,2.677904683106836e-12,3.231371809517247e-05,-3.836252698063693e-07,-2.630798650310658e-10
61,O1,-15.3,5.0,10.0,-0.24238361468013103,-0.0023975987141589303,6.113761996296585e-05,0.0020998891988970834,-1.3440410024048338e-07,1.9685545590371493e-12,2.7937853576986504e-05,-3.1397841659576865e-07,-1.6774453571028218e-10
62,O1,-15.3,5.0,25.0,-0.10321686861192123,-0.008309417224209758,0.0001260226749504986,0.002577174124775268,-1.1304674973112963e-07,1.0524812925860102e-12,2.2833731047306054e-05,-2.4698105928133695e-07,-2.133401570452555e-11
63,O1,-15.3,5.0,50.0,-0.04830813543917723,-0.011593982365733013,0.00016326210674297382,0.003331391805821618,-1.372409717958201e-07,1.3150580036431374e-12,2.3829340003523395e-05,-2.3513153611872173e-07,-3.147652779111831e-11
64,O1,-15.3,5.0,75.0,-0.03171249632710935,-0.012749325044776477,0.00017576089616021386,0.003716062251945881,-1.525185556392171e-07,1.5260857432518153e-12,2.455130290082051e-05,-2.2944650893136515e-07,-4.7274075552673174e-11
65,O1,-15.3,5.0,100.0,-0.024398197594061925,-0.013286118218882462,0.0001814423344497649,0.0039177767614214185,-1.608154788304069e-07,1.6439498332308855e-12,2.4938269164866693e-05,-2.2641887827378177e-07,-5.645186855519439e-11
66,O1,-15.3,5.0,250.0,-0.013482952294551397,-0.014109049116586742,0.00018998883962888496,0.00425716526293615,-1.7505920259153115e-07,1.8492672225094685e-12,2.5573821769416774e-05,-2.2123729179676293e-07,-7.231784670101146e-11
67,O1,-15.3,5.0,500.0,-0.010645676158513296,-0.014325793939649847,0.00019219629247560979,0.00435212808958076,-1.7908951422443944e-07,1.9078232463531502e-12,2.5747915934822958e-05,-2.1972343125130254e-07,-7.686768452692749e-11
68,O1,-15.3,5.0,1000.0,-0.009428437538842682,-0.01442017407949053,0.00019315832758331437,0.004394559170511251,-1.8089472875648298e-07,1.934070568737555e-12,2.582555414022673e-05,-2.1907381939119722e-07,-7.887434935818123e-11
69,O1,-15.3,5.0,5000.0,-0.008540104824930068,-0.014489146998446792,0.00019385813788682228,0.004425722875858977,-1.8222329361244194e-07,1.9534253293185434e-12,2.5882645822517315e-05,-2.1858498264051722e-07,-8.037248675212989e-11
70,O1,-15.3,6.0,0.0,-0.6738522809387736,0.018347388969793155,-0.0001720682872424188,0.001628406403143891,-2.646178530876141e-07,6.522173157736289e-12,7.588074334237675e-05,-1.7429041234824254e-06,-5.024920334773295e-10
71,O1,-15.3,6.0,0.1,-0.6719102555769806,0.01823058398899977,-0.00017044048589762094,0.0016297508413057598,-2.639852532471488e-07,6.501441310207521e-12,7.556868554006137e-05,-1.7316526676451037e-06,-5.009690854054509e-10
72,O1,-15.3,6.0,1.0,-0.6417419157460412,0.016443725061193463,-0.00014598394608825754,0.0016507920256182457,-2.542282187529538e-07,6.181973546304031e-12,7.08431364800038e-05,-1.562870955927117e-06,-4.795610938290347e-10
73,O1,-15.3,6.0,5.0,-0.4257112997957104,0.005148945198985104,-1.2364154865763705e-05,0.0018574429100204036,-1.9067228522126833e-07,4.046304300128715e-12,4.346647241412495e-05,-6.646353245727754e-07,-3.7932631293925435e-10
74,O1,-15.3,6.0,7.5,-0.3330253926812407,0.0010440151912684493,2.788369624902279e-05,0.0020032375933018145,-1.6509968149070037e-07,3.0795400152287263e-12,3.5024316904382465e-05,-4.3740214558161023e-07,-3.1113003390063984e-10
75,O1,-15.3,6.0,10.0,-0.26892511205343944,-0.0014202767071616006,5.152946498816222e-05,0.002073248268334917,-1.4335922153336795e-07,2.279873611181488e-12,2.981823747381548e-05,-3.418128571318509e-07,-2.1054628276243581e-10
76,O1,-15.3,6.0,25.0,-0.11649357429837538,-0.0076239867118013714,0.0001180839782725078,0.002475179547247749,-1.1151326527916852e-07,1.0640484121809712e-12,2.288742628921367e-05,-2.4955675325843673e-07,-2.670855878772646e-11
77,O1,-15.3,6.0,50.0,-0.05548319897916771,-0.01111946263306426,0.00015802606007142485,0.00319230615852453,-1.3198792224305215e-07,1.2457126042790924e-12,2.3580958829154496e-05,-2.3716145114461826e-07,-2.667510073624963e-11
78,O1,-15.3,6.0,75.0,-0.03652781120357039,-0.012408456875121555,0.00017212467131402562,0.003595572575223927,-1.4764072600667735e-07,1.4576194644276573e-12,2.4325986221979277e-05,-2.3129514941455517e-07,-4.205859894621706e-11
79,O1,-15.3,6.0,100.0,-0.027982753700249993,-0.013021932480062507,0.00017865998136864969,0.003816539602105439,-1.566311823650625e-07,1.5842866329308502e-12,2.4745300643834773e-05,-2.279552535704281e-07,-5.1808905230246494e-11
80,O1,-15.3,6.0,250.0,-0.015189715898978745,-0.013978722827681827,0.00018865077543547682,0.004201146383035162,-1.7268996942862857e-07,1.8149307761745668e-12,2.5469899766536383e-05,-2.2210891678622565e-07,-6.965455495104846e-11
81,O1,-15.3,6.0,500.0,-0.01183837387912298,-0.014234316775414644,0.000191264105873183,0.00431166376775243,-1.773701354242414e-07,1.8828285080224846e-12,2.5673969045320634e-05,-2.2035965861047808e-07,-7.493985950520372e-11
82,O1,-15.3,6.0,1000.0,-0.010319674978011438,-0.014346971118772563,0.0001924075082667608,0.00436136654647124,-1.794781509917195e-07,1.9134128858070417e-12,2.5760304853813103e-05,-2.195600747410375e-07,-7.721998711627929e-11
83,O1,-15.3,6.0,5000.0,-0.009322988630135629,-0.014428265067629524,0.00019324022233765625,0.00439819303630118,-1.810494816183867e-07,1.9363234673763868e-12,2.5832132485578395e-05,-2.1901564974996255e-07,-7.904830247142264e-11
84,O1,-15.3,8.0,0.0,-0.8100958220985384,0.02712043585039897,-0.0003042084013260867,0.0015317518444705534,-3.0982741986604245e-07,8.015325691043752e-12,0.0001000184210038306,-2.6574183950960185e-06,-6.44762986805214e-10
85,O1,-15.3,8.0,0.1,-0.8077771111363722,0.026961639484104377,-0.0003016529951170233,0.0015334991353028703,-3.0905163413352466e-07,7.989397489401268e-12,9.957009671849737e-05,-2.639719083219416e-06,-6.415800561013601e-10
86,O1,-15.3,8.0,1.0,-0.7716016886855177,0.024528037297739783,-0.00026322262337631934,0.0015600964326461856,-2.969549414290378e-07,7.586793367602648e-12,9.273947857941535e-05,-2.3734387144828605e-06,-5.953114433758255e-10
87,O1,-15.3,8.0,5.0,-0.5054499811583584,0.009035095602744452,-5.417769908435177e-05,0.0017614378627210754,-2.1256265258548106e-07,4.805982171767941e-12,5.222108074503187e-05,-9.361792073922779e-07,-4.0883419365200305e-10
88,O1,-15.3,8.0,7.5,-0.39076923787642426,0.0035374204104450324,3.796318623336928e-06,0.0019113684339139682,-1.8147672272415489e-07,3.707306685257711e-12,4.011846514879731e-05,-5.668695392902445e-07,-3.6321959551416675e-10
89,O1,-15.3,8.0,10.0,-0.31641002786250616,0.0003788031537961779,3.4237580778712365e-05,0.00202483515073043,-1.597356641411213e-07,2.8760677687574697e-12,3.3616569343969754e-05,-4.0817143632800663e-07,-2.877405982218776e-10
90,O1,-15.3,8.0,25.0,-0.1399867993385424,-0.00649866959415304,0.00010512014308990173,0.0023411091483641535,-1.1150788326929718e-07,1.1358117846555e-12,2.3241949541013726e-05,-2.5507943626807745e-07,-4.224457215694181e-11
91,O1,-15.3,8.0,50.0,-0.06868876447292933,-0.01028041654965282,0.00014862597721087612,0.002972614050231121,-1.241657754995112e-07,1.1485289661107823e-12,2.321335873150674e-05,-2.403635409448126e-07,-2.064071612297825e-11
92,O1,-15.3,8.0,75.0,-0.04553818018417238,-0.011784535307597549,0.00016533778002708531,0.0033896203963312424,-1.3949459251431406e-07,1.3455344463542644e-12,2.394224133677303e-05,-2.3421920401431098e-07,-3.387161629178968e-11
93,O1,-15.3,8.0,100.0,-0.03487241943286715,-0.012525843184684162,0.0001733766866474579,0.0036363268363175808,-1.4928453896689716e-07,1.4806464730050463e-12,2.440363437701918e-05,-2.3065127382961194e-07,-4.38674388678069e-11
94,O1,-15.3,8.0,250.0,-0.018519248741641625,-0.013725888927625468,0.00018603720142812703,0.004094841817731871,-1.6821221312740832e-07,1.7502230526532e-12,2.527128577860509e-05,-2.2373894156288101e-07,-6.46458103819123e-11
95,O1,-15.3,8.0,500.0,-0.014217425331411272,-0.014054281629124116,0.00018943885689397843,0.0042338878342629525,-1.7407465960395247e-07,1.834971647641517e-12,2.553135639077881e-05,-2.2165378026354348e-07,-7.115679762964269e-11
96,O1,-15.3,8.0,1000.0,-0.01223743140641092,-0.01420135839350534,0.0001909248790660335,0.004297076968941415,-1.767478877947417e-07,1.8737417255483297e-12,2.5644456187850523e-05,-2.2057927555267036e-07,-7.418595706192687e-11
97,O1,-15.3,8.0,5000.0,-0.010875124925646615,-0.014308475383653776,0.00019201897519563775,0.004344486778938181,-1.7876511285178711e-07,1.903114221595409e-12,2.5734218090895005e-05,-2.1984006570269804e-07,-7.651394553984165e-11
98,O1,-15.3,9.0,0.0,-0.8729253149434325,0.03153870720221004,-0.00037750183884545954,0.0014824098603254874,-3.3080128465252467e-07,8.72239439858307e-12,0.00011270585527776055,-3.1665014957668178e-06,-7.478926156028424e-10
99,O1,-15.3,9.0,0.1,-0.8704038156105083,0.031358648046458854,-0.00037446617348452254,0.0014843357376184997,-3.2995497512996387e-07,8.693907678377048e-12,0.00011217324392174077,-3.1447820315664576e-06,-7.433647846415899e-10
100,O1,-15.3,9.0,1.0,-0.8317569249953718,0.028617894974871338,-0.0003285811084259979,0.0015151996034424404,-3.1707090606777076e-07,8.258179738488266e-12,0.0001042778039285063,-2.8264123834530448e-06,-6.769249111867345e-10
101,O1,-15.3,9.0,5.0,-0.5437101057310301,0.011010124358802541,-7.710069985713817e-05,0.0017259589403254777,-2.2376446240982074e-07,5.180327531781476e-12,5.699086461111644e-05,-1.0906238186682626e-06,-4.250391927854907e-10
102,O1,-15.3,9.0,7.5,-0.4178088486656923,0.004779383139687805,-8.603290696159958e-06,0.0018690328580262376,-1.8859047403821513e-07,3.970829033742237e-12,4.2685438331891626e-05,-6.413587704912056e-07,-3.761585741853567e-10
103,O1,-15.3,9.0,10.0,-0.3378919792602482,0.001243030478954395,2.5985264656418748e-05,0.001996311618058586,-1.6660665234037737e-07,3.137295863056362e-12,3.544204631302629e-05,-4.4662620552451204e-07,-3.173648771555148e-10
104,O1,-15.3,9.0,25.0,-0.1505712476231786,-0.006023461820926234,9.97138515025932e-05,0.0022956718172157803,-1.1242043251696795e-07,1.186408509992356e-12,2.35023073095042e-05,-2.5823028573410205e-07,-5.131140855505024e-11
105,O1,-15.3,9.0,50.0,-0.07483523558396761,-0.009906733382171209,0.00014439335473402846,0.002885193428447244,-1.212849982550193e-07,1.1159536100077119e-12,2.3085499187812522e-05,-2.416857079835989e-07,-1.9084414345032355e-11
106,O1,-15.3,9.0,75.0,-0.04981617115736629,-0.011493565318151605,0.00016216177863296016,0.0033010300853860398,-1.360783914872309e-07,1.2995104106637146e-12,2.3775167409806963e-05,-2.3558679823294003e-07,-3.0384067280198616e-11
107,O1,-15.3,9.0,100.0,-0.03818929430877653,-0.012292112032723922,0.00017087019649146245,0.003555695644703173,-1.460436753036372e-07,1.4354175018588452e-12,2.4251801533257076e-05,-2.3187559040775404e-07,-4.042146081582503e-11
108,O1,-15.3,9.0,250.0,-0.020154205120416713,-0.013602854987032308,0.00018476617646001798,0.004044418688678814,-1.6609726897969742e-07,1.7197308545849982e-12,2.5176403813534126e-05,-2.245414217378012e-07,-6.224017376975524e-11
109,O1,-15.3,9.0,500.0,-0.015340521739584927,-0.013967099565990288,0.0001885300659379242,0.004196145047034448,-1.724785046461894e-07,1.8118687965608829e-12,2.5460531560862418e-05,-2.2218110061671303e-07,-6.942195806027855e-11
110,O1,-15.3,9.0,1000.0,-0.013217562806395846,-0.014129632826063011,0.00019019862873497927,0.004266067741230415,-1.7543708237858478e-07,1.8547635644647362e-12,2.5590710609578285e-05,-2.2109252840372432e-07,-7.276034360715693e-11
111,O1,-15.3,9.0,5000.0,-0.01160092488764302,-0.014249324413438494,0.00019141487140802627,0.004318009964952492,-1.7763524941456055e-07,1.88661548981368e-12,2.568218087170906e-05,-2.2025124611488482e-07,-7.516527706135975e-11
112,O1,-15.3,10.0,0.0,-0.9325262695555445,0.035946321577368226,-0.000454767627193026,0.0014307006184981694,-3.5040498208794953e-07,9.396939597512285e-12,0.00012566992251039963,-3.7030413949994315e-06,-8.787706897474774e-10
113,O1,-15.3,10.0,0.1,-0.9299035909685653,0.03574820352064392,-0.00045122339146295705,0.001433096214630701,-3.4955687742721013e-07,9.367361955385288e-12,0.00012507826916613503,-3.6782130113573133e-06,-8.720388149584718e-10
114,O1,-15.3,10.0,1.0,-0.8890234557603574,0.03271023847918778,-0.0003976755811307273,0.0014688346694540137,-3.361247922048414e-07,8.904296280968369e-12,0.00011611204004187707,-3.306018415542435e-06,-7.797273801227437e-10
115,O1,-15.3,10.0,5.0,-0.5809340748676957,0.013007727356641421,-0.00010144368346962046,0.0016955294532497237,-2.350709642710317e-07,5.553741984961579e-12,6.197829033189109e-05,-1.2566054258178089e-06,-4.4343242518248265e-10
