operator,binding_energy,repressor,inducer_uM,m1p0,m2p0,m3p0,m0p1,m0p2,m0p3
O1,-15.3,228.0,100,6.079357238666772,105.38727066248084,2457.89373906104,3039.678619333397,10050318.755226485,35792554828.90846
O1,-15.3,228.0,250,9.901232218858087,198.46744846289963,5005.501514824925,4950.616109429053,25911423.992682718,142454666150.91354
O1,-15.3,228.0,500,11.680072185150395,244.20678280915615,6292.936623217807,5840.0360925752175,35669024.83355191,226650429314.56384
O1,-15.3,228.0,1000,12.653217984928851,269.6508370580932,7015.3080401082425,6326.608992464438,41625967.114699855,283534150001.5281
O1,-15.3,228.0,5000,13.459213684919334,290.9091553030795,7621.559606558467,6729.606842459636,46885611.16064428,336838068193.0209
O1,-15.3,260.0,0,0.058431466151014806,0.3632135448563831,3.984939859005191,29.21573307550738,3617.8622816289294,779053.6666303425
O1,-15.3,260.0,0.1,0.058694447552657465,0.3649047429712876,4.004065180120462,29.347223776328658,3638.340764093548,784035.142495767
O1,-15.3,260.0,5,0.12248943427704125,0.789821833785304,8.960394517853619,61.24471713852072,9716.272375007291,2462519.693600992
O1,-15.3,260.0,10,0.2750971771521802,1.920720381385296,23.3911314720577,137.5485885760898,33218.58246047317,11408544.966336582
O1,-15.3,260.0,25,1.0669168029367726,10.013814505198141,155.50462869980785,533.4584014683865,357186.0454413977,287127457.61458516
O1,-15.3,260.0,50,2.750434619869023,35.92874913790567,705.638871301514,1375.2173099345102,2158040.923298943,3796387549.0816593
O1,-15.3,260.0,75,4.296193490496996,66.1092691182491,1438.7600571178084,2148.0967452484874,5118335.602563436,13358837809.28485
O1,-15.3,260.0,100,5.5530819365222355,93.41754507973029,2142.004448594261,2776.5409682611125,8427937.097690172,27676051362.282845
O1,-15.3,260.0,250,9.287184201180542,182.9603863954487,4573.081843362843,4643.592100590287,22888120.990566052,118919196524.08472
O1,-15.3,260.0,500,11.094491822616083,229.02977530081571,5863.997661835152,5547.245911308051,32294239.285930168,196197609155.9733
O1,-15.3,260.0,1000,12.10272371338563,255.22532220981014,6605.288612755774,6051.361856692847,38203000.76979789,250375024945.7719
O1,-15.3,260.0,5000,12.948495048118652,277.420717084504,7236.626227363822,6474.2475240593985,43518773.199805476,302396914307.8867
O1,-15.3,266.0,0,0.05711748456799812,0.35477101822467266,3.889540796160001,28.558742283999045,3516.105019038061,754380.6647218887
O1,-15.3,266.0,0.1,0.057374570339264346,0.356421847109035,3.9081849946742895,28.687285169632172,3535.9403984160713,759179.6584790401
O1,-15.3,266.0,5,0.11974418793482325,0.7709413846817953,8.734090301337137,59.87209396741168,9409.207067811158,2369383.4268731503
O1,-15.3,266.0,10,0.26898113781277766,1.872396006388057,22.742763831218255,134.49056890638877,32033.75440763661,10886520.380521908
O1,-15.3,266.0,25,1.044193386764027,9.736289137189388,150.4319756841689,522.0966933820124,343187.717854731,271377102.1190836
O1,-15.3,266.0,50,2.697333945272759,34.980401726407706,683.7557792641153,1348.6669726363807,2078400.2552157484,3594619054.039624
O1,-15.3,266.0,75,4.221138116202317,64.54587873378185,1399.421078127537,2110.569058101158,4946133.7425175905,12707870592.745316
O1,-15.3,266.0,100,5.4643871569238485,91.42821927434025,2089.896623201437,2732.193578461931,8168187.379395048,26438887857.43506
O1,-15.3,266.0,250,9.180431844798601,180.28166632370213,4498.632787784826,4590.215922399283,22380799.748505026,115100260250.12173
O1,-15.3,266.0,500,10.991171386802383,226.36336794788363,5788.805054405706,5495.585693401175,31715272.449021883,191109609819.43124
O1,-15.3,266.0,1000,12.004795495257767,252.66777333593015,6532.720943991037,6002.397747628929,37608584.60695265,244745567443.5238
O1,-15.3,266.0,5000,12.857019798636264,275.01133876221564,7167.963314376724,6428.509899318151,42928168.576136276,296471914977.7532
O1,-15.3,311.0,0,0.048874474038356625,0.302094531431799,3.2971626168376496,24.43723701917832,2899.159133856119,607720.6976764188
O1,-15.3,311.0,0.1,0.04909455562278964,0.30349452839007146,3.312842197124161,24.547277811394814,2915.1512160281827,611456.9890183852
O1,-15.3,311.0,5,0.10251273912944961,0.6536459622208582,7.340399852219283,51.256369564724864,7575.280598653148,1830114.3173912594
O1,-15.3,311.0,10,0.23054034482939478,1.5743052678747862,18.801540093250566,115.27017241469723,25051.005771008506,7947156.16435806
O1,-15.3,311.0,25,0.9003711891194173,8.036247811358809,120.0136724076535,450.18559455970916,261013.4056964676,184711321.17874965
O1,-15.3,311.0,50,2.356167618899422,29.05970884544887,549.3777764713309,1178.0838094497108,1601982.9476338336,2464130749.544825
O1,-15.3,311.0,75,3.732130078230524,54.580195005023256,1151.651341507374,1866.0650391152624,3894974.9790335456,8967747749.098232
O1,-15.3,311.0,100,4.879826452647196,78.54107034062352,1755.4402833397369,2439.913226323595,6555497.008676606,19173961364.537827
O1,-15.3,311.0,250,8.451806583675005,162.1478940997429,3996.790971740388,4225.903291837511,19063743.895604484,91110733806.13597
O1,-15.3,311.0,500,10.273603678595721,207.94780313717564,5270.977657344152,5136.801839297874,27831630.63834446,158064730235.38864
O1,-15.3,311.0,1000,11.317957882583539,234.80878217447452,6027.14029349606,5658.978941291796,33563395.48793644,207492559436.43475
O1,-15.3,311.0,5000,12.21007970094913,258.03215868820917,6684.974425224804,6105.039850474543,38859685.75279459,256639155681.00684
O1,-15.3,363.0,0,0.04188883841247888,0.25784059078931376,2.8033617471605967,20.944419206239424,2405.2334605358105,494119.40283851564
O1,-15.3,363.0,0.1,0.04207753459452123,0.25903129784639656,2.8166013152986356,21.038767297260602,2418.226798950947,497062.22055206896
O1,-15.3,363.0,5,0.08789666958466329,0.5558043993484932,6.194423135072542,43.948334792331735,6146.123071901656,1431444.6305866402
O1,-15.3,363.0,10,0.19786434512060314,1.3286636433996164,15.633069674676548,98.93217256030147,19745.423148743477,5883954.068881933
O1,-15.3,363.0,25,0.7767440676749918,6.656195743468393,96.2445557231073,388.37203383749693,199258.16394639917,126740343.91174689
O1,-15.3,363.0,50,2.0557094577281347,24.113583122144615,440.54291058028514,1027.8547288640655,1233123.5853189551,1687708593.205662
O1,-15.3,363.0,75,3.291502697855862,45.962678651457196,942.2535928245525,1645.7513489279277,3053446.675443593,6289539515.402002
O1,-15.3,363.0,100,4.342961597470829,67.08772363306338,1463.4398705974158,2171.480798735403,5227094.970256817,13775251402.677237
O1,-15.3,363.0,250,7.7417827560997,144.75603307024446,3519.461842447796,3870.8913780498497,16077526.255950585,71067855635.35066
O1,-15.3,363.0,500,9.552918162951363,189.65100634370486,4759.360055696234,4776.459081475718,24174527.816856846,128773197565.74286
O1,-15.3,363.0,1000,10.616090976470396,216.71428631505586,5517.147058185446,5308.045488235235,29655235.219049323,173342056215.77603
O1,-15.3,363.0,5000,11.539133373459176,240.54418703491538,6189.28033304799,5769.566686729673,34842298.07163723,219067174235.32755
O1,-15.3,424.0,0,0.03587392690395716,0.22002190513238734,2.3842133050094674,17.936963451978517,2001.1980823552117,403896.0228198384
O1,-15.3,424.0,0.1,0.036035580056089395,0.2210348328367663,2.3954051227402573,18.017790028044672,2011.7994986498422,406230.88070784585
O1,-15.3,424.0,5,0.07530202517296015,0.4727186671314743,5.233535021361209,37.651012586480086,5007.7119740322105,1128751.1959042344
O1,-15.3,424.0,10,0.16965599713751073,1.1224232605238456,13.032039355078952,84.82799856875543,15631.06723668603,4397742.450293129
O1,-15.3,424.0,25,0.6689890145770045,5.518020845288628,77.36460668001557,334.49450728850195,152139.65339643587,87251596.2897058
O1,-15.3,424.0,50,1.788210039387517,19.94574493064436,351.7962476807919,894.1050196937589,944865.3776865328,1149805779.9630635
O1,-15.3,424.0,75,2.891094073403827,38.47368158410961,764.8042590184405,1445.5470367019188,2376129.836069677,4366452847.715429
O1,-15.3,424.0,100,3.8465332429058803,56.87588696384297,1208.2378652962432,1923.2666214529359,4129870.9092054283,9767317077.72745
O1,-15.3,424.0,250,7.047283757946142,128.05414903064715,3065.463925052758,3523.6418789730615,13394068.137425415,54442505563.94693
O1,-15.3,424.0,500,8.826575247414638,171.44142594013516,4253.500035515379,4413.287623707371,20738080.130439103,103003122369.90881
O1,-15.3,424.0,1000,9.896176949686506,198.33912680700467,5001.9136953886,4948.088474843282,25885805.147925615,142249796899.88068
O1,-15.3,424.0,5000,10.84035526928401,222.4776980511439,5679.323367935405,5420.177634641989,30879070.112720404,183833611738.6936
O1,-15.3,495.0,0,0.030736822341957595,0.1879323720359359,2.0306512953600073,15.368411170978815,1671.6997308784546,332236.48150668765
O1,-15.3,495.0,0.1,0.030875365203622065,0.18879525396618838,2.0401331714835527,15.437682601811044,1680.3977367384143,334105.0479681089
O1,-15.3,495.0,5,0.06453836531365088,0.4026154297811688,4.431824827991173,32.269182656825365,4103.107154035194,898509.3335310041
O1,-15.3,495.0,10,0.14551065232096363,0.9502278776353035,10.904351822371718,72.75532616048173,12452.31351252976,3325698.829121935
O1,-15.3,495.0,25,0.5759854255667436,4.5864728394942835,62.4714454399464,287.9927127833721,116502.7139272407,60509260.204085596
O1,-15.3,495.0,50,1.552997543397248,16.483739943476138,280.5852704860214,776.4987716986218,722759.3217501375,782626674.5764654
O1,-15.3,495.0,75,2.5325115231172872,32.0818459364286,617.4647988617721,1266.2557615586381,1840607.8341467697,3013495632.358864
O1,-15.3,495.0,100,3.3948631123767194,47.95062347534301,990.1048035557096,1697.431556188356,3241823.21086613,6862611551.677135
O1,-15.3,495.0,250,6.381015731651873,112.36689991171535,2643.780098412177,3190.5078658259627,11042602.231032467,41069330544.10004
O1,-15.3,495.0,500,8.108948369131127,153.71268882316517,3764.7512457768203,4054.474184565598,17591260.049007524,81034519900.93016
O1,-15.3,495.0,1000,9.172210360648517,180.07558712471666,4492.908470300874,4586.105180324279,22341953.978184603,114809434093.98128
O1,-15.3,495.0,5000,10.126586279122218,204.19828113066936,5165.885666621665,5063.293139561108,27065707.25866288,151778559022.49814
O1,-15.3,578.0,0,0.02632926504505004,0.16055460789296216,1.7305410629893263,13.164632522525014,1400.431374002032,274612.5574059237
O1,-15.3,578.0,0.1,0.02644796943871525,0.16129007280549626,1.73858443864602,13.223984719357619,1407.59877283051,276118.549906148
O1,-15.3,578.0,5,0.05529812149416859,0.34310202054783756,3.757890282597417,27.649060747084217,3376.7592090560356,720811.4810475423
O1,-15.3,578.0,10,0.12475477411225257,0.8054416093028941,9.148021362292472,62.377387056126295,9972.740306381418,2540909.219723182
O1,-15.3,578.0,25,0.49546382216498547,3.8196011822291425,50.64128934743324,247.73191108249281,89418.52227721679,42244417.66295948
O1,-15.3,578.0,50,1.3460241759299625,13.609337803236102,223.54947262337015,673.012087964981,551673.1342446314,532013184.5534407
O1,-15.3,578.0,75,2.211814213565137,26.650195671089364,495.926620042533,1105.9071067825676,1418825.1105839706,2067009175.3491473
O1,-15.3,578.0,100,2.985101950225229,40.20028761711551,805.2916151387058,1492.5509751126083,2527647.669271229,4777120968.485401
O1,-15.3,578.0,250,5.745963007973937,97.77228818337167,2256.475738196889,2872.9815039869545,9006443.013639819,30494575908.77664
O1,-15.3,578.0,500,7.405132512934252,136.61877172054895,3297.682140372048,3702.5662564671534,14747276.89624361,62653704701.82521
O1,-15.3,578.0,1000,8.44959573641706,162.09329106321505,3995.28589539082,4224.797868208558,19054067.101292223,91043327166.62427
O1,-15.3,578.0,5000,9.402829777364856,185.86819177756402,4653.983597064811,4701.414888682428,23443830.304280307,123146268730.69376
O1,-15.3,675.0,0,0.022550209892067356,0.13719473367718577,1.4756069560847889,11.27510494603366,1176.255716740383,227977.87270464998
O1,-15.3,675.0,0.1,0.0226518972184,0.13782192559027007,1.4824379854424479,11.32594860919998,1182.1862012004779,229199.69786922546
O1,-15.3,675.0,5,0.04737168562284217,0.29254432979982253,3.190297319104645,23.685842811421075,2790.663685117506,582467.1532885153
O1,-15.3,675.0,10,0.10692945472521914,0.6835106804169074,7.69322480634882,53.464727362609615,8029.977523220828,1961024.1292302022
O1,-15.3,675.0,25,0.42588364583377303,3.187682053739793,41.22227253166072,212.94182291688662,68835.66690735404,29722758.227977503
O1,-15.3,675.0,50,1.1646292870008452,11.233934142397304,178.1304511564402,582.3146435004229,420532.4625031806,361720404.45688045
O1,-15.3,675.0,75,1.9266812664573238,22.074019863466134,396.73947223333107,963.3406332286604,1089352.3825170938,1411306538.8200197
O1,-15.3,675.0,100,2.616079264036605,33.54280900127006,650.7628198841905,1308.0396320182997,1959392.6918722002,3299722848.910587
O1,-15.3,675.0,250,5.147286827603835,84.3874713646476,1906.4705655725004,2573.6434138019254,7271940.235916046,22310441598.67646
O1,-15.3,675.0,500,6.723167513796708,120.3785155073408,2858.5073604984586,3361.5837568983534,12222762.69837464,47633695697.45026
O1,-15.3,675.0,1000,7.737216682446538,144.64517241092295,3516.4332877988013,3868.6083412232924,16059113.976937667,70949154558.21011
O1,-15.3,675.0,5000,8.67798972300718,167.74799487680295,4151.352052444665,4338.99486150359,20066175.359163005,98176520870.34451
O1,-15.3,789.0,0,0.019295362999901946,0.11715966206435449,1.257797023535237,9.647681499950957,989.4007987445352,189821.91254283438
O1,-15.3,789.0,0.1,0.019382388219798485,0.1176943239413607,1.2635994335662804,9.69119410989923,994.3218070863753,190818.19632131304
O1,-15.3,789.0,5,0.04054193075184479,0.24934891978888382,2.709017688055371,20.270965375922373,2313.0495865879866,473313.7641917503
O1,-15.3,789.0,10,0.09155513312366606,0.580151732373255,6.478152850717192,45.777566561833055,6492.958704902238,1526352.8484158493
O1,-15.3,789.0,25,0.36555072593214044,2.6635755149534877,33.66246541896804,182.77536296606988,53107.49094877232,21056621.430789165
O1,-15.3,789.0,50,1.0053932793144582,9.267961946729276,141.93736182431317,502.6966396572302,319925.60406656656,245818993.3040662
O1,-15.3,789.0,75,1.6731828352487266,18.227823804500076,316.1460419892703,836.5914176243654,832574.5786679381,958634804.238122
O1,-15.3,789.0,100,2.2842126615290277,27.851193827764792,522.4713115607608,1142.1063307645156,1509313.3460570844,2260442999.5910225
O1,-15.3,789.0,250,4.58575644949835,72.2183757914465,1593.563182694821,2292.8782247491854,5809672.95084574,16073312372.392786
O1,-15.3,789.0,500,6.066561340645823,105.09303586385671,2450.0833250245396,3033.2806703229185,10009229.492352257,35579012943.226715
O1,-15.3,789.0,1000,7.039688484360745,127.8733670365433,3060.5765135806078,3519.844242180401,13366027.913419813,54276207172.483505
O1,-15.3,789.0,5000,7.9570958766755675,149.99844934563967,3662.889434354471,3978.5479383378038,16957271.43537608,76810764327.94426
O1,-15.3,921.0,0,0.016532346084823662,0.10021346743415877,1.0741781105962271,8.266173042411808,835.301770005198,158865.3440998328
O1,-15.3,921.0,0.1,0.01660692071622193,0.10067010863153913,1.079118628784908,8.303460358110948,839.4064354332934,159683.77264607535
O1,-15.3,921.0,5,0.03474214459066642,0.2129354602126459,2.3059688689345714,17.37107229533318,1927.3723075560647,387686.4526974321
O1,-15.3,921.0,10,0.07848824152549509,0.4936303489021744,5.474297683922269,39.2441207627476,5287.565557960946,1201869.053599982
O1,-15.3,921.0,25,0.31403798662379295,2.2341032313586764,27.65640932504387,157.0189933118962,41237.697359076774,15105288.166658025
O1,-15.3,921.0,50,0.8679789981643129,7.667204308956599,113.57070598218733,433.98949908215604,244038.19605045053,168123902.7848425
O1,-15.3,921.0,75,1.4519780435488259,15.059793111776168,252.0699140916659,725.9890217744113,636402.8372756199,652356150.0683249
O1,-15.3,921.0,100,1.9916641828813888,23.09457992823676,418.57251314250755,995.8320914406925,1160659.6351138228,1546443927.8452976
O1,-15.3,921.0,250,4.071459355876474,61.4540597596132,1321.9796521318524,2035.7296779382298,4611339.640121397,11472229022.698788
O1,-15.3,921.0,500,5.450229124440395,91.11145771022152,2081.610520552363,2725.1145622202066,8127090.650668616,26244789364.185402
O1,-15.3,921.0,1000,6.374295410618126,112.21052892353622,2639.603035710823,3187.147705309061,11020003.420405615,40946638392.652374
O1,-15.3,921.0,5000,7.258878293311867,133.1074041938914,3202.319453402286,3629.4391466559437,14186626.07822407,59208046300.31734
O1,-15.3,1075.0,0,0.014165783565397673,0.08574373253462746,0.9178388685126707,7.082891782698833,706.614508191344,133381.17842347862
O1,-15.3,1075.0,0.1,0.014229691153177706,0.08613393401601512,0.9220494093413271,7.114845576588842,710.0496170416045,134056.98881755333
O1,-15.3,1075.0,5,0.02977304601621575,0.1819336201139548,1.964772255034069,14.88652300810788,1611.480678923754,319334.9477189665
O1,-15.3,1075.0,10,0.06728475812607203,0.42042315929257634,4.6346794117770385,33.64237906303591,4327.938269545748,954837.2773919156
O1,-15.3,1075.0,25,0.2696983549196565,1.8780502493323266,22.81849403904343,134.8491774598283,32171.647903401776,10946941.010565894
O1,-15.3,1075.0,50,0.7486083981141899,6.3530673701351255,91.148228960705,374.30419905709584,186352.01718592894,115489539.01404643
O1,-15.3,1075.0,75,1.2579512408255966,12.438555917045353,200.95098433081228,628.9756204127957,485803.51624418615,443931641.30280536
O1,-15.3,1075.0,100,1.73275613809293,19.11173761849396,334.4153839394987,866.378069046459,889853.6907687754,1054783691.6708909
O1,-15.3,1075.0,250,3.600376026853921,51.96513844639006,1087.5847679734138,1800.1880134269586,3632819.8706948403,8101431568.595607
O1,-15.3,1075.0,500,4.87268234567528,78.38612668302876,1751.4545986614908,2436.3411728376304,6536857.245513898,19094383532.907837
O1,-15.3,1075.0,1000,5.741193257936491,97.66413790787043,2253.626321727288,2870.5966289682656,8991912.144760871,30422731774.587708
O1,-15.3,1075.0,5000,6.5847785607293385,117.12640050874171,2771.178198887155,3292.389280364684,11738444.881364107,44902925764.67167
O1,-15.3,1220.0,0,0.012483268071665398,0.07548166196012851,0.8072123102722395,6.241634035832693,616.9762745825059,115834.08911355723
O1,-15.3,1220.0,0.1,0.012539590238859588,0.07582484503926902,0.8109084973888558,6.269795119429785,619.9520077744284,116413.85958147582
O1,-15.3,1220.0,5,0.026239406250065347,0.1599979326395311,1.7244536994075366,13.119703125032657,1395.0107741659403,273474.2041343442
O1,-15.3,1220.0,10,0.05931313697139372,0.3688854286248658,4.049101552550168,29.65656848569687,3686.666624174066,795811.8261374951
O1,-15.3,1220.0,25,0.2380516579159837,1.6317826121769352,19.55348654224982,119.02582895799155,26352.45999906905,8476513.229810385
O1,-15.3,1220.0,50,0.6627845789983787,5.4543852145743825,76.33036705440718,331.39228949918896,149617.0586315455,85265265.9814347
O1,-15.3,1220.0,75,1.1173646536230661,10.638385934389202,167.0222782497626,558.6823268115332,389252.55744468287,324221821.1453749
O1,-15.3,1220.0,100,1.543797385134762,16.352441602880376,277.9357360866526,771.8986925673813,714669.6277383482,770110505.6947284
O1,-15.3,1220.0,250,3.246676902618482,45.10725672847239,921.7537190907228,1623.338451309243,2973474.530820347,6051098262.785949
O1,-15.3,1220.0,500,4.430619382688501,68.93032910406313,1510.0368898412348,2215.3096913442523,5433955.504195746,14578352200.09129
O1,-15.3,1220.0,1000,5.250211161483917,86.66018569801116,1965.5033811742276,2625.105580741966,7557284.2118937075,23600752524.110783
O1,-15.3,1220.0,5000,6.055312101199844,104.83449200791219,2443.222107427209,3027.6560505999378,9973174.20472954,35391964201.24693
O1,-15.3,1256.0,0,0.012125699155870572,0.07330346639562882,0.783757930093122,6.062849577935279,598.1246707456768,112165.5988650033
O1,-15.3,1256.0,0.1,0.012180409089498032,0.073636680385965,0.787345301815411,6.090204544749014,601.0045602879283,112725.52545047313
O1,-15.3,1256.0,5,0.025488345361660752,0.1553474364559655,1.6736226993115786,12.744172680830356,1349.8758337122097,264016.01874858944
O1,-15.3,1256.0,10,0.057618311504594406,0.3579874288082749,3.925870864087587,28.809155752297197,3554.779351549675,763742.2834783783
O1,-15.3,1256.0,25,0.23131283081629875,1.5801990663967473,18.87846545207251,115.65641540814936,25183.439975131863,8000619.495134385
O1,-15.3,1256.0,50,0.6444415450270975,5.267483799287943,73.30660328046352,322.22077251354824,142280.51776056574,79566687.79696886
O1,-15.3,1256.0,75,1.0871982644513336,10.263519003777827,160.0927665989498,543.5991322256655,369913.78870639787,301683908.3028614
O1,-15.3,1256.0,100,1.5031013288338329,15.775511546013814,266.3415261911571,751.5506644169142,679426.1827843927,716328884.964212
O1,-15.3,1256.0,250,3.1693742934394704,43.64185352677507,886.7676666241878,1584.6871467197295,2838014.2831641603,5653965076.511363
O1,-15.3,1256.0,500,4.333021285405974,66.87948609972769,1458.1836728135177,2166.5106427029946,5203885.124285807,13686046775.085932
O1,-15.3,1256.0,1000,5.141054511892943,84.25025214570404,1902.9119370093708,2570.5272559464793,7254833.816708099,22233818186.407463
O1,-15.3,1256.0,5000,5.936794248201322,102.11783890372033,2371.2303428325754,2968.3971241006648,9597147.098118171,33459822036.82246
O1,-15.3,1467.0,0,0.010382615652389278,0.0626987404563971,0.6697032381565236,5.191307826194634,507.2221813883169,94584.4782338807
O1,-15.3,1467.0,0.1,0.010429465353205018,0.06298347395562029,0.6727626403603643,5.214732676602506,509.64380278008997,95050.483986156
O1,-15.3,1467.0,5,0.021826606880488438,0.13273386417112604,1.4270435574341642,10.913303440244219,1134.216983450004,219335.72931012756
O1,-15.3,1467.0,10,0.04935286350544984,0.30513814290289043,3.3312547315596466,24.676431752724877,2933.9545710669154,615854.6457728104
O1,-15.3,1467.0,25,0.19839548290971215,1.332598918749273,15.683237431156906,99.19774145485583,19827.03353795833,5914481.799558257
O1,-15.3,1467.0,50,0.5544964473525585,4.378153820530057,59.217186553407245,277.24822367627974,108932.24738448257,55213487.36693757
O1,-15.3,1467.0,75,0.9386664014970657,8.479209719436339,127.82568357457846,469.33320074853356,281809.2068502963,205668759.1641217
O1,-15.3,1467.0,100,1.3019446324874415,13.019334097540279,212.11176736175184,650.9723162437193,518188.1615324636,486615986.6912912
O1,-15.3,1467.0,250,2.781246676833373,36.48218836876971,718.4515796290502,1390.6233384166892,2204929.492922356,3916803589.937645
O1,-15.3,1467.0,500,3.837557659818793,56.69495631173159,1203.7668442290328,1918.7788299093897,4111198.1579928757,9702966826.693306
O1,-15.3,1467.0,1000,4.582625757658785,72.15168904968827,1591.8645022911119,2291.312878829391,5801969.573673297,16042199597.157452
O1,-15.3,1467.0,5000,5.325831640688344,88.3377847478988,2009.18778283511,2662.9158203441684,7770339.39436888,24578990341.80136
O1,-15.3,1713.0,0,0.008892300297126263,0.05364971225178056,0.5725577766006655,4.446150148563141,430.811980376828,79947.65257212686
O1,-15.3,1713.0,0.1,0.008932428426350001,0.053893149673310416,0.5751690421716225,4.466214213175012,432.8535719915815,80337.02434438851
O1,-15.3,1713.0,5,0.018695268262364007,0.113474349152671,1.2178173841625317,9.347634131181993,955.5793984532415,182987.38581580526
O1,-15.3,1713.0,10,0.04228141984826172,0.2603181431785258,2.830912776613323,21.140709924130846,2432.2877899820237,500249.68594515027
O1,-15.3,1713.0,25,0.17016334426459498,1.1260845894219453,13.077722981078228,85.08167213229767,15701.25397770744,4422193.639917867
O1,-15.3,1713.0,50,0.4768950665329441,3.6481309938722344,48.05449764953644,238.4475332664722,83669.63456763505,38621552.92984571
O1,-15.3,1713.0,75,0.8096971600184912,7.016456807928467,102.3619690471272,404.84858000924515,214915.76482808692,140805518.33086973
O1,-15.3,1713.0,100,1.1262236822963323,10.749253394171841,169.08106759703233,563.1118411481664,395024.406883957,331045119.9440508
O1,-15.3,1713.0,250,2.4337647208403355,30.379170390716205,578.9679666921115,1216.8823604201655,1704972.1544272327,2696929453.302045
O1,-15.3,1713.0,500,3.3861400268815616,47.78202851608364,986.035429134944,1693.0700134407853,3225711.114016072,6812977989.868878
O1,-15.3,1713.0,1000,4.067518412105867,61.37313201168927,1319.9592131745885,2033.7592060529346,4602680.014868454,11440803775.094511
O1,-15.3,1713.0,5000,4.755284198581599,75.8493720702047,1686.331477432831,2377.6420992908024,6234264.181850051,17817311782.144283
O1,-15.3,1740.0,0,0.008754380854858981,0.05281311473397779,0.5635848024300791,4.377190427429486,423.80175521797537,78611.38401574439
O1,-15.3,1740.0,0.1,0.008793886889919202,0.05305273765132634,0.5661547481497656,4.3969434449596045,425.80872670355956,78993.83307932073
O1,-15.3,1740.0,5,0.018405454496013933,0.11169549276452634,1.198529177118404,9.202727248006948,939.315587919303,179708.83141312204
O1,-15.3,1740.0,10,0.04162678776622465,0.25618743545694816,2.7849844932801684,20.813393883112333,2387.2211481713043,490044.0311884447
O1,-15.3,1740.0,25,0.16754651104743884,1.1072188765967756,12.84252353643677,83.7732555237195,15340.737352036267,4296946.341667201
O1,-15.3,1740.0,50,0.46968063702096513,3.582062703288438,47.063807920146516,234.84031851048294,81486.3035276857,37270470.32341117
O1,-15.3,1740.0,75,0.7976682620240407,6.884301047435022,100.11041453213394,398.83413101202075,209132.54892179527,135558384.40085906
O1,-15.3,1740.0,100,1.1097838238100124,10.543794762517528,165.26909423831574,554.8919119050055,384346.85612415115,318457156.3805748
O1,-15.3,1740.0,250,2.400842802728731,29.817342953036764,566.3418591904915,1200.4214013643623,1660890.4508973267,2596471415.574027
O1,-15.3,1740.0,500,3.342979574757321,46.95006661146624,965.9844474179299,1671.4897873786513,3146571.590115109,6570856991.251489
O1,-15.3,1740.0,1000,4.017948700088996,60.35734775445126,1294.628555155659,2008.9743500444924,4494439.126218504,11050321453.088726
O1,-15.3,1740.0,5000,4.70002140663803,74.66149227445311,1655.9232525153598,2350.0107033190206,6094248.9789512595,17235932576.08722
O1,-15.3,2000.0,0,0.007616774399256497,0.04591796480363998,0.48968401219508173,3.8083871996282466,366.37361583181405,67706.85785624036
O1,-15.3,2000.0,0.1,0.007651148838593267,0.04612617090350762,0.4919141224744069,3.825574419296626,368.0985784676907,68033.29142331424
O1,-15.3,2000.0,5,0.016014792348189005,0.09704547612056781,1.0399140806491904,8.007396174094513,806.8983988763534,153211.36187957038
O1,-15.3,2000.0,10,0.03622577729690227,0.22222686466423547,2.408578307396571,18.112888648451072,2024.291063016694,408984.3190300949
O1,-15.3,2000.0,25,0.14593526245763375,0.95322117366838,10.940982677334498,72.96763122881677,12505.480266274153,3343039.581364215
O1,-15.3,2000.0,50,0.4099593036538607,3.0471703629989837,39.17198963806919,204.97965182693042,64493.07596025263,27247105.173851542
O1,-15.3,2000.0,75,0.6978369515351738,5.816647046731805,82.2492904455044,348.91847576758755,164141.08954960798,96885959.21953528
O1,-15.3,2000.0,100,0.9730107405141972,8.882523037870815,135.01006112635835,486.50537025709957,301129.29267920175,225745277.40717664
O1,-15.3,2000.0,250,2.124148059758014,25.216588141829092,464.50786190734607,1062.0740298790067,1312954.1716712827,1847780214.8066902
O1,-15.3,2000.0,500,2.9775155040265964,40.0602046919729,801.9967807670985,1488.7577520132995,2515249.1350204125,4743078080.506308
O1,-15.3,2000.0,1000,3.5959508840793926,51.8778573236727,1085.453942008543,1797.9754420396919,3624170.664052073,8073328729.173534
O1,-15.3,2000.0,5000,4.226982974017668,64.66731858431714,1402.472574994324,2113.4914870088323,4959440.212719774,12757803958.501444
O2,-13.9,0.0,0,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
O2,-13.9,0.0,0.1,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
O2,-13.9,0.0,5,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
O2,-13.9,0.0,10,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
O2,-13.9,0.0,25,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
O2,-13.9,0.0,50,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
O2,-13.9,0.0,75,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
O2,-13.9,0.0,100,18.72004148678936,432.60679964884577,11706.453789379502,9360.020743394778,88236784.89322245,837702994272.95
