operator,binding_energy,repressor,channcap,pc
O1,-15.3,40.0,1.580826856163795,"[2.44427204e-001 1.21594929e-002 3.70818407e-190 1.86607910e-001
 1.94110982e-001 9.62457433e-002 6.21817566e-045 5.16066513e-065
 1.81085400e-050 2.96285918e-027 3.20746544e-013 2.66448667e-001]"
O1,-15.3,42.0,1.5882297128644804,"[2.43076953e-001 1.21731501e-002 3.35712089e-189 1.84751757e-001
 1.91608565e-001 1.03397589e-001 2.83318148e-044 2.75811354e-065
 2.19190855e-052 1.71387358e-028 7.84813295e-014 2.64991985e-001]"
O1,-15.3,46.0,1.6016784391887662,"[2.40654151e-001 1.22012849e-002 2.16550434e-187 1.81198974e-001
 1.87234889e-001 1.15601768e-001 8.39765907e-042 1.37815263e-064
 1.78542620e-055 1.25278924e-030 6.46199845e-015 2.63108933e-001]"
O1,-15.3,49.0,1.6106680684353378,"[2.39037712e-001 1.22146401e-002 4.17940775e-186 1.78626346e-001
 1.84579869e-001 1.23146936e-001 6.78109768e-039 9.64793345e-063
 3.55044923e-057 5.58045597e-032 1.25498690e-015 2.62394496e-001]"
O1,-15.3,52.0,1.6186809275995562,"[2.37577347e-001 1.22604190e-002 1.07758409e-184 1.76102804e-001
 1.82177232e-001 1.29794410e-001 2.70706536e-035 6.41142938e-060
 2.36400331e-058 4.16626354e-033 2.97659168e-016 2.62087788e-001]"
O1,-15.3,56.0,1.6281409529370108,"[2.35948583e-001 1.23093033e-002 5.38569923e-183 1.72877096e-001
 1.79278255e-001 1.37461161e-001 1.45889164e-029 8.10938331e-055
 2.82740802e-059 2.47327224e-034 5.68676532e-017 2.62125603e-001]"
O1,-15.3,60.0,1.6361643396016752,"[2.34491373e-001 1.23709639e-002 3.19070689e-181 1.69736159e-001
 1.76798589e-001 1.44048064e-001 6.88145150e-023 2.70293674e-048
 2.10512954e-059 2.98818698e-035 1.36721540e-017 2.62554851e-001]"
O1,-15.3,64.0,1.643370325718101,"[2.33231718e-001 1.24486246e-002 1.85062696e-179 1.66793012e-001
 1.74757172e-001 1.49571303e-001 2.39352558e-015 1.80139476e-040
 7.96345279e-059 7.08940121e-036 4.63215861e-018 2.63198170e-001]"
O1,-15.3,69.0,1.6508878371180111,"[2.31927573e-001 1.25445716e-002 2.54690064e-177 1.63243898e-001
 1.72477598e-001 1.55558117e-001 1.73159919e-005 1.01468113e-029
 6.47598316e-057 2.10422599e-036 1.35464403e-018 2.64230927e-001]"
O1,-15.3,74.0,1.6572399627954748,"[2.30850036e-001 1.27047444e-002 5.88453416e-176 1.59547136e-001
 1.72596757e-001 1.49500764e-001 1.35188904e-002 1.87655444e-026
 7.40229393e-059 1.52686802e-038 7.99712653e-020 2.61281672e-001]"
O1,-15.3,79.0,1.662768601251919,"[2.29974326e-001 1.28363586e-002 1.16872927e-173 1.55911079e-001
 1.73121482e-001 1.41589888e-001 2.83707354e-002 1.15290126e-025
 1.28117419e-061 4.68135416e-041 3.22612998e-021 2.58196131e-001]"
O1,-15.3,85.0,1.6685272790198753,"[2.29071746e-001 1.30130316e-002 7.35682506e-171 1.51787345e-001
 1.73629178e-001 1.33327617e-001 4.36388934e-002 1.77891101e-024
 2.45065345e-064 8.54926362e-044 9.09831099e-023 2.55532189e-001]"
O1,-15.3,91.0,1.6048927571352287,"[2.59697797e-001 4.45094997e-002 1.00386222e-002 2.79397554e-018
 2.38356374e-001 1.11485198e-001 7.21475796e-002 4.79628230e-041
 8.88744705e-112 9.72398805e-077 1.36974758e-039 2.63764930e-001]"
O1,-15.3,98.0,1.6146834153246277,"[2.58094347e-001 4.40670756e-002 9.62050629e-003 1.60722200e-015
 2.37067091e-001 1.05140415e-001 8.42153750e-002 5.49129447e-037
 1.77777365e-112 1.06109277e-079 1.39264318e-041 2.61795190e-001]"
O1,-15.3,105.0,1.6233186043922079,"[2.56739343e-001 4.37326894e-002 9.09523048e-003 4.27811250e-013
 2.35820882e-001 9.97255975e-002 9.44188901e-002 3.08386735e-032
 5.88760843e-112 1.05883695e-080 3.27108537e-043 2.60467367e-001]"
O1,-15.3,112.0,1.6309375779313762,"[2.55646888e-001 4.34325709e-002 8.49239590e-003 6.06955090e-011
 2.34623070e-001 9.50376356e-002 1.03165905e-001 4.97561784e-027
 3.16168158e-110 4.27369766e-082 1.27518115e-044 2.59601534e-001]"
O1,-15.3,120.0,1.638538772496074,"[2.54596842e-001 4.31944741e-002 7.73980524e-003 9.70692646e-009
 2.33317890e-001 9.03768175e-002 1.11748451e-001 1.17814105e-020
 6.76594902e-107 6.12672457e-083 6.73847429e-046 2.59025710e-001]"
O1,-15.3,124.0,1.6419505287051757,"[2.54147609e-001 4.31030317e-002 7.34424745e-003 9.99653778e-008
 2.32689838e-001 8.82733302e-002 1.15575457e-001 2.43638344e-017
 8.97363883e-105 4.12195535e-083 2.58780463e-045 2.58866386e-001]"
O1,-15.3,129.0,1.6458660829777092,"[2.53660018e-001 4.30061723e-002 6.83242471e-003 1.54824223e-006
 2.31930946e-001 8.58187263e-002 1.19988452e-001 4.08926905e-013
 9.11898557e-102 4.01471871e-083 9.11369688e-046 2.58761712e-001]"
O1,-15.3,138.0,1.6520993114842821,"[2.52908453e-01 4.30084520e-02 5.68453960e-03 1.31191787e-04
 2.30558140e-01 8.21185628e-02 1.26766634e-01 1.74347956e-05
 1.64308599e-95 1.36926126e-82 2.42825168e-46 2.58806592e-01]"
O1,-15.3,148.0,1.6579779026284964,"[2.73506308e-001 2.30671420e-002 1.21069218e-003 2.90854883e-003
 2.27397465e-001 8.58818444e-002 1.11990566e-001 1.80114641e-002
 2.34106758e-131 1.39362785e-117 6.27425833e-067 2.56025969e-001]"
O1,-15.3,159.0,1.6639839927464581,"[2.53056726e-01 4.22307197e-02 7.08076692e-05 4.02625152e-03
 2.24039072e-01 9.17330905e-02 9.06349005e-02 4.15112934e-02
 1.29434111e-96 4.30232079e-89 4.57943044e-52 2.52697139e-01]"
O1,-15.3,170.0,1.6687354361761553,"[2.52197318e-01 4.16996040e-02 4.19027885e-06 4.18502003e-03
 2.21299185e-01 9.60076376e-02 7.41796373e-02 6.00922895e-02
 9.45521352e-97 1.22459162e-91 3.05370026e-54 2.50335118e-01]"
O1,-15.3,183.0,1.673612057889564,"[2.51332449e-01 4.09155107e-02 6.90284302e-08 4.59981936e-03
 2.18099956e-01 1.00884490e-01 5.68273917e-02 7.90800986e-02
 7.61275210e-96 7.68923372e-94 5.75192291e-56 2.48260216e-01]"
O1,-15.3,196.0,1.6776021707298474,"[2.50639536e-01 4.02676731e-02 1.77694964e-09 4.77390934e-03
 2.15271016e-01 1.04549793e-01 4.32427472e-02 9.43315613e-02
 1.29528073e-93 4.57747331e-95 1.55343548e-57 2.46923762e-01]"
O1,-15.3,210.0,1.6809961431978495,"[2.50045902e-01 3.96204744e-02 4.01191045e-11 4.95829649e-03
 2.12440035e-01 1.07686091e-01 3.12573576e-02 1.07949431e-01
 4.65764045e-90 1.62781837e-95 8.54137993e-59 2.46042412e-01]"
O1,-15.3,225.0,1.6838691115443425,"[2.49471628e-01 3.89634129e-02 6.75872072e-13 5.33162322e-03
 2.09530477e-01 1.10311615e-01 2.04434441e-02 1.20404904e-01
 4.25765315e-85 2.76394108e-95 4.80711413e-60 2.45542895e-01]"
O1,-15.3,241.0,1.6861005757785852,"[2.49056513e-01 3.84063004e-02 1.63785344e-14 5.38154589e-03
 2.06897085e-01 1.12309915e-01 1.20137025e-02 1.30468408e-01
 1.56940837e-78 6.39755226e-94 1.27103740e-60 2.45466530e-01]"
O1,-15.3,258.0,1.6876121781573172,"[2.48708101e-01 3.78341000e-02 3.17044542e-16 5.62641456e-03
 2.04163317e-01 1.13839196e-01 4.53938767e-03 1.39657557e-01
 7.96785247e-71 7.80666632e-92 7.06719588e-61 2.45631927e-01]"
O1,-15.3,260.0,1.6877474295430328,"[2.48652065e-01 3.77933692e-02 2.05500290e-16 5.65136387e-03
 2.03859392e-01 1.14000965e-01 3.75241099e-03 1.40623326e-01
 7.60960001e-70 1.75899520e-91 7.39251991e-61 2.45667108e-01]"
O1,-15.3,277.0,1.6885454108667264,"[2.48436491e-01 3.73038057e-02 5.53212152e-18 5.77601200e-03
 2.01576506e-01 1.14142459e-01 1.81190691e-04 1.46357933e-01
 5.85384126e-61 1.80750335e-88 1.16782289e-60 2.46225601e-01]"
O1,-15.3,297.0,1.6887479458830215,"[2.48314637e-01 3.68231284e-02 1.11161193e-19 5.77530473e-03
 1.99343348e-01 1.12755162e-01 7.91043900e-07 1.49778220e-01
 2.28279694e-49 4.37024575e-84 5.37504749e-60 2.47209408e-01]"
O1,-15.3,318.0,1.6882397830240083,"[2.48255003e-01 3.63764032e-02 2.17962886e-21 5.86598863e-03
 1.97103884e-01 1.11308635e-01 6.15915870e-09 1.52806454e-01
 4.92992917e-37 4.47553011e-79 5.01971672e-59 2.48283626e-01]"
O1,-15.3,341.0,1.6871417846767145,"[2.48298250e-01 3.58837163e-02 3.33368341e-23 6.01396498e-03
 1.94740273e-01 1.09883318e-01 2.52738269e-11 1.55781287e-01
 2.84423655e-24 1.07809093e-73 6.07039270e-58 2.49399190e-01]"
O1,-15.3,365.0,1.6089984842964877,"[2.27060172e-01 1.88993796e-02 3.47928558e-83 1.29448942e-01
 1.49924277e-43 2.16846006e-01 4.33477755e-53 1.35850493e-01
 1.12126561e-02 6.88079330e-54 1.22134933e-45 2.60682351e-01]"
O1,-15.3,392.0,1.6108323725220701,"[2.26899912e-01 1.89563494e-02 4.44029221e-83 1.28590305e-01
 9.43068860e-41 2.15750359e-01 2.96708876e-52 1.34230328e-01
 1.93821380e-02 4.42414093e-56 5.46557945e-48 2.56190609e-01]"
O1,-15.3,420.0,1.6121395244736465,"[2.26848699e-01 1.90075309e-02 5.46991329e-83 1.27739121e-01
 3.70964404e-38 2.14657174e-01 3.25513290e-51 1.32782821e-01
 2.65666905e-02 3.53224447e-58 3.12862086e-50 2.52397963e-01]"
O1,-15.3,450.0,1.6130085824812048,"[2.26858521e-01 1.90712645e-02 6.84350161e-83 1.26912463e-01
 1.90210690e-35 2.13479950e-01 1.35425141e-50 1.31371016e-01
 3.32518170e-02 3.63797889e-60 1.95636939e-52 2.49054968e-01]"
O1,-15.3,482.0,1.613383946166202,"[2.26954548e-01 1.91587015e-02 9.40021817e-83 1.26052295e-01
 7.57303258e-33 2.12251652e-01 1.15723187e-49 1.30095238e-01
 3.92983741e-02 5.18784069e-62 1.60726734e-54 2.46189192e-01]"
O1,-15.3,517.0,1.6133013302515748,"[2.27113419e-01 1.92628584e-02 1.32145819e-82 1.25204891e-01
 4.55072264e-30 2.10992214e-01 9.02745304e-49 1.28772313e-01
 4.50027769e-02 9.70293468e-64 1.46791430e-56 2.43651528e-01]"
O1,-15.3,554.0,1.61275429485888,"[2.27379199e-01 1.93696286e-02 1.87711430e-82 1.24312137e-01
 1.50786268e-27 2.09690756e-01 8.05530235e-48 1.27596714e-01
 5.01304418e-02 2.81480841e-65 1.75593718e-58 2.41521124e-01]"
O1,-15.3,594.0,1.611698847213769,"[2.27722243e-01 1.94979492e-02 2.80338215e-82 1.23409625e-01
 7.10407226e-25 2.08359018e-01 6.62733654e-47 1.26545718e-01
 5.46960928e-02 1.44598945e-66 2.93979590e-60 2.39769354e-01]"
O1,-15.3,637.0,1.6099449888257056,"[2.28153252e-01 1.96384308e-02 4.01876384e-82 1.22585193e-01
 1.02306536e-21 2.06945904e-01 6.75116308e-46 1.25226987e-01
 5.92063061e-02 8.84600542e-68 6.03758427e-62 2.38243928e-01]"
O1,-15.3,683.0,1.6078447250820287,"[2.28684944e-01 1.97902591e-02 6.13753654e-82 1.21647557e-01
 1.16042236e-19 2.05475368e-01 6.31702135e-45 1.24242553e-01
 6.31033737e-02 8.58141835e-69 1.89611399e-63 2.37055946e-01]"
O1,-15.3,732.0,1.6051866471929186,"[2.29279145e-01 1.99536273e-02 9.10197560e-82 1.20785173e-01
 1.93857613e-16 2.03990987e-01 4.55587191e-44 1.23165267e-01
 6.66882770e-02 1.30648565e-69 8.93374204e-65 2.36137524e-01]"
O1,-15.3,784.0,1.6020951524548523,"[2.29938491e-01 2.01397133e-02 1.43776379e-81 1.19908332e-01
 3.16808718e-13 2.02476251e-01 6.14087045e-43 1.22096022e-01
 7.00697366e-02 1.93130465e-70 4.51911521e-66 2.35371454e-01]"
O1,-15.3,841.0,1.5984319480346967,"[2.30710866e-01 2.03420338e-02 2.34862648e-81 1.18972953e-01
 5.69222305e-10 2.00844965e-01 6.91718672e-42 1.21090131e-01
 7.32024042e-02 3.88151909e-71 2.40664560e-67 2.34836648e-01]"
O1,-15.3,901.0,1.5943001737974645,"[2.31556240e-01 2.05446382e-02 3.73816600e-81 1.18078028e-01
 1.18358130e-06 1.99191544e-01 1.59954197e-40 1.20104126e-01
 7.59561815e-02 1.19623832e-71 1.65294095e-68 2.34568060e-01]"
O1,-15.3,966.0,1.5895445521893574,"[2.32581269e-01 2.08487068e-02 9.89071439e-81 1.16667263e-01
 6.74360746e-04 1.97035243e-01 4.67560504e-39 1.19304842e-01
 7.82852886e-02 8.65557664e-72 1.87084882e-69 2.34603027e-01]"
O1,-15.3,1035.0,1.5593864536856394,"[2.53964468e-001 2.65041114e-002 4.16850763e-067 4.30961918e-002
 1.25315010e-001 8.44577192e-270 1.80852000e-001 4.20324233e-002
 9.19148242e-002 5.16110168e-080 5.38593139e-077 2.36320971e-001]"
O1,-15.3,1110.0,1.556272219202059,"[2.54711872e-001 2.67948085e-002 7.01742556e-067 4.17733321e-002
 1.26315937e-001 2.84273652e-265 1.77857689e-001 4.31153208e-002
 9.30116891e-002 5.97719512e-080 1.15334424e-077 2.36419352e-001]"
O1,-15.3,1190.0,1.5526956279020125,"[2.55492129e-001 2.71305076e-002 1.23071282e-066 4.05128425e-002
 1.27200984e-001 1.91852644e-260 1.74609260e-001 4.44735729e-002
 9.39307152e-002 2.38514726e-079 3.49864318e-078 2.36649988e-001]"
O1,-15.3,1220.0,1.5512921700742441,"[2.55795794e-001 2.72571831e-002 1.51089437e-066 4.00438638e-002
 1.27542742e-001 1.19680024e-258 1.73626735e-001 4.47172586e-002
 9.42613803e-002 3.19330414e-079 2.27907514e-078 2.36755043e-001]"
O1,-15.3,1275.0,1.5486950138357445,"[2.56392369e-001 2.74949792e-002 2.29135405e-066 3.90497194e-002
 1.28392099e-001 2.38065021e-255 1.70822655e-001 4.63858295e-002
 9.43673825e-002 8.80645937e-079 1.47092966e-078 2.37094966e-001]"
O1,-15.3,1367.0,1.544165671059529,"[2.57421034e-001 2.78939044e-002 4.46780618e-066 3.74097666e-002
 1.29765137e-001 5.66365295e-250 1.66561984e-001 4.87648745e-002
 9.45375902e-002 2.99791102e-078 6.46425767e-079 2.37645709e-001]"
O1,-15.3,1465.0,1.539169919235296,"[2.58544505e-001 2.82996517e-002 8.20037066e-066 3.57743581e-002
 1.31178644e-001 2.66772033e-244 1.61926037e-001 5.13892028e-002
 9.44712358e-002 1.17021736e-077 7.76253749e-079 2.38416365e-001]"
O1,-15.3,1570.0,1.5337185181877708,"[2.59763695e-001 2.87673656e-002 1.69608088e-065 3.39433384e-002
 1.32866231e-001 3.66819303e-238 1.56714203e-001 5.46315323e-002
 9.40131138e-002 1.19216885e-076 1.10373335e-078 2.39300521e-001]"
O1,-15.3,1683.0,1.5277578168261072,"[2.61108633e-001 2.92733288e-002 3.64127358e-065 3.19397917e-002
 1.34784429e-001 1.22978658e-231 1.50819139e-001 5.84176110e-002
 9.33429558e-002 1.02843475e-075 1.25176655e-078 2.40314112e-001]"
O1,-15.3,1740.0,1.5248934967912633,"[2.61770529e-001 2.95340700e-002 5.47050561e-065 3.08751075e-002
 1.35836515e-001 2.47276575e-228 1.47529351e-001 6.07003664e-002
 9.28504600e-002 2.64519933e-075 7.06502632e-079 2.40903601e-001]"
O1,-15.3,1804.0,1.5152789583319104,"[2.68571814e-001 3.22529053e-002 4.36061482e-060 5.84429949e-003
 1.76337171e-001 9.67494227e-188 4.94065646e-324 2.04955538e-001
 6.09337834e-002 2.46412432e-061 1.13916566e-071 2.51104489e-001]"
O1,-15.3,1934.0,1.5096516531242135,"[2.69617928e-001 3.27098574e-002 4.35362396e-060 4.85485286e-003
 1.76778960e-001 9.27448443e-184 4.94065646e-324 2.03084806e-001
 6.11858219e-002 3.75361398e-061 1.21385477e-071 2.51767774e-001]"
O1,-15.3,2073.0,1.503483286659783,"[2.70759364e-001 3.32144043e-002 4.36027300e-060 3.80175049e-003
 1.77260156e-001 1.11105028e-178 4.94065646e-324 2.01148670e-001
 6.12796327e-002 6.09667344e-061 9.59694441e-072 2.52536024e-001]"
O1,-15.3,2222.0,1.4966851730138713,"[2.72000198e-001 3.38029974e-002 4.61755821e-060 2.62184952e-003
 1.77880430e-001 3.31890394e-173 4.94065646e-324 1.99189201e-001
 6.10951345e-002 1.55038556e-060 2.02804643e-071 2.53410190e-001]"
O1,-15.3,2382.0,1.4898243228692278,"[2.73318753e-001 3.43647783e-002 3.88640032e-060 1.35170558e-003
 1.78518393e-001 1.42397533e-167 8.56348273e-317 1.97165935e-001
 6.07636949e-002 1.90206129e-060 7.54277464e-072 2.54516740e-001]"
O1,-15.3,2553.0,1.4191095930611748,"[2.87049689e-001 3.61165849e-002 1.74233502e-062 7.12926869e-014
 1.62660634e-001 9.36076070e-002 9.57119797e-086 1.23518203e-189
 1.86137592e-001 1.16349090e-122 1.02230409e-108 2.34427893e-001]"
O1,-15.3,2736.0,1.4150966711767556,"[2.87464157e-001 3.65007448e-002 5.16763541e-063 9.99438923e-015
 1.61599936e-001 9.47015572e-002 1.01115775e-083 4.13786413e-186
 1.84394454e-001 4.15343101e-121 2.93040492e-108 2.35339151e-001]"
O1,-15.3,2933.0,1.410714495194261,"[2.87945182e-001 3.68972035e-002 1.39320097e-063 1.19096669e-015
 1.60471354e-001 9.59081612e-002 1.24334642e-081 1.91757608e-182
 1.82476521e-001 1.46729778e-119 1.96634402e-107 2.36301578e-001]"
O1,-15.3,3144.0,1.4062728699326312,"[2.88403550e-001 3.73157403e-002 3.42493492e-064 1.06251623e-016
 1.59361509e-001 9.70116411e-002 1.54791129e-079 1.06591632e-178
 1.80486010e-001 5.85502459e-118 8.76292751e-107 2.37421550e-001]"
O1,-15.3,3370.0,1.401051300854143,"[2.89014021e-001 3.77590637e-002 7.89990223e-065 8.50418969e-018
 1.58193746e-001 9.82953361e-002 5.80413006e-078 1.06175368e-174
 1.78097209e-001 3.86362460e-116 1.29443915e-105 2.38640625e-001]"
O1,-15.3,3612.0,1.3956123541619758,"[2.89629242e-001 3.82576826e-002 1.92182280e-065 6.96071136e-019
 1.56802429e-001 9.98866694e-002 2.15040771e-075 3.10398164e-170
 1.75435023e-001 3.28464121e-114 1.24754218e-104 2.39988954e-001]"
O1,-15.3,3872.0,1.3899049632434575,"[2.90259752e-001 3.87877764e-002 4.26145203e-066 4.10634262e-020
 1.55437226e-001 1.01352782e-001 6.61499762e-073 8.76457624e-166
 1.72614615e-001 4.54743869e-112 1.69898902e-103 2.41547849e-001]"
O1,-15.3,4150.0,1.3837748929708624,"[2.90987431e-001 3.93250055e-002 8.65845814e-067 2.25197907e-021
 1.53923213e-001 1.03109917e-001 3.26110929e-070 5.32277511e-161
 1.69435561e-001 4.88061840e-110 2.57159278e-102 2.43218872e-001]"
O1,-15.3,4449.0,1.3772832709459533,"[2.91734729e-001 3.99262671e-002 1.86413869e-067 1.07789461e-022
 1.52297389e-001 1.05011662e-001 2.29869002e-067 7.39251984e-156
 1.65942607e-001 1.82711706e-107 5.54655742e-101 2.45087345e-001]"
