operator,binding_energy,repressor,inducer_uM,m1p0,m2p0,m3p0,m0p1,m1p1,m0p2,m2p1,m1p2,m0p3
O1,-15.3,62.0,5,0.38735977365772667,2.147054372820087,21.733738383007847,239.54858103621575,193.04284411593736,138922.8342088925,1203.3102688963231,156975.84112316588,110124883.52898218
O1,-15.3,62.0,10,0.8483319518305601,6.008094548374128,75.3555157147009,524.62003946983,733.8806760463481,525888.1650611523,5890.594620271525,959651.8366671702,675464346.7099113
O1,-15.3,62.0,25,2.9141139693359177,34.2544860390949,627.266856248567,1802.1276801361657,7138.080308093563,5100286.170276101,94740.85369885627,24090577.837417398,17096684919.300093
O1,-15.3,62.0,50,6.043863449054651,93.54388172299866,2031.4043493652302,3737.607120932328,28229.389190918097,20184046.417057402,483959.6952289638,172434696.2830318,123505595312.34633
O1,-15.3,62.0,75,8.003967424619349,135.19016199284584,3083.6860135566794,4949.7618662946825,47704.45673869104,34135517.51770428,883656.3448983215,363345321.34176683,261640832447.6292
O1,-15.3,62.0,100,9.206450332017777,161.69326044377217,3767.2716072322087,5693.393485953329,61824.578807810205,44261313.81036065,1184644.6712718694,524038771.10670847,378542168669.79474
O1,-15.3,62.0,250,11.601934134691472,215.9248908346887,5187.20700989881,7174.792858548127,94495.31473312298,67714552.99480258,1902157.05937516,950565015.4431437,690709613349.7933
O1,-15.3,62.0,500,12.382446941894727,233.90312448682087,5662.4707900056055,7657.472448651605,106367.50060866064,76243645.79785495,2167964.77631439,1121302891.6497526,816251343969.0209
O1,-15.3,62.0,1000,12.749624674058706,242.40252162945424,5887.774536100921,7884.540076896489,112150.98764678882,80399545.16968277,2298202.660994921,1207135368.105144,879465903380.3425
O1,-15.3,62.0,5000,13.027278859306405,248.84601191507332,6058.821726447952,8056.24514040411,116607.0322489064,83601971.96185479,2398851.945480029,1274396081.1432393,929047084122.485
O1,-15.3,130.0,0,0.08968898112973989,0.3944547013646166,3.197175164211492,55.464915630151914,23.233581919487317,16880.618539014216,113.35248814857574,11258.649850163103,7884476.4794541
O1,-15.3,130.0,0.1,0.09009138119854818,0.3963721652151481,3.213919749560098,55.71376516764795,23.36708411942459,16977.19183013056,114.04979384885391,11333.927209253732,7937179.204095881
O1,-15.3,130.0,5,0.18737514081326462,0.8972318563883697,7.909908661013206,115.87536508170346,63.293904108351676,45773.49554414964,338.25659427483737,37573.61406980912,26317793.08912424
O1,-15.3,130.0,10,0.41744209965814805,2.359119912543096,24.307810126281474,258.15190023640076,218.08505777429332,156870.291047768,1387.1724049807883,184473.3790327348,129448026.21060888
O1,-15.3,130.0,25,1.5541899516541962,14.01005297904061,212.65986637999725,961.1322163094259,2202.840417392397,1575321.121679581,22552.64110634708,4494133.542258636,3174147568.1512647
O1,-15.3,130.0,50,3.692429664713319,47.75572308341998,930.3912330278487,2283.448654263966,11156.827807574102,7971855.9726215685,162138.47730383326,45703288.91293668,32512963255.81319
O1,-15.3,130.0,75,5.380245967645676,80.04313588694079,1698.6370533067907,3327.217098191379,22688.56137455164,16218494.915179174,375312.3470510066,126250287.33166838,90257095038.42009
O1,-15.3,130.0,100,6.594183031589304,104.99771064078345,2317.414742506607,4077.932185200321,33236.65560990227,23769279.56825797,584445.1210460648,217571199.61671123,156072926883.28778
O1,-15.3,130.0,250,9.557989491240725,169.5450544809089,3971.302618763663,5910.7900393527425,66248.8623407416,47435538.10575245,1280308.4242659998,577618415.3657019,417620086667.1897
O1,-15.3,130.0,500,10.725856418301358,195.90829015495981,4660.439540366565,6633.014642810117,81872.52222133894,58649638.32084973,1622175.9596943995,777711913.5773922,563923764434.2432
O1,-15.3,130.0,1000,11.317854369927538,209.41413346048867,5015.5713922373925,6999.1141070726135,90319.52540085345,64715339.99032982,1809210.5917469906,892351057.8024424,647973060468.4255
O1,-15.3,130.0,5000,11.78538789157159,220.13902980102276,5298.440726561286,7288.243125225681,97233.51135918338,69681442.41088942,1963265.9999479835,989269326.1526133,719143270805.1447
O1,-15.3,610.0,0,0.019208106848673964,0.0788830482381863,0.5962889239883944,11.878584396059827,3.882013188549658,2836.397366463033,17.571731633983934,1570.4469865190204,1100949.4417913104
O1,-15.3,610.0,0.1,0.019294712207243957,0.07924571966375463,0.5990850386987367,11.932142333714705,3.9008676994295923,2850.1482683387762,17.658806096287094,1578.462265374937,1106565.6109419076
O1,-15.3,610.0,5,0.04034516206067763,0.16924711156671576,1.3076096878205907,24.95002677837712,8.843303538446316,6448.531510774902,40.97875690357003,3791.2817685424284,2656480.8085226445
O1,-15.3,610.0,10,0.09103802149750884,0.4008880811939969,3.253397064344084,56.299180486048684,23.682175427779114,17205.112369145907,115.69725386594503,11511.989738466798,8061843.992602403
O1,-15.3,610.0,25,0.361933795991791,1.9725585755863244,19.65950047095409,223.82481082696404,173.000785456366,124554.10766671589,1059.5496630304401,135885.3586735627,95308625.80150665
O1,-15.3,610.0,50,0.9856163018028059,7.386443089170939,97.05185323882263,609.5185466715027,959.3828492467836,687058.619383944,8156.862128302838,1393355.868945394,981497949.3352531
O1,-15.3,610.0,75,1.6235386222602795,14.906842011139148,229.40451763888814,1004.0183751119283,2388.2320023026314,1707728.3989563077,24902.11220295567,5040631.45367538,3561136047.7485347
O1,-15.3,610.0,100,2.195943477196875,22.921566335149077,387.0337907491178,1358.0013086534386,4193.459044701494,2996986.262043803,49615.60030986668,11247708.873888718,7963311840.104586
O1,-15.3,610.0,250,4.2601654809752825,58.224042895299,1174.083906147074,2634.5441738861973,14614.279632522956,10443358.476663545,223620.14433267427,67291411.76778921,47951554388.85407
O1,-15.3,610.0,500,5.516373080243561,82.78192785741521,1765.7123028550502,3411.3999492134517,23780.093273178365,16999550.14560324,396471.21811508393,135011751.73646083,96558036240.47473
O1,-15.3,610.0,1000,6.313304548074812,99.12497083150707,2170.3871169757244,3904.2331347661166,30634.922128827515,21906247.290822156,531992.2986001607,193739594.60398898,138869438208.207
O1,-15.3,610.0,5000,7.044809470607016,114.52658887364166,2557.51105127939,4356.605647891128,37608.40745415103,26900585.68606857,673622.1109247705,259349833.89378333,186272740010.9058
O1,-15.3,870.0,0,0.01347311948254595,0.055006585522894655,0.41328655758814925,8.331990230582397,2.6604659916628943,1945.036707179496,11.964129197261396,1058.7434138723315,742359.5456380139
O1,-15.3,870.0,0.1,0.013533891293640885,0.05525815357950673,0.41520353703921065,8.36957234734196,2.673131501647973,1954.2836369598367,12.021921959153875,1063.970591702218,746023.1599120843
O1,-15.3,870.0,5,0.028311673017455376,0.11734754378511773,0.8955214417207297,17.508353518149143,5.930271514973443,4329.07810072161,27.11865572698389,2460.926582577102,1724781.9712290615
O1,-15.3,870.0,10,0.0639519845984269,0.2745217630703512,2.1712641954741136,39.5488068894844,15.237512680242132,11090.258218146879,72.40878536819146,6941.170375341869,4861857.7189965155
O1,-15.3,870.0,25,0.25568866066881313,1.2919111609585927,11.993278237298318,158.12137449259146,100.41867251753338,72466.68182573463,568.0471478063704,67188.26306784405,47083559.804904155
O1,-15.3,870.0,50,0.7054829956432348,4.678895623038942,55.523877308301536,436.280305751514,530.4875275149857,380462.6952840182,3981.290381700681,613175.7050448495,431204442.269115
O1,-15.3,870.0,75,1.1780020257914003,9.471555104756183,131.6581007424296,728.4924941581526,1324.5811995445158,947992.1682643241,12092.62452368274,2189914.759911062,1544123822.9747162
O1,-15.3,870.0,100,1.6131400800414055,14.771258728979117,226.85931902342043,997.5877768028167,2359.970353984133,1687544.0201912643,24541.20730009371,4956088.972826125,3501261362.7545676
O1,-15.3,870.0,250,3.276455006618808,40.402959942318205,763.4672432394547,2026.2042891889696,8903.67046478583,6361721.638648298,123696.246152233,33072833.943399813,23497912584.09799
O1,-15.3,870.0,500,4.367383446099533,60.25051998029794,1221.9465135138253,2700.849215618477,15315.93697876669,10945036.710042687,236399.04332697883,71966229.60528521,51298957248.20995
O1,-15.3,870.0,1000,5.093366096988807,74.32792112238963,1559.4585006827676,3149.8067083053343,20465.461952073732,14627975.573435618,332642.68021958653,108953465.48028538,77827714390.74875
O1,-15.3,870.0,5000,5.784480479174076,88.22338688521889,1899.6483529724223,3577.201182625341,25998.16970188979,18586944.57786694,439850.61569842923,153334314.32054123,109745105463.54834
O1,-15.3,22.0,0,0.5142691898333632,3.08185576796423,33.47659496023649,318.03108897571076,308.45443592181607,221595.57164291415,2085.163544483471,293251.7173281195,205939982.4397307
O1,-15.3,22.0,0.1,0.5165078186961789,3.0992727484601494,33.70451082356223,319.41548776028066,310.7196775921889,223217.34662781673,2103.28866019036,296155.9757332546,207983150.94405288
O1,-15.3,22.0,5,1.040788472315548,7.966674651073972,106.48234644958741,643.6377686831838,1058.2595927813238,757713.6994077427,9192.673614647738,1598173.1840922525,1126104860.1424284
O1,-15.3,22.0,10,2.1596225661934914,22.383313704521385,376.0666737552076,1335.5399624660756,4064.468475551804,2904861.841052165,47757.692266091726,10756434.51730344,7614522859.055499
O1,-15.3,22.0,25,6.004877474708123,92.7408309446753,2011.4699823046712,3713.4976629845833,27888.71195778868,19940171.278003305,477196.1191076221,169476330.00222594,121373432100.4401
O1,-15.3,22.0,50,9.664047588982132,171.92208062311414,4033.1892761151444,5976.377793597002,67609.35172222025,48411757.55785455,1309836.9345757144,594381239.0790715,429855091358.507
O1,-15.3,22.0,75,11.223522477988022,207.2563000589348,4958.747578326436,6940.778012064034,88950.33450386366,63732021.04556463,1778801.9033387818,873481229.9765917,634128056125.6919
O1,-15.3,22.0,100,12.003629388961203,225.16170225917622,5431.154591266054,7423.206597066189,100533.00150983699,72051727.35668255,2037062.5653198215,1036452496.9267565,753826245774.3951
O1,-15.3,22.0,250,13.271368569872028,254.52165423178468,6209.649568735132,8207.193477323712,120582.48478159784,86459288.49349666,2488856.448599048,1335206505.2021067,973905505398.9395
O1,-15.3,22.0,500,13.619835619966572,262.6414270622456,6425.682457268824,8422.690174477184,126350.9721273502,90605768.77047178,2619788.715064967,1424752555.6853852,1040014490299.9086
O1,-15.3,22.0,1000,13.774666091543681,266.2553978099755,6521.926786662826,8518.439398362452,128948.78112865929,92473275.18464163,2678876.263599169,1465572569.8299336,1070170722576.2118
O1,-15.3,22.0,5000,13.888143508946412,268.90647152747374,6592.562735780945,8588.615339158252,130866.22000892661,93851740.8776158,2722535.7686715964,1495894341.7506402,1092579180774.6301
O1,-15.3,60.0,0,0.1929254017840568,0.9280017210643495,8.217228125181824,119.30772174747686,66.0307216063853,47743.20155022655,354.5840916628305,39604.44005212975,27741174.061314356
O1,-15.3,60.0,0.1,0.19378471656024743,0.9327863923596391,8.265193093511279,119.83913364047008,66.45886934462484,48051.30958078299,357.14795506479686,39924.50319626969,27965512.261990603
O1,-15.3,60.0,5,0.39991347520118053,2.234817269130869,22.79211062246205,247.31196033725152,203.3181028364046,146287.73868322445,1278.2008033218283,168108.61430808852,117947381.43307476
O1,-15.3,60.0,10,0.8748930492264774,6.267278348791342,79.35382199314928,541.0457857389911,775.2187864778209,555437.270437107,6295.211821971334,1035478.3312310434,728950133.8954076
O1,-15.3,60.0,25,2.99109101992688,35.53895887845682,655.4309136601631,1849.731330827716,7497.65394060755,5357166.025517815,100541.21112591565,25849105.921381325,18349161435.267323
O1,-15.3,60.0,50,6.1592267786445,95.92692679815343,2090.655125871453,3808.9493654094867,29248.446692375677,20913583.075243887,504250.17314399214,181372075.6683699,129948831846.0435
O1,-15.3,60.0,75,8.120437969914377,137.73053470017877,3148.8245942368517,5021.78882473859,49002.046649202675,35065714.14915624,911000.7299772053,377409859.6347782,271852620053.34235
O1,-15.3,60.0,100,9.3149828138291,164.1128371888569,3830.0788816855684,5760.51143707372,63176.474304993564,45231167.92997516,1213815.2626428283,540256905.503087,390365921519.3691
O1,-15.3,60.0,250,11.675367632407621,217.6108555189083,5231.695645198862,7220.205117595634,95587.47556143114,68499050.21825247,1926516.1637837768,965952879.2722589,702012284896.1877
O1,-15.3,60.0,500,12.438952081644382,235.20944017922278,5697.0744073676815,7692.415994055364,107249.35339058089,76877288.28503312,2187793.1777645196,1134281245.375302,825805524945.2979
O1,-15.3,60.0,1000,12.797239987203248,243.50654659044832,5917.067255967121,7913.9860245601685,112910.13309952412,80945096.39735624,2315331.4015067937,1218525683.3179417,887859575628.4996
O1,-15.3,60.0,5000,13.067779539747763,249.78704027378677,6083.818756456338,8081.291313238523,117262.91685818003,84073364.43730547,2413687.83146924,1284377152.5009904,936407826583.8496
O1,-15.3,124.0,0,0.09400046489973476,0.4150665990496766,3.377717905616482,58.131195695051595,24.677566993055,17925.021057053793,120.9170436095586,12078.098555550603,8458191.136990083
O1,-15.3,124.0,0.1,0.0944220810590163,0.41709018937360237,3.395507397639485,58.391928937044476,24.820381562598932,18028.297977079277,121.66785515919044,12159.766072766663,8515369.413772712
O1,-15.3,124.0,5,0.19631817655895212,0.9469250355947405,8.407205367479031,121.40585975784747,67.72804913670655,48964.597360654065,364.76319665575375,40876.99510286161,28633145.82431264
O1,-15.3,124.0,10,0.4370284016200516,2.500418309378483,26.053709792375113,270.264335380771,235.1637028332625,169107.05190001108,1515.0994272160347,203919.73510852936,143116975.59808627
O1,-15.3,124.0,25,1.6209345198109169,14.87285145421959,228.76599323389925,1002.407963069139,2381.1391329961925,1702662.7004729218,24811.44461492768,5019372.598422743,3546079828.1700845
O1,-15.3,124.0,50,3.8236930057626166,50.13441029130319,985.196170446203,2364.623684329437,11917.321254185123,8515403.645539295,175428.03364632686,50234396.084626205,35750459717.12915
O1,-15.3,124.0,75,5.540498001185556,83.26903301304854,1777.6662657084507,3426.3191237620194,23975.982435089758,17139728.38430054,400282.05849371175,136602240.20370275,97702204893.50702
O1,-15.3,124.0,100,6.763515495144896,108.56352828259628,2407.049429040443,4182.649666321895,34851.06284810411,24925497.513992682,617232.8031649552,232752932.16711608,167041311998.97406
O1,-15.3,124.0,250,9.708911160635731,172.92868539514876,4059.412591011668,6004.122027914386,68188.41118341002,48827279.58370618,1322420.238852591,601555943.7138823,435093120811.2765
O1,-15.3,124.0,500,10.853983285297488,198.82393273942716,4736.996445345832,6712.250013597749,83671.18817280977,59941092.40014534,1661885.5730000588,801762314.7200509,581543927442.0597
O1,-15.3,124.0,1000,11.431122352568282,212.00788204353748,5083.914915106278,7069.160563145272,91975.07395778826,65904371.79343893,1846024.0529514924,915312019.9905494,664825034357.606
O1,-15.3,124.0,5000,11.885361298140227,222.4385973816601,5359.183736570076,7350.06801497128,98739.31185658708,70763150.27287911,1996923.412853687,1010729374.4611735,734915189182.7976
O1,-15.3,260.0,0,0.04498446522293361,0.18957541503588674,1.4715426171823909,27.81903495065828,10.02886179281424,7310.14527078134,46.706787655367854,4352.541055341245,3049486.5220255125
O1,-15.3,260.0,0.1,0.04518692600954607,0.19046658222804186,1.4787610384702963,27.944239425270226,10.081391726185,7348.310171926393,46.96169371668332,4377.662034960117,3067076.114236
O1,-15.3,260.0,5,0.09430058934557123,0.4165069317126208,3.3903787687862104,58.31679672052437,24.779199176089676,17998.5170118336,121.45130049138577,12136.204851202778,8498873.29110927
O1,-15.3,260.0,10,0.21178827430760788,1.0343035429240814,9.293865366183832,130.9727787407847,75.70159226555762,54700.619938382035,413.1075581451223,46985.1466274034,32915074.76294328
O1,-15.3,260.0,25,0.8213841787899032,5.748916231106065,71.39788875988899,507.95517116131896,693.0667081082498,496711.5814575565,5496.28369994946,886504.6835457358,623877528.5968552
O1,-15.3,260.0,50,2.117469207074967,21.763318205498514,363.4937949410978,1309.4717546888571,3917.199799596185,2799684.084551044,45651.59198345699,10203833.94729038,7222259449.265536
O1,-15.3,260.0,75,3.3074981555506535,40.94133955385762,775.5505291417896,2045.4017935818176,9063.518734713249,6475938.109966378,126372.65994219674,33927545.42014389,24107487157.281082
O1,-15.3,260.0,100,4.275135261226432,58.50609483672967,1180.7333594851361,2643.8016841508006,14711.323822533801,10512741.953251844,225382.07473501912,67932369.20265023,48410429321.62329
O1,-15.3,260.0,250,7.149897851935824,116.7664082006258,2614.200096168803,4421.5937280420585,38662.507618449104,27655739.997806605,695300.5888053784,269732612.40476996,193785456240.0719
O1,-15.3,260.0,500,8.541284584882876,146.95978639540613,3386.1999929107883,5282.046037407604,53817.135866767334,38518086.948104925,1013065.7997210564,430886161.4091367,310716607405.04865
O1,-15.3,260.0,1000,9.317489189389704,164.1687620972045,3831.531289103485,5762.061408667203,63207.84269550237,45253672.327505894,1214492.764064773,540634842.971467,390641504477.0673
O1,-15.3,260.0,5000,9.968620734624194,178.76829476010246,4211.7241025593985,6164.7299170803335,71581.85267534522,51262558.86256057,1396337.8602190919,644073235.818427,466149134839.9206
O1,-15.3,1220.0,0,0.00961045777910818,0.03908044451713248,0.292418379484666,5.943267707536206,1.8677006906657903,1366.0275439476409,8.361880011018952,734.9531453844569,515397.2949326144
O1,-15.3,1220.0,0.1,0.00965381836756582,0.03925852962909968,0.29376454666342,5.970082481386401,1.8764660017674446,1372.4318940515077,8.401543166395218,738.4961051632625,517881.03428368055
O1,-15.3,1220.0,5,0.020200856403344267,0.0830440743660358,0.628398720276975,12.492514242897867,4.0988680494141025,2994.5405336585786,18.574149975358328,1662.8444761611872,1165689.4977355849
O1,-15.3,1220.0,10,0.04566323463227576,0.19256446837684454,1.4957643180185876,28.238795170144456,10.205234567601154,7438.282695927335,47.56301785835704,4436.96999109442,3108603.080305883
O1,-15.3,1220.0,25,0.18326814689254084,0.8746129787347439,7.685268920688648,113.33554405226296,61.30060689326351,44338.666152454774,326.4325347685881,36111.14882135678,25292834.36782148
O1,-15.3,1220.0,50,0.5102560628616628,3.0507115054889797,33.06981727923357,315.5493160784424,304.4134758475128,218702.41607424573,2052.901663809768,288091.27421524416,202309667.88685748
O1,-15.3,1220.0,75,0.8602223188570485,6.123666984165286,77.13346983317662,531.9732060526501,752.2500000281224,539019.0957305755,6069.75480196995,993133.5260744703,699080219.397559
O1,-15.3,1220.0,100,1.188518861630882,9.590416480239337,133.6873312861256,734.9962482360444,1346.191523150331,963430.6040951926,12334.39125670457,2240347.955324331,1579764880.3222246
O1,-15.3,1220.0,250,2.499509832195801,27.558979188098935,483.34634561012035,1545.7308586246736,5347.068064022847,3820925.5773678464,66725.76811901717,15925002.97443458,11286482722.677433
O1,-15.3,1220.0,500,3.4109882308797355,42.748615497650654,816.2815011375413,2109.4014589277785,9606.124418715903,6863661.267425184,135519.07038452342,36877454.08440341,26211905697.84456
O1,-15.3,1220.0,1000,4.041965000532095,54.146625032314205,1078.4213873342374,2499.6060412784223,13233.868166776845,9456484.904581524,198759.00335873134,58374622.74145754,41570682588.594345
O1,-15.3,1220.0,5000,4.6617857514623955,65.88759285581153,1356.101838943667,2882.9115848805827,17320.983764778957,12378823.484611036,273390.97681558155,85825752.06797841,61230849569.99921
O1,-15.3,1740.0,0,0.006739710075277158,0.027325229301820186,0.20383056461502982,4.167958290015843,1.2941474065744092,946.8366664780395,5.774826226805003,504.97261017712106,354158.0323856575
O1,-15.3,1740.0,0.1,0.006770124475466941,0.027449407782011347,0.20476357434635273,4.1867669615325305,1.300154095604338,951.2280705796394,5.801834255381458,507.3620206589328,355833.4065140207
O1,-15.3,1740.0,5,0.014169754458682049,0.057892197776572216,0.4352896724339539,8.762798773898455,2.806010554385407,2051.290457856785,12.628699475256003,1118.9119899609047,784529.6380670543
O1,-15.3,1740.0,10,0.032047095683010465,0.1333298530031147,1.0214192183080675,19.818389700682978,6.809485940176576,4969.162847341554,31.268461193221636,2854.8648433553035,2000700.9956565055
O1,-15.3,1740.0,25,0.12898855159311995,0.5877885165529764,4.9359016903530595,79.76830438421702,37.503535074485356,27189.390063942596,190.10155674592568,19826.58222471641,13883964.031293558
O1,-15.3,1740.0,50,0.36159168390323027,1.9702406474615843,19.632223977874848,223.61324405935633,172.73814118224908,124365.77884849967,1057.6867391759638,135614.60723691861,95118448.71693482
O1,-15.3,1740.0,75,0.614098575381541,3.888520069139986,44.33781983166506,379.7669382371655,417.1770658794676,299408.49662674236,2985.279270552594,441423.07579519646,310226668.3320292
O1,-15.3,1740.0,100,0.8543860874828689,6.066847474340911,76.25836423307278,528.3640011312657,743.206074552046,532554.287025841,5981.418360723912,976606.2744207807,687422711.9936018
O1,-15.3,1740.0,250,1.8483299578331138,17.92968868503817,287.3045240516552,1143.0323900477558,3038.932236859987,2172445.9144818857,33459.34902163766,7102565.855497766,5022250086.243387
O1,-15.3,1740.0,500,2.5736500923265457,28.727154988277963,508.0757457768909,1591.580202387929,5649.182043978477,4036716.7904690597,71338.54065970134,17229144.48344185,12213766372.05088
O1,-15.3,1740.0,1000,3.0932866367421092,37.26276888236235,693.4768512455671,1912.930486795434,7987.99707685209,5707483.733740935,108533.9264634232,28306822.84926073,20100250728.96119
O1,-15.3,1740.0,5000,3.6183919990216853,46.42592853696074,899.914223879151,2237.6627561571313,10738.298322007768,7672739.488464393,154888.0913834276,43265381.86912077,30771770877.71691
O2,-13.9,1.0,0,11.061332526443598,190.17489349078372,4324.405251512759,6840.477744332291,83890.18187490501,60152355.524368726,1559218.3545951764,778557595.1543983,567572255793.6516
O2,-13.9,1.0,0.1,11.072902960026198,190.47193096710203,4332.586647007829,6847.633041558829,84060.05364919687,60274221.67455368,1563137.6485444822,780859778.1130543,569256732470.7933
O2,-13.9,1.0,5,12.597820689526557,230.71994107807214,5460.324814873384,7790.6627682054395,107878.1653155912,77363872.22549385,2128287.3489704197,1123645790.112798,820298622404.6338
O2,-13.9,1.0,10,13.550250914600932,256.8836103014573,6211.501279065752,8379.658481219181,124180.71861536035,89063705.69878837,2530712.823951883,1379454859.2386284,1007900192880.6057
O2,-13.9,1.0,25,14.18927263431256,274.83954342902916,6734.149168851818,8774.838160665458,135726.13640930393,97350705.8604525,2822237.166479413,1570140819.5882454,1147865314262.6853
O2,-13.9,1.0,50,14.333014117406787,278.92074785897137,6853.689963659375,8863.729831365066,138389.91729550395,99262836.04330106,2890203.4518614057,1615205581.473495,1180957326058.3367
O2,-13.9,1.0,75,14.366198554462656,279.8650920438529,6881.388434255989,8884.25154122391,139008.3558803885,99706774.42890094,2906019.240839349,1625724190.4671323,1188682115426.1501
O2,-13.9,1.0,100,14.379606631099653,280.24687881970976,6892.5906075239745,8892.543271768513,139258.60287764636,99886411.98088226,2912422.8529631747,1629986459.457227,1191812371245.0566
O2,-13.9,1.0,250,14.398074562479854,280.77295637971,6908.030294312012,8903.964085001553,139603.63497648606,100134090.55520156,2921255.572129687,1635868763.6972384,1196132475569.3936
O2,-13.9,1.0,500,14.402555632822152,280.90064099570714,6911.77831915284,8906.735250027257,139687.41458581726,100194231.14407216,2923400.934720729,1637298070.8680148,1197182203474.6716
O2,-13.9,1.0,1000,14.404474791096117,280.95533106650714,6913.3837754868555,8907.922071404855,139723.30274959834,100219993.25171177,2924320.0152989994,1637910454.341608,1197631963559.2744
O2,-13.9,1.0,5000,14.405854486841202,280.99464960178983,6914.5380205995025,8908.77529563896,139749.10625364148,100238515.92201227,2924980.8534672093,1638350793.8026662,1197955361169.291
O2,-13.9,2.0,0,8.974795383461718,138.9220292908368,2950.3620286786186,5550.134969890983,55965.967284519866,40123057.51151694,941420.0174583613,431080003.66126,313619959302.9515
O2,-13.9,2.0,0.1,8.990039284577545,139.27859273751443,2959.630370872829,5559.561999580221,56150.277804257545,40255233.755685486,945301.3494624719,433155830.25264037,315135073825.8663
O2,-13.9,2.0,5,11.189345927260202,193.46858182007173,4415.248845620977,6919.642954841217,85778.76430522902,61507245.97108515,1602887.971899475,804271539.6291032,586388131150.6633
O2,-13.9,2.0,10,12.785785641686164,235.8242247291637,5605.842432221913,7906.902833923653,111009.23507163589,79610782.59268045,2204677.835612751,1171505348.799435,855381796848.0906
O2,-13.9,2.0,25,13.973376778327165,268.738441268519,6555.951706639649,8641.32524206172,131771.2001489274,94511845.76121758,2721804.9043516996,1503964081.2420762,1099279907026.2611
O2,-13.9,2.0,50,14.254943481392024,276.70223074127256,6788.67499960272,8815.44989183052,136940.09819755724,98222112.45434844,2853179.670882178,1590629330.4705079,1162909815776.7437
O2,-13.9,2.0,75,14.320742008418511,278.5717183115737,6843.456208480751,8856.140596618441,138161.53925210875,99098898.28923498,2884366.409152869,1611326577.449857,1178108684484.622
O2,-13.9,2.0,100,14.34741346136558,279.3304176302537,6865.704196082624,8872.63457770502,138658.1093423072,99455353.61052258,2897060.4549003006,1619764489.8070326,1184305315497.725
O2,-13.9,2.0,250,14.38423117863698,280.3785904375045,6896.45575891715,8895.40315292854,139344.9644936821,99948405.84472953,2914633.290360549,1631458187.6423194,1192893236048.9604
O2,-13.9,2.0,500,14.393178909523053,280.6334749384679,6903.936279059046,8900.93654757978,139512.13151010187,100068404.88619563,2918912.702997516,1634308116.1466568,1194986284224.4893
O2,-13.9,2.0,1000,14.39701271727429,280.74270208786584,6907.142253325023,8903.307409817651,139583.7855372152,100119840.90526828,2920747.3196932976,1635530171.3605533,1195883791359.9556
O2,-13.9,2.0,5000,14.399769490900946,280.8212502223473,6909.447866582767,8905.012260792415,139635.3211836315,100156836.22409868,2922066.937018957,1636409294.981598,1196529456748.9941
O2,-13.9,3.0,0,7.550515672758201,106.9166090626627,2138.954281965547,4669.341138097496,40041.94519104524,28704666.607944872,618527.4326343889,264289204.48719168,191984586212.58136
O2,-13.9,3.0,0.1,7.566707060808584,107.26513906963025,2147.5503381251774,4679.354124225428,40208.47376325921,28824062.91577148,621763.2488917643,265896854.61044335,193155904271.82584
O2,-13.9,3.0,5,10.064143934454085,165.08715442472473,3641.940450524334,6223.802849184913,69869.8452353512,50095014.63971358,1242032.205796431,596115470.1905794,434157522009.7451
O2,-13.9,3.0,10,12.102971597247171,217.42753990858108,5083.880086020267,7484.64141167888,99839.13912602076,71595288.26551868,1934266.968201747,1003653841.2694356,732372786939.4869
O2,-13.9,3.0,25,13.763952334790877,262.8537637353955,6384.665817164154,8511.814342069221,127987.68895855629,91796141.12160397,2626275.2451812583,1441486190.7144282,1053420838712.7327
O2,-13.9,3.0,50,14.177718719776216,274.5121576072312,6724.571536603874,8767.693062362478,135513.08413337692,97197773.6647308,2816812.2233475973,1566553517.568905,1145231307083.095
O2,-13.9,3.0,75,14.275572212822215,277.28799910814206,6805.833608510621,8828.206983644528,137322.4852943928,98496599.80720666,2862937.3075731136,1597099978.3340101,1167661367612.121
O2,-13.9,3.0,100,14.315364117246162,278.41880130202554,6838.973211439767,8852.814827393013,138061.51527301982,99027097.67596556,2881810.516822661,1609628575.2843127,1176861727058.6177
O2,-13.9,3.0,250,14.370414400083718,279.98512149339257,6884.9100165013615,8886.858668965035,139087.01676610202,99763240.54433809,2908031.867956776,1627063594.7680945,1189665784104.848
O2,-13.9,3.0,500,14.383814348138676,280.3667178442641,6896.107334264965,8895.145392071197,139337.17950774677,99942817.4899445,2914434.0188041497,1631325502.8152246,1192795788753.596
O2,-13.9,3.0,1000,14.389558330407697,280.53033223233905,6900.909049397561,8898.697531147465,139444.47825803436,100019840.63019955,2917180.6836397857,1633154551.0324936,1194139078583.5713
O2,-13.9,3.0,5000,14.393689666877492,280.64802611111406,6904.363368122847,8901.252402336437,139521.67645878304,100075257.18779399,2919157.0810220907,1634470896.5745928,1195105839229.4517
O2,-13.9,5.0,0,5.731396387819791,70.28407040040626,1272.4828971642328,3544.3731748122523,23482.112416225442,16833307.802242782,315775.7649564812,121215077.66467957,87858616336.0186
O2,-13.9,5.0,0.1,5.746954184860631,70.57464137309934,1279.02399152118,3553.9943252192047,23605.543062236702,16921781.067256227,317870.3230499899,122146089.846658,88535272954.75053
O2,-13.9,5.0,5,8.378964567917118,125.2109252675112,2597.5862321088857,5181.66514069251,48991.43362687471,35121606.91426776,796834.8830424215,354891141.6907745,258031261431.27826
