,operator,binding_energy,repressor,inducer_uM,lambda_m1p0,lambda_m2p0,lambda_m3p0,lambda_m0p1,lambda_m1p1,lambda_m0p2,lambda_m2p1,lambda_m1p2,lambda_m0p3
10,O1,-15.3,1.0,1000.0,0.28095369397894054,-0.019089756277281995,0.00025557658669922315,-0.0006172857504468555,-7.123876859453068e-06,1.2061081206995e-07,-2.6174915850446867e-07,1.6665061378091386e-09,-6.159464454664508e-12
11,O1,-15.3,1.0,5000.0,0.2818340169427624,-0.019127753071007034,0.0002560406617961511,-0.0006178102544336415,-7.139223210930739e-06,1.2067766542383087e-07,-2.6163788762651863e-07,1.6669464056796525e-09,-6.160830339658647e-12
12,O1,-15.3,2.0,0.0,-0.6194895352189721,0.021490567501032534,-0.0002971037595372657,4.091574566064807e-05,5.098725959905719e-05,-4.2545426713539924e-08,-1.06034309370193e-06,2.467371206556908e-10,-3.1581236016092435e-12
13,O1,-15.3,2.0,0.1,-0.6178494951072592,0.02140415859239109,-0.0002957373121193435,4.079297587504092e-05,5.070818819661494e-05,-4.2025151054613335e-08,-1.054500125421086e-06,2.5514307064725837e-10,-3.1743706891616293e-12
14,O1,-15.3,2.0,5.0,-0.3863790359147313,0.010122637518187554,-0.00012680880237407203,-5.385845481664227e-05,2.1031418344132657e-05,2.3336434366893874e-08,-5.226090354865605e-07,1.014655207831729e-09,-4.6899142381110415e-12
15,O1,-15.3,2.0,10.0,-0.18262311647228693,0.0011015917394303384,-2.0225039095977564e-06,-0.0002312588898402518,6.804248066501348e-06,6.544478514999751e-08,-3.603173893380095e-07,1.3175348004946108e-09,-5.277306598045353e-12
16,O1,-15.3,2.0,25.0,0.08239730754891494,-0.01046453155541286,0.00014855993166500682,-0.00047629354136397245,-2.9132867853983066e-06,1.0234645570092455e-07,-2.8982043696959483e-07,1.5487632480649935e-09,-5.816028449023484e-12
17,O1,-15.3,2.0,50.0,0.19739055039961045,-0.015471493852309818,0.00021111087952227202,-0.0005634900850174985,-5.551795167654751e-06,1.1373444841673079e-07,-2.7267205287787574e-07,1.621598131298681e-09,-6.023309840232955e-12
18,O1,-15.3,2.0,75.0,0.2315200176536713,-0.016952191308903616,0.00022937967570005126,-0.000586436600833401,-6.222962285551637e-06,1.1667406222064929e-07,-2.6816261528498587e-07,1.640838473070295e-09,-6.080522113004959e-12
19,O1,-15.3,2.0,100.0,0.2464747260004094,-0.017599570843916557,0.00023733367745002362,-0.0005960526599471154,-6.504119974559156e-06,1.1790296157030466e-07,-2.6617912800173184e-07,1.6487760101438949e-09,-6.104834222025687e-12
20,O1,-15.3,2.0,250.0,0.26830503655655746,-0.018543589861999242,0.0002489043191566777,-0.0006096501149558945,-6.901220065169413e-06,1.1963796191855487e-07,-2.6337831692717163e-07,1.6601729212363863e-09,-6.139712359945756e-12
21,O1,-15.3,2.0,500.0,0.2738350590474996,-0.018782392982813968,0.00025182088293310416,-0.0006130163600430546,-6.998948380489789e-06,1.2006666855605926e-07,-2.6265444887248383e-07,1.6629308114655823e-09,-6.148393292472161e-12
22,O1,-15.3,2.0,1000.0,0.27623354924547766,-0.018885966838159473,0.0002530867853050986,-0.0006144601547356802,-7.041217403034068e-06,1.2025068678067833e-07,-2.6234829938148626e-07,1.6641382684770754e-09,-6.152127390741706e-12
23,O1,-15.3,2.0,5000.0,0.2779693606047788,-0.018960918523492305,0.0002540026745643914,-0.0006155017359856432,-7.071691900644689e-06,1.203834334944569e-07,-2.6212751351523713e-07,1.6650104466901042e-09,-6.154827475322066e-12
24,O1,-15.3,3.0,0.0,-0.7819438542341864,0.030681333095889076,-0.000449527197888152,1.0931567675504518e-05,8.407193813369218e-05,-9.557090626291652e-08,-1.8353370229213453e-06,-9.214723881971831e-10,-1.1736627988285932e-12
25,O1,-15.3,3.0,0.1,-0.7799528191311312,0.030561222664429857,-0.00044744291521323613,1.179895862844457e-05,8.35957923532669e-05,-9.491593360885634e-08,-1.823272576211393e-06,-9.021353046946415e-10,-1.2023123537963322e-12
26,O1,-15.3,3.0,5.0,-0.5053865794931884,0.015707457837223184,-0.0002082387081688662,1.3483028351502525e-05,3.4065721959882475e-05,-8.100375509691176e-09,-7.304058711197318e-07,7.111573426159463e-10,-4.081334923836331e-12
27,O1,-15.3,3.0,10.0,-0.27895217912096326,0.005322091986176493,-5.950916435919706e-05,-0.00014094590722438778,1.2493398906293005e-05,4.730016107211286e-08,-4.160607397351644e-07,1.1966806010041543e-09,-5.041029234465882e-12
28,O1,-15.3,3.0,25.0,0.017771365631314553,-0.0076431302507293285,0.000112662383297164,-0.00042091933494421615,-1.1072003637351563e-06,9.483003836541377e-08,-3.012919605125608e-07,1.5013504290799874e-09,-5.691431544009056e-12
29,O1,-15.3,3.0,50.0,0.16147358270247628,-0.013910538159461909,0.00019174391116333033,-0.0005378786382074806,-4.794086801730098e-06,1.1042934569372379e-07,-2.77679066442909e-07,1.6002661597994149e-09,-5.960737548676429e-12
30,O1,-15.3,3.0,75.0,0.2077001266569094,-0.015919102991552223,0.00021664754580510732,-0.0005705424744956641,-5.759043812877534e-06,1.1463874415604794e-07,-2.7131651975947594e-07,1.627550166415265e-09,-6.040661374576927e-12
31,O1,-15.3,3.0,100.0,0.22860727170344616,-0.016825710012308124,0.00022781917949503698,-0.0005845577459353799,-6.167555768548013e-06,1.1643512637565557e-07,-2.6849556659332594e-07,1.639128711620328e-09,-6.075883020539525e-12
32,O1,-15.3,3.0,250.0,0.2599418439394306,-0.018182032757083258,0.00024447654742703874,-0.0006045065132239029,-6.751098653415583e-06,1.1898243735999776e-07,-2.6444507506850706e-07,1.655870352439996e-09,-6.126508227908035e-12
33,O1,-15.3,3.0,500.0,0.2680495592607929,-0.018532552085766058,0.0002487693143835478,-0.000609494073649247,-6.896662545687706e-06,1.1961806439228955e-07,-2.6341124318006534e-07,1.6600428843039109e-09,-6.139309641959299e-12
34,O1,-15.3,3.0,1000.0,0.27158622111047903,-0.018685281687607823,0.00025063384921799475,-0.0006116576467997809,-6.959144787788017e-06,1.198934808329521e-07,-2.629433237939637e-07,1.66179784669845e-09,-6.144888740446537e-12
35,O1,-15.3,3.0,5000.0,0.2741535687990363,-0.018796147304650075,0.0002519890027011752,-0.0006132083943515583,-7.00457268307388e-06,1.2009114484326154e-07,-2.6261369541574236e-07,1.6630912582481559e-09,-6.148889327140364e-12
36,O1,-15.3,5.0,0.0,-1.0412408227333205,0.04803330469935421,-0.0007754574154678873,-0.00021247501362532374,0.00016287435127676584,-1.6937121686417004e-07,-4.0936737390077275e-06,-5.056537332182118e-09,2.4899122442076855e-12
37,O1,-15.3,5.0,0.1,-1.0386340831429288,0.047842013217365045,-0.0007716109958849564,-0.0002091364897168334,0.00016190585510869436,-1.6882293685579265e-07,-4.063346537637001e-06,-4.994850061755205e-09,2.4625557798691825e-12
38,O1,-15.3,5.0,5.0,-0.6847318610295896,0.025036463936919436,-0.0003542297473584354,3.8797807450692925e-05,6.29153432976972e-05,-6.35771542950038e-08,-1.3231167836340369e-06,-1.3420768531844008e-10,-2.4523825486287106e-12
39,O1,-15.3,5.0,10.0,-0.41399916583486873,0.011387185792859111,-0.0001449192829331898,-3.508835728133439e-05,2.3686694574716193e-05,1.6495691081512695e-08,-5.609041039013712e-07,9.559881661904286e-10,-4.5741735805200094e-12
40,O1,-15.3,5.0,25.0,-0.07871932249222392,-0.0034332395852994415,5.820881947910863e-05,-0.00033192037672941896,2.198917829456974e-06,8.194389228826587e-08,-3.2409302684508006e-07,1.4207173835370416e-09,-5.497708498259718e-12
41,O1,-15.3,5.0,50.0,0.10084119830932045,-0.011269736047458604,0.00015871307460427553,-0.0004912951229261729,-3.3786798405777536e-06,1.0433454490121252e-07,-2.868487476305586e-07,1.5612885121092329e-09,-5.850442736196417e-12
42,O1,-15.3,5.0,75.0,0.1651795624060516,-0.014071746972759511,0.00019374983476471084,-0.0005405758864720198,-4.874262366169798e-06,1.1077760294014398e-07,-2.771318968534383e-07,1.6024224075502204e-09,-5.9671267181068596e-12
43,O1,-15.3,5.0,100.0,0.1957844698658556,-0.015401859688130877,0.00021025405733337364,-0.0005623571734197621,-5.5187172049025944e-06,1.1358761634230388e-07,-2.7293041918115587e-07,1.6207321694832613e-09,-6.020409515570175e-12
44,O1,-15.3,5.0,250.0,0.24387522751183965,-0.017487108849526378,0.00023595314896230902,-0.000594403122752219,-6.45574229110731e-06,1.1769218179403437e-07,-2.6651642070724976e-07,1.6473918406452356e-09,-6.100640614254295e-12
45,O1,-15.3,5.0,500.0,0.2567951241335342,-0.018045970715185287,0.00024280960844925457,-0.0006025526705286172,-6.694162312359875e-06,1.1873358957430377e-07,-2.6485131286451146e-07,1.6542506032241454e-09,-6.121533664354e-12
46,O1,-15.3,5.0,1000.0,0.2624959083825633,-0.018292526946683225,0.00024583207532845314,-0.0006060818629834319,-6.797135245971861e-06,1.1918299150329678e-07,-2.6412663145689474e-07,1.6571983508003975e-09,-6.130518617436316e-12
47,O1,-15.3,5.0,5000.0,0.26666230389409556,-0.01847261199478623,0.000248036109935713,-0.0006086453956035801,-6.871884858507298e-06,1.1950985426084649e-07,-2.63590214369887e-07,1.6593362028922598e-09,-6.137121215871972e-12
48,O1,-15.3,7.0,0.0,-1.2526334839591198,0.06474976506513164,-0.0011328977894268415,-0.0005671467082999129,0.00025456531063616837,-1.8556501120277389e-07,-7.170469289001701e-06,-1.206707229127524e-08,1.749817465373617e-12
49,O1,-15.3,7.0,0.1,-1.249576369568035,0.06449070123697428,-0.0011270247882039757,-0.0005610521285862192,0.0002530432495509498,-1.8567509710196758e-07,-7.116880094302018e-06,-1.1930474077964797e-08,1.7966772371107342e-12
50,O1,-15.3,7.0,5.0,-0.8291278386678714,0.03358581536163908,-0.0005006574792493868,-1.3406238140800904e-05,9.589949753326473e-05,-1.1088630189795113e-07,-2.1427847343230007e-06,-1.4232160302071474e-09,-4.786231018039493e-13
51,O1,-15.3,7.0,10.0,-0.5148732703500807,0.01616983048474374,-0.00021515430275798362,1.7229616450971572e-05,3.529626332400252e-05,-1.0818356756588527e-08,-7.523644453075531e-07,6.802537417955089e-10,-4.0187448771701975e-12
52,O1,-15.3,7.0,25.0,-0.14984549629506852,-0.00032945674094038863,1.7154514748858256e-05,-0.0002630696825662529,5.2031894069069e-06,7.097060101579612e-08,-3.4687301583892177e-07,1.3525741815829572e-09,-5.34930484560107e-12
53,O1,-15.3,7.0,50.0,0.05102240814132262,-0.009095367459092434,0.00013119179246443244,-0.00044994951602860954,-2.068867800120157e-06,9.880376619324288e-08,-2.9508148822540877e-07,1.5261316738937815e-09,-5.755982210007886e-12
54,O1,-15.3,7.0,75.0,0.1281378839516448,-0.012458865850349438,0.000173618163451263,-0.0005127408915583433,-4.040427225640045e-06,1.0715699498794548e-07,-2.825044612453378e-07,1.5792045610208858e-09,-5.900597164800042e-12
55,O1,-15.3,7.0,100.0,0.16628614897074748,-0.014119909979456342,0.00019435255679684863,-0.0005413807739002755,-4.89824498857077e-06,1.1088167062027355e-07,-2.7701435709298875e-07,1.6031822138930056e-09,-5.969087189351767e-12
56,O1,-15.3,7.0,250.0,0.22863326566832884,-0.01682683581905436,0.00022783321035661127,-0.0005845745459990619,-6.168055587371139e-06,1.164372862325806e-07,-2.684926766354733e-07,1.639143259088615e-09,-6.075925391249229e-12
57,O1,-15.3,7.0,500.0,0.24597512612989886,-0.017577800395336764,0.00023705096973880384,-0.0005958184546764025,-6.495533255347692e-06,1.1787471902267796e-07,-2.661183611301908e-07,1.6482985218090918e-09,-6.1044371155051275e-12
58,O1,-15.3,7.0,1000.0,0.25367107039679865,-0.017910832671167064,0.0002411488968661364,-0.0006006082184747342,-6.6369386714132844e-06,1.1848511154466697e-07,-2.652275494657853e-07,1.6525511734739841e-09,-6.11652326480139e-12
59,O1,-15.3,7.0,5000.0,0.2593490294163057,-0.01815640105512177,0.0002441624559749714,-0.0006041399179172639,-6.740413884316317e-06,1.1893577918158537e-07,-2.64521181997104e-07,1.655566874252037e-09,-6.125577237880852e-12
60,O1,-15.3,11.0,0.0,-1.5905902154755693,0.09627897526775195,-0.0019064811417379421,-0.001519698658539464,0.00046064794861290406,4.647499930008352e-09,-1.5171043597885136e-05,-3.540868266690381e-08,-3.3853924697779394e-11
61,O1,-15.3,11.0,0.1,-1.5869325008360973,0.09590677528833488,-0.0018966804448516136,-0.0015064858700272173,0.00045799193132106436,3.343745663489165e-10,-1.5060148876823467e-05,-3.5049745899923604e-08,-3.3013999826915345e-11
62,O1,-15.3,11.0,5.0,-1.0674707259312874,0.04998262140045745,-0.0008150604852989794,-0.0002476114705802999,0.00017281771784436253,-1.74451832241428e-07,-4.407990054795828e-06,-5.705407662101228e-09,2.722727795539989e-12
63,O1,-15.3,11.0,10.0,-0.6734394447318366,0.024409282035506765,-0.00034397345273884177,4.0111082959368544e-05,6.072508022547671e-05,-5.989184627900115e-08,-1.2732911092919966e-06,-6.087026558189296e-11,-2.583864353837358e-12
64,O1,-15.3,11.0,25.0,-0.25441301091299967,0.00424275252051682,-4.4668885373559406e-05,-0.0001632368190327852,1.0890788340279186e-05,5.220871538938721e-08,-3.9909896735344576e-07,1.230412289218757e-09,-5.106009643307207e-12
65,O1,-15.3,11.0,50.0,-0.02782612603027697,-0.00565246449849919,8.704121250978062e-05,-0.00037966314030700286,3.4637621835562763e-07,8.901282135002534e-08,-3.109176219310814e-07,1.4651447568754376e-09,-5.601793429287184e-12
66,O1,-15.3,11.0,75.0,0.06600244338555022,-0.009749443224586665,0.0001394927651278157,-0.0004626664544249886,-2.477705352991308e-06,1.0051911952114555e-07,-2.92466633403321e-07,1.5368926610899423e-09,-5.7846758073680074e-12
67,O1,-15.3,11.0,100.0,0.11495667463222572,-0.011886116735468138,0.00016650410826415027,-0.0005025231497694531,-3.721575504414288e-06,1.0581476097945987e-07,-2.849606846443244e-07,1.5712291981096362e-09,-5.876838309136055e-12
68,O1,-15.3,11.0,250.0,0.2002907691752555,-0.015597503233672963,0.00021267382817133338,-0.0005654715590919254,-5.610265080625717e-06,1.1398780387442934e-07,-2.723171336326175e-07,1.6233215029720713e-09,-6.028088724875697e-12
69,O1,-15.3,11.0,500.0,0.22533500449887844,-0.016684135623363867,0.00022607964954256152,-0.0005823772174245878,-6.104474547086091e-06,1.1615473104321945e-07,-2.689723791284538e-07,1.6374430993222781e-09,-6.070292112384733e-12
70,O1,-15.3,11.0,1000.0,0.23675259521535919,-0.017178683861189283,0.00023216266780042155,-0.000589828980125516,-6.322222448295203e-06,1.1710793547273554e-07,-2.674408576388909e-07,1.6435705037468406e-09,-6.0890558026368405e-12
71,O1,-15.3,11.0,5000.0,0.2452679271355218,-0.017547243882230674,0.00023667603230807013,-0.0005953772095987314,-6.482424112467411e-06,1.1781840513410227e-07,-2.6620740986965526e-07,1.6479215504837661e-09,-6.1033355461703484e-12
72,O1,-15.3,16.0,0.0,-1.9137423841356702,0.13180063160153369,-0.002909124464396564,-0.002988705798542392,0.0007357267303650325,7.07677726185088e-07,-2.7364188365718244e-05,-8.094930829801619e-08,-1.9008150418963756e-10
73,O1,-15.3,16.0,0.1,-1.909645574286195,0.131320572807515,-0.002894830099008135,-0.0029660860145423653,0.0007317165260245515,6.938954668675869e-07,-2.717574982570969e-05,-8.018668168907288e-08,-1.8671617937366437e-10
74,O1,-15.3,16.0,5.0,-1.3101165832068584,0.06969736811491455,-0.0012461113066134398,-0.000693213546733669,0.00028420973573469545,-1.770070701899348e-07,-8.24042840721053e-06,-1.4799869987243464e-08,-1.0964660188973849e-13
75,O1,-15.3,16.0,10.0,-0.8335030664936618,0.033860841335297126,-0.0005055721494535999,-1.6015413779270997e-05,9.70483021234871e-05,-1.1228914715069683e-07,-2.1734266509148825e-06,-1.47391509519556e-09,-4.1254298834948504e-13
76,O1,-15.3,16.0,25.0,-0.34934686746469923,0.00844971825798507,-0.00010311207756004839,-8.139779600565399e-05,1.7786541185242174e-05,3.202382988219993e-08,-4.789212376251546e-07,1.0843377500003022e-09,-4.823580122512625e-12
77,O1,-15.3,16.0,50.0,-0.10247098486813305,-0.002396042405959146,4.454645567337979e-05,-0.00030900482809548274,3.1295683130605538e-06,7.842609867823151e-08,-3.307074810843597e-07,1.3992649560334125e-09,-5.449570728287386e-12
78,O1,-15.3,16.0,75.0,0.0038951102435119756,-0.007037428532223399,0.00010490271780637797,-0.00040862087658395603,-6.824028064907496e-07,9.31192127551476e-08,-3.041275218756263e-07,1.490767339062051e-09,-5.6648527822808805e-12
79,O1,-15.3,16.0,100.0,0.0618862630993326,-0.00957073643737356,0.00013724626154421846,-0.0004592113181346158,-2.3650008674269293e-06,1.0005318890978857e-07,-2.9325146432355597e-07,1.5340280524561016e-09,-5.776953582190105e-12
80,O1,-15.3,16.0,250.0,0.1683525600269866,-0.014209669698137726,0.0001954554972041161,-0.0005429135882834893,-4.942944981556949e-06,1.1107979357220386e-07,-2.7665188037298087e-07,1.6043258698219382e-09,-5.97283247446666e-12
81,O1,-15.3,16.0,500.0,0.201458051080664,-0.01564818424641032,0.00021329988616200027,-0.000566276652576837,-5.6338542811251305e-06,1.1409118387387673e-07,-2.721579286476966e-07,1.623993374603167e-09,-6.030085277486618e-12
82,O1,-15.3,16.0,1000.0,0.21687336158240028,-0.01631704786032151,0.00022155349344002933,-0.0005767420073770112,-5.9402990283187054e-06,1.1543362723624381e-07,-2.700538308549855e-07,1.6326503665359615e-09,-6.056132619180984e-12
83,O1,-15.3,16.0,5000.0,0.22847195765058292,-0.01681985004544054,0.0002277461516367408,-0.0005844702059821571,-6.164950075172134e-06,1.1642386823458008e-07,-2.6851058994504036e-07,1.6390526925482387e-09,-6.075661800311784e-12
84,O1,-15.3,25.0,0.0,-2.3375910983344736,0.1858021766726382,-0.004647743682485318,-0.006014258483254686,0.001226789820054993,3.221615415525806e-06,-5.1842965113969844e-05,-1.974880969746405e-07,-9.272808334767766e-10
85,O1,-15.3,25.0,0.1,-2.3331516438570676,0.1851937678392458,-0.004626910294347499,-0.005974864761274704,0.0012208645710743294,3.1812814406715527e-06,-5.153021364996987e-05,-1.9584363499933607e-07,-9.139482134757325e-10
86,O1,-15.3,25.0,5.0,-1.6543852808055042,0.10288489579828566,-0.0020832335617206833,-0.0017617499387217342,0.000508585773251886,9.081392128637418e-08,-1.7189973811808153e-05,-4.222433040966015e-08,-5.092604393659257e-11
87,O1,-15.3,25.0,10.0,-1.0695997800546941,0.050140882920178736,-0.000818282804327226,-0.000250619691831963,0.00017365725186369764,-1.7483823305408199e-07,-4.434507393492818e-06,-5.762822114543974e-09,2.7401817292547815e-12
88,O1,-15.3,25.0,25.0,-0.47560588666571296,0.014273627432854246,-0.00018695978074629758,9.817257559276813e-08,3.0398048278083773e-05,2.3499421033275663e-10,-6.671803561722737e-07,8.007850790297135e-10,-4.262591236802896e-12
89,O1,-15.3,25.0,50.0,-0.20078481337090634,0.0018956011623147775,-1.2744703326893152e-05,-0.0002137367151520045,7.756819346976302e-06,6.223975477226343e-08,-3.686897110389445e-07,1.2968067445875569e-09,-5.2354681842987095e-12
90,O1,-15.3,25.0,75.0,-0.0814715550217189,-0.003311289040248746,5.655319102166844e-05,-0.0003291485317868342,2.2893904118357302e-06,8.154022190900882e-08,-3.2441787886309584e-07,1.4184960610878133e-09,-5.4928718410320645e-12
91,O1,-15.3,25.0,100.0,-0.01394688152157244,-0.006258999168399628,9.488052587868992e-05,-0.00039245631700380045,-1.1048855562453181e-07,9.083684056172484e-08,-3.0785668559384013e-07,1.4763065793579756e-09,-5.629288231472882e-12
92,O1,-15.3,25.0,250.0,0.118523903020779,-0.012039141132422463,0.0001683759367366479,-0.00050515914400381,-3.817859031330926e-06,1.0616902321883044e-07,-2.8408915193312394e-07,1.5734727573841776e-09,-5.883008353130018e-12
93,O1,-15.3,25.0,500.0,0.16284692825995095,-0.013970300287699576,0.00019248887954583215,-0.0005388815409692628,-4.823977869688972e-06,1.1055918094822057e-07,-2.774909108505879e-07,1.601111132391382e-09,-5.9631484780511135e-12
94,O1,-15.3,25.0,1000.0,0.18414812558626562,-0.01489637683977528,0.000203992586331675,-0.0005542083169859164,-5.2785562698994425e-06,1.1253903971140911e-07,-2.745197244150083e-07,1.6139247636574722e-09,-6.00041174209546e-12
95,O1,-15.3,25.0,5000.0,0.20048526829751645,-0.015605948209168623,0.0002127781383170486,-0.0005656058300280814,-5.614195722197743e-06,1.1400504018173651e-07,-2.722905078928369e-07,1.623433090091474e-09,-6.028420948324075e-12
96,O1,-15.3,37.0,0.0,-2.732311282302413,0.24277743238403757,-0.0067033811559008925,-0.010303714087726266,0.0018256302843796715,8.574549906562712e-06,-8.47211990155589e-05,-3.9237597307173705e-07,-2.9672880641888245e-09
97,O1,-15.3,37.0,0.1,-2.7277170166819933,0.2420793995370371,-0.006676989386345016,-0.010243825262294802,0.0018179194260696753,8.487817684093109e-06,-8.428160944653935e-05,-3.8953542087885115e-07,-2.930706161419531e-09
98,O1,-15.3,37.0,5.0,-2.000643548668698,0.14221144834136437,-0.0032257242332229684,-0.003496878060361458,0.0008239297646184885,1.0397115729186132e-06,-3.154207903627514e-05,-9.87027022190727e-08,-2.741643578924496e-10
99,O1,-15.3,37.0,10.0,-1.325000798545003,0.07100607072940038,-0.001276565565915154,-0.0007285131250762536,0.0002922364153677636,-1.732359520931033e-07,-8.536070576064677e-06,-1.5575970867178465e-08,-8.329071507603205e-13
100,O1,-15.3,37.0,25.0,-0.6042269608239615,0.020687850493092234,-0.00028445799115419773,3.950193288670931e-05,4.844256913920901e-05,-3.7737243593377076e-08,-1.0072354397860828e-06,3.2212874859408947e-10,-3.304346683779648e-12
101,O1,-15.3,37.0,50.0,-0.29540203802369175,0.006048341747968229,-6.955789374559154e-05,-0.00012641250527958175,1.363433320798043e-05,4.389668983667666e-08,-4.2873742840892035e-07,1.1726845747595346e-09,-4.995102702141647e-12
102,O1,-15.3,37.0,75.0,-0.1653701622282296,0.00034856361259341233,8.08254396543466e-06,-0.00024797513405410364,5.9422201066785584e-06,6.83918168011468e-08,-3.529223748111482e-07,1.3362201847169624e-09,-5.315546643915468e-12
103,O1,-15.3,37.0,100.0,-0.09054582447691972,-0.0029162729998456964,5.137638200286305e-05,-0.0003204655523780939,2.647045546552767e-06,8.020700848348365e-08,-3.270434963545486e-07,1.4102802525338876e-09,-5.474224941667037e-12
104,O1,-15.3,37.0,250.0,0.06334530915731494,-0.00963350213571993,0.00013801449445041136,-0.0004603950277168082,-2.406662542792836e-06,1.002126425025951e-07,-2.928626569516611e-07,1.5349399651530028e-09,-5.779376509320488e-12
105,O1,-15.3,37.0,500.0,0.1183086091040143,-0.012030727908104139,0.0001682597881520256,-0.0005051106995395654,-3.806877054384005e-06,1.0615609927977451e-07,-2.840467578800139e-07,1.5728670421760806e-09,-5.882640132492827e-12
106,O1,-15.3,37.0,1000.0,0.14556419128066062,-0.013218122957156077,0.00018311492589867168,-0.00052605922506806,-4.440249052992564e-06,1.0889397933419032e-07,-2.799770774864106e-07,1.5903777865407846e-09,-5.9322936954780315e-12
107,O1,-15.3,37.0,5000.0,0.1669109507269153,-0.014147106738480351,0.00019469154632984672,-0.000541835651442468,-4.9117758623399576e-06,1.1094053253820739e-07,-2.769336996523395e-07,1.6035800555139479e-09,-5.970192935778897e-12
108,O1,-15.3,55.0,0.0,-3.142255764907143,0.30753980876980325,-0.009247109211672008,-0.01669985953880137,0.0025869468419038293,1.9421122865529507e-05,-0.00012971642780539863,-7.106123904963205e-07,-8.157187149279596e-09
109,O1,-15.3,55.0,0.1,-3.1375487370436925,0.3067686073210704,-0.009215759788673915,-0.016613691773129033,0.002577480201827613,1.925615726420181e-05,-0.0001291397133883277,-7.062259756975525e-07,-8.07071111827325e-09
110,O1,-15.3,55.0,5.0,-2.381977539790398,0.19190425012035164,-0.004858031919391538,-0.00641765929425784,0.0012872469619472488,3.6443038445429676e-06,-5.503148292767804e-05,-2.1467668828236602e-07,-1.0690599806359635e-09
111,O1,-15.3,55.0,10.0,-1.6303860005324584,0.10037428930191233,-0.0020154899081817885,-0.001668147059557593,0.0004902108488509751,5.5941755330414957e-08,-1.6409384950388614e-05,-3.9556226464580247e-08,-4.392570443459471e-11
112,O1,-15.3,55.0,25.0,-0.7594330523480803,0.029334328701960958,-0.0004262980083923015,2.0034934503516557e-05,7.87953820116275e-05,-8.816731577293804e-08,-1.7027842713115845e-06,-7.117336775488189e-10,-1.4910907546480645e-12
113,O1,-15.3,55.0,50.0,-0.400331979471973,0.010759516739242204,-0.00013590886350841588,-4.415826954178828e-05,2.2346736660432703e-05,1.9915856179874416e-08,-5.41299044912366e-07,9.857861009982368e-10,-4.633124062470778e-12
114,O1,-15.3,55.0,75.0,-0.2579241406451471,0.004397109422373921,-4.678130358734429e-05,-0.00016000850076308614,1.1111961726011044e-05,5.151978687545791e-08,-4.014088528677819e-07,1.225831162481518e-09,-5.097049988691068e-12
115,O1,-15.3,55.0,100.0,-0.17628626891386012,0.0008256634550959828,1.6637849302917618e-06,-0.0002373066404039919,6.480981946713288e-06,6.652083834465628e-08,-3.5737867912132674e-07,1.3242488276689209e-09,-5.290511598153858e-12
