,operator,binding_energy,repressor,inducer_uM,lambda_m1p0,lambda_m2p0,lambda_m3p0,lambda_m0p1,lambda_m1p1,lambda_m0p2,lambda_m2p1,lambda_m1p2,lambda_m0p3
17,O1,-15.3,2.0,50.0,0.21824898037320273,-0.0156247505693244,0.0001944143302004857,-0.0012390147140768594,-2.8161404053688676e-06,2.0903375300127115e-07,-9.917172042671548e-08,1.0377315654616376e-09,-9.81007202100822e-12
18,O1,-15.3,2.0,75.0,0.2511125839440496,-0.017117504528582284,0.00021317626924640014,-0.0012483919193864994,-2.7776816888599893e-06,2.0796905807155515e-07,-9.469758374360775e-08,1.011422650096388e-09,-9.627403813015188e-12
19,O1,-15.3,2.0,100.0,0.26549221479494217,-0.017769619656717958,0.00022134892881009208,-0.0012524235735527666,-2.7555684807959983e-06,2.0755667164002197e-07,-9.282648319220312e-08,1.0004280425161893e-09,-9.554605595121335e-12
20,O1,-15.3,2.0,250.0,0.28652088571821505,-0.018722761244843743,0.00023327437288052756,-0.001258402003631076,-2.7166306993092065e-06,2.070326513090942e-07,-9.02051217329458e-08,9.849208630286931e-10,-9.456387853901442e-12
21,O1,-15.3,2.0,500.0,0.2918346319801621,-0.018962200749117152,0.00023625490831672016,-0.0012597252924461527,-2.7090351025618936e-06,2.0688514623991088e-07,-8.951235704635041e-08,9.81119108607023e-10,-9.431746518355524e-12
22,O1,-15.3,2.0,1000.0,0.2941439126791005,-0.019066651350028517,0.00023755838499077105,-0.0012603526867922563,-2.7044842283844086e-06,2.0682969488555705e-07,-8.922812117812109e-08,9.794633099174682e-10,-9.421512327850834e-12
23,O1,-15.3,2.0,5000.0,0.29581524921692776,-0.01914219092410951,0.00023850036475080435,-0.0012608070508038397,-2.701269574294934e-06,2.067903291722069e-07,-8.902185329441502e-08,9.782738891657852e-10,-9.414178463232746e-12
24,O1,-15.3,3.0,0.0,-0.7275613390339024,0.03171458843064134,-0.000496587953607412,-0.0015512066561806884,4.529489036405001e-05,6.411892638337582e-07,-1.7214484772921933e-06,5.353158525833085e-09,-9.702056652022825e-11
25,O1,-15.3,3.0,0.1,-0.7256192727368346,0.03159034570948156,-0.0004943166707310429,-0.0015480444887817017,4.4950014020054596e-05,6.38705550708069e-07,-1.7091465598332855e-06,5.333129616459411e-09,-9.637764016118385e-11
26,O1,-15.3,3.0,5.0,-0.45872561990425426,0.016233081255959295,-0.00023669983888311796,-0.0012318596368456791,1.1990510036374433e-05,3.799380057097643e-07,-5.947449978660434e-07,2.96262293881386e-09,-3.7606466327953437e-11
27,O1,-15.3,3.0,10.0,-0.23996675865676173,0.005506433192796631,-8.186381563838937e-05,-0.0011464946029393693,1.169019097540327e-06,2.7167924560083527e-07,-2.615245320616681e-07,1.840546126971335e-09,-1.9002484720665646e-11
28,O1,-15.3,3.0,25.0,0.04544101306767559,-0.007723163600980952,9.370629562330249e-05,-0.001188956056472002,-2.622166992751272e-06,2.1897213418784623e-07,-1.300990566632833e-07,1.2159676891724878e-09,-1.1329983715581271e-11
29,O1,-15.3,3.0,50.0,0.1836930226294181,-0.014051465069294765,0.00017455455345452136,-0.0012290075742178146,-2.8362628746853954e-06,2.103761234978407e-07,-1.0423530465589824e-07,1.067473259172511e-09,-1.0030692841587409e-11
30,O1,-15.3,3.0,75.0,0.2281778374876421,-0.01607626792097313,0.00020009978680526856,-0.0012418739787150414,-2.8058311131613255e-06,2.0869277293205353e-07,-9.779910240302328e-08,1.0295865965343801e-09,-9.752320207847201e-12
31,O1,-15.3,3.0,100.0,0.24829061559687057,-0.016989564905192524,0.00021157286384448538,-0.0012476017890234443,-2.7812470114288283e-06,2.0805404223886868e-07,-9.507889563102511e-08,1.0136083448501473e-09,-9.642183302142101e-12
32,O1,-15.3,3.0,250.0,0.27845722262989037,-0.018356571278469142,0.000228686837736067,-0.0012560337224057656,-2.734607029211072e-06,2.072150944329274e-07,-9.115982876321337e-08,9.908195134371439e-10,-9.492615403936522e-12
33,O1,-15.3,3.0,500.0,0.286275419552769,-0.01871161518501938,0.00023313492266417333,-0.0012583329817468572,-2.717125974453676e-06,2.0703858692475003e-07,-9.023593896989315e-08,9.851000736225706e-10,-9.457499017830543e-12
34,O1,-15.3,3.0,1000.0,0.28966981330608943,-0.01886425219522967,0.00023503203477210784,-0.0012591368351633036,-2.7132719263805168e-06,2.069379646925721e-07,-8.97789767114161e-08,9.826779176369148e-10,-9.441434030507023e-12
35,O1,-15.3,3.0,5000.0,0.2921412787911551,-0.018976076973074154,0.00023642815578911344,-0.001259808696137421,-2.7084205455055208e-06,2.068777230363015e-07,-8.947472707010362e-08,9.808983671044263e-10,-9.430381040126619e-12
36,O1,-15.3,5.0,0.0,-0.9808958618555638,0.049638649573597926,-0.0008532833069855478,-0.00207285539223386,0.00010622447902708145,1.0577656697215066e-06,-4.026126921782339e-06,7.754009639837395e-09,-2.194753263481117e-10
37,O1,-15.3,5.0,0.1,-0.978231040106469,0.049431274006465596,-0.0008488755129751497,-0.0020666064685203106,0.00010542226248826147,1.0525007670954752e-06,-3.99316791232664e-06,7.727835602668275e-09,-2.17759242815074e-10
38,O1,-15.3,5.0,5.0,-0.6329114296215372,0.02588203384887431,-0.0003931539606511684,-0.0014113463329624893,3.0382574506545735e-05,5.307802430544197e-07,-1.2009043731572945e-06,4.410898769028822e-09,-6.976620286646447e-11
39,O1,-15.3,5.0,10.0,-0.370261882085856,0.011764264919991042,-0.0001701370892765279,-0.0011796240819198591,6.3077015864661665e-06,3.264540198512899e-07,-4.177735684593399e-07,2.416576805725173e-09,-2.7897542649476023e-11
40,O1,-15.3,5.0,25.0,-0.0471489506492448,-0.0034590583915758183,3.823429186718686e-05,-0.0011653379912964963,-2.0727121246860073e-06,2.2918718504482203e-07,-1.5591862625231224e-07,1.3554820141327466e-09,-1.2790881653378548e-11
41,O1,-15.3,5.0,50.0,0.125363641537516,-0.011387869073392225,0.00014072669249931837,-0.0012119372176254916,-2.8107369996060996e-06,2.1327284027111617e-07,-1.1389405508918638e-07,1.1235073699543955e-09,-1.0484395610269786e-11
42,O1,-15.3,5.0,75.0,0.18725198536948345,-0.014213676748306711,0.00017660651778847214,-0.001230043987264059,-2.8352347609944453e-06,2.1022621621229185e-07,-1.0369555541231198e-07,1.0643027179456697e-09,-1.0006475367799506e-11
43,O1,-15.3,5.0,100.0,0.21671324632575142,-0.015554900105020598,0.0001935343581345346,-0.0012385721834929175,-2.817543283441002e-06,2.0908823703757566e-07,-9.938767393857326e-08,1.0390066735703536e-09,-9.819219857179314e-12
44,O1,-15.3,5.0,250.0,0.2629907093450012,-0.017656148495296255,0.00021992684430775688,-0.0012517230432807706,-2.7599055807859893e-06,2.0762625212076964e-07,-9.314409129863314e-08,1.0023264579897176e-09,-9.566985641853515e-12
45,O1,-15.3,5.0,500.0,0.2754268816402653,-0.018219369744544772,0.00022697172001358892,-0.0012551922594049578,-2.7398860802510255e-06,2.072929700275572e-07,-9.154242609944696e-08,9.930478948397789e-10,-9.506836726930712e-12
46,O1,-15.3,5.0,1000.0,0.2809142554759751,-0.018468184620036066,0.00023008678936509283,-0.0012567197207588858,-2.729119399429945e-06,2.0715214767032592e-07,-9.087069217504828e-08,9.890001794642492e-10,-9.48116111000073e-12
47,O1,-15.3,5.0,5000.0,0.2849399314710207,-0.018651181731368188,0.0002323800514323748,-0.001257965674273865,-2.7196095187889614e-06,2.0707154964509857e-07,-9.040132588929538e-08,9.860653098050508e-10,-9.463567761289498e-12
48,O1,-15.3,7.0,0.0,-1.188439127361559,0.06690326271451415,-0.0012455122122047777,-0.0026767743613941306,0.00018306136632135906,1.5755644584209394e-06,-7.203686624614936e-06,8.24879209604356e-09,-3.985955955801948e-10
49,O1,-15.3,7.0,0.1,-1.1854593321991491,0.06664097524843378,-0.001239236582101856,-0.0026664471647007584,0.0001817445958920186,1.5663655264584166e-06,-7.147917495013384e-06,8.262820738509107e-09,-3.952720248832428e-10
50,O1,-15.3,7.0,5.0,-0.7735427030180226,0.03471352023511314,-0.0005523024923981605,-0.0016298397253319697,5.3973656306852804e-05,7.029193519524651e-07,-2.0338505408632293e-06,5.827357454361056e-09,-1.133882953923507e-10
51,O1,-15.3,7.0,10.0,-0.46792398085092773,0.016711905413762978,-0.00024403795407221314,-0.0012387813064069727,1.2707725204435681e-05,3.863395283355292e-07,-6.174515401126345e-07,3.0269606524877803e-09,-3.883294459002619e-11
52,O1,-15.3,7.0,25.0,-0.11566227305000658,-0.0002940373224885452,-3.517469003165945e-06,-0.0011523453831382882,-1.3193964402805674e-06,2.4030623196396383e-07,-1.8296137857877056e-07,1.4904743724404419e-09,-1.4373481827940544e-11
53,O1,-15.3,7.0,50.0,0.07743335247301783,-0.009191895274241026,0.00011261540088346003,-0.0011979965309663328,-2.724241942628983e-06,2.1640785150766147e-07,-1.2306444020291207e-07,1.1764186382804972e-09,-1.0954678940358027e-11
54,O1,-15.3,7.0,75.0,0.15159962632749757,-0.012587055880458666,0.00015598965884012705,-0.0012195958731603062,-2.8335086007402428e-06,2.1185828012650516e-07,-1.0935159153840802e-07,1.0973688449340932e-09,-1.0266223887723024e-11
55,O1,-15.3,7.0,100.0,0.18832557989826035,-0.014262601777993347,0.00017722521780761972,-0.0012303564400163837,-2.834873854207612e-06,2.101815498775403e-07,-1.0353361222376222e-07,1.0633512877849735e-09,-9.999240785354375e-12
56,O1,-15.3,7.0,250.0,0.24831546167622276,-0.016990690432121862,0.0002115869589086806,-0.0012476085995001163,-2.781222433728924e-06,2.0805327617161987e-07,-9.507547314998146e-08,1.013589364058768e-09,-9.642052315694106e-12
57,O1,-15.3,7.0,500.0,0.2649768455583717,-0.017746231378688637,0.00022105569546690946,-0.0012522795897325963,-2.7565098108775037e-06,2.0757104906954214e-07,-9.289131430692953e-08,1.0008201004263124e-09,-9.557153173772731e-12
58,O1,-15.3,7.0,1000.0,0.27241922541566443,-0.01808315620779261,0.00022526817121664577,-0.001254355640083002,-2.745056122324622e-06,2.0737166813905907e-07,-9.19233429415471e-08,9.952736184053083e-10,-9.521124887969291e-12
59,O1,-15.3,7.0,5000.0,0.2778865183225716,-0.01833073476635596,0.00022836391618017319,-0.0012558754146498267,-2.735608867477014e-06,2.0722966518573115e-07,-9.12317662480294e-08,9.912382183568195e-10,-9.495281008409836e-12
60,O1,-15.3,11.0,0.0,-1.5235209013514428,0.09958260481833428,-0.002095248900756041,-0.004068651973705049,0.00036855334618821235,2.9540655973928884e-06,-1.5671535778270016e-05,7.468296634295877e-10,-9.478313116336233e-10
61,O1,-15.3,11.0,0.1,-1.5199083862911285,0.099197897279228,-0.002084470602650942,-0.004050171588020721,0.00036611790795722525,2.9336987112408653e-06,-1.5553851434451814e-05,8.975367153798744e-10,-9.39145260452822e-10
62,O1,-15.3,11.0,5.0,-1.0064669138113054,0.05163913429839449,-0.0008964654579215705,-0.0021384394047389396,0.00011431079951600636,1.111733246001236e-06,-4.346874915032891e-06,7.91673005908778e-09,-2.370094455679612e-10
63,O1,-15.3,11.0,10.0,-0.6219321376377617,0.025234326092520586,-0.0003820785140722205,-0.001397028201232842,2.889373449612376e-05,5.193341459909876e-07,-1.1502667058640848e-06,4.307125023043471e-09,-6.710561262521574e-11
64,O1,-15.3,11.0,25.0,-0.21632814603325579,0.004395716525519015,-6.665626307016222e-05,-0.0011452984461299818,5.483260878147681e-07,2.6437038890953546e-07,-2.425485801113672e-07,1.761338454535091e-09,-1.7895742848716304e-11
65,O1,-15.3,11.0,50.0,0.0016034815766993056,-0.005706921687368319,6.75895695807399e-05,-0.0011771677397254287,-2.413823935137015e-06,2.2322810710778082e-07,-1.4115631493631472e-07,1.2767397543093978e-09,-1.1942789623760113e-11
66,O1,-15.3,11.0,75.0,0.09185227938480581,-0.00985299986302538,0.00012109647068637638,-0.0012021385037695015,-2.759513706974667e-06,2.1538307491601303e-07,-1.2014681914429095e-07,1.1598809523330172e-09,-1.0802689515780818e-11
67,O1,-15.3,11.0,100.0,0.13902960656801197,-0.012012880733459758,0.00014869459620192897,-0.0012159299103625203,-2.8237054047945557e-06,2.1251036720841799e-07,-1.1151714383431707e-07,1.1096478002859184e-09,-1.0367502334975203e-11
68,O1,-15.3,11.0,250.0,0.22104894864363878,-0.015752095896901,0.00019601836566629342,-0.0012398212317797253,-2.8134358801953713e-06,2.089356114315805e-07,-9.87808048014026e-08,1.0354171303987856e-09,-9.79354255507053e-12
69,O1,-15.3,11.0,500.0,0.2451606911466538,-0.016847739350772425,0.00020979365657442547,-0.0012467729549027876,-2.784186037115813e-06,2.0815724627367356e-07,-9.55029069223237e-08,1.016004169316392e-09,-9.65908386693442e-12
70,O1,-15.3,11.0,1000.0,0.2561372988606468,-0.017345344336887333,0.00021603161154831402,-0.0012498035739161996,-2.7706714073849377e-06,2.078216332627609e-07,-9.403091850509343e-08,1.0075552534342175e-09,-9.601515846261015e-12
71,O1,-15.3,11.0,5000.0,0.2642933007008799,-0.017715222889973552,0.00022066706034905067,-0.0012520880561744992,-2.757706256618644e-06,2.075900109494751e-07,-9.29778874736286e-08,1.0013385682264328e-09,-9.560530585917621e-12
72,O1,-15.3,16.0,0.0,-1.8477267844629783,0.13652754851322998,-0.003194311671630628,-0.006054513664717727,0.0006330036823648454,5.368338942415946e-06,-2.8991300217163484e-05,-2.6915243844664515e-08,-2.0450068967618005e-09
73,O1,-15.3,16.0,0.1,-1.843587654734963,0.13602147254137215,-0.0031783873781040706,-0.006024506203840018,0.0006290449178063606,5.328139113243938e-06,-2.8781407149450183e-05,-2.6380791547564418e-08,-2.025705550137745e-09
74,O1,-15.3,16.0,5.0,-1.2451681245167292,0.07202395165050834,-0.001369901118168224,-0.0028732197021590126,0.00020882279462890388,1.7541781831251684e-06,-8.321119737476282e-06,7.899794794778836e-09,-4.6487485915546116e-10
75,O1,-15.3,16.0,10.0,-0.7778155930555273,0.03499787532820558,-0.000557669322280503,-0.0016374818013821853,5.4829324151521807e-05,7.089295924997759e-07,-2.0650077014676715e-06,5.871649788865327e-09,-1.1502176240957529e-10
76,O1,-15.3,16.0,25.0,-0.30782612452098174,0.008729716290694833,-0.00012671535481068266,-0.0011577421308205003,3.4388058258896356e-06,2.9694515260798655e-07,-3.303639167840879e-07,2.1091188383946807e-09,-2.2970945469247065e-11
77,O1,-15.3,16.0,50.0,-0.07014195615298419,-0.0023984469040260036,2.4308137655491164e-05,-0.0011603896377098894,-1.8543736168615132e-06,2.3250755615582607e-07,-1.640865130415411e-07,1.3968719229687502e-09,-1.3263304929142332e-11
78,O1,-15.3,16.0,75.0,0.03211289243347613,-0.007110574671292699,8.579044781735311e-05,-0.0011852856765505754,-2.5679497719116495e-06,2.2016908352665039e-07,-1.3326466394493354e-07,1.2335735833030157e-09,-1.1503299234035043e-11
79,O1,-15.3,16.0,100.0,0.08785631198889918,-0.009669654428078624,0.0001187463564586093,-0.0012009836656848665,-2.750852192971566e-06,2.1565827034357624e-07,-1.2094203560922905e-07,1.1644010346037151e-09,-1.084369922231741e-11
80,O1,-15.3,16.0,250.0,0.1903062030555874,-0.014352851381239692,0.00017836626270838888,-0.0012309325685246912,-2.8341489550850844e-06,2.1009980760560118e-07,-1.032358983348051e-07,1.0616021403916764e-09,-9.985979049750062e-12
81,O1,-15.3,16.0,500.0,0.22217252695723083,-0.015803194859120125,0.00019666191167390487,-0.0012401449211027643,-2.8122991191137396e-06,2.0889667727360746e-07,-9.862490196061474e-08,1.034492065963876e-09,-9.786963742631686e-12
82,O1,-15.3,16.0,1000.0,0.2369972150888489,-0.016477541129524053,0.00020515085895482613,-0.0012444661572293167,-2.7935289293831315e-06,2.08412568315883e-07,-9.663196937107608e-08,1.022464195499022e-09,-9.703230857540199e-12
83,O1,-15.3,16.0,5000.0,0.24816124337911816,-0.016983705288807868,0.00021149950686074844,-0.0012475662304966652,-2.781382292667224e-06,2.080580606132523e-07,-9.509692912166747e-08,1.013708525398975e-09,-9.642868723591981e-12
84,O1,-15.3,25.0,0.0,-2.2787341916298147,0.19291275108488706,-0.0050934920403553595,-0.010019563332791822,0.001136306084741095,1.1601633166178941e-05,-5.68581424318506e-05,-1.2307916332158482e-07,-5.345197552369531e-09
85,O1,-15.3,25.0,0.1,-2.274193795253438,0.19228673076563405,-0.005071236307970163,-0.00996826261367433,0.0011300316957985155,1.1510166772726625e-05,-5.6498349835453344e-05,-1.2158565479434935e-07,-5.293016370575213e-09
86,O1,-15.3,25.0,5.0,-1.5871671122874413,0.10643800233990365,-0.002289097757267011,-0.00440305196943756,0.0004134253469833596,3.32417139715368e-06,-1.784296431363288e-05,-2.665858564988401e-09,-1.1067483171207062e-09
87,O1,-15.3,25.0,10.0,-1.0085635270216917,0.05180583150304798,-0.0009001010776696736,-0.002143887395849325,0.00011497724010277007,1.116272577601527e-06,-4.374266152185747e-06,7.935214565188478e-09,-2.385067897011784e-10
88,O1,-15.3,25.0,25.0,-0.4298696375067229,0.014749352723151213,-0.00021421926514714434,-0.001211976438722801,9.904573830515015e-06,3.608983987175264e-07,-5.291447498859812e-07,2.7697953220303458e-09,-3.4038504795855957e-11
89,O1,-15.3,25.0,50.0,-0.1647394011853718,0.0019863830803536404,-3.4023154501327154e-05,-0.001146685866785484,-5.464521622892592e-07,2.5070491713541255e-07,-2.0831845896686044e-07,1.6099685898901038e-09,-1.5875408251097683e-11
90,O1,-15.3,25.0,75.0,-0.0499744876978976,-0.003328980983401405,3.652662278558718e-05,-0.0011646939079057897,-2.04711075041518e-06,2.2957260641890063e-07,-1.568638287466723e-07,1.360339397759396e-09,-1.2845985795325963e-11
91,O1,-15.3,25.0,100.0,0.014967302822037619,-0.006321975450156216,7.557550726732094e-05,-0.001180668946679776,-2.4866977308196266e-06,2.218308939916562e-07,-1.375802803862211e-07,1.2573106242735372e-09,-1.1742567263874239e-11
92,O1,-15.3,25.0,250.0,0.14233464014784314,-0.01216391878004694,0.00015061498393571717,-0.0012168929843041994,-2.8266208263274398e-06,2.1233470072330687e-07,-1.1094083537128309e-07,1.1063815996116904e-09,-1.0340341971582626e-11
93,O1,-15.3,25.0,500.0,0.18501384553301534,-0.014111670481786987,0.0001753162646795554,-0.0012293923063127691,-2.835912085222838e-06,2.1032015550245296e-07,-1.0403446504806008e-07,1.0662936339976602e-09,-1.002166271231752e-11
94,O1,-15.3,25.0,1000.0,0.2055139223710981,-0.015045365789011495,0.00018711115097739032,-0.0012353403257535267,-2.826200812712643e-06,2.0949974649906667e-07,-1.0099126715250734e-07,1.0484297736417086e-09,-9.88771515005037e-12
95,O1,-15.3,25.0,5000.0,0.22123619745167583,-0.015760611837058486,0.00019612562018777807,-0.0012398751884015998,-2.813248200346521e-06,2.089291062388198e-07,-9.875478391186036e-08,1.0352627887416044e-09,-9.792444014649481e-12
96,O1,-15.3,37.0,0.0,-2.6848192608993515,0.2525062664121399,-0.0073250666603325975,-0.015604946131954171,0.001787801420116322,2.3049336630879306e-05,-9.604324215439384e-05,-3.159032115281725e-07,-1.2530329520244077e-08
97,O1,-15.3,37.0,0.1,-2.680066726344483,0.2517776971045132,-0.007296644452134464,-0.015526982308703296,0.0017791236445184324,2.2870859475455412e-05,-9.55047337699578e-05,-3.1288638095620865e-07,-1.2409751395740764e-08
98,O1,-15.3,37.0,5.0,-1.9356106613935316,0.1473815439130671,-0.0035408058753601574,-0.006726696441406706,0.0007208694463686932,6.29849598776058e-06,-3.365133305976547e-05,-3.987952684772325e-08,-2.4998487716279393e-09
99,O1,-15.3,37.0,10.0,-1.259844818934782,0.07337670220667034,-0.001403375340175065,-0.0029264515058119635,0.0002158532323348149,1.8034416894287165e-06,-8.628941702425224e-06,7.755012888410086e-09,-4.83471737707095e-10
100,O1,-15.3,37.0,25.0,-0.5546469526424157,0.021386120787749253,-0.0003179843314893765,-0.0013181064619438056,2.079036626400012e-05,4.550727675966639e-07,-8.790180464748801e-07,3.7036635995645055e-09,-5.280865291810249e-11
101,O1,-15.3,37.0,50.0,-0.25581033057706964,0.006253297804302925,-9.215053706216642e-05,-0.0011480667535619087,1.6307961842752282e-06,2.7699946811883373e-07,-2.755619531377384e-07,1.8976606682342193e-09,-1.9818980708675918e-11
102,O1,-15.3,37.0,75.0,-0.13060447987249646,0.0003985102153387855,-1.2734653961205736e-05,-0.0011502155267682725,-1.1082410268933805e-06,2.4323425056134986e-07,-1.9008866232066157e-07,1.5247902540427956e-09,-1.4794076991702644e-11
103,O1,-15.3,37.0,100.0,-0.058706638246309124,-0.0029263610881698284,3.1252214185842495e-05,-0.0011627774581107922,-1.966340312991162e-06,2.3080603898685984e-07,-1.5994890141167396e-07,1.3758629304608619e-09,-1.3021544213717645e-11
104,O1,-15.3,37.0,250.0,0.08926476850795091,-0.009734168821555944,0.00011957311039372198,-0.0012013837089927808,-2.7543083205252275e-06,2.155593117764582e-07,-1.2065818426087564e-07,1.1628076090164874e-09,-1.0829071784112318e-11
105,O1,-15.3,37.0,500.0,0.14214689504535993,-0.012155339518716913,0.00015050590643511132,-0.001216838191348946,-2.82646770787828e-06,2.1234460140346296e-07,-1.1097329469118659e-07,1.1065665465158218e-09,-1.0341875134150602e-11
106,O1,-15.3,37.0,1000.0,0.16839464104915328,-0.013353572126544104,0.00016570653316324316,-0.0012245748957576714,-2.8383469615534894e-06,2.1106008585182192e-07,-1.0656644499466461e-07,1.0813730218760506e-09,-1.0139332214882704e-11
107,O1,-15.3,37.0,5000.0,0.18892781677278864,-0.014290044793032813,0.0001775722191281256,-0.0012305316688159677,-2.834661466072285e-06,2.101566052472893e-07,-1.0344294832538724e-07,1.062818597817206e-09,-9.995196741919469e-12
108,O1,-15.3,55.0,0.0,-3.1094433033385593,0.32010242852079046,-0.01006120395045572,-0.023971900224938936,0.0026589879851972495,4.48368379994941e-05,-0.00015214319934430092,-6.683130075141485e-07,-2.875343743032338e-08
109,O1,-15.3,55.0,0.1,-3.104634427003079,0.3193116027866578,-0.010028336255634122,-0.02385802722703091,0.002648563481136892,4.450589632530481e-05,-0.00015141975913894885,-6.64047441078985e-07,-2.8486673236656668e-08
110,O1,-15.3,55.0,5.0,-2.3242130194328596,0.19929704509432156,-0.005322531967551715,-0.010545033195464487,0.0012005665754835433,1.2554025876307225e-05,-6.0588262444882385e-05,-1.3898286526113452e-07,-5.894167032441683e-09
111,O1,-15.3,55.0,10.0,-1.5631996552289171,0.10383106166972166,-0.002214765135481037,-0.0042736968906720435,0.00039615142485771777,3.179156215196497e-06,-1.700203413310691e-05,-1.283975534430397e-09,-1.0440943372488851e-09
112,O1,-15.3,55.0,25.0,-0.7056280277612821,0.03032261393716838,-0.0004713062370092018,-0.0015161763700463579,4.14945211424119e-05,6.136718932856517e-07,-1.5867420344743878e-06,5.1294498235188345e-09,-8.997270478197467e-11
113,O1,-15.3,55.0,50.0,-0.35704982084857356,0.011115317541823322,-0.00016074381209038637,-0.0011740028678236222,5.628638749174109e-06,3.1967261729316167e-07,-3.969937994282376e-07,2.3463966405519636e-09,-2.673758168973769e-11
114,O1,-15.3,55.0,75.0,-0.21970674301045226,0.004554022458023126,-6.88177836484514e-05,-0.001145385731555042,6.320020736877257e-07,2.653702769696685e-07,-2.451092227230586e-07,1.772271067659456e-09,-1.8046262763226813e-11
115,O1,-15.3,55.0,100.0,-0.14118614690636427,0.0008919099609684218,-1.934170538531002e-05,-0.0011488937432024716,-9.514794547275e-07,2.4541448014043226e-07,-1.9542057129647267e-07,1.550324182231558e-09,-1.5108651215576105e-11
