operator,binding_energy,repressor,inducer_uM,m0p0,m1p0,m2p0,m3p0,m4p0,m5p0,m6p0,m0p1,m1p1,m0p2,m2p1,m1p2,m0p3,m3p1,m2p2,m1p3,m0p4,m4p1,m3p2,m2p3,m1p4,m0p5,m5p1,m4p2,m3p3,m2p4,m1p5,m0p6
O1,-15.3,1.0,0,1.0000005720686052,7.221741183711179,123.92827668630389,2947.6176681283823,87363.05520218318,3045902.504172786,120531714.31136772,4137.299264626931,34840.91045523766,23354398.026608977,647931.5978648476,212707952.06425598,147496355303.81326,16368547.075360028,4119438464.9738307,1448190111368.048,1009177653642046.2,506783819.6258665,107365046890.2606,29067107173479.246,1.066092018513038e+16,7.372390263150283e+18,18235364723.932613,3404503332788.366,777824245475939.5,2.2150331471805414e+17,8.368165135389039e+19,5.7081153395356976e+22
O1,-15.3,1.0,0.1,0.9999989094497042,7.2396664104024415,124.3418439171747,2958.922740113805,87727.03304335705,3059319.391773289,121084511.38968532,4147.56899472575,35007.011621331956,23465899.66760919,651535.4574090061,214180848.91671136,148526026274.1821,16466930.49031474,4151009752.12018,1461200255220.5146,1018348324734484.6,509976556.1737044,108231288344.57213,29348078511527.637,1.0777593673399044e+16,7.45414751847371e+18,18353954257.94826,3432834697797.931,785624737974009.5,2.2406662472229997e+17,8.475325280943682e+19,5.782246954503107e+22
O1,-15.3,1.0,5,1.0000040237326395,10.159823385546321,194.23222933160577,4911.160654747166,151515.97673784674,5436388.412730791,219848869.58961326,5820.508178591087,66873.3016346472,44876017.16961556,1373124.020908694,546262168.3804649,382059363682.68964,36622270.59916471,11587597726.208332,4904757026974.617,3471563475906597.0,1173681879.8557076,316892107625.3535,106953200835543.6,4.693839170344383e+16,3.3172477888041484e+19,43259632708.31931,10351277350472.84,2985767991328364.5,1.0514374673602661e+18,4.722406986606422e+20,3.309140329068354e+23
O1,-15.3,1.0,10,0.9999960180899392,12.793456147709547,260.2816375510875,6806.5371577361975,214583.4617810175,7817978.8443462,319814551.09186643,7329.3062223677925,103456.34629992027,69487861.49746372,2246497.181996567,1022975495.5861,720401400171.8196,61689359.84343594,22822675903.49857,11004956033127.59,7885032307566475.0,2013265021.3083284,640061513818.2698,250998952757946.94,1.2493235216526653e+17,8.978436661746742e+19,75137143669.5679,21226159516412.69,7158693418706915.0,2.9121682901087437e+18,1.4765734200836321e+21,1.0560720653636495e+24
O1,-15.3,1.0,25,0.9999994871298019,15.129853760097292,320.36529480327766,8555.74074047828,273354.04156904697,10053047.486399438,414140105.8116258,8667.817064781404,141751.53421278117,95273308.5118161,3189097.937915476,1604914347.1660314,1136464983558.9756,89157929.31180762,36952616016.051956,19618930636758.8,1.4193872769396956e+16,2941937221.760459,1052168992421.6942,459983124281649.4,2.512315264864912e+17,1.8292508322372482e+20,110624349989.69193,35206351263436.914,1.3284491335220046e+16,5.998483652354854e+18,3.325474615109999e+21,2.4160611450363161e+24
O1,-15.3,1.0,50,0.9999995487623106,15.741165839348678,336.25715668868116,9021.274844333215,289060.55424466607,10652187.44573679,439484222.4569476,9018.034283112655,152639.0246575593,102606817.27366607,3460776.8881265223,1783466431.410961,1264621082376.3965,97128101.61809826,41345877054.971405,22458183074675.72,1.6286687469799954e+16,3212498688.945643,1181070866618.4307,529686422696771.94,2.9573576551785926e+17,2.1601309033516414e+20,120992093217.56438,39594272333573.445,1.533775547215501e+16,7.097262973347525e+18,4.018593984429275e+21,2.930662260138042e+24
O1,-15.3,1.0,75,1.0000022741335752,15.88758030602431,340.0722279511199,9133.182769694404,292839.5900179525,10796437.350307716,445589198.7326264,9101.910909005874,155298.41071613762,104398213.18006481,3527343.97603012,1827887384.7222354,1296535348594.4402,99083911.91341208,42442200083.75038,23177019747447.15,1.6817403275130248e+16,3278953105.5580225,1213281868697.2617,547382423952900.0,3.071910708738849e+17,2.2454756153290025e+20,123540177876.82448,40691617779088.64,1.5859616837943996e+16,7.380769050989402e+18,4.1997895221084716e+21,3.0655107373478837e+24
O1,-15.3,1.0,100,1.000001504193628,15.947288933899365,341.62912709133263,9178.869001109068,294382.7667483622,10855352.914389066,448082987.38025635,9136.121838520286,156389.00538797854,105132903.21034808,3554665.344017541,1846195612.7183943,1309692681374.9094,99886963.24051544,42894419520.38885,23474699268478.117,1.7037278963718606e+16,3306245766.177459,1226573280475.9375,554715917085224.3,3.119561350088899e+17,2.280996705232594e+20,124586843054.64503,41144514666175.77,1.6075948111420468e+16,7.49877455701783e+18,4.2754787270314893e+21,3.121876556779178e+24
O1,-15.3,1.0,250,1.0000004761390855,16.03008455343163,343.78893124324554,9242.262654045182,296524.41372638196,10937126.768841166,451544643.9781128,9183.555182851806,157906.70696397164,106155289.62183417,3592708.397906343,1871760106.808638,1328067868185.0894,101005467.39818303,43526227328.750046,23891711534052.35,1.7345389558217846e+16,3344265923.249775,1245147741724.659,564994429501434.1,3.18651953933136e+17,2.3309298507772818e+20,126045072529.90146,41777519402222.9,1.6379217131223122e+16,7.664667907886705e+18,4.3821444274655776e+21,3.2013460490244584e+24
O1,-15.3,1.0,500,1.0000015498946313,16.05029274155449,344.31614244692406,9257.738654453311,297047.28337415634,10957092.510466052,452389874.8408165,9195.132126516424,158277.9236758833,106405357.06648393,3602016.7017625785,1878027169.6655583,1332573049935.217,101279188.6736349,43681171580.24846,23994170458385.996,1.7421107752925422e+16,3353571242.5648365,1249703699615.7175,567520712116753.1,3.203006459111049e+17,2.3432281327417373e+20,126401995903.47308,41932798202397.93,1.645376595994949e+16,7.705527874162513e+18,4.4084619970899366e+21,3.2209597592459157e+24
