operator,binding_energy,repressor,inducer_uM,lambda_m0p1,lambda_m0p2,m0p3,m1p0,m1p1,m1p2,m2p0,m2p1,m3p0
O1,-15.3,610.0,0.0,-0.08124141900034833,1.6193430901652872e-06,1100949.4417913104,0.019208106848673964,3.8820131885496583,1570.4469865190204,0.0788830482381863,17.571731633983937,0.5962889239883944
O1,-15.3,610.0,0.1,-0.08089099823699947,1.6123316949540308e-06,1106565.6109419076,0.01929471220724396,3.900867699429592,1578.462265374937,0.07924571966375463,17.658806096287094,0.5990850386987367
O1,-15.3,610.0,5.0,-0.03953771793804427,7.855299585469317e-07,2656480.8085226445,0.04034516206067763,8.843303538446317,3791.2817685424293,0.16924711156671576,40.97875690357003,1.3076096878205907
O1,-15.3,610.0,10.0,-0.01775359705216827,3.5013061627746775e-07,8061843.992602402,0.09103802149750884,23.68217542777911,11511.989738466797,0.4008880811939969,115.69725386594506,3.2533970643440844
O1,-15.3,610.0,25.0,-0.004545455213707211,8.624424662613221e-08,95308625.80150664,0.36193379599179104,173.000785456366,135885.3586735627,1.9725585755863244,1059.5496630304401,19.65950047095409
O1,-15.3,610.0,50.0,-0.001305403389898792,-1.481994439522386e-07,981497949.3352534,0.985616301802806,959.3828492467836,1393355.8689453942,7.386443089170939,8156.862128302838,97.05185323882263
O1,-15.3,610.0,75.0,-0.00044398542830523285,-1.6217656685970435e-07,3561136047.748535,1.6235386222602797,2388.2320023026314,5040631.45367538,14.906842011139148,24902.112202955668,229.40451763888814
O1,-15.3,610.0,100.0,-0.00016197177412713133,-1.3010200996122883e-07,7963311840.104586,2.195943477196875,4193.459044701494,11247708.873888718,22.921566335149077,49615.60030986668,387.0337907491178
O1,-15.3,610.0,250.0,0.00012897445925302777,-6.414187236478865e-08,47951554388.854065,4.2601654809752825,14614.279632522957,67291411.76778921,58.22404289529899,223620.14433267424,1174.083906147074
O1,-15.3,610.0,500.0,0.00018214051709164916,-4.77071052699099e-08,96558036240.47473,5.516373080243561,23780.093273178365,135011751.73646083,82.7819278574152,396471.21811508393,1765.7123028550504
O1,-15.3,610.0,1000.0,0.00020190517303817306,-4.081658290519814e-08,138869438208.207,6.313304548074813,30634.922128827515,193739594.60398895,99.12497083150707,531992.2986001607,2170.3871169757244
O1,-15.3,610.0,5000.0,0.0002173675994944008,-3.61911314619722e-08,186272740010.9058,7.044809470607016,37608.40745415103,259349833.89378333,114.52658887364166,673622.1109247705,2557.51105127939
O1,-15.3,870.0,0.0,-0.11388841548913835,2.2721546962619085e-06,742359.5456380139,0.01347311948254595,2.6604659916628943,1058.7434138723318,0.055006585522894655,11.964129197261396,0.4132865575881493
O1,-15.3,870.0,0.1,-0.1134049915943212,2.262485040327274e-06,746023.1599120843,0.013533891293640885,2.673131501647973,1063.970591702218,0.05525815357950673,12.021921959153874,0.41520353703921065
O1,-15.3,870.0,5.0,-0.055852323385146195,1.111700060269989e-06,1724781.9712290615,0.028311673017455376,5.930271514973443,2460.926582577102,0.11734754378511772,27.118655726983892,0.8955214417207297
O1,-15.3,870.0,10.0,-0.02514920337337169,4.979214237895553e-07,4861857.718996516,0.0639519845984269,15.237512680242133,6941.170375341869,0.2745217630703512,72.40878536819145,2.1712641954741136
O1,-15.3,870.0,25.0,-0.006400681350008771,1.233441707896875e-07,47083559.80490416,0.25568866066881313,100.41867251753338,67188.26306784405,1.2919111609585927,568.0471478063704,11.99327823729832
O1,-15.3,870.0,50.0,-0.00228274443497735,-3.798511732630755e-09,431204442.269115,0.7054829956432348,530.4875275149857,613175.7050448495,4.678895623038942,3981.2903817006813,55.523877308301536
O1,-15.3,870.0,75.0,-0.000924037141680998,-1.7219721714670829e-07,1544123822.9747162,1.1780020257914003,1324.5811995445156,2189914.7599110617,9.471555104756183,12092.624523682742,131.6581007424296
O1,-15.3,870.0,100.0,-0.00045156216523960317,-1.6272318487708343e-07,3501261362.754568,1.6131400800414055,2359.970353984133,4956088.972826125,14.771258728979115,24541.207300093713,226.85931902342045
O1,-15.3,870.0,250.0,5.0309667768449845e-05,-8.660637660746556e-08,23497912584.097992,3.276455006618808,8903.67046478583,33072833.94339981,40.40295994231821,123696.24615223301,763.4672432394548
O1,-15.3,870.0,500.0,0.00013481864941751413,-6.231368171313733e-08,51298957248.20995,4.3673834460995336,15315.93697876669,71966229.60528521,60.25051998029794,236399.04332697886,1221.9465135138253
O1,-15.3,870.0,1000.0,0.00016670014325172012,-5.212664445820991e-08,77827714390.74875,5.093366096988807,20465.46195207373,108953465.48028538,74.32792112238963,332642.6802195865,1559.4585006827676
O1,-15.3,870.0,5000.0,0.00018857263461206713,-4.504870072816986e-08,109745105463.54834,5.784480479174077,25998.16970188979,153334314.32054123,88.22338688521889,439850.61569842923,1899.6483529724226
O1,-15.3,22.0,0.0,-0.0032192668134697886,5.95450669982562e-08,205939982.43973067,0.5142691898333632,308.45443592181607,293251.7173281195,3.08185576796423,2085.163544483471,33.47659496023649
O1,-15.3,22.0,0.1,-0.003205808612094193,5.92861576102516e-08,207983150.94405288,0.5165078186961789,310.7196775921889,296155.9757332546,3.099272748460149,2103.28866019036,33.70451082356223
O1,-15.3,22.0,5.0,-0.0011801915135411958,-1.5820314885761015e-07,1126104860.1424284,1.0407884723155478,1058.2595927813236,1598173.1840922525,7.966674651073973,9192.673614647738,106.4823464495874
O1,-15.3,22.0,10.0,-0.00017422259533974164,-1.320381105489211e-07,7614522859.055498,2.159622566193492,4064.468475551804,10756434.51730344,22.383313704521388,47757.692266091726,376.0666737552076
O1,-15.3,22.0,25.0,0.00019440187152689844,-4.3177169763908013e-08,121373432100.4401,6.004877474708122,27888.71195778868,169476330.00222594,92.7408309446753,477196.11910762213,2011.4699823046712
O1,-15.3,22.0,50.0,0.0002588395707640883,-2.630621799206685e-08,429855091358.507,9.664047588982132,67609.35172222025,594381239.0790715,171.92208062311414,1309836.9345757144,4033.189276115144
O1,-15.3,22.0,75.0,0.00027968267082388506,-2.30753807948993e-08,634128056125.6919,11.223522477988023,88950.33450386368,873481229.9765918,207.2563000589348,1778801.9033387818,4958.747578326436
O1,-15.3,22.0,100.0,0.00029016800907367,-2.1887165560533806e-08,753826245774.3951,12.003629388961205,100533.00150983699,1036452496.9267565,225.16170225917625,2037062.5653198212,5431.154591266054
O1,-15.3,22.0,250.0,0.000307743486422198,-2.038960278984521e-08,973905505398.9396,13.271368569872026,120582.48478159786,1335206505.202107,254.5216542317847,2488856.448599048,6209.649568735132
O1,-15.3,22.0,500.0,0.00031274536033044003,-2.0054946252385304e-08,1040014490299.9086,13.61983561996657,126350.9721273502,1424752555.6853852,262.6414270622456,2619788.715064967,6425.682457268825
O1,-15.3,22.0,1000.0,0.0003149973132077806,-1.9915569701237434e-08,1070170722576.2118,13.77466609154368,128948.78112865928,1465572569.8299336,266.25539780997553,2678876.263599169,6521.926786662826
O1,-15.3,22.0,5000.0,0.0003168336401874527,-1.9824704137383376e-08,1092579180774.63,13.888143508946412,130866.2200089266,1495894341.7506402,268.90647152747374,2722535.7686715964,6592.562735780944
O1,-15.3,60.0,0.0,-0.008452268289601026,1.643175842542358e-07,27741174.06131436,0.1929254017840568,66.0307216063853,39604.44005212975,0.9280017210643496,354.58409166283053,8.217228125181824
O1,-15.3,60.0,0.1,-0.008415066216275163,1.6356750185771392e-07,27965512.261990607,0.19378471656024746,66.45886934462484,39924.50319626969,0.9327863923596392,357.1479550647969,8.265193093511279
O1,-15.3,60.0,5.0,-0.004120438608546499,7.772411350218319e-08,117947381.43307476,0.3999134752011805,203.31810283640462,168108.61430808852,2.234817269130869,1278.2008033218285,22.792110622462047
O1,-15.3,60.0,10.0,-0.0016107850561106836,-1.1495290595463851e-07,728950133.8954077,0.8748930492264774,775.2187864778209,1035478.3312310434,6.267278348791343,6295.211821971334,79.35382199314928
O1,-15.3,60.0,25.0,1.3253961155836675e-05,-9.561642784771854e-08,18349161435.267326,2.99109101992688,7497.65394060755,25849105.921381325,35.538958878456825,100541.21112591565,655.4309136601631
O1,-15.3,60.0,50.0,0.00019824814709467579,-4.1961172440824245e-08,129948831846.0435,6.159226778644499,29248.446692375677,181372075.6683699,95.92692679815345,504250.1731439922,2090.655125871453
O1,-15.3,60.0,75.0,0.00023608113147266402,-3.11663939028822e-08,271852620053.34235,8.120437969914377,49002.046649202675,377409859.6347782,137.73053470017877,911000.7299772052,3148.8245942368517
O1,-15.3,60.0,100.0,0.0002540708062717852,-2.7234789292606156e-08,390365921519.3691,9.3149828138291,63176.474304993564,540256905.503087,164.1128371888569,1213815.2626428285,3830.0788816855684
O1,-15.3,60.0,250.0,0.0002857304774587413,-2.235853139203631e-08,702012284896.1877,11.67536763240762,95587.47556143113,965952879.2722588,217.61085551890832,1926516.1637837768,5231.695645198863
O1,-15.3,60.0,500.0,0.00029611191440292355,-2.131872012530152e-08,825805524945.2979,12.438952081644382,107249.35339058087,1134281245.3753018,235.20944017922278,2187793.17776452,5697.0744073676815
O1,-15.3,60.0,1000.0,0.0003010695924682043,-2.0894983983030424e-08,887859575628.4996,12.797239987203248,112910.13309952412,1218525683.3179414,243.5065465904483,2315331.4015067937,5917.067255967121
O1,-15.3,60.0,5000.0,0.0003048604350856953,-2.059925469407033e-08,936407826583.8496,13.067779539747765,117262.91685818006,1284377152.5009904,249.7870402737868,2413687.83146924,6083.818756456338
O1,-15.3,124.0,0.0,-0.01720059053533892,3.390784732584099e-07,8458191.136990083,0.09400046489973476,24.677566993055,12078.098555550603,0.4150665990496766,120.9170436095586,3.377717905616482
O1,-15.3,124.0,0.1,-0.017124557712538173,3.3756085714370565e-07,8515369.413772713,0.0944220810590163,24.82038156259893,12159.766072766664,0.4170901893736024,121.66785515919044,3.395507397639485
O1,-15.3,124.0,5.0,-0.00830814527880098,1.6143600496164329e-07,28633145.82431264,0.19631817655895206,67.72804913670655,40876.99510286161,0.9469250355947404,364.7631966557538,8.407205367479031
O1,-15.3,124.0,10.0,-0.003776702265435384,7.081996614779492e-08,143116975.59808627,0.4370284016200516,235.16370283326248,203919.73510852933,2.500418309378483,1515.0994272160349,26.053709792375113
O1,-15.3,124.0,25.0,-0.00044587133376888495,-1.6231398667512481e-07,3546079828.1700845,1.6209345198109169,2381.1391329961925,5019372.598422743,14.872851454219589,24811.44461492768,228.76599323389922
O1,-15.3,124.0,50.0,0.00010027404448135525,-7.263646452162179e-08,35750459717.12915,3.8236930057626166,11917.321254185124,50234396.08462621,50.13441029130318,175428.03364632686,985.196170446203
O1,-15.3,124.0,75.0,0.00018281904713782516,-4.746390654170944e-08,97702204893.50702,5.540498001185557,23975.98243508976,136602240.20370275,83.26903301304854,400282.0584937117,1777.6662657084505
O1,-15.3,124.0,100.0,0.0002118531110371199,-3.7839044496746674e-08,167041311998.97406,6.763515495144897,34851.06284810411,232752932.16711608,108.56352828259628,617232.8031649552,2407.049429040443
O1,-15.3,124.0,250.0,0.0002594475293833499,-2.6193254511679623e-08,435093120811.2765,9.708911160635733,68188.41118341003,601555943.7138822,172.92868539514873,1322420.238852591,4059.412591011668
O1,-15.3,124.0,500.0,0.0002747621764481889,-2.3726278314304846e-08,581543927442.0597,10.85398328529749,83671.18817280978,801762314.7200509,198.8239327394272,1661885.5730000588,4736.9964453458315
O1,-15.3,124.0,1000.0,0.00028245466407128745,-2.2735760448892193e-08,664825034357.606,11.431122352568282,91975.07395778826,915312019.9905494,212.00788204353748,1846024.0529514926,5083.914915106278
O1,-15.3,124.0,5000.0,0.00028856547832080675,-2.205255476495388e-08,734915189182.7976,11.885361298140225,98739.31185658707,1010729374.4611737,222.4385973816601,1996923.4128536868,5359.183736570077
O1,-15.3,260.0,0.0,-0.035538505172029194,7.055851893645819e-07,3049486.5220255125,0.04498446522293361,10.02886179281424,4352.541055341245,0.18957541503588676,46.70678765536786,1.4715426171823909
O1,-15.3,260.0,0.1,-0.03538195806879025,7.024557953112735e-07,3067076.114236,0.04518692600954607,10.081391726185,4377.662034960117,0.19046658222804186,46.96169371668332,1.4787610384702965
O1,-15.3,260.0,5.0,-0.01714628100567106,3.379944042723087e-07,8498873.29110927,0.09430058934557124,24.779199176089676,12136.204851202778,0.4165069317126208,121.45130049138577,3.3903787687862104
O1,-15.3,260.0,10.0,-0.007708360573419926,1.4946392603391617e-07,32915074.76294328,0.21178827430760788,75.70159226555762,46985.146627403396,1.0343035429240814,413.1075581451223,9.293865366183832
O1,-15.3,260.0,25.0,-0.0017913318917365567,-8.976665883682336e-08,623877528.5968553,0.8213841787899032,693.0667081082498,886504.6835457358,5.748916231106065,5496.28369994946,71.39788875988899
O1,-15.3,260.0,50.0,-0.00018913963027038808,-1.3432109462640887e-07,7222259449.265536,2.1174692070749668,3917.199799596185,10203833.94729038,21.763318205498514,45651.591983456994,363.4937949410978
O1,-15.3,260.0,75.0,5.3740888977400696e-05,-8.569554070570394e-08,24107487157.281082,3.307498155550653,9063.518734713249,33927545.42014389,40.94133955385762,126372.65994219675,775.5505291417895
O1,-15.3,260.0,100.0,0.00012981300709230363,-6.388079095531315e-08,48410429321.62329,4.275135261226432,14711.3238225338,67932369.20265023,58.506094836729666,225382.0747350191,1180.733359485136
O1,-15.3,260.0,250.0,0.00022008820440926974,-3.568058290299219e-08,193785456240.0719,7.149897851935824,38662.507618449104,269732612.40477,116.7664082006258,695300.5888053784,2614.200096168803
O1,-15.3,260.0,500.0,0.00024250187903792988,-2.9609904076529097e-08,310716607405.04865,8.541284584882876,53817.13586676733,430886161.40913665,146.95978639540613,1013065.7997210564,3386.1999929107888
O1,-15.3,260.0,1000.0,0.0002541053282280647,-2.7227794096528223e-08,390641504477.0673,9.317489189389704,63207.842695502375,540634842.971467,164.1687620972045,1214492.764064773,3831.531289103485
O1,-15.3,260.0,5000.0,0.00026294963102806797,-2.5565837558570705e-08,466149134839.9206,9.968620734624194,71581.85267534523,644073235.818427,178.76829476010246,1396337.860219092,4211.7241025593985
O1,-15.3,1220.0,0.0,-0.1562191655547322,3.1186548461639866e-06,515397.2949326144,0.00961045777910818,1.8677006906657905,734.9531453844569,0.03908044451713248,8.361880011018952,0.29241837948466604
O1,-15.3,1220.0,0.1,-0.15556863661142933,3.1056417119052073e-06,517881.0342836806,0.00965381836756582,1.8764660017674448,738.4961051632624,0.03925852962909968,8.401543166395218,0.29376454666342
O1,-15.3,1220.0,5.0,-0.07740633330019706,1.5426581886321445e-06,1165689.4977355849,0.020200856403344267,4.098868049414103,1662.8444761611872,0.0830440743660358,18.574149975358328,0.628398720276975
O1,-15.3,1220.0,10.0,-0.035020373235121076,6.952280718715459e-07,3108603.080305883,0.04566323463227576,10.205234567601154,4436.96999109442,0.19256446837684452,47.563017858357036,1.4957643180185876
O1,-15.3,1220.0,25.0,-0.008892218050681097,1.730994928725348e-07,25292834.36782148,0.18326814689254084,61.30060689326351,36111.14882135678,0.8746129787347439,326.43253476858814,7.685268920688647
O1,-15.3,1220.0,50.0,-0.0032442720845723937,6.007718882510356e-08,202309667.88685748,0.5102560628616628,304.4134758475128,288091.27421524416,3.05071150548898,2052.9016638097683,33.06981727923357
O1,-15.3,1220.0,75.0,-0.0016575245835134347,-1.0892668274963049e-07,699080219.3975589,0.8602223188570485,752.2500000281224,993133.5260744705,6.123666984165286,6069.75480196995,77.13346983317662
O1,-15.3,1220.0,100.0,-0.0009075821357029389,-1.7260448674736982e-07,1579764880.3222244,1.188518861630882,1346.191523150331,2240347.955324331,9.590416480239336,12334.39125670457,133.6873312861256
O1,-15.3,1220.0,250.0,-7.635041802852756e-05,-1.1541729207826597e-07,11286482722.677431,2.499509832195801,5347.0680640228475,15925002.97443458,27.55897918809893,66725.76811901717,483.3463456101204
O1,-15.3,1220.0,500.0,6.457606679261473e-05,-8.27703995299134e-08,26211905697.84456,3.4109882308797355,9606.124418715905,36877454.08440341,42.748615497650654,135519.07038452342,816.2815011375412
O1,-15.3,1220.0,1000.0,0.00011582917757562584,-6.817736326741711e-08,41570682588.594345,4.0419650005320955,13233.868166776843,58374622.74145754,54.14662503231421,198759.00335873134,1078.4213873342374
O1,-15.3,1220.0,5000.0,0.0001491434948056476,-5.775537062025614e-08,61230849569.999214,4.661785751462396,17320.983764778954,85825752.06797841,65.88759285581153,273390.97681558155,1356.101838943667
O1,-15.3,1740.0,0.0,-0.21597361186075908,4.313628528032905e-06,354158.0323856575,0.006739710075277158,1.2941474065744092,504.97261017712106,0.027325229301820183,5.774826226805002,0.20383056461502985
O1,-15.3,1740.0,0.1,-0.21510121161116244,4.29617959368201e-06,355833.4065140207,0.006770124475466941,1.3001540956043378,507.3620206589328,0.027449407782011347,5.801834255381457,0.20476357434635276
O1,-15.3,1740.0,5.0,-0.10858529440505206,2.16610957812029e-06,784529.6380670543,0.014169754458682047,2.806010554385407,1118.9119899609047,0.057892197776572216,12.628699475256006,0.4352896724339539
O1,-15.3,1740.0,10.0,-0.04951022772993549,9.849004799528871e-07,2000700.9956565052,0.032047095683010465,6.809485940176576,2854.8648433553035,0.1333298530031147,31.26846119322164,1.0214192183080677
O1,-15.3,1740.0,25.0,-0.012582290583418105,2.468129391661194e-07,13883964.031293558,0.12898855159311995,37.503535074485356,19826.582224716407,0.5877885165529764,190.10155674592568,4.93590169035306
O1,-15.3,1740.0,50.0,-0.004549261037783725,8.631794149194861e-08,95118448.71693482,0.3615916839032303,172.7381411822491,135614.6072369186,1.9702406474615843,1057.6867391759638,19.632223977874848
O1,-15.3,1740.0,75.0,-0.002706066148833502,4.890571866572243e-08,310226668.3320292,0.614098575381541,417.17706587946765,441423.07579519646,3.888520069139986,2985.279270552594,44.33781983166506
O1,-15.3,1740.0,100.0,-0.0016770659064771444,-1.0615093368085463e-07,687422711.9936018,0.8543860874828689,743.2060745520461,976606.2744207808,6.066847474340911,5981.418360723912,76.25836423307278
O1,-15.3,1740.0,250.0,-0.00030300058890348245,-1.5045638131957194e-07,5022250086.243386,1.8483299578331136,3038.9322368599874,7102565.855497766,17.929688685038172,33459.34902163766,287.3045240516552
O1,-15.3,1740.0,500.0,-5.984612777573363e-05,-1.1206980589610983e-07,12213766372.05088,2.5736500923265457,5649.182043978477,17229144.48344185,28.727154988277963,71338.54065970134,508.07574577689087
O1,-15.3,1740.0,1000.0,2.8131558781861757e-05,-9.231517730100185e-08,20100250728.96119,3.093286636742109,7987.997076852091,28306822.84926073,37.26276888236235,108533.92646342321,693.4768512455672
O1,-15.3,1740.0,5000.0,8.384020765633474e-05,-7.738989935812574e-08,30771770877.71691,3.618391999021685,10738.29832200777,43265381.86912077,46.42592853696075,154888.09138342759,899.914223879151
O2,-13.9,1.0,0.0,0.0003647142662070122,-2.9050517678234853e-08,567572255793.6516,11.061332526443598,83890.18187490501,778557595.1543982,190.1748934907837,1559218.3545951762,4324.405251512759
O2,-13.9,1.0,0.1,0.0003645373155799594,-2.900337573029581e-08,569256732470.7933,11.072902960026198,84060.05364919688,780859778.1130543,190.47193096710203,1563137.6485444822,4332.586647007829
O2,-13.9,1.0,5.0,0.00034382563735766217,-2.3775096868992508e-08,820298622404.6338,12.597820689526555,107878.16531559119,1123645790.112798,230.71994107807214,2128287.34897042,5460.324814873384
O2,-13.9,1.0,10.0,0.00033306164146583916,-2.1282363527191892e-08,1007900192880.6056,13.550250914600932,124180.71861536035,1379454859.2386286,256.88361030145734,2530712.8239518832,6211.501279065752
O2,-13.9,1.0,25.0,0.0003267727384048174,-1.986313110309974e-08,1147865314262.6853,14.18927263431256,135726.13640930393,1570140819.5882454,274.8395434290292,2822237.166479413,6734.149168851817
O2,-13.9,1.0,50.0,0.0003253948587596638,-1.956536522136928e-08,1180957326058.337,14.333014117406789,138389.91729550395,1615205581.473495,278.92074785897137,2890203.4518614057,6853.689963659375
O2,-13.9,1.0,75.0,0.00032508059978343114,-1.9497752963598525e-08,1188682115426.15,14.366198554462654,139008.3558803885,1625724190.4671323,279.86509204385294,2906019.2408393486,6881.388434255989
O2,-13.9,1.0,100.0,0.0003249540324551196,-1.947055300084886e-08,1191812371245.0566,14.379606631099653,139258.60287764634,1629986459.457227,280.24687881970976,2912422.852963175,6892.5906075239745
O2,-13.9,1.0,250.0,0.0003247800793653362,-1.9433199291258638e-08,1196132475569.3936,14.398074562479856,139603.63497648606,1635868763.6972384,280.77295637971,2921255.572129687,6908.030294312011
O2,-13.9,1.0,500.0,0.0003247379450307593,-1.94241554431107e-08,1197182203474.6716,14.402555632822152,139687.41458581726,1637298070.8680148,280.9006409957072,2923400.9347207285,6911.77831915284
O2,-13.9,1.0,1000.0,0.000324719903577138,-1.9420284269403384e-08,1197631963559.2744,14.404474791096115,139723.30274959837,1637910454.341608,280.95533106650714,2924320.0152989994,6913.3837754868555
O2,-13.9,1.0,5000.0,0.0003247069373645658,-1.941750213446764e-08,1197955361169.291,14.405854486841204,139749.10625364148,1638350793.8026662,280.99464960178983,2924980.8534672093,6914.538020599503
O2,-13.9,2.0,0.0,0.0004016566585564159,-4.024508327962793e-08,313619959302.9515,8.974795383461718,55965.967284519866,431080003.66126,138.9220292908368,941420.0174583612,2950.3620286786186
O2,-13.9,2.0,0.1,0.0004013380604605857,-4.013793993847706e-08,315135073825.8663,8.990039284577545,56150.27780425755,433155830.2526404,139.27859273751443,945301.349462472,2959.630370872829
O2,-13.9,2.0,5.0,0.00036277441922857645,-2.8536148745674714e-08,586388131150.6633,11.189345927260204,85778.76430522902,804271539.6291032,193.4685818200717,1602887.971899475,4415.248845620978
O2,-13.9,2.0,10.0,0.00034158475683696905,-2.3243787459632544e-08,855381796848.0906,12.785785641686163,111009.23507163588,1171505348.799435,235.82422472916372,2204677.835612751,5605.8424322219125
O2,-13.9,2.0,25.0,0.00032872119945918574,-2.0318175945605123e-08,1099279907026.2612,13.973376778327165,131771.2001489274,1503964081.2420762,268.73844126851895,2721804.9043517,6555.951706639648
O2,-13.9,2.0,50.0,0.0003261398443911008,-1.9726094336140553e-08,1162909815776.7437,14.254943481392026,136940.09819755724,1590629330.470508,276.70223074127256,2853179.670882178,6788.67499960272
O2,-13.9,2.0,75.0,0.000325511442297131,-1.9590475653669455e-08,1178108684484.622,14.320742008418513,138161.53925210875,1611326577.449857,278.5717183115737,2884366.4091528687,6843.45620848075
O2,-13.9,2.0,100.0,0.00032525832958683236,-1.9535976097531545e-08,1184305315497.725,14.34741346136558,138658.1093423072,1619764489.8070323,279.3304176302537,2897060.4549003006,6865.704196082625
O2,-13.9,2.0,250.0,0.0003249104315694076,-1.9461187223085888e-08,1192893236048.9604,14.38423117863698,139344.9644936821,1631458187.6423194,280.3785904375045,2914633.2903605485,6896.45575891715
O2,-13.9,2.0,500.0,0.0003248261610823965,-1.9443089462984403e-08,1194986284224.4893,14.393178909523053,139512.13151010187,1634308116.1466568,280.6334749384679,2918912.7029975164,6903.936279059046
O2,-13.9,2.0,1000.0,0.0003247900892596829,-1.9435344609748385e-08,1195883791359.9556,14.39701271727429,139583.78553721518,1635530171.3605533,280.74270208786584,2920747.3196932976,6907.142253325023
O2,-13.9,2.0,5000.0,0.0003247641425909485,-1.9429777797880755e-08,1196529456748.994,14.399769490900946,139635.32118363152,1636409294.9815981,280.8212502223473,2922066.937018957,6909.447866582767
O2,-13.9,3.0,0.0,0.00043465756448331217,-5.277739569781404e-08,191984586212.58136,7.550515672758201,40041.94519104524,264289204.48719168,106.9166090626627,618527.4326343889,2138.9542819655467
O2,-13.9,3.0,0.1,0.0004342343956652242,-5.259988212431021e-08,193155904271.82584,7.566707060808583,40208.473763259215,265896854.61044332,107.26513906963024,621763.2488917643,2147.5503381251774
O2,-13.9,3.0,5.0,0.00038075788068814916,-3.3634759859289265e-08,434157522009.7451,10.064143934454084,69869.8452353512,596115470.1905794,165.0871544247247,1242032.205796431,3641.940450524334
O2,-13.9,3.0,10.0,0.00035002342605824075,-2.5279933102120155e-08,732372786939.4869,12.102971597247171,99839.13912602076,1003653841.2694355,217.42753990858108,1934266.968201747,5083.880086020266
O2,-13.9,3.0,25.0,0.0003308377247081669,-2.0785507407443153e-08,1053420838712.7328,13.763952334790876,127987.68895855627,1441486190.7144284,262.8537637353955,2626275.2451812583,6384.665817164154
O2,-13.9,3.0,50.0,0.0003268846823108489,-1.9887416774707135e-08,1145231307083.095,14.177718719776216,135513.08413337692,1566553517.568905,274.5121576072312,2816812.2233475973,6724.571536603875
O2,-13.9,3.0,75.0,0.0003259422244754351,-1.9683396225541252e-08,1167661367612.1208,14.275572212822215,137322.4852943928,1597099978.33401,277.2879991081421,2862937.3075731136,6805.833608510621
O2,-13.9,3.0,100.0,0.0003255625908219039,-1.9601497605254044e-08,1176861727058.6177,14.315364117246164,138061.51527301982,1609628575.2843127,278.41880130202554,2881810.5168226613,6838.973211439767
O2,-13.9,3.0,250.0,0.0003250407772768792,-1.9489193215349463e-08,1189665784104.848,14.370414400083716,139087.01676610202,1627063594.7680945,279.98512149339257,2908031.867956776,6884.910016501362
O2,-13.9,3.0,500.0,0.00032491436305615294,-1.9462031178148065e-08,1192795788753.596,14.383814348138676,139337.17950774677,1631325502.8152244,280.3667178442641,2914434.0188041492,6896.107334264964
O2,-13.9,3.0,1000.0,0.0003248602474980084,-1.9450408853675806e-08,1194139078583.5713,14.389558330407695,139444.47825803436,1633154551.0324936,280.530332232339,2917180.6836397857,6900.909049397561
O2,-13.9,3.0,5000.0,0.00032482134006512383,-1.944205660754315e-08,1195105839229.4517,14.393689666877492,139521.67645878304,1634470896.5745928,280.64802611111406,2919157.0810220907,6904.363368122847
O2,-13.9,5.0,0.0,0.00048788520092919686,-8.108357209155347e-08,87858616336.0186,5.731396387819791,23482.11241622544,121215077.66467956,70.28407040040625,315775.76495648123,1272.4828971642328
O2,-13.9,5.0,0.1,0.0004873613254644871,-8.074319756642116e-08,88535272954.75052,5.746954184860631,23605.543062236706,122146089.846658,70.57464137309934,317870.3230499899,1279.02399152118
O2,-13.9,5.0,5.0,0.00041480456360629283,-4.484047380431707e-08,258031261431.27826,8.378964567917118,48991.433626874714,354891141.6907745,125.2109252675112,796834.8830424215,2597.5862321088857
O2,-13.9,5.0,10.0,0.00036666777450263715,-2.9573841072255917e-08,549390974067.4355,10.9350205896367,82046.4233257445,753707241.4325175,186.9408189906241,1516790.6293225002,4235.474225354948
O2,-13.9,5.0,25.0,0.0003350612314378499,-2.1734279937321558e-08,969140390592.6448,13.363387783167632,120896.50522554276,1326624858.9269767,251.692488242811,2448737.4726966918,6061.445105419393
O2,-13.9,5.0,50.0,0.0003282013567092315,-2.020420566909749e-08,1110943912966.9802,14.025752426441096,132725.57634046552,1519852710.7313616,270.2153484155018,2745987.422839094,6599.031839663488
O2,-13.9,5.0,75.0,0.00032680362625973073,-1.9869831799341317e-08,1147137568167.5713,14.186082117468507,135667.2875278001,1569149693.7896845,274.74912899386584,2820738.5387964174,6731.503938116406
O2,-13.9,5.0,100.0,0.0003261710318328844,-1.9732837156814263e-08,1162162248814.5283,14.251693052591774,136879.89237542465,1589611280.0687664,276.60996099201293,2851643.8353760606,6785.972697224095
O2,-13.9,5.0,250.0,0.00032530148023651506,-1.9545261002959412e-08,1183246003867.8926,14.342860307968946,138573.27911761613,1618322055.2904398,279.2008613331567,2894891.278765115,6861.904454959848
O2,-13.9,5.0,500.0,0.00032509078021719656,-1.949994057488645e-08,1188430955657.0815,14.365121798557794,138988.26852353095,1625382204.2073958,279.8344376635185,2905505.318015045,6880.489087821355
O2,-13.9,5.0,1000.0,0.0003250005853971554,-1.9480554435874785e-08,1190659887059.227,14.374672726066153,139166.49224531118,1628417206.4752574,280.1063733784274,2910065.557500325,6888.467698170186
O2,-13.9,5.0,5000.0,0.00032493575756124924,-1.946662600795594e-08,1192265415604.7217,14.381545360829929,139294.80483725714,1630603339.5927768,280.3020936938889,2913349.413264109,6894.210882564109
