operator,binding_energy,repressor,inducer_uM,num_mom,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m0p4,lambda_m0p5,lambda_m0p6
O1,-15.3,1740.0,250.0,3,0.0039225671852724945,-1.6867642253985021e-06,-5.848219337360629e-12,0.0,0.0,0.0
O1,-15.3,1740.0,500.0,3,0.0032988026533267087,-1.006783841014533e-06,-4.028977574634184e-12,0.0,0.0,0.0
O1,-15.3,1740.0,1000.0,3,0.002974935609963853,-7.507267741610295e-07,-3.265202386179384e-12,0.0,0.0,0.0
O1,-15.3,1740.0,5000.0,3,0.0027195657820517517,-5.835587355444747e-07,-2.7424546519580207e-12,0.0,0.0,0.0
O2,-13.9,0.0,0.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,0.1,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,5.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,10.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,25.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,50.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,75.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,100.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,250.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,500.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,1000.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,0.0,5000.0,3,0.0019488574716922267,-9.996177304258315e-08,-4.324750978322221e-13,0.0,0.0,0.0
O2,-13.9,22.0,0.0,3,0.006374926752573577,-2.6519637255925108e-06,-9.164375595464122e-12,0.0,0.0,0.0
O2,-13.9,22.0,0.1,3,0.006362959109081076,-2.6362020404336763e-06,-9.135286250196636e-12,0.0,0.0,0.0
O2,-13.9,22.0,5.0,3,0.004607627767962493,-1.0301560287247661e-06,-4.66780806557585e-12,0.0,0.0,0.0
O2,-13.9,22.0,10.0,3,0.00323724270025543,-4.086967108186817e-07,-2.348023554316973e-12,0.0,0.0,0.0
O2,-13.9,22.0,25.0,3,0.0022434063901097213,-1.5450735629001544e-07,-9.129632998729986e-13,0.0,0.0,0.0
O2,-13.9,22.0,50.0,3,0.0020409716664726526,-1.1670010060580975e-07,-6.150658359760245e-13,0.0,0.0,0.0
O2,-13.9,22.0,75.0,3,0.0020098785980573455,-1.103740709207114e-07,-5.02034684022783e-13,0.0,0.0,0.0
O2,-13.9,22.0,100.0,3,0.001990071578339847,-1.0713587283039406e-07,-4.824390515440651e-13,0.0,0.0,0.0
O2,-13.9,22.0,250.0,3,0.001967051950373427,-1.0301175136954674e-07,-4.542197925262196e-13,0.0,0.0,0.0
O2,-13.9,22.0,500.0,3,0.0019624011024993297,-1.020647772585839e-07,-4.473398434095518e-13,0.0,0.0,0.0
O2,-13.9,22.0,1000.0,3,0.001960322449338951,-1.0165743037348193e-07,-4.443521332920935e-13,0.0,0.0,0.0
O2,-13.9,22.0,5000.0,3,0.0019588143317992852,-1.0136313668872856e-07,-4.4229843193275106e-13,0.0,0.0,0.0
O2,-13.9,22.0,0.0,3,0.006374926752573577,-2.6519637255925108e-06,-9.164375595464122e-12,0.0,0.0,0.0
O2,-13.9,22.0,0.1,3,0.006362959109081076,-2.6362020404336763e-06,-9.135286250196636e-12,0.0,0.0,0.0
O2,-13.9,22.0,5.0,3,0.004607627767962493,-1.0301560287247661e-06,-4.66780806557585e-12,0.0,0.0,0.0
O2,-13.9,22.0,10.0,3,0.00323724270025543,-4.086967108186817e-07,-2.348023554316973e-12,0.0,0.0,0.0
O2,-13.9,22.0,25.0,3,0.0022434063901097213,-1.5450735629001544e-07,-9.129632998729986e-13,0.0,0.0,0.0
O2,-13.9,22.0,50.0,3,0.0020409716664726526,-1.1670010060580975e-07,-6.150658359760245e-13,0.0,0.0,0.0
O2,-13.9,22.0,75.0,3,0.0020098785980573455,-1.103740709207114e-07,-5.02034684022783e-13,0.0,0.0,0.0
O2,-13.9,22.0,100.0,3,0.001990071578339847,-1.0713587283039406e-07,-4.824390515440651e-13,0.0,0.0,0.0
O2,-13.9,22.0,250.0,3,0.001967051950373427,-1.0301175136954674e-07,-4.542197925262196e-13,0.0,0.0,0.0
O2,-13.9,22.0,500.0,3,0.0019624011024993297,-1.020647772585839e-07,-4.473398434095518e-13,0.0,0.0,0.0
O2,-13.9,22.0,1000.0,3,0.001960322449338951,-1.0165743037348193e-07,-4.443521332920935e-13,0.0,0.0,0.0
O2,-13.9,22.0,5000.0,3,0.0019588143317992852,-1.0136313668872856e-07,-4.4229843193275106e-13,0.0,0.0,0.0
O2,-13.9,260.0,0.0,3,-0.008590500628302716,-1.4687315862539816e-07,7.445883951229187e-13,0.0,0.0,0.0
O2,-13.9,260.0,0.1,3,-0.008552309510637374,-1.4622650159239795e-07,7.412773781739727e-13,0.0,0.0,0.0
O2,-13.9,260.0,5.0,3,-0.004123006604185957,-7.122084146255594e-08,3.5693268534825974e-13,0.0,0.0,0.0
O2,-13.9,260.0,10.0,3,0.008017759048465864,-7.837630937553174e-06,-2.1093433905283522e-11,0.0,0.0,0.0
O2,-13.9,260.0,25.0,3,0.005170629575763688,-1.4152973617142776e-06,-5.83613626277365e-12,0.0,0.0,0.0
O2,-13.9,260.0,50.0,3,0.003266468115480527,-4.1828162812822013e-07,-2.3911722029805255e-12,0.0,0.0,0.0
O2,-13.9,260.0,75.0,3,0.0027056361838315853,-2.568305790762341e-07,-1.575766234173125e-12,0.0,0.0,0.0
O2,-13.9,260.0,100.0,3,0.0024727806934998473,-2.02019613196049e-07,-1.2400171130173301e-12,0.0,0.0,0.0
O2,-13.9,260.0,250.0,3,0.002155597890498443,-1.377213004663291e-07,-7.83863588945717e-13,0.0,0.0,0.0
O2,-13.9,260.0,500.0,3,0.0020827841805418435,-1.2428462367541228e-07,-6.774149355392678e-13,0.0,0.0,0.0
O2,-13.9,260.0,1000.0,3,0.0020527648037629823,-1.1882540378605712e-07,-6.321183469886713e-13,0.0,0.0,0.0
O2,-13.9,260.0,5000.0,3,0.0020314762481936205,-1.1498753545959728e-07,-6.005652255411014e-13,0.0,0.0,0.0
O2,-13.9,1740.0,0.0,3,-0.05582552029852201,-9.46253167984806e-07,4.829816269925855e-12,0.0,0.0,0.0
O2,-13.9,1740.0,0.1,3,-0.05558169758034521,-9.421262423039049e-07,4.808730133784115e-12,0.0,0.0,0.0
O2,-13.9,1740.0,5.0,3,-0.026957197820088413,-4.5779022833110794e-07,2.335013921990729e-12,0.0,0.0,0.0
O2,-13.9,1740.0,10.0,3,-0.01202559467871794,-2.0503507236812182e-07,1.0423217247457578e-12,0.0,0.0,0.0
O2,-13.9,1740.0,25.0,3,-0.003024103416891961,-5.2616955058690333e-08,2.6147052647955247e-13,0.0,0.0,0.0
O2,-13.9,1740.0,50.0,3,0.007236703417740564,-4.182252822764599e-06,-1.2730082125153099e-11,0.0,0.0,0.0
O2,-13.9,1740.0,75.0,3,0.0059122123386004055,-2.093215632549052e-06,-7.732099951359545e-12,0.0,0.0,0.0
O2,-13.9,1740.0,100.0,3,0.005072388369873164,-1.3420759216441184e-06,-5.619127142503272e-12,0.0,0.0,0.0
O2,-13.9,1740.0,250.0,3,0.0034777513792388763,-4.918580199089288e-07,-2.759212385084951e-12,0.0,0.0,0.0
O2,-13.9,1740.0,500.0,3,0.002993058238187255,-3.343519322523463e-07,-1.99820565204508e-12,0.0,0.0,0.0
O2,-13.9,1740.0,1000.0,3,0.002776161301328283,-2.748235208277191e-07,-1.6781314620000308e-12,0.0,0.0,0.0
O2,-13.9,1740.0,5000.0,3,0.0026181353614173715,-2.353396019463757e-07,-1.4466654050464923e-12,0.0,0.0,0.0
O3,-9.7,0.0,0.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,0.1,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,5.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,10.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,25.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,50.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,75.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,100.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,250.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,500.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,1000.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,0.0,5000.0,3,0.0019488510321259633,-9.996150029573391e-08,-4.3247419791047616e-13,0.0,0.0,0.0
O3,-9.7,22.0,0.0,3,0.0021168701289580585,-1.1955585437884657e-07,-5.546777820186859e-13,0.0,0.0,0.0
O3,-9.7,22.0,0.1,3,0.002116107339619961,-1.194634861712715e-07,-5.540788860326435e-13,0.0,0.0,0.0
O3,-9.7,22.0,5.0,3,0.0020286021317280477,-1.0901194249834645e-07,-4.899905461335073e-13,0.0,0.0,0.0
O3,-9.7,22.0,10.0,3,0.001984796793909996,-1.0392346385431834e-07,-4.581221797862953e-13,0.0,0.0,0.0
O3,-9.7,22.0,25.0,3,0.0019604496982794303,-1.0102842779982976e-07,-4.391661959469228e-13,0.0,0.0,0.0
O3,-9.7,22.0,50.0,3,0.0019550568886041583,-1.0041273228408532e-07,-4.348916291300572e-13,0.0,0.0,0.0
O3,-9.7,22.0,75.0,3,0.001953808129093456,-1.002683338392753e-07,-4.3414316084907893e-13,0.0,0.0,0.0
O3,-9.7,22.0,100.0,3,0.0019500402795019813,-1.0009856126004135e-07,-4.3338421535462895e-13,0.0,0.0,0.0
O3,-9.7,22.0,250.0,3,0.0019493701285022648,-1.0002065020288916e-07,-4.3286595270958023e-13,0.0,0.0,0.0
O3,-9.7,22.0,500.0,3,0.0019492357836972429,-1.0000315709717851e-07,-4.327457784377771e-13,0.0,0.0,0.0
O3,-9.7,22.0,1000.0,3,0.0019491623655119121,-9.999488570763902e-08,-4.3269119593750693e-13,0.0,0.0,0.0
O3,-9.7,22.0,5000.0,3,0.001949113354958486,-9.998913400949595e-08,-4.3265276458017023e-13,0.0,0.0,0.0
O3,-9.7,22.0,0.0,3,0.0021168701289580585,-1.1955585437884657e-07,-5.546777820186859e-13,0.0,0.0,0.0
O3,-9.7,22.0,0.1,3,0.002116107339619961,-1.194634861712715e-07,-5.540788860326435e-13,0.0,0.0,0.0
O3,-9.7,22.0,5.0,3,0.0020286021317280477,-1.0901194249834645e-07,-4.899905461335073e-13,0.0,0.0,0.0
O3,-9.7,22.0,10.0,3,0.001984796793909996,-1.0392346385431834e-07,-4.581221797862953e-13,0.0,0.0,0.0
O3,-9.7,22.0,25.0,3,0.0019604496982794303,-1.0102842779982976e-07,-4.391661959469228e-13,0.0,0.0,0.0
O3,-9.7,22.0,50.0,3,0.0019550568886041583,-1.0041273228408532e-07,-4.348916291300572e-13,0.0,0.0,0.0
O3,-9.7,22.0,75.0,3,0.001953808129093456,-1.002683338392753e-07,-4.3414316084907893e-13,0.0,0.0,0.0
O3,-9.7,22.0,100.0,3,0.0019500402795019813,-1.0009856126004135e-07,-4.3338421535462895e-13,0.0,0.0,0.0
O3,-9.7,22.0,250.0,3,0.0019493701285022648,-1.0002065020288916e-07,-4.3286595270958023e-13,0.0,0.0,0.0
O3,-9.7,22.0,500.0,3,0.0019492357836972429,-1.0000315709717851e-07,-4.327457784377771e-13,0.0,0.0,0.0
O3,-9.7,22.0,1000.0,3,0.0019491623655119121,-9.999488570763902e-08,-4.3269119593750693e-13,0.0,0.0,0.0
O3,-9.7,22.0,5000.0,3,0.001949113354958486,-9.998913400949595e-08,-4.3265276458017023e-13,0.0,0.0,0.0
O3,-9.7,260.0,0.0,3,0.0036761680797491453,-4.2025152768111317e-07,-2.475857952051158e-12,0.0,0.0,0.0
O3,-9.7,260.0,0.1,3,0.0036693989600333375,-4.18406810389704e-07,-2.4667298318678418e-12,0.0,0.0,0.0
O3,-9.7,260.0,5.0,3,0.00281785227890967,-2.268122251867246e-07,-1.3853370875060711e-12,0.0,0.0,0.0
O3,-9.7,260.0,10.0,3,0.002339185191525636,-1.4920740331475567e-07,-8.455553796372012e-13,0.0,0.0,0.0
O3,-9.7,260.0,25.0,3,0.0020538840383951076,-1.1185651375330802e-07,-5.052109966395673e-13,0.0,0.0,0.0
O3,-9.7,260.0,50.0,3,0.001985696346720127,-1.040220015618662e-07,-4.587075831721777e-13,0.0,0.0,0.0
O3,-9.7,260.0,75.0,3,0.0019718254619226798,-1.0236036692803816e-07,-4.4776159691714367e-13,0.0,0.0,0.0
O3,-9.7,260.0,100.0,3,0.001966083424529009,-1.0168673712764425e-07,-4.4345875919259254e-13,0.0,0.0,0.0
O3,-9.7,260.0,250.0,3,0.0019580825062505717,-1.0076238705636718e-07,-4.3741550716258373e-13,0.0,0.0,0.0
O3,-9.7,260.0,500.0,3,0.001956405759972749,-1.005522813729726e-07,-4.359984617356732e-13,0.0,0.0,0.0
O3,-9.7,260.0,1000.0,3,0.0019553515052706163,-1.004456295775916e-07,-4.35343656334579e-13,0.0,0.0,0.0
O3,-9.7,260.0,5000.0,3,0.0019547804129586045,-1.0037854273309787e-07,-4.3488577227744973e-13,0.0,0.0,0.0
O3,-9.7,1740.0,0.0,3,0.008190790127048177,-3.960162016340038e-06,-1.2851058841216117e-11,0.0,0.0,0.0
O3,-9.7,1740.0,0.1,3,0.008179377884765032,-3.938627908443261e-06,-1.2800920799004479e-11,0.0,0.0,0.0
O3,-9.7,1740.0,5.0,3,0.006161583758015383,-1.576590045890234e-06,-6.667673419288402e-12,0.0,0.0,0.0
O3,-9.7,1740.0,10.0,3,0.0042575750094312175,-5.988367055089286e-07,-3.2813004864604485e-12,0.0,0.0,0.0
O3,-9.7,1740.0,25.0,3,0.0025888686306416745,-1.8719740110733176e-07,-1.12332683635128e-12,0.0,0.0,0.0
O3,-9.7,1740.0,50.0,3,0.0021745068209911692,-1.2690787931248644e-07,-6.776356734053557e-13,0.0,0.0,0.0
O3,-9.7,1740.0,75.0,3,0.00208964539482918,-1.1619054910611502e-07,-5.325975930341825e-13,0.0,0.0,0.0
O3,-9.7,1740.0,100.0,3,0.002049702773445397,-1.113606640523475e-07,-5.021311940880928e-13,0.0,0.0,0.0
O3,-9.7,1740.0,250.0,3,0.0019911885483650292,-1.0470202420999665e-07,-4.625709897279308e-13,0.0,0.0,0.0
O3,-9.7,1740.0,500.0,3,0.0019788848577887556,-1.0320312793471156e-07,-4.532528184661545e-13,0.0,0.0,0.0
O3,-9.7,1740.0,1000.0,3,0.001973516561345824,-1.025618232385326e-07,-4.4918860395122124e-13,0.0,0.0,0.0
O3,-9.7,1740.0,5000.0,3,0.0019695808174902993,-1.0209987380648897e-07,-4.461863150452464e-13,0.0,0.0,0.0
O1,-15.3,0.0,0.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,0.1,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,5.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,10.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,25.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,50.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,75.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,100.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,250.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,500.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,1000.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,0.0,5000.0,4,0.002019159624412099,-1.0771357933025743e-07,-1.608851971795807e-13,-1.0578728304117785e-19,0.0,0.0
O1,-15.3,22.0,0.0,4,-0.0029822638759781075,-6.05033298062182e-08,-4.0443301894987736e-13,1.2660722821761607e-18,0.0,0.0
O1,-15.3,22.0,0.1,4,-0.002969086677982711,-6.024381537489335e-08,-4.026567348431647e-13,1.2605554841037856e-18,0.0,0.0
O1,-15.3,22.0,5.0,4,0.004906391160576028,-3.8937063171050495e-06,3.6224845011299702e-12,7.95827902773632e-18,0.0,0.0
O1,-15.3,22.0,10.0,4,0.0036719808719029305,-1.358193943654098e-06,1.1886133093913983e-12,5.9051740270107495e-18,0.0,0.0
O1,-15.3,22.0,25.0,4,0.002150055567460106,-2.8277354213692115e-07,1.2993870737768745e-13,2.3639248235626453e-18,0.0,0.0
O1,-15.3,22.0,50.0,4,0.0018513416508348188,-1.5024477824324573e-07,-3.511536885618941e-14,7.878226009580086e-19,0.0,0.0
O1,-15.3,22.0,75.0,4,0.00186958792601778,-1.3171730910190507e-07,6.411677723854804e-14,1.4532349589543331e-18,0.0,0.0
O1,-15.3,22.0,100.0,4,0.001884574669471581,-1.2356126305895514e-07,1.1078501101906003e-14,1.1081726784598803e-18,0.0,0.0
O1,-15.3,22.0,250.0,4,0.0019338802455438615,-1.1353159157530975e-07,-7.697108120965131e-14,5.07029243938854e-19,0.0,0.0
O1,-15.3,22.0,500.0,4,0.001955545599302058,-1.1145885129854261e-07,-1.0193514090754046e-13,3.294972576701573e-19,0.0,0.0
O1,-15.3,22.0,1000.0,4,0.0019664000103788975,-1.1062256240131603e-07,-1.1338720519466654e-13,2.4823969847800304e-19,0.0,0.0
O1,-15.3,22.0,5000.0,4,0.001974852135592703,-1.1004892786174298e-07,-1.2143977270887182e-13,1.876253085966727e-19,0.0,0.0
O1,-15.3,22.0,0.0,4,-0.0029822638759781075,-6.05033298062182e-08,-4.0443301894987736e-13,1.2660722821761607e-18,0.0,0.0
O1,-15.3,22.0,0.1,4,-0.002969086677982711,-6.024381537489335e-08,-4.026567348431647e-13,1.2605554841037856e-18,0.0,0.0
O1,-15.3,22.0,5.0,4,0.004906391160576028,-3.8937063171050495e-06,3.6224845011299702e-12,7.95827902773632e-18,0.0,0.0
O1,-15.3,22.0,10.0,4,0.0036719808719029305,-1.358193943654098e-06,1.1886133093913983e-12,5.9051740270107495e-18,0.0,0.0
O1,-15.3,22.0,25.0,4,0.002150055567460106,-2.8277354213692115e-07,1.2993870737768745e-13,2.3639248235626453e-18,0.0,0.0
O1,-15.3,22.0,50.0,4,0.0018513416508348188,-1.5024477824324573e-07,-3.511536885618941e-14,7.878226009580086e-19,0.0,0.0
O1,-15.3,22.0,75.0,4,0.00186958792601778,-1.3171730910190507e-07,6.411677723854804e-14,1.4532349589543331e-18,0.0,0.0
O1,-15.3,22.0,100.0,4,0.001884574669471581,-1.2356126305895514e-07,1.1078501101906003e-14,1.1081726784598803e-18,0.0,0.0
O1,-15.3,22.0,250.0,4,0.0019338802455438615,-1.1353159157530975e-07,-7.697108120965131e-14,5.07029243938854e-19,0.0,0.0
O1,-15.3,22.0,500.0,4,0.001955545599302058,-1.1145885129854261e-07,-1.0193514090754046e-13,3.294972576701573e-19,0.0,0.0
O1,-15.3,22.0,1000.0,4,0.0019664000103788975,-1.1062256240131603e-07,-1.1338720519466654e-13,2.4823969847800304e-19,0.0,0.0
O1,-15.3,22.0,5000.0,4,0.001974852135592703,-1.1004892786174298e-07,-1.2143977270887182e-13,1.876253085966727e-19,0.0,0.0
O1,-15.3,260.0,0.0,4,-0.034202826295823996,-6.757806855487622e-07,-4.615590159411958e-12,1.4359387151270666e-17,0.0,0.0
O1,-15.3,260.0,0.1,4,-0.03405189377492079,-6.727914238631834e-07,-4.594938732931358e-12,1.4294140368495905e-17,0.0,0.0
O1,-15.3,260.0,5.0,4,-0.016429977198937237,-3.2545809874533525e-07,-2.217518647288856e-12,6.90021690785448e-18,0.0,0.0
O1,-15.3,260.0,10.0,4,-0.007314746470084288,-1.458563303192834e-07,-9.886036286713294e-13,3.081330799730417e-18,0.0,0.0
O1,-15.3,260.0,25.0,4,0.005078167980575394,-5.243528407756257e-06,5.103808267451892e-12,7.071743156897607e-18,0.0,0.0
O1,-15.3,260.0,50.0,4,0.003708957113985507,-1.39974042535722e-06,1.2301533659159014e-12,5.964964673982595e-18,0.0,0.0
O1,-15.3,260.0,75.0,4,0.0029241054479381226,-7.016997428796834e-07,5.724005088396335e-13,4.232827422538072e-18,0.0,0.0
O1,-15.3,260.0,100.0,4,0.002542732991339412,-4.7089350214703264e-07,3.129128174154335e-13,3.4535324057187925e-18,0.0,0.0
O1,-15.3,260.0,250.0,4,0.00200284307281746,-2.2088149964118236e-07,6.619866612545119e-14,1.7841754965294844e-18,0.0,0.0
O1,-15.3,260.0,500.0,4,0.0018958372955380142,-1.7463353676320325e-07,8.30855808839285e-15,1.2076536055595551e-18,0.0,0.0
O1,-15.3,260.0,1000.0,4,0.0018617125112959743,-1.5688799058017647e-07,-2.1140603329743824e-14,9.148620413510012e-19,0.0,0.0
O1,-15.3,260.0,5000.0,4,0.0018446735543827895,-1.4497013522367254e-07,-4.6803679185597085e-14,6.727069218053196e-19,0.0,0.0
O1,-15.3,1740.0,0.0,4,-0.20911645149089125,-4.125237176517279e-06,-2.8207414602590997e-11,8.771062497251327e-17,0.0,0.0
O1,-15.3,1740.0,0.1,4,-0.20826814548324699,-4.108498392075683e-06,-2.8092985092387125e-11,8.735479657689208e-17,0.0,0.0
O1,-15.3,1740.0,5.0,4,-0.10489686798843109,-2.069486502456022e-06,-1.4150783802634051e-11,4.400658331819061e-17,0.0,0.0
O1,-15.3,1740.0,10.0,4,-0.04770958719356393,-9.41660824769179e-07,-6.4302350494433695e-12,1.9976311264277195e-17,0.0,0.0
O1,-15.3,1740.0,25.0,4,-0.012021563058832516,-2.385973691764154e-07,-1.6232330137643309e-12,5.053624299019916e-18,0.0,0.0
O1,-15.3,1740.0,50.0,4,-0.004265114550954247,-8.577239456410405e-08,-5.77387763855723e-13,1.803384717036567e-18,0.0,0.0
O1,-15.3,1740.0,75.0,4,0.004924508882177305,-7.2271536921939995e-06,7.1734004572649855e-12,5.400625670393851e-18,0.0,0.0
O1,-15.3,1740.0,100.0,4,0.0050640552802396575,-4.997949475709547e-06,4.56093975309341e-12,8.799786278253438e-18,0.0,0.0
O1,-15.3,1740.0,250.0,4,0.003965183833439161,-1.7200077678175864e-06,1.551651415813881e-12,6.395379337055798e-18,0.0,0.0
O1,-15.3,1740.0,500.0,4,0.0033504002137541783,-1.0363710997499863e-06,8.799783564675062e-13,5.2685811697949195e-18,0.0,0.0
O1,-15.3,1740.0,1000.0,4,0.003033419918182972,-7.789975699477787e-07,6.442085918542975e-13,4.48502083604388e-18,0.0,0.0
O1,-15.3,1740.0,5000.0,4,0.0027826877821334798,-6.095908165891429e-07,4.816696342375502e-13,3.91181624254836e-18,0.0,0.0
O2,-13.9,0.0,0.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,0.1,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,5.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,10.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,25.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,50.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,75.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,100.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,250.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,500.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,1000.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,0.0,5000.0,4,0.0020191118121422303,-1.0771115818608149e-07,-1.6088029032519962e-13,-1.0577757042080938e-19,0.0,0.0
O2,-13.9,22.0,0.0,4,0.006432903903659967,-2.6994837521332917e-06,2.4463009848493906e-12,1.034903919241049e-17,0.0,0.0
O2,-13.9,22.0,0.1,4,0.006421842111041044,-2.684241426064286e-06,2.4306364881100273e-12,1.033573373985075e-17,0.0,0.0
O2,-13.9,22.0,5.0,4,0.004698364789157663,-1.0709561545927037e-06,8.582955498048976e-13,6.8578638835589945e-18,0.0,0.0
O2,-13.9,22.0,10.0,4,0.0033584340966731716,-4.405366231591949e-07,2.061163324955335e-13,3.7966833137366756e-18,0.0,0.0
O2,-13.9,22.0,25.0,4,0.0023661454933705476,-1.7247345748369954e-07,-9.659626837890633e-14,5.738680220526921e-19,0.0,0.0
O2,-13.9,22.0,50.0,4,0.0021640970440119883,-1.3157729142973834e-07,-5.6013735091599596e-14,8.185582686861406e-19,0.0,0.0
O2,-13.9,22.0,75.0,4,0.002099304235863712,-1.2119715444990854e-07,-9.9766545077874e-14,4.463281116808179e-19,0.0,0.0
O2,-13.9,22.0,100.0,4,0.002075912071987294,-1.1720102666235533e-07,-1.1771771277767318e-13,2.922512022212218e-19,0.0,0.0
