# ---
# status: accepted
# ---
# 
# # Description
# IPTG titration of the O3 - RBS1027 strain.
# 
# | | |
# |-|-|
# | __Date__ | 2018-11-20 |
# | __Equipment__ | Artemis Nikon Microscope |
# | __User__ | mrazomej |
# 
# ## Strain infromation
# | Genotype | plasmid | Host Strain | Shorthand |
# | :------- | :------ | :---------- | :-------- |
# | `galK<>25` | `pZS3-mCherry` | HG105 | `auto` |
# | `galK<>25-O3+11-YFP` | `pZS3-mCherry` | HG105 | `delta` |
# | `galK<>25-O3+11-YFP | `pZS3-mCherry` | HG105 | `RBS1027` |
# 
# ## Titration series
# | Inducer | Concentration |
# | :------ | ------------: |
# | IPTG | 0, 0.1, 5, 10, 25, 50, 75, 100, 250, 500, 1000, 5000 [µM] |
# 
# ## Microscope settings
# 
# * 100x Oil objective
# * Exposure time:
# 1. Brightfield : 10 ms
# 2. mCherry : 35 ms (power = 1 mV)
# 3. YFP : 8 ms
# 
# ## Experimental protocol
# 
# The strains were grown overnight in tubes in 3 mL of LB + spec + kan.
# Next morning they were diluted 1:1000 into 0.5 mL of M9 + 0.5% glucose
# in deep 96-well plates.
# The auto and delta strains were grown with 5000 uM and without IPTG.
# After 8 hours the cells were diluted 1:3 into 1X PBS buffer and imaged
# using 2% agar pads also of 1X PBS buffer.
# 
# ## Notes & Observations
# 
# This data set was taken in reverse. Instead of starting from the
# lowest concentration I started at the highest one.
# These cells were also diluted into 1x PBS and the agar pads were also made of
# this buffer.
# 
# ## Analysis files
# 
# **Example segmentation**
# 
# ![](outdir/example_segmentation.png)
# 
# **ECDF (auto)**
# 
# ![](outdir/auto_fluor_ecdf.png)
# 
# **ECDF (∆lacI)**
# 
# ![](outdir/delta_fluor_ecdf.png)
# 
# **ECDF (RBS1027)**
# 
# ![](outdir/exp_fluor_ecdf.png)
# 
# **fold-change**
# 
# ![](outdir/fold_change.png)
date,username,operator,binding_energy,rbs,repressors,IPTG_uM,area,eccentricity,solidity,mean_intensity,intensity
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.0704,0.8958665593974567,0.8833333333333333,55.5161134780224,225.97278830094237
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.8656,0.9229253988343872,0.9320987654320988,63.9304257502751,247.12945378026342
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.5856000000000003,0.8320738403033047,0.9805825242718448,61.85746539258243,159.93866251906115
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.2752,0.9457459453289504,0.893048128342246,49.886611903654206,213.27524321050245
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.1728000000000005,0.9117584708179622,0.9209039548022598,57.383507414979675,239.44989974122723
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.8160000000000003,0.874301395185676,0.9090909090909092,55.12618335422497,155.23533232549752
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.0704,0.9440374120963164,0.8736263736263736,54.37388759793683,221.32347207864208
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.944,0.8780711456794035,0.9583333333333334,53.95782060368922,158.85182385726105
20181127,mrazomej,O3,-9.7,auto,0,0.0,5.9136000000000015,0.8965566998073043,0.90234375,60.112469795230744,355.4811013810766
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.7632,0.9165258779191898,0.9545454545454546,55.8351273216565,210.11875113685772
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.6592,0.9572513521225816,0.8965517241379308,55.796048936138725,259.96495120325756
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.3008000000000015,0.906055756338366,0.8795811518324608,60.115194306693475,258.54342767422736
20181127,mrazomej,O3,-9.7,auto,0,0.0,5.5296,0.9712186206673972,0.9,57.269867092535236,316.67945707488286
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.0192000000000005,0.9305365568839566,0.9022988505747126,51.545120464159886,207.17014816955145
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.688,0.8093347660433763,0.9813084112149532,52.74174737994217,141.76981695728455
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.8144,0.8766255522922962,0.9430379746835444,49.472858236975355,188.70927045911878
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.9696,0.8956484727798457,0.9586776859504132,46.795616366044676,138.96426236060626
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.5584,0.9019673587349883,0.9455782312925172,50.15740308000677,178.48010311989609
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.7376,0.928499286378526,0.935897435897436,52.51948431815616,196.29682458754047
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.3264000000000005,0.949445277885306,0.9086021505376344,53.093396579065285,229.70327095966806
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.096,0.9272877726835356,0.9302325581395348,47.876647652482795,196.10274878456954
20181127,mrazomej,O3,-9.7,auto,0,0.0,5.3248000000000015,0.9272734797156262,0.8387096774193549,50.5323235133753,269.0745162440209
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.9952,0.8885843410254409,0.951219512195122,42.59095905365476,127.56844055750673
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.224,0.9470407647742198,0.9428571428571428,51.47456032339439,217.42854280601793
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.3552,0.8559347104673539,0.9684210526315791,56.99004968621585,134.22296502097555
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.5328000000000004,0.8547097206532068,0.9517241379310344,53.422853707411534,188.7322575775435
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.0448,0.9370081244268628,0.9349112426035504,49.18857085771138,198.957931405271
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.5839999999999996,0.9044614125384915,0.9790209790209792,46.34162591076552,166.0883872641836
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.224,0.941952387687634,0.9428571428571428,51.39473286349476,217.09135161540186
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.4032,0.9442801587113596,0.9197860962566844,53.31741090314026,234.7672236887072
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.2512000000000003,0.8910631964732232,0.9921875,58.85795614065886,191.35898700451008
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.2512000000000003,0.885705583277622,0.9477611940298508,56.69525444281005,184.32761124446404
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.2496,0.9524460712410784,0.8877005347593583,52.94914088169503,225.0126690908512
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.2752,0.9424594556044432,0.9435028248587571,56.58679440058132,241.91986342136525
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.7904,0.8690664030893119,0.990909090909091,53.77615305853457,150.05697749453486
20181127,mrazomej,O3,-9.7,auto,0,0.0,5.12,0.8323117968745494,0.8064516129032258,43.48367957178553,222.63643940754193
20181127,mrazomej,O3,-9.7,auto,0,0.0,5.4272,0.8825863255861979,0.9059829059829059,55.701275895668104,302.30196454096995
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.6608,0.9254933976754236,0.9597315436241609,46.40463473676788,169.87808684435987
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.6080000000000005,0.8289961783056333,0.932642487046632,51.95885889362727,239.4264217818345
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.1232,0.8982094095240849,0.976,49.2784455834185,153.9064412461327
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.1232,0.9044085071659016,0.9606299212598424,54.24561256897767,169.41989717543106
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.8656,0.9268843488536664,0.94375,55.948643459687126,216.27507615776656
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.2768,0.9058205187382812,0.9411764705882352,51.89530724768811,170.0505427892244
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.5072,0.9029933477977359,0.9319727891156464,45.69973321430582,160.2781043292134
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.7104,0.9292965675894478,0.8932038834951457,51.780966968031024,243.90906680621333
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.2,0.8410436075159049,0.925925925925926,40.933065551978544,130.98580976633136
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.6352,0.919050233862923,0.953020134228188,49.27544305658946,179.126090599314
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.944,0.8376384463659342,0.9829059829059827,44.70736906985786,131.61849454166153
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.096,0.9241562506132888,0.9195402298850576,60.044373592790976,245.94175423607183
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.096,0.9389761278267664,0.935672514619883,44.71097386752032,183.13614896136326
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.968,0.925615650585813,0.9393939393939394,56.502877991449715,224.20341987007248
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.7632,0.8338911789408421,0.8909090909090909,44.50548412672159,167.48303786567868
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.1472,0.9073960126808194,0.9473684210526316,42.24416365150561,175.19499549552404
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.7616000000000005,0.9524894298377512,0.9393939393939394,50.77834175730622,241.78615211158933
20181127,mrazomej,O3,-9.7,auto,0,0.0,5.4528,0.9563333095628744,0.8912133891213392,54.84153706894066,299.0399333295196
20181127,mrazomej,O3,-9.7,auto,0,0.0,5.1456,0.9433644792552603,0.8701298701298701,48.46107433708361,249.36130410889743
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.1488,0.8744982413602194,0.9318181818181818,50.518753319743006,159.0734504532068
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.7360000000000015,0.9574428144754908,0.9113300492610836,47.005033650459346,222.61583936857554
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.7119999999999997,0.9134906623309879,0.9294871794871796,53.19078686747815,197.4442008520789
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.7648,0.8280162847432718,0.972972972972973,46.03228330823972,127.27005689062118
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.4304,0.8855091814986246,0.9710144927536232,53.42553983999386,183.27097186711495
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.4304,0.8506129860962841,0.9710144927536232,45.702622053938455,156.77827469383047
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.1744000000000003,0.8941054828090987,0.9612403100775194,45.85662744577849,145.56727816387925
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.8656,0.9263644685074606,0.9151515151515152,58.1101449253735,224.6305762235238
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.8160000000000003,0.8298752054397425,0.9821428571428572,61.96556509919834,174.49503131934256
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.9184,0.8599631765670125,0.9661016949152542,61.22496573829872,178.678940010651
20181127,mrazomej,O3,-9.7,auto,0,0.0,4.5568,0.9265551664237222,0.8640776699029126,52.262731487159,238.15081484068614
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.8144,0.9325022679852654,0.8816568047337278,51.540936623774776,196.5977486577265
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.7632,0.9045847370840926,0.9130434782608696,55.279753581320975,208.02876867722708
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.9168,0.9480753133722364,0.9161676646706588,50.93611536968427,199.50657667997936
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.1744000000000003,0.8927500865026522,0.984126984126984,56.68996108586054,179.95661247095572
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.5328000000000004,0.9309327190822008,0.9517241379310344,47.64613384671011,168.3242616536575
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.2256,0.8825251792633756,0.9402985074626866,44.71125700505323,144.2206305954997
20181127,mrazomej,O3,-9.7,auto,0,0.0,3.9168,0.9386897905809308,0.884393063583815,52.40795279811144,205.27146951964286
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.9952,0.9103633279831702,0.9590163934426228,50.14664765051195,150.1992390428134
20181127,mrazomej,O3,-9.7,auto,0,0.0,2.9184,0.9048192097180404,0.95,46.39372354979887,135.39544280773302
