operator,binding_energy,repressor,inducer_uM,lambda_m1p0,lambda_m2p0,lambda_m3p0,m0p1,m0p2,m0p3,m0p4,m0p5,m0p6,m1p1,m1p2,m1p3,m1p4,m1p5,m2p1,m2p2,m2p3,m2p4,m3p1,m3p2,m3p3,m4p0,m4p1,m4p2,m5p0,m5p1,m6p0
O1,-15.3,1.0,500.0,0.14702277917584056,-0.006079537782285715,2.6113039258935772e-05,7712.17924948175,62081140.86591338,521922532453.2342,4577603082818266.0,4.177521196246361e+19,3.952261392657896e+23,126562.59739163892,1085261454.752298,9699222638567.645,8.999843442305186e+16,8.631859070229562e+20,2799457.2404208807,25345323413.46913,237608409876247.1,2.2958772391263444e+18,78200466.84943646,737448529040.6096,7148623407126109.0,277477.35517706623,2623387162.6026983,25435132896016.09,10508668.402839737,101674435562.8057,450840556.63313895
O1,-15.3,1.0,1000.0,0.1474770466468236,-0.00609115182802918,2.6161601775902766e-05,7716.350210876923,62146270.19226064,522720911754.7336,4586690416868515.0,4.187621209989022e+19,3.963442895615559e+23,126695.35006708564,1086919872.1710806,9718443595170.213,9.021551607940882e+16,8.656212423705461e+20,2802704.272431956,25386724263.167843,238103126149552.25,2.3016353609240456e+18,78295552.2039995,738691710392.6034,7163858589440105.0,277687.39768251806,2626667764.5426393,25478820729004.035,10516900.990576254,101804001171.5262,451202614.2185652
O1,-15.3,1.0,5000.0,0.14780234696072178,-0.006099533225067914,2.6196695707607647e-05,7719.330056268422,62192989.90587625,523294504875.5736,4593225244742964.0,4.1948892091656544e+19,3.971493590553997e+23,126790.54944657926,1088111207.7946048,9732264741292.908,9.037172221654323e+16,8.673746313476507e+20,2805033.6546858423,25416470791.550484,238458910626985.38,2.3057792321504904e+18,78363776.108457,739585015535.2501,7174815962198474.0,277837.6037540115,2629021814.2781267,25510214835466.324,10522789.426740453,101896978732.5332,451461615.1276336
O1,-15.3,2.0,0.0,-0.43268227867455006,0.017246875033693557,-0.00027049932209978527,2236.9513104879898,5490513.9158638315,14738230716.275581,43083230338378.15,1.364343204473234e+17,4.6524921903729705e+20,11199.276462272688,30725204.29741297,91812784334.37724,296729813050026.5,1.0296922937119698e+18,170329.7670911891,499722692.0781464,1584888353284.7424,5391549028199051.0,3852447.137763119,11893265235.982042,39356905726144.58,37730.82735424587,112679269.30007644,360659084025.1054,1286209.3620441956,3963217451.5558314,50951840.76553925
O1,-15.3,2.0,0.1,-0.43137367645968244,0.017170869107551848,-0.00026914764094476023,2244.1222023591176,5525204.394922026,14875969330.07949,43612852553759.32,1.38503235349577e+17,4.736062362480465e+20,11270.036119731716,31012266.806264944,92940740260.05457,301225475179592.8,1.0481682824843114e+18,171623.30090643995,505018607.9013482,1606315673261.4524,5479785029955475.0,3884767.6443567257,12028482627.591543,39918516662818.95,37953.13303098628,113685634.2190756,364946644810.9367,1294325.4124432593,4000176410.871097,51289791.21357349
O1,-15.3,2.0,5.0,-0.2428265060405914,0.0073560305038736645,-0.00011127345186264271,3566.808875652533,13745718.385054652,57107516633.26701,254900480239654.6,1.2167808373332936e+18,6.178252899406552e+21,28035.657574212182,118981337.77117328,542402099101.4792,2639655979902795.5,1.3624641119926376e+19,505205.07605811313,2282945181.113013,11000900127146.674,5.613722124529482e+16,12641821.5347952,59873170508.15564,299951956387231.2,85443.13614671156,395500245.55045015,1935247148282.4312,3067632.9718925,14599436191.015543,126434128.11906442
O1,-15.3,2.0,10.0,-0.06018209727266527,-0.0009000288222602106,-2.0007979727738712e-07,5101.443906901574,27730162.339485593,160409048300.60638,984876588521950.0,6.393184381444406e+18,4.366621903469656e+22,56548.946496997625,333947173.39119685,2092113587488.5376,1.3829833229580432e+16,9.591179206696133e+19,1134088.9154281898,7103335952.140447,46870088615463.1,3.238119810326991e+17,30105954.05965158,197031065972.91974,1347964039242145.2,151440.2502267391,978289434.2267157,6598473615943.354,5597350.14348591,37088139918.77322,235806211.99512285
O1,-15.3,2.0,25.0,0.03719735791899016,-0.002404157767042748,-6.920461680562091e-06,6859.5149449775745,49432603.27914942,374227501213.7241,2971336468937049.0,2.466795394191261e+19,2.132613715353052e+23,100785.65813783024,778434577.5757804,6300605867801.77,5.320852953534278e+16,4.6655540082977086e+20,2174050.167394764,17751341711.432964,150881212674621.84,1.3281595400486408e+18,59959859.30390141,510368642325.4291,4488754402810760.0,235022.88363291768,1995626886.2797363,17475276503994.89,8847184.011556346,76924186093.93114,377855373.3466873
O1,-15.3,2.0,50.0,0.07392389949231482,-0.0030615794453864526,-8.800511507671994e-06,7401.971031204104,57321537.27454129,464584139711.5624,3935715334450065.5,3.475263506386716e+19,3.186352085252637e+23,116863.15222425653,966159214.7184682,8341414917035.884,7.490172136196029e+16,6.963229993747188e+20,2562880.8199661924,22381175425.708485,202769303230068.97,1.8966650934730888e+18,71282348.66839956,648574277002.5054,6077324927511984.0,261918.3221225069,2384909036.63969,22314743157582.3,9899125.979354804,92261557303.92293,424043616.9766648
O1,-15.3,2.0,75.0,0.08393474652063414,-0.003244726244723623,-9.267661410754848e-06,7537.894718854065,59384907.60764685,489189342046.9119,4208492600568933.0,3.770923069016814e+19,3.505936622393226e+23,121068.09259822824,1017270859.4320422,8918478978830.57,8.125847887755563e+16,7.659611716067488e+20,2665272.1701709884,23650921644.07896,217548597420909.56,2.0644523058671488e+18,74274069.04260224,686611830172.2673,6531385517488212.0,268720.8616492187,2487985424.140469,23649539450546.25,10165539.999691164,96328604667.43594,435753021.5449893
O1,-15.3,2.0,100.0,0.08820100835989558,-0.0033236103392333695,-9.460267502635258e-06,7594.061542270592,60247584.3439515,499591431605.0931,4325032466435190.5,3.898508194729803e+19,3.645163330702467e+23,122826.13931991252,1038877956.362233,9164999170946.176,8.400120869881573e+16,7.962931723849508e+20,2708159.1981497533,24188752714.691284,223874816435734.5,2.1369893339192576e+18,75528300.6124748,702738902637.8351,6725929441833171.0,271538.74566134915,2531222876.690332,24215790034377.73,10275937.228605343,98035272555.61992,440606465.37335074
O1,-15.3,2.0,250.0,0.1426651646078643,-0.00596992388321524,2.565897405721804e-05,7672.6170477141695,61464159.91857344,514374996862.0024,4491880381974384.0,4.082447219240439e+19,3.847222171117587e+23,125305.30089190169,1069584835.3280042,9517912763428.727,8.7954985103157e+16,8.403077693425253e+20,2768714.0984695,24954126481.211933,232943739107188.4,2.2416972305411535e+18,77300339.76483591,725704009773.8666,7005000169438591.0,275486.4647037568,2592334550.9789176,25022456917629.76,10430636.1121948,100448118560.81364,447408827.9471162
O1,-15.3,2.0,500.0,0.14492876301524452,-0.006030135449312948,2.591499294551895e-05,7691.895697972621,61764457.06524285,518044360256.9553,4533510802634168.0,4.128571358380684e+19,3.898130710921026e+23,125917.25791374211,1077206330.8076124,9605964951625.936,8.894635677234795e+16,8.513961526057709e+20,2783674.840511624,25144276948.969196,235208655489215.44,2.2679771876373553e+18,77738335.59512286,731412163417.7389,7074729264609341.0,276456.4564780185,2607443710.4706373,25223016986297.29,10468653.31631186,101044780472.0806,449080716.64253706
O1,-15.3,2.0,1000.0,0.14585572432852364,-0.00605435194042783,2.6017025431711196e-05,7700.184482671109,61893734.34098387,519626263102.8607,4551483432341216.0,4.14851115630714e+19,3.92016764887188e+23,126180.7002307,1080492057.628832,9643978689944.436,8.937492931099698e+16,8.561959179169008e+20,2790116.6333483146,25226274012.70671,236186721181089.6,2.279341117496444e+18,77926946.91468818,733873946552.7733,7104844428348483.0,276873.4260628661,2613950482.4929185,25309519923267.547,10484996.212365886,101301744826.91994,449799448.2898188
O1,-15.3,2.0,5000.0,0.14629162397496426,-0.0060596133275423285,2.602625425463084e-05,7706.137191706531,61986771.12502484,520766140058.9252,4564446921772393.0,4.162905987452363e+19,3.9360888912298105e+23,126370.30726434867,1082859665.0354571,9671397196719.908,8.968431557302256e+16,8.596635704524585e+20,2794754.2951463526,25285371233.30922,236892304899153.5,2.287546065866156e+18,78062753.29951058,735648389305.4209,7126571560845547.0,277173.3818281816,2618635965.706058,25371874610810.99,10496753.818976758,101486793487.74504,450316557.36983615
O1,-15.3,3.0,0.0,-0.5618508194883725,0.025399500312463588,-0.0004264053942528112,1650.4563694007738,3018187.496283922,6090439846.797582,13495683192865.168,3.265098417475693e+16,8.569867598836218e+19,6156.170512405886,12699239.642950568,28776666733.375237,71087296768694.62,1.899550928856284e+17,82566.71416331257,182502535.48252642,439769716827.6479,1145592983859168.2,1722461.1430653147,4015378300.6709967,10116490094352.344,21261.43493154289,47638010.91621835,115392641216.77887,693910.875600539,1607972443.461116,26574212.104916226
O1,-15.3,3.0,0.1,-0.560285282755525,0.025292996901079272,-0.00042425780173394013,1656.311989748472,3039287.1776762162,6153407972.149907,13679214042862.654,3.319878655534521e+16,8.740220280874482e+19,6199.211821808375,12830518.87588788,29167854499.834988,72279238753067.7,1.9372823992494125e+17,83270.25644345542,184665740.29287776,446408380341.0534,1166506885823058.2,1738885.6799330234,4066962538.0119452,10279067538864.094,21407.479288330396,48126311.55528316,116954939218.7953,699064.0330606172,1625309589.6451845,26783156.92627901
O1,-15.3,3.0,5.0,-0.34054514620927917,0.012173674728488782,-0.0001845436900037294,2809.91691526489,8600193.400769386,28591988422.717827,102856364087741.44,3.9840961028253536e+17,1.6521652799773768e+21,17541.907116595758,59592014.25083934,219055864273.9492,865558126424851.4,3.650951477087732e+18,291013.46677729033,1055143112.2111241,4108974947280.435,1.705967946133116e+16,6939716.630365434,26426305802.049442,107190583895768.1,56825.81775960218,210336991.30883944,828989927890.3657,1991126.6802298026,7590922801.640303,80558883.62153853
O1,-15.3,3.0,10.0,-0.09751268372054696,-0.0004411914394910702,3.017288802925339e-06,4359.722935449882,20383711.39564505,102028518023.53326,545085973966038.8,3.0951122297964017e+18,1.858394271022568e+22,41571.09136412123,212487376.14218417,1158842468704.555,6704411384013961.0,4.089609106054773e+19,797502.389800097,4331061253.657886,24917576125339.35,1.5088244449375725e+17,20667004.69933701,117430222040.52333,701303653064409.0,118470.73714865994,661350673.8536999,3876884871298.8887,4327699.169416348,24805117213.15291,180717238.3351205
O1,-15.3,3.0,25.0,0.015040772604543135,-0.002032991986744487,-5.613767477773847e-06,6492.957845032388,44417221.82812026,320026172730.2145,2424052013691429.0,1.924032864072112e+19,1.5935307187646342e+23,90563.71452407069,665799840.2572207,5141903799562.765,4.152450645714109e+16,3.4888971451161326e+20,1929333.488619735,15003580937.60004,121744978144070.84,1.0253077880531302e+18,52870115.8646807,428782634203.2921,3601504878154974.0,217101.92648416126,1752644193.8182807,14627707214068.453,8147645.304894501,67371915037.695076,347186942.7844939
O1,-15.3,3.0,50.0,0.06299633843422948,-0.0028647558948144106,-8.266060977979407e-06,7247.0631774870435,55012109.53607363,437512934490.8109,3640445689135105.0,3.16014072923502e+19,2.8507136362062656e+23,112156.70757839811,909921351.0934538,7716682661885.91,6.812503075354718e+16,6.231649855610361e+20,2448603.737080632,20988355536.726017,186818722930407.1,1.7183427470179446e+18,67948080.8332176,606911994990.3834,5588008818827790.0,254195.3516258261,2270131619.764884,20854070050340.89,9596828.077710336,87735583823.30904,410762552.7934513
O1,-15.3,3.0,75.0,0.07698890667695005,-0.003117367283300471,-8.945756587964437e-06,7444.194321605832,57958754.49885301,472140903016.8039,4019051676456276.0,3.565139256665758e+19,3.2830370580167304e+23,118161.74704011936,981856995.8641596,8517721932801.486,7.683420967744168e+16,7.173929021500297e+20,2594473.0306561966,22770765953.066536,207280233579821.0,1.947622768596101e+18,72205005.70771722,660239592272.6752,6215846785016991.0,264028.8411177781,2416689202.0427003,22723978523164.305,9981767.643866586,93515251367.52008,427675389.02217287
O1,-15.3,3.0,100.0,0.08308932143403702,-0.0032291524452612718,-9.229024231179167e-06,7526.6428368206225,59212814.75062116,487122384607.1279,4185421195641040.0,3.745753885487936e+19,3.478562848827286e+23,120717.37623289609,1012977299.3006408,8869673610284.057,8.071738216956702e+16,7.59997091691683e+20,2656722.0472651813,23544122377.431408,216297021989273.75,2.0501517842868728e+18,74024100.21547695,683410480968.612,6492909894894392.0,268156.8194683269,2479369881.0118656,23537157003081.81,10143445.126084907,95988578460.14218,434781748.51274717
O1,-15.3,3.0,250.0,0.13998559873410563,-0.005911368573887455,2.543691673568013e-05,7642.994394043996,61004052.8121009,508768326158.0958,4428436627317457.0,4.0123298947172426e+19,3.770014858297222e+23,124367.67913799356,1057939321.9568776,9383720419311.213,8.644786171206102e+16,8.23490447334324e+20,2745801.831320074,24663719244.51049,229493666911098.7,2.2017646857531963e+18,76629699.85595518,716988263113.3452,6898808908764927.0,273996.8741205506,2569203226.035686,24716266058009.105,10372258.78464928,99534746823.6384,444841717.3905178
O1,-15.3,3.0,500.0,0.1425535832382497,-0.005966908553048183,2.5646065021542747e-05,7671.713278482253,61450163.17647939,514204413386.2964,4489948489114996.0,4.080309858126698e+19,3.844866029263199e+23,125276.7613410538,1069230403.6711924,9513825695132.393,8.790903767745822e+16,8.397945071251608e+20,2768016.779652924,24945286621.937115,232838636946324.56,2.24047950219944e+18,77279929.9818358,725438684363.9879,7001764808989382.0,275441.0776378685,2591630596.713125,25013135337307.414,10428857.745311316,100420322126.07254,447330635.84312457
O1,-15.3,3.0,1000.0,0.1440662721921938,-0.00600783689310355,2.582157067718783e-05,7684.086870678332,61642719.14624408,516555824545.8963,4516612298295566.0,4.109837880088964e+19,3.877442625892792e+23,125669.20596106935,1074114729.155449,9570224341176.97,8.854371867205024e+16,8.468901891728382e+20,2777610.0200481704,25067135893.91645,234289222342115.03,2.2573026374759956e+18,77560771.57074323,729096342531.532,7046421617973593.0,276063.62872227264,2601318265.633555,25141646575964.746,10453256.633492833,100802881338.11287,448403598.95042855
O1,-15.3,3.0,5000.0,0.14507049954525617,-0.006034116951464988,2.5932437990579343e-05,7693.000126578425,61781664.0375407,518254793978.7443,4535900553902342.0,4.131221630533038e+19,3.901058661249778e+23,125952.33169234525,1077643468.5271132,9611019841192.424,8.900332259469259e+16,8.520338981997773e+20,2784532.406800261,25155185226.751263,235338705685109.6,2.269487582577169e+18,77763443.71300793,731739650995.8038,7078733460762163.0,276512.04875977174,2608309881.253557,25234524148596.934,10470832.123947144,101078986660.65326,449176533.22556835
O1,-15.3,4.0,0.0,-0.6701914075522585,0.0332871116340934,-0.0005963575427551848,1307.6174203029816,1909673.2365795432,3099585000.452089,5560707925269.527,1.0958357286204824e+16,2.356174071401001e+19,3894.8912336557173,6463252.539642721,11860306669.050413,23871817307412.63,5.226831292610291e+16,47183.83166734767,83980476.36885682,164036161534.04233,348492546625926.75,918595.5694851222,1726786398.2907894,3531025269861.4917,13457.84273974322,24182704.376540557,47306334739.93283,422527.6093936442,786589479.5332974,15694579.300897507
O1,-15.3,4.0,0.1,-0.6683692634041993,0.033146270061006726,-0.0005931751371504129,1312.5192075657421,1923759.7166084773,3133361195.973217,5640340894595.876,1.115182631358837e+16,2.405431718623053e+19,3923.6267656768123,6533682.366381419,12030112693.3666,24293088279177.53,5.336042916070518e+16,47610.942659233966,85035658.5886583,166657147575.01434,355218953004508.1,927981.3080818364,1750466964.226723,3591450911124.5264,13558.508618264434,24450199.709301,47994069433.75081,425968.8851108572,795793526.2296357,15830676.929253105
O1,-15.3,4.0,5.0,-0.4179424009474946,0.01639591280106073,-0.0002553454373391925,2318.0234100861026,5889033.609081928,16345244685.323557,49356325648514.52,1.6130295150694714e+17,5.671563018147101e+20,12012.14817815446,34074311.78397784,105172078923.84833,350763317348233.9,1.254963453096695e+18,185273.4378170954,561864333.4584385,1840134175830.2388,6458169392608136.0,4227074.212738231,13485229334.311958,46069378298392.95,40270.975799783264,124370053.71338594,411250321368.8896,1379096.6499745226,4393256680.170525,54824509.0747921
O1,-15.3,4.0,10.0,-0.21584591220401914,0.006112162089734484,-9.360805393155378e-05,3806.2945763965477,15617011.350703655,68926106756.26025,326157503981528.94,1.6473544600843034e+18,8.833866465562083e+21,31851.5984666003,143587671.3624431,693839919781.5385,3572098619105715.5,1.946840109719488e+19,586137.7167210366,2811556641.2511234,14351636924441.668,7.742938439424117e+16,14842167.045323493,74574997885.42645,395562110502218.6,95134.16514593961,467930565.07357717,2427953227884.4834,3435802.171519937,17367500751.220177,142243108.7225263
