operator,binding_energy,repressor,inducer_uM,lambda_m0p1,lambda_m0p2,lambda_m0p3,m1p0,m2p0,m3p0
O1,-15.3,195.0,75.0,0.0038140924487485364,-7.021525879679634e-07,-3.5103029474120873e-12,5.321192100567041,88.23467192129738,2006.5001152785292
O1,-15.3,195.0,100.0,0.003532838181408624,-5.089990754968814e-07,-2.83703889894944e-12,6.737872186558437,120.72497944758835,2867.823872880279
O1,-15.3,195.0,250.0,0.0034271939723152073,-3.0702214036921895e-07,-1.874004597884651e-12,10.625737075950877,216.9618161645975,5524.106948218308
O1,-15.3,195.0,500.0,0.003690237349497375,-2.8235574088225946e-07,-1.7021352617736166e-12,12.352421806725259,261.7585642546859,6790.837765291013
O1,-15.3,195.0,1000.0,0.003938082494402779,-2.7965275789481115e-07,-1.6464876413434804e-12,13.275947082726002,286.0619772173238,7483.128241995377
O1,-15.3,195.0,5000.0,0.00422116913715939,-2.832520217395392e-07,-1.6230222326536968e-12,14.029877385266,306.04985291909236,8054.6624006424245
O1,-15.3,228.0,0.0,-0.02948959088500378,-4.997561497964831e-07,2.554105417767154e-12,0.06660319603987944,0.4159987990037967,4.584228800711513
O1,-15.3,228.0,0.1,-0.02935921373454647,-4.975535823414419e-07,2.542831158814544e-12,0.06690282394040199,0.4179434204041045,4.606399007138654
O1,-15.3,228.0,5.0,-0.014155987016441714,-2.406554717659342e-07,1.2269461629709973e-12,0.13955277590978873,0.9083599846979656,10.393334421674695
O1,-15.3,228.0,10.0,-0.006306506490985093,-1.079727505601847e-07,5.464438252664664e-13,0.3130616169486513,2.226126104576799,27.546569571105934
O1,-15.3,228.0,25.0,0.005762986399484204,-4.961841249801427e-06,-1.387972978958702e-11,1.2070046114814512,11.776254189842597,188.34765334948816
O1,-15.3,228.0,50.0,0.004708682425516265,-1.5232712342496322e-06,-5.8840709779118585e-12,3.0730903459028984,41.83435751425585,843.8523289274409
O1,-15.3,228.0,75.0,0.003979876652476815,-8.243628805532528e-07,-3.892217922710359e-12,4.746289525643848,75.65575498620446,1681.371285282134
O1,-15.3,228.0,100.0,0.0036434427320375697,-5.842330471945182e-07,-3.1118833117890146e-12,6.0793572386667725,105.38727066248084,2457.89373906104
O1,-15.3,228.0,250.0,0.0033840706735733537,-3.2625151673592583e-07,-1.9872937812411333e-12,9.901232218858087,198.46744846289963,5005.501514824925
O1,-15.3,228.0,500.0,0.003563271341677242,-2.889812704874706e-07,-1.758278471183269e-12,11.680072185150394,244.20678280915612,6292.936623217806
O1,-15.3,228.0,1000.0,0.003760971565682739,-2.8066191807826796e-07,-1.6813515831845275e-12,12.653217984928851,269.6508370580932,7015.3080401082425
O1,-15.3,228.0,5000.0,0.003999307517116522,-2.8003067705309395e-07,-1.6382225716074237e-12,13.459213684919336,290.9091553030795,7621.559606558467
O1,-15.3,260.0,0.0,-0.03355234193124107,-5.683871540796309e-07,2.9053412793437158e-12,0.05843146615101481,0.3632135448563831,3.984939859005191
O1,-15.3,260.0,0.1,-0.03340426764530305,-5.658859223947047e-07,2.8925428257469765e-12,0.058694447552657465,0.3649047429712876,4.004065180120462
O1,-15.3,260.0,5.0,-0.016119294333531438,-2.7383688684854713e-07,1.397010085092406e-12,0.12248943427704125,0.7898218337853041,8.960394517853619
O1,-15.3,260.0,10.0,-0.007180803822253719,-1.227530734165735e-07,6.223033926669215e-13,0.2750971771521802,1.920720381385296,23.3911314720577
O1,-15.3,260.0,25.0,0.005692346138905976,-5.632225923538165e-06,-1.5269471886781158e-11,1.0669168029367726,10.01381450519814,155.50462869980782
O1,-15.3,260.0,50.0,0.004903044344777227,-1.7768222957309155e-06,-6.542689449613657e-12,2.750434619869023,35.928749137905676,705.638871301514
O1,-15.3,260.0,75.0,0.004136779881873173,-9.491305298699485e-07,-4.264964076001555e-12,4.296193490496996,66.1092691182491,1438.7600571178086
O1,-15.3,260.0,100.0,0.0037565356340557685,-6.616927942771596e-07,-3.3769815293396012e-12,5.553081936522236,93.41754507973029,2142.004448594261
O1,-15.3,260.0,250.0,0.0033681180900585837,-3.472048011906182e-07,-2.100289901513135e-12,9.287184201180542,182.9603863954487,4573.081843362843
O1,-15.3,260.0,500.0,0.003479150890520176,-2.9780248676881554e-07,-1.818835346395624e-12,11.094491822616083,229.0297753008157,5863.997661835153
O1,-15.3,260.0,1000.0,0.0036390170880890057,-2.8437376497198126e-07,-1.7221093188592897e-12,12.102723713385632,255.22532220981014,6605.288612755774
O1,-15.3,260.0,5000.0,0.0038395565650374526,-2.7977960641751004e-07,-1.662135192290248e-12,12.948495048118653,277.420717084504,7236.626227363822
O1,-15.3,266.0,0.0,-0.03431227383762623,-5.812235447587434e-07,2.971020672667991e-12,0.057117484567998124,0.35477101822467266,3.8895407961600017
O1,-15.3,266.0,0.1,-0.03416089726793514,-5.786665910622239e-07,2.9579379712699452e-12,0.05737457033926435,0.35642184710903496,3.9081849946742895
O1,-15.3,266.0,5.0,-0.016486986088513723,-2.8005067138175624e-07,1.4288508775551438e-12,0.11974418793482325,0.7709413846817953,8.734090301337137
O1,-15.3,266.0,10.0,-0.007344650041703077,-1.2552291767723354e-07,6.365173588178835e-13,0.2689811378127777,1.872396006388057,22.74276383121825
O1,-15.3,266.0,25.0,0.005671118586634984,-5.752406296571056e-06,-1.5517098297478705e-11,1.044193386764027,9.736289137189386,150.43197568416892
O1,-15.3,266.0,50.0,0.004936460781512926,-1.8250775323701103e-06,-6.667845211080185e-12,2.697333945272759,34.980401726407706,683.7557792641152
O1,-15.3,266.0,75.0,0.004165473512237144,-9.731676493009065e-07,-4.3350507997257475e-12,4.221138116202317,64.54587873378185,1399.421078127537
O1,-15.3,266.0,100.0,0.0037779634194728506,-6.766543277121414e-07,-3.4266937598260607e-12,5.4643871569238485,91.42821927434022,2089.8966232014373
O1,-15.3,266.0,250.0,0.0033689718204383667,-3.514639930875611e-07,-2.1225084032839328e-12,9.1804318447986,180.28166632370213,4498.632787784826
O1,-15.3,266.0,500.0,0.0034665562054061534,-2.9966957274333983e-07,-1.8298845932951087e-12,10.991171386802382,226.3633679478836,5788.805054405706
O1,-15.3,266.0,1000.0,0.0036201518768055486,-2.853025666937345e-07,-1.7302735452420728e-12,12.004795495257769,252.66777333593015,6532.7209439910375
O1,-15.3,266.0,5000.0,0.0038141730563973557,-2.7996829605489244e-07,-1.6679854234813766e-12,12.857019798636264,275.0113387622156,7167.963314376723
O1,-15.3,311.0,0.0,-0.03999348326164195,-6.771782067251787e-07,3.461848366693197e-12,0.04887447403835663,0.302094531431799,3.2971626168376496
O1,-15.3,311.0,0.1,-0.039817497932820245,-6.742060971599043e-07,3.4466491049073984e-12,0.04909455562278964,0.30349452839007146,3.3128421971241613
O1,-15.3,311.0,5.0,-0.019240372089154682,-3.2659282342301914e-07,1.6674521628195358e-12,0.1025127391294496,0.6536459622208582,7.340399852219282
O1,-15.3,311.0,10.0,-0.008572645610727857,-1.4628239940275808e-07,7.430351519230772e-13,0.2305403448293948,1.5743052678747862,18.801540093250566
O1,-15.3,311.0,25.0,0.0054446601209023155,-6.5929182636185465e-06,-1.7200249255790177e-11,0.9003711891194173,8.036247811358809,120.0136724076535
O1,-15.3,311.0,50.0,0.005162674150199258,-2.193058363859432e-06,-7.577862961485797e-12,2.356167618899422,29.05970884544887,549.3777764713309
O1,-15.3,311.0,75.0,0.0043713236686294754,-1.1588207921061818e-06,-4.873620428415781e-12,3.732130078230524,54.58019500502326,1151.651341507374
O1,-15.3,311.0,100.0,0.003938172724851947,-7.927624069043739e-07,-3.7971267249561155e-12,4.879826452647196,78.5410703406235,1755.4402833397367
O1,-15.3,311.0,250.0,0.003381575019158633,-3.846774087683054e-07,-2.2837549553458755e-12,8.451806583675005,162.1478940997429,3996.790971740388
O1,-15.3,311.0,500.0,0.0034049700758557308,-3.158447603570732e-07,-1.9251146287274345e-12,10.27360367859572,207.94780313717564,5270.977657344152
O1,-15.3,311.0,1000.0,0.003508885541100044,-2.941327069263249e-07,-1.7926309061367665e-12,11.31795788258354,234.8087821744745,6027.14029349606
O1,-15.3,311.0,5000.0,0.0036596017285249528,-2.83414518348251e-07,-1.7131401666636619e-12,12.21007970094913,258.03215868820917,6684.974425224804
O1,-15.3,363.0,0.0,-0.04651844517762407,-7.873628522851845e-07,4.025162294477828e-12,0.04188883841247888,0.25784059078931376,2.8033617471605967
O1,-15.3,363.0,0.1,-0.046314367592276494,-7.839170085502739e-07,4.007550487232398e-12,0.04207753459452123,0.25903129784639656,2.816601315298636
O1,-15.3,363.0,5.0,-0.022412659037026352,-3.8018737900572566e-07,1.941881731885875e-12,0.08789666958466329,0.5558043993484932,6.194423135072542
O1,-15.3,363.0,10.0,-0.009989793529043703,-1.7023871498263725e-07,8.659247567416262e-13,0.19786434512060316,1.3286636433996164,15.633069674676547
O1,-15.3,363.0,25.0,-0.002515908986129577,-4.3908011175592344e-08,2.1729073986734777e-13,0.7767440676749918,6.656195743468393,96.2445557231073
O1,-15.3,363.0,50.0,0.0053729128454465735,-2.6282852826052136e-06,-8.583173137287668e-12,2.0557094577281347,24.113583122144608,440.54291058028514
O1,-15.3,363.0,75.0,0.004588841440450808,-1.383622549468896e-06,-5.5034239069522295e-12,3.291502697855862,45.9626786514572,942.2535928245524
O1,-15.3,363.0,100.0,0.004119263115853778,-9.346644813846771e-07,-4.22255557411722e-12,4.342961597470829,67.08772363306338,1463.4398705974158
O1,-15.3,363.0,250.0,0.003423723268457667,-4.270032868129594e-07,-2.4616615858758256e-12,7.7417827560997,144.75603307024446,3519.4618424477962
O1,-15.3,363.0,500.0,0.003372400545062997,-3.3754821189370195e-07,-2.0478876575185967e-12,9.552918162951363,189.65100634370486,4759.360055696234
O1,-15.3,363.0,1000.0,0.003426276538221612,-3.072340137091526e-07,-1.8752359273162734e-12,10.616090976470396,216.71428631505586,5517.1470581854455
O1,-15.3,363.0,5000.0,0.0035408763244771132,-2.9082198374303954e-07,-1.773241505960203e-12,11.539133373459174,240.54418703491538,6189.280333047989
O1,-15.3,424.0,0.0,-0.054118843014421006,-9.157821508198832e-07,4.6823539872565084e-12,0.03587392690395716,0.2200219051323873,2.384213305009468
O1,-15.3,424.0,0.1,-0.05388227282747504,-9.11784575927517e-07,4.6618939834007424e-12,0.0360355800560894,0.2210348328367663,2.3954051227402573
O1,-15.3,424.0,5.0,-0.026121214409632654,-4.428486549814871e-07,2.2627719433564646e-12,0.07530202517296015,0.4727186671314743,5.2335350213612095
O1,-15.3,424.0,10.0,-0.011649668650396808,-1.982946063367633e-07,1.0097855694137082e-12,0.16965599713751073,1.1224232605238456,13.032039355078952
O1,-15.3,424.0,25.0,-0.002928811839879551,-5.0882994739339224e-08,2.531896642641652e-13,0.6689890145770045,5.518020845288628,77.36460668001557
O1,-15.3,424.0,50.0,0.005553085468185506,-3.1387913701363496e-06,-9.701038400531515e-12,1.7882100393875169,19.94574493064436,351.79624768079185
O1,-15.3,424.0,75.0,0.004816649250744406,-1.6584843611938196e-06,-6.238670492973717e-12,2.891094073403827,38.47368158410961,764.8042590184406
O1,-15.3,424.0,100.0,0.00431999902055866,-1.110297278446769e-06,-4.734360628307669e-12,3.84653324290588,56.875886963842966,1208.2378652962434
O1,-15.3,424.0,250.0,0.003493859316259503,-4.807282287732596e-07,-2.6700477945764056e-12,7.047283757946143,128.05414903064715,3065.463925052758
O1,-15.3,424.0,500.0,0.0033713469731874814,-3.6648411237937454e-07,-2.19772049216424e-12,8.826575247414636,171.44142594013516,4253.500035515379
O1,-15.3,424.0,1000.0,0.0033838486138469217,-3.2640459060904516e-07,-1.9881377554772107e-12,9.896176949686506,198.3391268070047,5001.9136953886
O1,-15.3,424.0,5000.0,0.003449361473231252,-3.025670553755744e-07,-1.8465857761280834e-12,10.840355269284009,222.4776980511439,5679.323367935405
O1,-15.3,495.0,0.0,-0.06289306813638561,-1.064051161038593e-06,5.4411456005660605e-12,0.030736822341957595,0.1879323720359359,2.0306512953600078
O1,-15.3,495.0,0.1,-0.06261929116367619,-1.059424761870079e-06,5.417471131345143e-12,0.030875365203622062,0.1887952539661884,2.0401331714835527
O1,-15.3,495.0,5.0,-0.03042048384245497,-5.154822311684818e-07,2.6345985769784893e-12,0.06453836531365087,0.4026154297811688,4.431824827991172
O1,-15.3,495.0,10.0,-0.013578195745572941,-2.3089016309867008e-07,1.1768891582150687e-12,0.14551065232096366,0.9502278776353036,10.904351822371716
O1,-15.3,495.0,25.0,-0.0034091987954165625,-5.900007632796878e-08,2.9493250965699677e-13,0.5759854255667436,4.586472839494284,62.47144543994639
O1,-15.3,495.0,50.0,0.005689709085996078,-3.7308017586357136e-06,-1.0899071574761016e-11,1.552997543397248,16.483739943476134,280.58527048602144
O1,-15.3,495.0,75.0,0.005042597091950364,-1.9891298749437314e-06,-7.079851028662182e-12,2.5325115231172872,32.0818459364286,617.4647988617721
O1,-15.3,495.0,100.0,0.0045348802390962955,-1.3247074841861266e-06,-5.344011918700899e-12,3.3948631123767194,47.95062347534301,990.1048035557097
O1,-15.3,495.0,250.0,0.0035888539072739234,-5.472345210554687e-07,-2.97616704462978e-12,6.381015731651872,112.36689991171535,2643.7800984121773
O1,-15.3,495.0,500.0,0.003397893072677317,-4.036489161104788e-07,-2.3698422486118762e-12,8.108948369131127,153.71268882316514,3764.7512457768203
O1,-15.3,495.0,1000.0,0.003368946840950752,-3.517911423443296e-07,-2.12418520003449e-12,9.172210360648515,180.07558712471663,4492.908470300874
O1,-15.3,495.0,5000.0,0.003395490344362486,-3.197259654170472e-07,-1.9512376009040675e-12,10.126586279122217,204.19828113066936,5165.885666621665
O1,-15.3,578.0,0.0,-0.07305360089160443,-1.2357514867852936e-06,6.319650600446573e-12,0.02632926504505004,0.16055460789296214,1.7305410629893263
O1,-15.3,578.0,0.1,-0.0727371427783687,-1.2304037198842763e-06,6.292290067075908e-12,0.02644796943871525,0.16129007280549626,1.73858443864602
O1,-15.3,578.0,5.0,-0.0354230716000119,-5.999860489654664e-07,3.0670140399281622e-12,0.05529812149416859,0.3431020205478376,3.757890282597417
O1,-15.3,578.0,10.0,-0.015827970428579415,-2.6891340044704767e-07,1.371777856814797e-12,0.12475477411225255,0.8054416093028941,9.148021362292472
O1,-15.3,578.0,25.0,-0.003970495673027794,-6.848603498962456e-08,3.4368463621729077e-13,0.4954638221649855,3.8196011822291434,50.64128934743324
O1,-15.3,578.0,50.0,0.005762364308496625,-4.4035395692261384e-06,-1.2668569758391715e-11,1.3460241759299625,13.6093378032361,223.54947262337012
O1,-15.3,578.0,75.0,0.005263518578312251,-2.3868536921580467e-06,-8.027313224801095e-12,2.2118142135651366,26.650195671089364,495.92662004253305
O1,-15.3,578.0,100.0,0.004759201193797762,-1.5861913721081591e-06,-6.049833832912912e-12,2.9851019502252285,40.20028761711551,805.2916151387058
O1,-15.3,578.0,250.0,0.0037123378866111196,-6.31171026815975e-07,-3.2745088948341792e-12,5.745963007973938,97.7722881833717,2256.475738196889
O1,-15.3,578.0,500.0,0.003454035439219378,-4.512983876650349e-07,-2.556073233722319e-12,7.405132512934253,136.61877172054895,3297.682140372048
O1,-15.3,578.0,1000.0,0.0033816587677014147,-3.8479228787175633e-07,-2.284285150356554e-12,8.44959573641706,162.09329106321502,3995.2858953908203
O1,-15.3,578.0,5000.0,0.003369476510425716,-3.428773962946414e-07,-2.077604942296697e-12,9.402829777364856,185.86819177756402,4653.983597064811
O1,-15.3,675.0,0.0,-0.08479859621593032,-1.434230424424332e-06,7.335000500693953e-12,0.02255020989206736,0.13719473367718574,1.4756069560847889
O1,-15.3,675.0,0.1,-0.0844333362706953,-1.428057819923614e-06,7.303427078163577e-12,0.022651897218400004,0.13782192559027007,1.482437985442448
O1,-15.3,675.0,5.0,-0.041237988248557844,-6.981954343021759e-07,3.5693229877300835e-12,0.04737168562284217,0.2925443297998225,3.190297319104645
O1,-15.3,675.0,10.0,-0.01845083315469628,-3.132314963814816e-07,1.5987999216563582e-12,0.10692945472521914,0.6835106804169074,7.6932248063488196
O1,-15.3,675.0,25.0,-0.004626081888209922,-7.95669014343874e-08,4.0060643761909115e-13,0.425883645833773,3.1876820537397927,41.22227253166072
O1,-15.3,675.0,50.0,0.005750914275898582,-5.152326718595183e-06,-1.4285943870847823e-11,1.1646292870008452,11.233934142397304,178.1304511564402
O1,-15.3,675.0,75.0,0.0054620344016058035,-2.858132099181066e-06,-9.10572282629643e-12,1.926681266457324,22.074019863466134,396.7394722333311
O1,-15.3,675.0,100.0,0.00498840362657011,-1.903139044744453e-06,-6.863882403271944e-12,2.616079264036605,33.54280900127006,650.7628198841905
O1,-15.3,675.0,250.0,0.003860650787557606,-7.355562404772779e-07,-3.6159693298718034e-12,5.147286827603835,84.3874713646476,1906.4705655725006
O1,-15.3,675.0,500.0,0.0035349627353748457,-5.104661648660622e-07,-2.842613308176867e-12,6.7231675137967075,120.3785155073408,2858.507360498458
O1,-15.3,675.0,1000.0,0.00342408563954066,-4.273119506826887e-07,-2.462951664757971e-12,7.737216682446537,144.64517241092295,3516.4332877988013
O1,-15.3,675.0,5000.0,0.0033744636644778845,-3.734024205192852e-07,-2.2307846417044013e-12,8.67798972300718,167.74799487680295,4151.352052444665
O1,-15.3,789.0,0.0,-0.0984279480261818,-1.6645585618101868e-06,8.512987899220595e-12,0.019295362999901942,0.11715966206435448,1.257797023535237
O1,-15.3,789.0,0.1,-0.09800676744238906,-1.6574407750162787e-06,8.476589505084204e-12,0.019382388219798485,0.1176943239413607,1.2635994335662804
O1,-15.3,789.0,5.0,-0.04802902317295603,-8.128768914882269e-07,4.155645196088763e-12,0.040541930751844785,0.24934891978888385,2.709017688055371
O1,-15.3,789.0,10.0,-0.021524604102675718,-3.651828591867063e-07,1.865042151813412e-12,0.09155513312366606,0.580151732373255,6.478152850717193
O1,-15.3,789.0,25.0,-0.005396023718912905,-9.258408490460202e-08,4.674740346518885e-13,0.3655507259321405,2.663575514953488,33.66246541896804
O1,-15.3,789.0,50.0,0.005626565707356078,-5.96533679700403e-06,-1.598021714967068e-11,1.0053932793144582,9.267961946729274,141.93736182431317
O1,-15.3,789.0,75.0,0.005623601884602797,-3.4095534309444017e-06,-1.0264336442937817e-11,1.6731828352487266,18.22782380450008,316.1460419892703
O1,-15.3,789.0,100.0,0.005213038795524318,-2.2866442491514653e-06,-7.791561015968765e-12,2.284212661529028,27.85119382776479,522.4713115607608
O1,-15.3,789.0,250.0,0.004032799492815567,-8.653577283372109e-07,-4.0192586920333545e-12,4.58575644949835,72.2183757914465,1593.5631826948209
O1,-15.3,789.0,500.0,0.0036459195479279574,-5.859114658152052e-07,-3.117798530152709e-12,6.066561340645822,105.09303586385671,2450.08332502454
O1,-15.3,789.0,1000.0,0.0034946202193988107,-4.813466283557872e-07,-2.677255339293465e-12,7.039688484360745,127.8733670365433,3060.5765135806078
O1,-15.3,789.0,5000.0,0.003407995768558517,-4.130154612946547e-07,-2.4035427117114756e-12,7.957095876675567,149.9984493456397,3662.8894343544707
O1,-15.3,921.0,0.0,-0.11398067441815009,-1.9273967245234616e-06,9.856857300835703e-12,0.016532346084823662,0.10021346743415877,1.0741781105962271
O1,-15.3,921.0,0.1,-0.11349660211279898,-1.919215904908434e-06,9.815035707312921e-12,0.01660692071622193,0.10067010863153912,1.079118628784908
O1,-15.3,921.0,5.0,-0.05583512851195823,-9.447841040661989e-07,4.830786266974028e-12,0.03474214459066642,0.2129354602126459,2.3059688689345714
O1,-15.3,921.0,10.0,-0.025071950241664153,-4.251205505889983e-07,2.171996547773703e-12,0.07848824152549509,0.4936303489021744,5.474297683922268
O1,-15.3,921.0,25.0,-0.006286800768821585,-1.0763955160447412e-07,5.447327938192369e-13,0.3140379866237929,2.2341032313586764,27.656409325043867
O1,-15.3,921.0,50.0,-0.002246368436403255,-3.935750105938418e-08,1.9386150634209895e-13,0.8679789981643129,7.667204308956598,113.5707059821873
O1,-15.3,921.0,75.0,0.005733928829049606,-4.038621537248882e-06,-1.1511475375756161e-11,1.451978043548826,15.059793111776168,252.0699140916659
O1,-15.3,921.0,100.0,0.005417470516268596,-2.738647849934327e-06,-8.830599544260503e-12,1.9916641828813888,23.09457992823676,418.5725131425076
O1,-15.3,921.0,250.0,0.00422486755604485,-1.0243257942579332e-06,-4.484365012542009e-12,4.071459355876474,61.4540597596132,1321.9796521318526
O1,-15.3,921.0,500.0,0.0037814493000247074,-6.790994605795647e-07,-3.434788274657563e-12,5.450229124440394,91.11145771022152,2081.610520552363
O1,-15.3,921.0,1000.0,0.003589995824887207,-5.480090890663399e-07,-2.9790016788985554e-12,6.374295410618126,112.21052892353623,2639.603035710823
O1,-15.3,921.0,5000.0,0.0034693187675566496,-4.6283753243636107e-07,-2.60144253747785e-12,7.258878293311867,133.1074041938914,3202.319453402286
O1,-15.3,1075.0,0.0,-0.13182499175893458,-2.2289691139411974e-06,1.1398259951961251e-11,0.014165783565397673,0.08574373253462746,0.9178388685126708
O1,-15.3,1075.0,0.1,-0.1312699510064078,-2.2195887219266044e-06,1.1350322974260604e-11,0.014229691153177706,0.08613393401601513,0.9220494093413272
O1,-15.3,1075.0,5.0,-0.06486589942396198,-1.0973889839309957e-06,5.611740261730066e-12,0.02977304601621575,0.1819336201139548,1.9647722550340692
O1,-15.3,1075.0,10.0,-0.029194681813458,-4.947739981653963e-07,2.5286031451948583e-12,0.06728475812607203,0.4204231592925763,4.634679411777039
O1,-15.3,1075.0,25.0,-0.007325052866666742,-1.251916243816941e-07,6.348172902727486e-13,0.2696983549196565,1.8780502493323263,22.818494039043433
O1,-15.3,1075.0,50.0,-0.0026122690271507413,-4.5535578429114127e-08,2.2567065931029449e-13,0.7486083981141899,6.3530673701351255,91.148228960705
O1,-15.3,1075.0,75.0,0.0057691177779854,-4.745877846599984e-06,-1.3414943103978505e-11,1.2579512408255966,12.438555917045353,200.95098433081228
O1,-15.3,1075.0,100.0,0.00558834642498994,-3.264614385777762e-06,-9.965050884322937e-12,1.73275613809293,19.11173761849396,334.41538393949867
O1,-15.3,1075.0,250.0,0.004432995784168947,-1.219263906372321e-06,-5.047371536887689e-12,3.6003760268539216,51.965138446390064,1087.5847679734136
O1,-15.3,1075.0,500.0,0.0039403515972004635,-7.943989023783154e-07,-3.802117009727845e-12,4.87268234567528,78.38612668302876,1751.4545986614908
O1,-15.3,1075.0,1000.0,0.0037133934625612347,-6.318949654035696e-07,-3.2769366140239244e-12,5.741193257936491,97.66413790787044,2253.626321727288
O1,-15.3,1075.0,5000.0,0.0035557027721016088,-5.247085805280299e-07,-2.8962897541179477e-12,6.5847785607293385,117.12640050874172,2771.1781988871553
O1,-15.3,1220.0,0.0,-0.14834030974578863,-2.5081155398104787e-06,1.282484291234159e-11,0.012483268071665398,0.07548166196012851,0.8072123102722395
O1,-15.3,1220.0,0.1,-0.14772070111320623,-2.497638908240869e-06,1.2771272396560187e-11,0.012539590238859588,0.07582484503926902,0.8109084973888558
O1,-15.3,1220.0,5.0,-0.07329499531228825,-1.2398307686995615e-06,6.340521130057268e-12,0.026239406250065347,0.1599979326395311,1.7244536994075366
O1,-15.3,1220.0,10.0,-0.033061002374218704,-5.600875326872915e-07,2.862872632470067e-12,0.059313136971393725,0.3688854286248658,4.049101552550168
O1,-15.3,1220.0,25.0,-0.008301648917872995,-1.4170115633763124e-07,7.195304686184141e-13,0.2380516579159837,1.6317826121769352,19.55348654224982
O1,-15.3,1220.0,50.0,-0.002956668371116882,-5.135363340967167e-08,2.556108296178117e-13,0.6627845789983787,5.454385214574383,76.33036705440719
O1,-15.3,1220.0,75.0,0.005728557958434924,-5.377121792869218e-06,-1.4760495010872673e-11,1.117364653623066,10.638385934389202,167.0222782497626
O1,-15.3,1220.0,100.0,0.005694258792055175,-3.7573246385167653e-06,-1.0952495265424942e-11,1.543797385134762,16.352441602880376,277.9357360866526
O1,-15.3,1220.0,250.0,0.004612799418145283,-1.4105300942847066e-06,-5.5758445986316684e-12,3.246676902618482,45.10725672847239,921.7537190907228
O1,-15.3,1220.0,500.0,0.004087168362254394,-9.085546645755116e-07,-4.146175080883983e-12,4.4306193826885005,68.93032910406313,1510.0368898412348
O1,-15.3,1220.0,1000.0,0.0038327602815780063,-7.154593432787481e-07,-3.551632137379273e-12,5.250211161483917,86.66018569801115,1965.5033811742278
O1,-15.3,1220.0,5000.0,0.003648107794770625,-5.873946789315654e-07,-3.1230190301546717e-12,6.055312101199844,104.8344920079122,2443.222107427209
O1,-15.3,1256.0,0.0,-0.1523987423505293,-2.576735318129055e-06,1.3175827711895987e-11,0.012125699155870572,0.07330346639562882,0.7837579300931221
O1,-15.3,1256.0,0.1,-0.15176342879614263,-2.5659927842485904e-06,1.3120898192474054e-11,0.012180409089498032,0.07363668038596499,0.7873453018154108
O1,-15.3,1256.0,5.0,-0.07537677294166051,-1.2750104494476444e-06,6.520504297403171e-12,0.025488345361660752,0.1553474364559655,1.6736226993115786
O1,-15.3,1256.0,10.0,-0.03401860483363475,-5.762630698104472e-07,2.9456401508049986e-12,0.05761831150459441,0.3579874288082749,3.925870864087587
O1,-15.3,1256.0,25.0,-0.008543967020970851,-1.4579758352571647e-07,7.405477854736502e-13,0.23131283081629875,1.5801990663967471,18.87846545207251
O1,-15.3,1256.0,50.0,-0.0030421569049389847,-5.2798015518458156e-08,2.630406061462861e-13,0.6444415450270975,5.267483799287943,73.30660328046352
O1,-15.3,1256.0,75.0,0.005708615518272175,-5.5277615117464966e-06,-1.5052778714843307e-11,1.0871982644513336,10.263519003777828,160.09276659894982
O1,-15.3,1256.0,100.0,0.005713231440774598,-3.8782021865442895e-06,-1.1192675558971262e-11,1.5031013288338329,15.775511546013815,266.34152619115713
O1,-15.3,1256.0,250.0,0.004654845360524827,-1.4589647050556743e-06,-5.712861283892251e-12,3.1693742934394704,43.64185352677507,886.7676666241878
O1,-15.3,1256.0,500.0,0.004122963273869407,-9.377071265022614e-07,-4.23149054393566e-12,4.333021285405974,66.87948609972769,1458.1836728135174
O1,-15.3,1256.0,1000.0,0.003862374130192548,-7.36805922471039e-07,-3.619934919319378e-12,5.141054511892944,84.25025214570405,1902.9119370093708
O1,-15.3,1256.0,5000.0,0.003671781598338336,-6.034680680860416e-07,-3.179174121496748e-12,5.9367942482013225,102.11783890372033,2371.2303428325754
O1,-15.3,1467.0,0.0,-0.17586007835997927,-2.9734835444696467e-06,1.520443995975826e-11,0.010382615652389278,0.0626987404563971,0.6697032381565236
O1,-15.3,1467.0,0.1,-0.17513521042328492,-2.961224316637317e-06,1.5141759580098445e-11,0.010429465353205018,0.06298347395562029,0.6727626403603643
O1,-15.3,1467.0,5.0,-0.08749192677053878,-1.4797457114804018e-06,7.567808294290041e-12,0.02182660688048844,0.13273386417112604,1.4270435574341642
O1,-15.3,1467.0,10.0,-0.039612908691053196,-6.707508930652004e-07,3.4289790187789156e-12,0.04935286350544984,0.30513814290289043,3.3312547315596466
O1,-15.3,1467.0,25.0,-0.009963044765537053,-1.6978659255762877e-07,8.636061394482605e-13,0.19839548290971212,1.332598918749273,15.683237431156904
O1,-15.3,1467.0,50.0,-0.0035430736801775847,-6.126243414232158e-08,3.0656215404096706e-13,0.5544964473525585,4.3781538205300565,59.21718655340725
O1,-15.3,1467.0,75.0,0.0055237187675325925,-6.3555981859783055e-06,-1.6732303749904732e-11,0.9386664014970656,8.479209719436339,127.82568357457846
O1,-15.3,1467.0,100.0,0.005768208676841972,-4.570192182018911e-06,-1.303346736660913e-11,1.3019446324874415,13.019334097540279,212.11176736175187
O1,-15.3,1467.0,250.0,0.004883837805076611,-1.7497521739877666e-06,-6.473513100728456e-12,2.7812466768333732,36.48218836876971,718.4515796290503
O1,-15.3,1467.0,500.0,0.004323952054189086,-1.1139797036491493e-06,-4.744959823667856e-12,3.837557659818793,56.694956311731595,1203.7668442290328
