operator,binding_energy,repressor,inducer_uM,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m0p4,lambda_m0p5,lambda_m0p6,m1p0,m1p1,m1p2,m1p3,m1p4,m1p5,m2p0,m2p1,m2p2,m2p3,m2p4,m3p0,m3p1,m3p2,m3p3,m4p0,m4p1,m4p2,m5p0,m5p1,m6p0
O1,-15.3,0,2.347107158071929,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,2.940547007109614,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,3.6840314986403855,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,4.615497745882016,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,5.782474837716209,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,7.244509062679938,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,9.076202323775252,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,11.371018782552207,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,14.246053970662551,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,17.84800971804202,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,22.36067977499789,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,28.01432809029484,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,35.09743828218462,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,43.971433832050685,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,55.08912011472489,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,69.01778929033964,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,86.46816701021307,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,108.33067797424536,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,135.72088082974528,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,170.0363907773305,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,213.0281944224197,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,266.8899957909864,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,334.370152488211,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,418.9119136655379,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,524.8291155925177,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,657.5262998930654,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,823.7744862210327,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,1032.0566709789236,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,1293.0006815315508,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,1619.9214727765632,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,2029.5005373503016,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,2542.637097121363,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,3185.5145089532252,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,3990.9362992618817,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
O1,-15.3,0,4999.999999999999,0.0020535795226151008,-1.1053973287844627e-07,-1.4799650254399544e-13,4.733705213532427e-18,-4.5165268650283544e-23,-2.8277419453279157e-28,18.35564531144841,179156.54637716638,1831262170.696489,19547291616597.89,2.170286796774684e+17,2.4952049208126603e+21,443.52710992172587,4528181.626964586,48094829178.47831,529784036614411.8,6.031397245960472e+18,13165.533414816013,138608628.82847604,1509787458022.991,1.6970894308631252e+16,458334.8945590935,4925226723.812039,54547196634162.39,18131938.37105347,197557618739.4,797770582.7872816
