,operator,binding_energy,repressor,inducer_uM,m1p0,m0p1,m2p0,m0p2,m_fold_change,p_fold_change,m_noise,p_noise
0,O1,-15.3,0,0.0,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
1,O1,-15.3,0,0.1,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
2,O1,-15.3,0,0.12528388390776227,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
3,O1,-15.3,0,0.15696051567013652,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
4,O1,-15.3,0,0.19664623023319883,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
5,O1,-15.3,0,0.2463660347943517,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
6,O1,-15.3,0,0.3086569370199128,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
7,O1,-15.3,0,0.38669739864928243,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
8,O1,-15.3,0,0.4844695199981036,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
9,O1,-15.3,0,0.6069622310029172,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
10,O1,-15.3,0,0.7604258568536586,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
11,O1,-15.3,0,0.9526910477051441,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
12,O1,-15.3,0,1.1935683462065567,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
13,O1,-15.3,0,1.4953487812212205,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
14,O1,-15.3,0,1.8734310310813318,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
15,O1,-15.3,0,2.347107158071929,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
16,O1,-15.3,0,2.940547007109614,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
17,O1,-15.3,0,3.6840314986403864,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
18,O1,-15.3,0,4.615497745882016,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
19,O1,-15.3,0,5.782474837716209,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
20,O1,-15.3,0,7.244509062679939,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
21,O1,-15.3,0,9.076202323775252,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
22,O1,-15.3,0,11.371018782552207,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
23,O1,-15.3,0,14.24605397066255,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
24,O1,-15.3,0,17.848009718042025,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
25,O1,-15.3,0,22.360679774997894,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
26,O1,-15.3,0,28.01432809029484,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
27,O1,-15.3,0,35.09743828218462,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
28,O1,-15.3,0,43.971433832050685,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
29,O1,-15.3,0,55.089120114724885,18.720041486789363,9360.020743394769,432.6067996488456,88236784.89322227,1.0000000000000004,1.0000000000000098,0.4842186387968992,0.08458366451103323
