,date,IPTG_uM,operator,binding_energy,repressor,percentile,fold_change,fold_change_lower,fold_change_upper,noise,noise_lower,noise_upper,skewness,skewness_lower,skewness_upper
0,20161203,,O2,-13.9,0,0.01,,,,0.37002506005081565,0.3711024982677731,0.3714088886690368,0.8256147881800904,0.8022105126177645,0.8050687029777674
1,20161203,,O2,-13.9,0,0.05,,,,0.37002506005081565,0.3709361449185809,0.3727694269653104,0.8256147881800904,0.7971662832830233,0.8160219458188119
2,20161203,,O2,-13.9,0,0.1,,,,0.37002506005081565,0.36878027513148715,0.37260256318111273,0.8256147881800904,0.7930026437801468,0.8322043787361832
3,20161203,,O2,-13.9,0,0.25,,,,0.37002506005081565,0.36307054396560523,0.3731058886453643,0.8256147881800904,0.7930026437801468,0.8942888205852425
4,20161203,,O2,-13.9,0,0.5,,,,0.37002506005081565,0.3585242097828794,0.37961788497796056,0.8256147881800904,0.7126604390554971,0.9310864630368123
5,20161203,,O2,-13.9,0,0.75,,,,0.37002506005081565,0.35052036603371356,0.38647052169371987,0.8256147881800904,0.6414737043568739,1.0116935094021853
6,20161203,,O2,-13.9,0,0.9,,,,0.37002506005081565,0.34501840307439635,0.3965386595655125,0.8256147881800904,0.5697897259503661,1.0917974186772244
7,20161203,,O2,-13.9,0,0.95,,,,0.37002506005081565,0.3384435589978056,0.4003704979567222,0.8256147881800904,0.5049916189675312,1.1245003769597517
8,20161203,,O2,-13.9,0,0.99,,,,0.37002506005081565,0.3288673039428864,0.40904517404627416,0.8256147881800904,0.435261191939167,1.2344354808983489
9,20161203,0.0,O2,-13.9,260,0.01,0.011392210134131438,0.011201678235151198,0.011213701108477022,1.0519556671465673,1.0294980863075924,1.0307033987235374,2.864691970172518,3.1277331656864424,3.1363429978401354
10,20161203,0.0,O2,-13.9,260,0.05,0.011392210134131438,0.011324018849996342,0.011392497203971006,1.0519556671465673,1.041050733388705,1.0483384233023905,2.864691970172518,2.985628445600714,3.0375798183143763
11,20161203,0.0,O2,-13.9,260,0.1,0.011392210134131438,0.011297125678086387,0.011438002721272895,1.0519556671465673,1.040952665998855,1.056196572243611,2.864691970172518,2.943656297287603,3.049975421200009
12,20161203,0.0,O2,-13.9,260,0.25,0.011392210134131438,0.011201760229075585,0.01156096663432887,1.0519556671465673,1.0284736350749333,1.0676558477647022,2.864691970172518,2.874767925528945,3.1499384436951536
13,20161203,0.0,O2,-13.9,260,0.5,0.011392210134131438,0.010974646208152845,0.01173644595131602,1.0519556671465673,1.0019242779477384,1.0864445947081243,2.864691970172518,2.594210603439145,3.1740353650668895
14,20161203,0.0,O2,-13.9,260,0.75,0.011392210134131438,0.010678849391451034,0.011986134395973493,1.0519556671465673,0.9790104135969476,1.1215784664501007,2.864691970172518,2.4073968318634082,3.389745994162011
15,20161203,0.0,O2,-13.9,260,0.9,0.011392210134131438,0.01047324307699968,0.012319966196866192,1.0519556671465673,0.9467644210692784,1.1490230099557772,2.864691970172518,2.050859000627248,3.499672259927312
16,20161203,0.0,O2,-13.9,260,0.95,0.011392210134131438,0.010276576619409214,0.01248444138696628,1.0519556671465673,0.929280049099081,1.1688434333353457,2.864691970172518,1.9295579566366354,3.617529967270773
