operator,binding_energy,repressor,inducer_uM,num_mom,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m0p4,lambda_m0p5,lambda_m0p6
O1,-15.3,1740.0,500.0,3,0.006144919363943076,-2.210812640334909e-06,-8.106150718496116e-12,0.0,0.0,0.0
O1,-15.3,1740.0,1000.0,3,0.005451990919347786,-1.6269978044874602e-06,-6.4639512873364336e-12,0.0,0.0,0.0
O1,-15.3,1740.0,5000.0,3,0.004917631706039023,-1.2509126239845067e-06,-5.333023768066709e-12,0.0,0.0,0.0
O2,-13.9,0.0,0.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,0.1,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,5.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,10.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,25.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,50.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,75.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,100.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,250.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,500.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,1000.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,0.0,5000.0,3,0.0027906033757906417,-1.6928033191446858e-07,-9.228926444368578e-13,0.0,0.0,0.0
O2,-13.9,22.0,0.0,3,0.010934634258815443,-5.394496318014085e-06,-1.7293664780461453e-11,0.0,0.0,0.0
O2,-13.9,22.0,0.1,3,0.010911451535394759,-5.361834335976407e-06,-1.721446712760408e-11,0.0,0.0,0.0
O2,-13.9,22.0,5.0,3,0.0075381791405304665,-2.007397041747446e-06,-8.30866760307143e-12,0.0,0.0,0.0
O2,-13.9,22.0,10.0,3,0.005112631824331587,-7.718481267275505e-07,-4.170601284727636e-12,0.0,0.0,0.0
O2,-13.9,22.0,25.0,3,0.003369794882254735,-2.7782009703957557e-07,-1.6922721384231193e-12,0.0,0.0,0.0
O2,-13.9,22.0,50.0,3,0.002988595943789207,-2.038035252320974e-07,-1.1873093260833264e-12,0.0,0.0,0.0
O2,-13.9,22.0,75.0,3,0.002904073499673098,-1.8877465444638672e-07,-1.0735183737273658e-12,0.0,0.0,0.0
O2,-13.9,22.0,100.0,3,0.0028703048735292313,-1.828987994428961e-07,-1.0292406912438592e-12,0.0,0.0,0.0
O2,-13.9,22.0,250.0,3,0.0028244840328861508,-1.7503351553491279e-07,-9.67836814982289e-13,0.0,0.0,0.0
O2,-13.9,22.0,500.0,3,0.0028134530833128497,-1.7316014737725892e-07,-9.530615745935046e-13,0.0,0.0,0.0
O2,-13.9,22.0,1000.0,3,0.002808792874665344,-1.72363690970559e-07,-9.468775274916161e-13,0.0,0.0,0.0
O2,-13.9,22.0,5000.0,3,0.002805348064000635,-1.7178707191565119e-07,-9.42390178769572e-13,0.0,0.0,0.0
O2,-13.9,22.0,0.0,3,0.010934634258815443,-5.394496318014085e-06,-1.7293664780461453e-11,0.0,0.0,0.0
O2,-13.9,22.0,0.1,3,0.010911451535394759,-5.361834335976407e-06,-1.721446712760408e-11,0.0,0.0,0.0
O2,-13.9,22.0,5.0,3,0.0075381791405304665,-2.007397041747446e-06,-8.30866760307143e-12,0.0,0.0,0.0
O2,-13.9,22.0,10.0,3,0.005112631824331587,-7.718481267275505e-07,-4.170601284727636e-12,0.0,0.0,0.0
O2,-13.9,22.0,25.0,3,0.003369794882254735,-2.7782009703957557e-07,-1.6922721384231193e-12,0.0,0.0,0.0
O2,-13.9,22.0,50.0,3,0.002988595943789207,-2.038035252320974e-07,-1.1873093260833264e-12,0.0,0.0,0.0
O2,-13.9,22.0,75.0,3,0.002904073499673098,-1.8877465444638672e-07,-1.0735183737273658e-12,0.0,0.0,0.0
O2,-13.9,22.0,100.0,3,0.0028703048735292313,-1.828987994428961e-07,-1.0292406912438592e-12,0.0,0.0,0.0
O2,-13.9,22.0,250.0,3,0.0028244840328861508,-1.7503351553491279e-07,-9.67836814982289e-13,0.0,0.0,0.0
O2,-13.9,22.0,500.0,3,0.0028134530833128497,-1.7316014737725892e-07,-9.530615745935046e-13,0.0,0.0,0.0
O2,-13.9,22.0,1000.0,3,0.002808792874665344,-1.72363690970559e-07,-9.468775274916161e-13,0.0,0.0,0.0
O2,-13.9,22.0,5000.0,3,0.002805348064000635,-1.7178707191565119e-07,-9.42390178769572e-13,0.0,0.0,0.0
O2,-13.9,260.0,0.0,3,-0.010203334940367863,-1.7473964153091756e-07,8.843440290507427e-13,0.0,0.0,0.0
O2,-13.9,260.0,0.1,3,-0.010158052863942921,-1.7397063875115943e-07,8.804193039148975e-13,0.0,0.0,0.0
O2,-13.9,260.0,5.0,3,-0.004904153757338919,-8.473872023989637e-08,4.247487662138753e-13,0.0,0.0,0.0
O2,-13.9,260.0,10.0,3,0.015490829505028782,-1.7620202313662863e-05,-4.540452974746351e-11,0.0,0.0,0.0
O2,-13.9,260.0,25.0,3,0.008573928078039856,-2.7913982880359775e-06,-1.0583124420949562e-11,0.0,0.0,0.0
O2,-13.9,260.0,50.0,3,0.005163274225057242,-7.905531578727584e-07,-4.245931081725556e-12,0.0,0.0,0.0
O2,-13.9,260.0,75.0,3,0.0041926271504791075,-4.768509398515503e-07,-2.8022193201700986e-12,0.0,0.0,0.0
O2,-13.9,260.0,100.0,3,0.003781682081055647,-3.7033015289824676e-07,-2.2359367947332546e-12,0.0,0.0,0.0
O2,-13.9,260.0,250.0,3,0.003207122854381474,-2.449323285804835e-07,-1.4792264436959904e-12,0.0,0.0,0.0
O2,-13.9,260.0,500.0,3,0.0030696900437641775,-2.1866416897463926e-07,-1.2961143641616832e-12,0.0,0.0,0.0
O2,-13.9,260.0,1000.0,3,0.0030115554741281655,-2.0796090503163095e-07,-1.2173266243075883e-12,0.0,0.0,0.0
O2,-13.9,260.0,5000.0,3,0.002969860031926961,-2.0043269403633224e-07,-1.1624827560129626e-12,0.0,0.0,0.0
O2,-13.9,1740.0,0.0,3,-0.06596769882801996,-1.1212314620451047e-06,5.706636669950472e-12,0.0,0.0,0.0
O2,-13.9,1740.0,0.1,3,-0.06568105689686003,-1.1163659712781096e-06,5.681852415615813e-12,0.0,0.0,0.0
O2,-13.9,1740.0,5.0,3,-0.03194322300962441,-5.438155474184871e-07,2.7660467818848194e-12,0.0,0.0,0.0
O2,-13.9,1740.0,10.0,3,-0.014274908433882282,-2.4388162078732436e-07,1.237140896320606e-12,0.0,0.0,0.0
O2,-13.9,1740.0,25.0,3,-0.0035999830363276147,-6.259061819618778e-08,3.1151174874829696e-13,0.0,0.0,0.0
O2,-13.9,1740.0,50.0,3,0.012847589062603025,-8.771922040750669e-06,-2.4931857920250937e-11,0.0,0.0,0.0
O2,-13.9,1740.0,75.0,3,0.010002346594139047,-4.204669450769596e-06,-1.4341670031727529e-11,0.0,0.0,0.0
O2,-13.9,1740.0,100.0,3,0.008393769548393925,-2.6415749410135863e-06,-1.016771324282348e-11,0.0,0.0,0.0
O2,-13.9,1740.0,250.0,3,0.005534871849805773,-9.358468370168985e-07,-4.807391538225919e-12,0.0,0.0,0.0
O2,-13.9,1740.0,500.0,3,0.004696263031024201,-6.281362237037146e-07,-3.4936827776575856e-12,0.0,0.0,0.0
O2,-13.9,1740.0,1000.0,3,0.004316330184446567,-5.118694401134743e-07,-2.9732323629653012e-12,0.0,0.0,0.0
O2,-13.9,1740.0,5000.0,3,0.00403778809740005,-4.349646176484402e-07,-2.5882443438698444e-12,0.0,0.0,0.0
O3,-9.7,0.0,0.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,0.1,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,5.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,10.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,25.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,50.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,75.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,100.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,250.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,500.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,1000.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,0.0,5000.0,3,0.00279035725664661,-1.6926593481265185e-07,-9.228251596319597e-13,0.0,0.0,0.0
O3,-9.7,22.0,0.0,3,0.00303959301043204,-2.0326939659820752e-07,-1.1723065501910374e-12,0.0,0.0,0.0
O3,-9.7,22.0,0.1,3,0.0030384841366103677,-2.031095633735318e-07,-1.1711752962855273e-12,0.0,0.0,0.0
O3,-9.7,22.0,5.0,3,0.0029091164124102763,-1.8502752030371233e-07,-1.0396083191162638e-12,0.0,0.0,0.0
O3,-9.7,22.0,10.0,3,0.002842933783318702,-1.7614419192502787e-07,-9.73652789118924e-13,0.0,0.0,0.0
O3,-9.7,22.0,25.0,3,0.0028035577495171523,-1.7096403375673445e-07,-9.352555677080936e-13,0.0,0.0,0.0
O3,-9.7,22.0,50.0,3,0.0027948915651705257,-1.6985443760950255e-07,-9.272021867122144e-13,0.0,0.0,0.0
O3,-9.7,22.0,75.0,3,0.0027930375561321386,-1.6960923379853241e-07,-9.253934124015583e-13,0.0,0.0,0.0
O3,-9.7,22.0,100.0,3,0.002792311802116339,-1.6951174195985673e-07,-9.24671331725559e-13,0.0,0.0,0.0
O3,-9.7,22.0,250.0,3,0.0027912395632738157,-1.6937347288062618e-07,-9.236574736182577e-13,0.0,0.0,0.0
O3,-9.7,22.0,500.0,3,0.002790992843260931,-1.6934073918233783e-07,-9.234157036361356e-13,0.0,0.0,0.0
O3,-9.7,22.0,1000.0,3,0.0027908753723122843,-1.693259341353693e-07,-9.23317006262622e-13,0.0,0.0,0.0
O3,-9.7,22.0,5000.0,3,0.0027907336743470124,-1.6931202384000213e-07,-9.23223220823392e-13,0.0,0.0,0.0
O3,-9.7,22.0,0.0,3,0.00303959301043204,-2.0326939659820752e-07,-1.1723065501910374e-12,0.0,0.0,0.0
O3,-9.7,22.0,0.1,3,0.0030384841366103677,-2.031095633735318e-07,-1.1711752962855273e-12,0.0,0.0,0.0
O3,-9.7,22.0,5.0,3,0.0029091164124102763,-1.8502752030371233e-07,-1.0396083191162638e-12,0.0,0.0,0.0
O3,-9.7,22.0,10.0,3,0.002842933783318702,-1.7614419192502787e-07,-9.73652789118924e-13,0.0,0.0,0.0
O3,-9.7,22.0,25.0,3,0.0028035577495171523,-1.7096403375673445e-07,-9.352555677080936e-13,0.0,0.0,0.0
O3,-9.7,22.0,50.0,3,0.0027948915651705257,-1.6985443760950255e-07,-9.272021867122144e-13,0.0,0.0,0.0
O3,-9.7,22.0,75.0,3,0.0027930375561321386,-1.6960923379853241e-07,-9.253934124015583e-13,0.0,0.0,0.0
O3,-9.7,22.0,100.0,3,0.002792311802116339,-1.6951174195985673e-07,-9.24671331725559e-13,0.0,0.0,0.0
O3,-9.7,22.0,250.0,3,0.0027912395632738157,-1.6937347288062618e-07,-9.236574736182577e-13,0.0,0.0,0.0
O3,-9.7,22.0,500.0,3,0.002790992843260931,-1.6934073918233783e-07,-9.234157036361356e-13,0.0,0.0,0.0
O3,-9.7,22.0,1000.0,3,0.0027908753723122843,-1.693259341353693e-07,-9.23317006262622e-13,0.0,0.0,0.0
O3,-9.7,22.0,5000.0,3,0.0027907336743470124,-1.6931202384000213e-07,-9.23223220823392e-13,0.0,0.0,0.0
O3,-9.7,260.0,0.0,3,0.005514466653293392,-7.546339285994952e-07,-4.1466076777680425e-12,0.0,0.0,0.0
O3,-9.7,260.0,0.1,3,0.005503546568292707,-7.512292761952602e-07,-4.13209380253444e-12,0.0,0.0,0.0
O3,-9.7,260.0,5.0,3,0.004154178481129975,-4.0068372346327214e-07,-2.4170323383771564e-12,0.0,0.0,0.0
O3,-9.7,260.0,10.0,3,0.0034043281545745284,-2.5951098696013774e-07,-1.564414221807555e-12,0.0,0.0,0.0
O3,-9.7,260.0,25.0,3,0.0029434317976471487,-1.8972660012490413e-07,-1.0729156916111797e-12,0.0,0.0,0.0
O3,-9.7,260.0,50.0,3,0.002844275136026371,-1.7631358775084903e-07,-9.748817241187818e-13,0.0,0.0,0.0
O3,-9.7,260.0,75.0,3,0.0028216409371103228,-1.733305293692705e-07,-9.526921368736454e-13,0.0,0.0,0.0
O3,-9.7,260.0,100.0,3,0.0028124465728035382,-1.7213115464293774e-07,-9.438617381594467e-13,0.0,0.0,0.0
O3,-9.7,260.0,250.0,3,0.0027997569344488217,-1.7048677817804307e-07,-9.317720766183804e-13,0.0,0.0,0.0
O3,-9.7,260.0,500.0,3,0.0027969018895612906,-1.7010282958545473e-07,-9.288903491921405e-13,0.0,0.0,0.0
O3,-9.7,260.0,1000.0,3,0.002795501450837394,-1.6992673314806133e-07,-9.277200267315267e-13,0.0,0.0,0.0
O3,-9.7,260.0,5000.0,3,0.002794566642177127,-1.698053416116897e-07,-9.268288204582775e-13,0.0,0.0,0.0
O3,-9.7,1740.0,0.0,3,0.013682517320028863,-7.846906853786137e-06,-2.3785171662098692e-11,0.0,0.0,0.0
O3,-9.7,1740.0,0.1,3,0.013657432517957693,-7.801140499686303e-06,-2.3680426395749697e-11,0.0,0.0,0.0
O3,-9.7,1740.0,5.0,3,0.00971840160152871,-2.959821233502166e-06,-1.152476916102298e-11,0.0,0.0,0.0
O3,-9.7,1740.0,10.0,3,0.006453838736193415,-1.0843350260605927e-06,-5.567575123806141e-12,0.0,0.0,0.0
O3,-9.7,1740.0,25.0,3,0.003789465110908008,-3.283336505786253e-07,-1.998047028823662e-12,0.0,0.0,0.0
O3,-9.7,1740.0,50.0,3,0.003148119471537866,-2.1917768652900384e-07,-1.28584527832643e-12,0.0,0.0,0.0
O3,-9.7,1740.0,75.0,3,0.0029979361488643493,-1.973348666412645e-07,-1.128377550753903e-12,0.0,0.0,0.0
O3,-9.7,1740.0,100.0,3,0.0029371231067013837,-1.8886223842287562e-07,-1.0665598097341154e-12,0.0,0.0,0.0
O3,-9.7,1740.0,250.0,3,0.0028533565761677594,-1.775243774376337e-07,-9.838530434468971e-13,0.0,0.0,0.0
O3,-9.7,1740.0,500.0,3,0.0028330714326965808,-1.7483590872047524e-07,-9.640342723702328e-13,0.0,0.0,0.0
O3,-9.7,1740.0,1000.0,3,0.0028243865774825404,-1.7369436528050914e-07,-9.553813950176706e-13,0.0,0.0,0.0
O3,-9.7,1740.0,5000.0,3,0.0028180814736013787,-1.7287056419046922e-07,-9.493238070381018e-13,0.0,0.0,0.0
O1,-15.3,0.0,0.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,0.1,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,5.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,10.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,25.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,50.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,75.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,100.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,250.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,500.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,1000.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,0.0,5000.0,4,0.002970318008568369,-1.9213524162222378e-07,-1.593181675479011e-14,1.7160765628347504e-18,0.0,0.0
O1,-15.3,22.0,0.0,4,-0.003553271329954252,-7.210663938447388e-08,-4.819207804659505e-13,1.5087678318672313e-18,0.0,0.0
O1,-15.3,22.0,0.1,4,-0.0035376299672754724,-7.179748407005542e-08,-4.798106666288333e-13,1.5022075765772608e-18,0.0,0.0
O1,-15.3,22.0,5.0,4,0.010307921897297347,-9.328733816061863e-06,8.748452912458992e-12,1.6363037534823048e-17,0.0,0.0
O1,-15.3,22.0,10.0,4,0.006930092665251294,-3.0038467976254218e-06,2.7442391506036516e-12,1.1234335223051282e-17,0.0,0.0
O1,-15.3,22.0,25.0,4,0.003677477420938934,-5.729911550505961e-07,3.3866297843572143e-13,4.678962092810128e-18,0.0,0.0
O1,-15.3,22.0,50.0,4,0.0029811050142490004,-2.879827287210361e-07,3.94066837963986e-14,2.222003328561084e-18,0.0,0.0
O1,-15.3,22.0,75.0,4,0.00288464504533405,-2.392614615192305e-07,-4.449189977116823e-14,1.4520573651468357e-18,0.0,0.0
O1,-15.3,22.0,100.0,4,0.002866449173626673,-2.2184092562117582e-07,-8.29817921123537e-14,1.0851009182976206e-18,0.0,0.0
O1,-15.3,22.0,250.0,4,0.002919803985080388,-2.062966323100246e-07,8.625288946466275e-14,2.371931213888451e-18,0.0,0.0
O1,-15.3,22.0,500.0,4,0.0029309387481663107,-2.0146702150353905e-07,5.4943588535050584e-14,2.173369605558689e-18,0.0,0.0
O1,-15.3,22.0,1000.0,4,0.0029371338818665895,-1.994722523244508e-07,4.1065885031270766e-14,2.084898686843905e-18,0.0,0.0
O1,-15.3,22.0,5000.0,4,0.0029421414472299598,-1.9806611946285422e-07,3.097706022830853e-14,2.019743025836652e-18,0.0,0.0
O1,-15.3,22.0,0.0,4,-0.003553271329954252,-7.210663938447388e-08,-4.819207804659505e-13,1.5087678318672313e-18,0.0,0.0
O1,-15.3,22.0,0.1,4,-0.0035376299672754724,-7.179748407005542e-08,-4.798106666288333e-13,1.5022075765772608e-18,0.0,0.0
O1,-15.3,22.0,5.0,4,0.010307921897297347,-9.328733816061863e-06,8.748452912458992e-12,1.6363037534823048e-17,0.0,0.0
O1,-15.3,22.0,10.0,4,0.006930092665251294,-3.0038467976254218e-06,2.7442391506036516e-12,1.1234335223051282e-17,0.0,0.0
O1,-15.3,22.0,25.0,4,0.003677477420938934,-5.729911550505961e-07,3.3866297843572143e-13,4.678962092810128e-18,0.0,0.0
O1,-15.3,22.0,50.0,4,0.0029811050142490004,-2.879827287210361e-07,3.94066837963986e-14,2.222003328561084e-18,0.0,0.0
O1,-15.3,22.0,75.0,4,0.00288464504533405,-2.392614615192305e-07,-4.449189977116823e-14,1.4520573651468357e-18,0.0,0.0
O1,-15.3,22.0,100.0,4,0.002866449173626673,-2.2184092562117582e-07,-8.29817921123537e-14,1.0851009182976206e-18,0.0,0.0
O1,-15.3,22.0,250.0,4,0.002919803985080388,-2.062966323100246e-07,8.625288946466275e-14,2.371931213888451e-18,0.0,0.0
O1,-15.3,22.0,500.0,4,0.0029309387481663107,-2.0146702150353905e-07,5.4943588535050584e-14,2.173369605558689e-18,0.0,0.0
O1,-15.3,22.0,1000.0,4,0.0029371338818665895,-1.994722523244508e-07,4.1065885031270766e-14,2.084898686843905e-18,0.0,0.0
O1,-15.3,22.0,5000.0,4,0.0029421414472299598,-1.9806611946285422e-07,3.097706022830853e-14,2.019743025836652e-18,0.0,0.0
O1,-15.3,260.0,0.0,4,-0.04050572823788931,-8.029121769502262e-07,-5.4706989382072724e-12,1.703643546616379e-17,0.0,0.0
O1,-15.3,260.0,0.1,4,-0.040327590865473766,-7.993683710818554e-07,-5.446232019624801e-12,1.6958805617005457e-17,0.0,0.0
O1,-15.3,260.0,5.0,4,-0.019495881906678957,-3.8730307812264775e-07,-2.6326678398018493e-12,8.197140215713923e-18,0.0,0.0
O1,-15.3,260.0,10.0,4,-0.008693880048092552,-1.737362562607441e-07,-1.175526371533681e-12,3.665931363187663e-18,0.0,0.0
O1,-15.3,260.0,25.0,4,0.011328267646723771,-1.306261753035295e-05,1.3078663815749378e-11,1.2555208065393634e-17,0.0,0.0
O1,-15.3,260.0,50.0,4,0.0070143227358379885,-3.1010880073560953e-06,2.8326929617846707e-12,1.1360939548637923e-17,0.0,0.0
O1,-15.3,260.0,75.0,4,0.005295265406299747,-1.498014495936459e-06,1.2649585547560866e-12,8.208615474036382e-18,0.0,0.0
O1,-15.3,260.0,100.0,4,0.004502304972432542,-9.852291240424333e-07,7.789011969699744e-13,6.468807494779954e-18,0.0,0.0
O1,-15.3,260.0,250.0,4,0.0033596875610480935,-4.394760798464916e-07,2.0441585573322505e-13,3.7912310533053595e-18,0.0,0.0
O1,-15.3,260.0,500.0,4,0.0031092642096933547,-3.401924085872475e-07,1.03446579874796e-13,2.84593692226565e-18,0.0,0.0
O1,-15.3,260.0,1000.0,4,0.003014798614061585,-3.0218371415242665e-07,5.857720434582832e-14,2.4068460534103238e-18,0.0,0.0
O1,-15.3,260.0,5000.0,4,0.0029553531560305778,-2.76652618767613e-07,2.1837751234351954e-14,2.066130238298953e-18,0.0,0.0
O1,-15.3,1740.0,0.0,4,-0.24393010777483085,-4.827263395543926e-06,-3.2923735878703003e-11,1.0245154336001781e-16,0.0,0.0
O1,-15.3,1740.0,0.1,4,-0.2429569951377235,-4.808004349562096e-06,-3.279237314209442e-11,1.0204270082438317e-16,0.0,0.0
O1,-15.3,1740.0,5.0,4,-0.12342575214186609,-2.442967961065736e-06,-1.6660519660898423e-11,5.18493880358096e-17,0.0,0.0
O1,-15.3,1740.0,10.0,4,-0.05642739270966904,-1.1181602352915915e-06,-7.626908717437027e-12,2.377156606069934e-17,0.0,0.0
O1,-15.3,1740.0,25.0,4,-0.01427396592666265,-2.8406266293406197e-07,-1.9283442206791876e-12,6.007215396024551e-18,0.0,0.0
O1,-15.3,1740.0,50.0,4,-0.005075837968781091,-1.0220437436275666e-07,-6.873454687971264e-13,2.147554932286356e-18,0.0,0.0
O1,-15.3,1740.0,75.0,4,0.012259836580081127,-1.9157183259148345e-05,1.9537831025561486e-11,8.186303273254098e-18,0.0,0.0
O1,-15.3,1740.0,100.0,4,0.011169827267449849,-1.2368365787871351e-05,1.2278754195086967e-11,1.3445824748284187e-17,0.0,0.0
O1,-15.3,1740.0,250.0,4,0.007614892720768392,-3.858442374089021e-06,3.5908834115389483e-12,1.2143386094225793e-17,0.0,0.0
O1,-15.3,1740.0,500.0,4,0.006211967929920673,-2.2582372913864606e-06,1.9886528568432297e-12,1.0094164794608369e-17,0.0,0.0
O1,-15.3,1740.0,1000.0,4,0.005526071381085015,-1.67157168966163e-06,1.4297235347666373e-12,8.758059576682477e-18,0.0,0.0
O1,-15.3,1740.0,5000.0,4,0.005001019640549833,-1.2931283560938346e-06,1.0750694634519293e-12,7.595556777465185e-18,0.0,0.0
O2,-13.9,0.0,0.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,0.1,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,5.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,10.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,25.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,50.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,75.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,100.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,250.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,500.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,1000.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,0.0,5000.0,4,0.002970430329493513,-1.9214219120791917e-07,-1.593466596728775e-14,1.7161312099811658e-18,0.0,0.0
O2,-13.9,22.0,0.0,4,0.011006353421569224,-5.465932500213066e-06,5.084588468674922e-12,1.775658562845125e-17,0.0,0.0
O2,-13.9,22.0,0.1,4,0.010983400871943457,-5.433203639966452e-06,5.051407338541021e-12,1.7731028601832358e-17,0.0,0.0
O2,-13.9,22.0,5.0,4,0.007653782237203082,-2.0686352878143754e-06,1.7349338603813899e-12,1.1937948685601971e-17,0.0,0.0
O2,-13.9,22.0,10.0,4,0.005269754968640317,-8.202110620224119e-07,4.764321764811014e-13,6.872147978358869e-18,0.0,0.0
O2,-13.9,22.0,25.0,4,0.0035485403829405727,-3.0865193455683954e-07,-2.317222325704881e-14,2.121293697515144e-18,0.0,0.0
O2,-13.9,22.0,50.0,4,0.00314927078278312,-2.2693330333665782e-07,-1.3811161159042523e-13,7.572903936798501e-19,0.0,0.0
O2,-13.9,22.0,75.0,4,0.0031024705157163142,-2.1578600548633677e-07,7.114865245458689e-14,2.4026750656021157e-18,0.0,0.0
O2,-13.9,22.0,100.0,4,0.0030640073064205848,-2.0875613594822936e-07,4.5729443987728704e-14,2.2062953427498105e-18,0.0,0.0
O2,-13.9,22.0,250.0,4,0.0030105775524788166,-1.9919760377913947e-07,1.0290544391935441e-14,1.9295926070158172e-18,0.0,0.0
O2,-13.9,22.0,500.0,4,0.0029975567027317597,-1.9690403277998064e-07,1.834313905753493e-15,1.8611505199496614e-18,0.0,0.0
