operator,binding_energy,repressor,inducer_uM,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m0p4,lambda_m0p5,lambda_m0p6,m1p0,m1p1,m1p2,m1p3,m1p4,m1p5,m2p0,m2p1,m2p2,m2p3,m2p4,m3p0,m3p1,m3p2,m3p3,m4p0,m4p1,m4p2,m5p0,m5p1,m6p0
O1,-15.3,0.0,0.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,0.1,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,5.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,10.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,25.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,50.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,75.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,100.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,250.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,500.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,1000.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,0.0,5000.0,0.002917710054191756,-1.853542593533609e-07,-3.375753797087303e-13,6.2088771827522626e-18,-8.239235670116467e-23,-3.4092728547278006e-28,15.465069672222945,127212.93461480034,1093397282.9768786,9793618240328.744,9.106553856187549e+16,8.751674462205342e+20,322.6757291993396,2815367.804986068,25548465557.90069,240038427563272.4,2.324187094927579e+18,8592.93638553071,78666437.9511033,743549004143.9283,7223463902511011.0,278504.3623029047,2639464950.845814,25649526852448.31,10548925.498051256,102309446716.37187,452611127.29861337
O1,-15.3,1.0,0.0,0.0034602908350772938,-4.899694733936325e-07,-1.5317767276980672e-12,-5.487420178655802e-18,-3.1140094409032004e-22,-2.0916138644216086e-28,6.940096675020434,26561.295474626684,109876499.67362031,488670292902.8237,2322033411021801.0,1.1711413837078063e+19,115.729522594846,474309.2247311021,2089782492.408353,9826943107678.953,4.897507699294445e+16,2725.563484942377,11807358.932678966,54537026739.24305,266679100707965.72,81606.72887030813,368148454.75286514,1757179407501.9424,2922316.1832024264,13557285437.421837,120208504.76347873
O1,-15.3,1.0,0.1,0.0034557120752212963,-4.880975753817247e-07,-1.5234230076493857e-12,-5.406627211957968e-18,-3.0983631412060206e-22,-2.096163562535796e-28,6.957316137286504,26690.998984184007,110668295.11254296,493290721809.187,2349048245650828.5,1.1872414121822482e+19,116.11549128655264,477018.3740310011,2106523427.186814,9927544229113.348,4.9582146024007096e+16,2736.0086585942863,11880398.675081516,54998641292.46185,269525108168658.1,81946.35369100457,370539739.6345692,1772565399211.7488,2935170.3846142264,13648322096.2133,120758862.91733237
